,attr5,attr29,attr31,attr38,attr42,attr46,attr48,attr53,attr58,attr59,attr62,attr63,attr64,attr70,attr77,attr81,attr82,attr87,attr88,attr96,attr101,attr102,attr104,attr106,attr110,attr112,attr113,attr114,attr117,attr118,attr119,attr130,attr131,attr133,attr135,attr137,attr138,attr143,attr144,attr146,attr147,attr148,attr152,attr154,attr156,attr158,attr159,attr161,attr162,attr163,attr165,attr168,attr170,attr171,attr172,attr173,attr174,attr175,attr183,attr188,attr190,attr191,attr196,attr197,attr198,attr208,attr209,attr211,attr213,attr214,attr219,attr226,attr227,attr230,attr231,attr233,attr234,attr241,attr242,attr244,attr247,attr252,attr253,attr255,attr257,attr258,attr260,attr263,attr264,attr268,attr271,attr272,attr282,attr285,attr289,attr291,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
625,0.806472,0.42312,0.454142,0.593587,0.577025,0.478521,0.363258,0.00021,0.0,0.0,0.0,0.0,9.9e-05,0.0,0.354774,0.355894,0.158034,0.028365,0.039603,0.151271,0.257558,0.257353,0.258224,0.279602,0.286797,0.276413,0.294177,0.320322,0.299287,0.294472,0.285322,0.381996,0.386077,0.208916,0.099225,0.101941,0.094547,0.165446,0.186187,0.173525,0.244424,0.001395,0.000822,0.000937,0.000227,0.000366,0.000247,0.000194,0.000548,0.01713,0.001762,0.000251,0.016133,0.009709,0.030925,0.022032,0.009231,0.018363,0.010586,0.007051,0.014446,0.016581,0.05134,0.406032,0.385534,0.369565,0.3785,0.421665,0.537395,0.392244,0.526022,0.805332,0.824119,0.869342,0.863929,0.996668,0.987856,0.928498,0.909834,0.822028,0.002305,0.001219,0.001557,0.001499,0.0,0.001763,0.00191,0.002191,0.001299,0.115502,0.072879,0.088033,0.053295,0.068264,0.149609,0.144787,0.235851,0,0,0,1,0,0
626,0.986901,0.243593,0.613302,0.70304,0.431336,0.639422,0.585742,0.0,0.000801,0.0,0.060108,0.413604,0.118558,0.418729,0.199535,0.202042,0.044514,0.038271,0.082809,0.023442,0.329499,0.346667,0.338224,0.247798,0.334335,0.375816,0.258827,0.296687,0.317462,0.3031,0.4031,0.29308,0.462538,0.245199,0.165398,0.160796,0.255665,0.149733,0.170837,0.167798,0.153038,0.017769,0.0,0.010154,0.004338,0.0,0.003508,0.016065,0.008804,0.015256,0.002529,0.012745,0.007045,0.008026,0.016605,0.075171,0.011233,0.043929,0.039991,0.003072,0.006871,0.007526,0.007181,0.431506,0.461979,0.501197,0.543579,0.45509,0.484333,0.492038,0.50199,0.622909,0.670133,0.518921,0.467749,1.0,1.0,1.0,0.968454,0.983651,0.00441,0.010296,0.007883,0.000528,0.005148,0.00301,0.011751,0.001679,0.017544,0.041006,0.044226,0.010798,0.187709,0.105787,0.061032,0.027228,0.043409,0,0,0,1,0,0
627,0.968332,0.789687,0.81885,0.796519,0.769263,0.816723,0.821284,0.000499,0.063212,0.194685,0.164548,0.030081,0.01964,0.050481,0.036021,0.024738,0.031887,0.081018,0.044415,0.040789,0.270082,0.268128,0.277394,0.305398,0.340617,0.313855,0.28965,0.297833,0.493217,0.491626,0.348635,0.324787,0.341056,0.288807,0.263004,0.327455,0.352572,0.383148,0.40465,0.395171,0.40369,0.001344,0.000841,0.001797,0.008514,0.094437,0.046084,0.007535,0.006283,0.004393,0.091814,0.005152,0.011436,0.012821,0.016142,0.021371,0.113247,0.005524,0.010255,0.0165,0.029432,0.006797,0.002245,0.448951,0.446491,0.527185,0.544843,0.968923,0.886798,0.706522,0.982186,1.0,1.0,0.942812,0.973027,1.0,0.989913,0.869442,0.870415,0.900743,0.002727,0.010636,0.627119,0.483106,0.192997,0.248913,0.040896,0.191793,0.126598,0.060738,0.35093,0.334332,0.056789,0.090634,0.068763,0.038505,0.044158,0,0,0,1,0,0
628,0.863013,0.527456,0.553252,0.489978,0.460311,0.469168,0.367047,2.9e-05,0.785336,0.436595,0.689061,0.877271,0.121893,0.122439,0.013511,0.014517,0.017322,0.026863,0.015325,0.044822,0.287215,0.294088,0.291591,0.457051,0.295597,0.400988,0.277737,0.28415,0.322394,0.254678,0.254492,0.255309,0.24749,0.188141,0.169636,0.207833,0.166399,0.175391,0.170117,0.083093,0.054383,0.004595,0.000247,0.000327,0.095656,0.004718,0.007477,0.117034,0.007367,0.011112,0.345379,0.006324,0.038083,0.018956,0.008241,0.002314,0.004331,0.004389,0.014604,0.025102,0.022167,0.023922,0.014052,0.272511,0.282989,0.247137,0.224112,0.838377,0.655954,0.569858,0.741613,0.9549,0.944769,0.89977,0.867541,0.96587,0.926575,0.917293,0.889101,0.752807,0.000552,0.00284,0.501026,0.071294,0.138619,0.241589,0.265576,0.824986,0.370852,0.41351,0.02148,0.019551,0.066353,0.043445,0.071387,0.058949,0.173293,0,0,0,1,0,0
629,0.956129,0.607738,0.741522,0.717306,0.650339,0.643071,0.618986,0.000269,0.00025,0.000157,9.5e-05,6.4e-05,0.120785,0.0,0.313398,0.099919,0.049111,0.005364,0.007195,0.017857,0.345412,0.346557,0.350473,0.341276,0.346228,0.336667,0.342147,0.350302,0.346804,0.345693,0.341269,0.345357,0.340898,0.319986,0.314918,0.318669,0.284266,0.302099,0.304376,0.259527,0.238025,0.001246,0.000195,0.000178,2.4e-05,0.0,3.1e-05,0.000216,0.000833,0.001152,0.000843,0.000238,0.035084,0.021483,0.013903,0.019989,0.013695,0.011184,0.001164,0.008625,0.004789,0.002844,0.00585,0.414341,0.443527,0.478977,0.478261,0.438137,0.471417,0.47948,0.599448,0.687992,0.761172,0.747752,0.721462,0.866557,0.875179,0.839417,0.841765,0.88209,0.004628,0.001451,0.0024,0.001604,0.000204,0.0,0.004602,0.002133,0.000338,0.135279,0.094397,0.058928,0.004985,0.017926,0.024166,0.024312,0.029264,0,0,0,1,0,0
630,0.897954,0.290429,0.637145,0.807078,0.857226,0.685555,0.834055,0.005508,0.006911,0.002633,0.006381,0.000402,0.065513,0.151929,0.098373,0.219878,0.027131,0.015822,0.013953,0.012709,0.1561,0.14183,0.074357,0.226993,0.200712,0.18276,0.144299,0.168664,0.166521,0.15427,0.156507,0.282084,0.282288,0.248097,0.272476,0.276354,0.300261,0.301895,0.347821,0.335512,0.323406,0.028113,0.007026,0.002241,0.008764,0.002941,0.007442,0.002937,0.012347,0.01353,0.005177,0.01913,0.01204,0.016274,0.00764,0.018997,0.022505,0.008144,0.010962,0.012532,0.025841,0.034084,0.007385,0.34914,0.405454,0.46513,0.44879,0.346559,0.434558,0.431455,0.082173,0.069314,0.428365,0.89893,0.915341,0.93026,0.873532,0.793881,0.87661,0.917981,0.038654,0.003416,0.014174,0.010243,0.012594,0.012991,0.155993,0.026172,0.111068,0.278969,1.0,1.0,0.014317,0.023651,0.240136,0.191226,0.03752,0,0,0,1,0,0
631,0.849358,0.3464,0.338673,0.550676,0.545274,0.602571,0.539536,0.017844,0.004576,0.014373,0.00027,8e-05,0.0,0.000279,0.487237,0.23842,0.278727,0.444384,0.311594,0.211226,0.276509,0.218395,0.121385,0.241536,0.210947,0.153285,0.202263,0.206982,0.208676,0.206262,0.204877,0.387695,0.397078,0.351824,0.411859,0.440816,0.576859,0.274403,0.435487,0.600967,0.537956,0.00586,0.007027,0.000258,0.030302,0.036838,0.025535,0.004615,0.003491,0.003634,0.00339,0.001289,0.017115,0.004274,0.007086,0.00922,0.039603,0.010466,0.05603,0.108127,0.002019,0.002561,0.193053,0.349067,0.369767,0.407184,0.383063,0.419798,0.422963,0.425311,0.609948,0.782609,0.745773,0.623502,0.576523,0.915448,0.88795,0.983148,0.935543,0.871377,0.021268,0.002193,0.014457,0.013956,0.010244,0.002485,0.002534,0.002757,0.001666,0.408692,0.230909,0.185532,0.174387,0.196501,0.017019,0.08477,0.15185,0,0,0,1,0,0
632,0.955472,0.705947,0.711957,0.601296,0.680597,0.307579,0.308355,0.000141,0.086529,0.090458,0.081913,0.070726,0.039049,0.05951,0.078538,0.020428,0.015463,0.17402,0.088131,0.221679,0.315432,0.32489,0.338203,0.353841,0.330672,0.33941,0.476872,0.573553,0.728882,0.550096,0.486406,0.40585,0.402798,0.43823,0.56677,0.553505,0.564499,0.725199,0.671612,0.68083,0.636667,0.000277,0.000361,0.000105,0.002657,0.002369,0.003301,0.0091,0.007976,0.073736,0.008506,0.017305,0.010417,0.004588,0.112167,0.246299,0.021878,0.003748,0.045045,0.017776,0.019933,0.04875,0.070232,0.474,0.482421,0.500157,0.488627,0.70556,0.664933,0.683944,0.807982,0.865036,0.86942,0.882671,0.868973,0.77383,0.766137,0.696346,0.650418,0.64958,0.00268,0.001268,0.018372,0.006207,0.007775,0.016293,0.020181,0.015977,0.107168,0.167196,0.511,0.128991,0.036628,0.053347,0.052513,0.079866,0.050459,0,0,0,1,0,0
633,0.788096,0.459691,0.444399,0.425049,0.299348,0.278568,0.318413,0.009385,0.616673,0.806754,0.135032,0.098601,0.094634,0.059531,0.112338,0.191581,0.140241,0.190163,0.185648,0.28464,0.252846,0.16439,0.153278,0.449115,0.484561,0.451022,0.647805,0.660899,0.666708,0.65775,0.653381,0.75273,0.756735,0.746454,0.819931,0.820322,0.815556,0.874856,0.848189,0.826996,0.796351,0.014421,0.002373,0.002227,0.066363,0.127518,0.169246,0.135063,0.030835,0.029791,0.030879,0.016737,0.060623,0.052314,0.049481,0.046381,0.045479,0.039844,0.165388,0.152609,0.200901,0.163351,0.163378,0.425244,0.416924,0.587896,0.577641,0.665615,0.7048,0.718498,0.709452,0.704464,0.693617,0.741758,0.71511,0.6389,0.695417,0.636071,0.597692,0.611771,0.013629,0.027528,0.054904,0.185083,0.165942,0.242198,0.046807,0.04261,0.040143,0.04401,0.047992,0.05162,0.061459,0.056,0.032641,0.046778,0.042162,0,0,0,1,0,0
634,0.827526,0.750512,0.71703,0.716651,0.641555,0.574269,0.560904,0.022309,0.004306,0.005212,0.004158,0.007926,0.004978,0.021978,0.051258,0.073979,0.072434,0.051445,0.066901,0.135693,0.0,0.019554,0.114273,0.096337,0.184184,0.164348,0.206344,0.20489,0.2193,0.213594,0.208128,0.622634,0.635288,0.662119,0.613237,0.625014,0.644739,0.717695,0.730775,0.731173,0.787243,0.002031,0.044948,0.018129,0.00309,0.001444,0.001021,0.00249,0.00241,0.001838,0.002382,0.001477,0.092099,0.13268,0.135213,0.094585,0.070401,0.08331,0.029817,0.039116,0.074259,0.070774,0.122435,0.128578,0.179571,0.386898,0.401615,0.308642,0.353675,0.373725,0.641506,0.859355,0.85023,0.835067,0.827809,0.835581,0.832696,0.805343,0.779187,0.755603,0.033991,0.035298,0.034244,0.007498,0.007644,0.010192,0.007202,0.007725,0.026154,0.912604,0.610964,0.541353,0.03686,0.037541,0.040673,0.069714,0.102066,0,0,0,1,0,0
635,0.976004,0.583804,0.724399,0.743398,0.74241,0.694431,0.669801,0.0,0.284964,0.198654,0.090282,0.108087,0.047458,0.067827,0.132448,0.053049,0.017896,0.021253,0.018966,0.029149,0.328615,0.345933,0.346749,0.231111,0.227977,0.218827,0.240055,0.235693,0.231372,0.225494,0.230309,0.190158,0.177181,0.187154,0.198333,0.178169,0.169314,0.213066,0.201317,0.227558,0.258786,0.008449,8.5e-05,0.005377,0.013129,0.017261,0.013012,0.011938,0.003861,0.002819,0.008424,0.006021,0.009684,0.021733,0.018636,0.011172,0.027043,0.006261,0.002838,0.003407,0.002111,0.002732,0.006216,0.502896,0.497339,0.479804,0.471786,0.69355,0.6979,0.69866,0.879753,0.790392,0.959832,0.938663,1.0,0.95802,0.977914,0.967827,0.984266,0.958904,0.000689,0.003276,0.037356,0.0262,0.013771,0.028109,0.19385,0.139528,0.119467,0.222269,0.269625,0.612269,0.041036,0.032821,0.016213,0.027892,0.059604,0,0,0,1,0,0
636,0.714175,0.647893,0.680124,0.66685,0.304313,0.428918,0.359171,0.008926,0.010618,0.013244,0.008544,0.004253,0.114578,0.043033,0.291676,0.097112,0.351996,0.117805,0.103463,0.184181,0.109163,0.134602,0.180713,0.205741,0.155453,0.220631,0.276132,0.267641,0.244472,0.243498,0.260384,0.599019,0.39941,0.261907,0.479746,0.597181,0.459204,0.489664,0.550562,0.477339,0.544959,0.000661,0.000477,0.000324,0.022871,0.007752,0.001351,0.000571,0.00478,0.004458,0.005452,0.001728,0.01742,0.083796,0.061006,0.018971,0.021184,0.056495,0.048761,0.077471,0.050068,0.075422,0.096652,0.232611,0.23752,0.253411,0.198034,0.415302,0.443125,0.41301,0.830046,0.668791,0.813372,0.842693,0.836755,0.675165,0.789419,0.743033,0.746008,0.714517,0.027175,0.005578,0.035926,0.044149,0.028115,0.023048,0.081411,0.042343,0.014497,0.06145,0.14534,0.200209,0.204236,0.135493,0.101792,0.104992,0.120862,0,0,0,1,0,0
637,0.866232,0.463983,0.515942,0.443632,0.514651,0.293414,0.458446,0.002878,0.010218,0.000278,0.031088,0.038544,0.022759,0.15736,0.031737,0.087978,0.056132,0.167285,0.131058,0.319313,0.225117,0.15904,0.14644,0.358189,0.223765,0.140117,0.563066,0.470905,0.120027,0.124931,0.105569,0.591824,0.606667,0.487229,0.506879,0.542208,0.572339,0.516214,0.489307,0.548278,0.504115,0.001509,0.025913,0.025684,0.002679,0.008045,0.010748,0.008055,0.004284,0.113298,0.05386,0.016492,0.007965,0.007148,0.065336,0.120537,0.088293,0.030442,0.026185,0.014073,0.043889,0.055518,0.021905,0.471261,0.47088,0.413111,0.360943,0.811482,0.482678,0.369006,0.829442,0.813551,0.814546,0.867194,0.870549,0.738672,0.751129,0.645106,0.653505,0.769122,0.001747,0.053273,0.183456,0.001388,0.027098,0.029088,0.02007,0.182226,0.144108,0.028825,0.093041,0.185959,0.097262,0.065768,0.063338,0.102088,0.094927,0,0,0,1,0,0
638,0.772838,0.766906,0.757672,0.794457,0.694617,0.715025,0.71853,0.517148,0.029298,0.055817,0.243883,0.181578,0.025328,0.614802,0.012451,0.015478,0.022172,0.00865,0.00847,0.028371,0.090151,0.107449,0.067126,0.305501,0.325885,0.34179,0.314719,0.319575,0.331536,0.325686,0.326001,0.33917,0.345905,0.379739,0.302209,0.342092,0.356742,0.33928,0.354952,0.34168,0.354108,0.023618,0.071071,0.073891,0.002404,0.000866,0.002173,0.004778,0.003559,0.002085,0.00101,0.017838,0.002967,0.001,0.001561,0.002295,0.002343,0.002689,0.001356,0.010294,0.003277,0.00212,0.00319,0.38105,0.40715,0.822441,0.819523,0.822419,0.867653,0.866848,0.876767,0.867731,0.894939,0.946111,0.93447,0.884226,0.892758,0.831007,0.820708,0.822117,0.209396,0.442515,0.072036,0.065674,0.074237,0.053801,0.019404,0.009387,0.021806,0.023685,0.014674,0.016148,0.012988,0.018125,0.032248,0.01743,0.026235,0,0,0,1,0,0
639,0.768682,0.486855,0.696293,0.668444,0.631577,0.675111,0.657541,0.101596,0.234217,0.224142,0.083264,0.087191,0.173085,0.249813,0.260756,0.038836,0.46269,0.072618,0.053602,0.102672,0.269053,0.302901,0.248601,0.299602,0.275933,0.284369,0.269534,0.334184,0.307963,0.256523,0.331667,0.231653,0.339204,0.251845,0.263992,0.24679,0.241495,0.266337,0.243724,0.264499,0.284561,0.007721,0.006572,0.003598,0.032782,0.001517,0.005898,0.007848,0.020621,0.030283,0.007782,0.072036,0.00355,0.001983,0.001531,0.032466,0.001883,0.028606,0.001858,0.004145,0.005362,0.004946,0.008889,0.571849,0.627024,0.679605,0.744185,0.81817,0.724973,0.546084,0.822497,0.896236,0.957271,0.966843,0.957808,0.939189,0.944064,0.939256,0.910706,0.924528,0.151225,0.034053,0.138643,0.172068,0.094979,0.113554,0.214203,0.452678,0.29357,0.201851,0.616747,0.038639,0.064947,0.103623,0.104629,0.099882,0.120833,0,0,0,1,0,0
640,0.863552,0.724666,0.694803,0.493848,0.773839,0.678087,0.735633,0.002565,0.001837,0.041098,0.007,0.00528,0.349157,0.349745,0.075779,0.367046,0.155791,0.263078,0.133365,0.02636,0.143765,0.145398,0.137689,0.173155,0.177558,0.156399,0.215473,0.267181,0.290782,0.210103,0.222442,0.26144,0.221214,0.267394,0.252853,0.214403,0.300453,0.250878,0.335178,0.250604,0.315796,0.000638,0.000679,0.000548,0.002989,0.007153,0.003554,0.001325,0.040681,0.044544,0.018034,0.090505,0.03191,0.027551,0.025403,0.031317,0.03526,0.043783,0.01983,0.008499,0.036152,0.041213,0.003602,0.345489,0.350968,0.369834,0.35552,0.482488,0.490797,0.463522,1.0,1.0,1.0,0.913513,0.93107,0.871645,0.822956,0.950282,0.910729,0.967604,0.000885,0.001488,0.001086,0.01338,0.008421,0.008852,0.354742,0.062403,0.116093,0.377905,0.700403,0.261253,0.476932,0.042401,0.270753,0.05453,0.022501,0,0,0,1,0,0
641,0.986123,0.557457,0.478877,0.61597,0.546115,0.528235,0.531716,0.0,6.7e-05,0.051125,0.000904,0.001172,0.07544,0.071317,0.130045,0.080537,0.138872,0.046153,0.072661,0.053838,0.346228,0.343388,0.337668,0.328573,0.343361,0.319931,0.305315,0.303189,0.208299,0.206365,0.20262,0.162833,0.149081,0.16406,0.140048,0.126379,0.134252,0.195898,0.198827,0.132215,0.159883,0.000233,0.000129,8.1e-05,0.001071,4.8e-05,0.000389,0.001794,0.008797,0.014463,0.008369,0.004707,0.008168,0.009068,0.004391,0.004999,0.011969,0.008285,0.011728,0.013012,0.014182,0.029806,0.012722,0.492988,0.498792,0.492317,0.475454,0.407687,0.219516,0.336957,0.289229,0.649401,0.474537,0.822598,0.773349,0.862252,0.863146,0.775508,0.786757,0.860362,0.000336,0.00075,0.001783,0.032248,0.002414,0.004124,0.087999,0.082041,0.026796,0.048129,0.283112,0.370507,0.105855,0.09504,0.104991,0.164504,0.066268,0,0,0,1,0,0
642,0.718876,0.629512,0.650948,0.656725,0.624899,0.537062,0.608348,0.034962,0.003261,0.006256,0.012329,0.002225,0.07373,0.038684,0.153418,0.111804,0.184546,0.042345,0.067026,0.129953,0.165953,0.162119,0.168347,0.16546,0.168525,0.133107,0.207888,0.207936,0.194746,0.179376,0.155247,0.32915,0.354266,0.303025,0.229198,0.253841,0.267867,0.295741,0.300432,0.315103,0.257833,0.002538,0.0031,0.002477,0.001111,0.003851,0.002678,0.001855,0.005866,0.006879,0.007849,0.009384,0.021039,0.017907,0.015475,0.018081,0.011321,0.024345,0.045021,0.035213,0.01689,0.028065,0.024383,0.303095,0.285583,0.255815,0.272365,0.358215,0.330873,0.324063,0.479569,0.817007,0.727389,0.65866,0.721775,0.924741,0.921766,0.80711,0.781267,0.797124,0.041824,0.04639,0.008992,0.017998,0.014235,0.039782,0.069408,0.059328,0.060175,0.315639,0.083597,0.115841,0.399306,0.521927,0.172681,0.220008,0.311614,0,0,0,1,0,0
643,0.815136,0.44757,0.476296,0.646607,0.545782,0.746075,0.735898,2.4e-05,0.003053,9.9e-05,0.0,0.000391,0.041223,0.000139,0.09491,0.142441,0.339419,0.061559,0.031848,0.019747,0.319561,0.32,0.319328,0.322092,0.324211,0.322435,0.325316,0.319911,0.340995,0.330123,0.327826,0.301344,0.302325,0.337407,0.087737,0.099678,0.105528,0.235316,0.237785,0.232099,0.241488,7.8e-05,3.1e-05,0.000246,0.000353,0.00024,0.000253,0.000308,0.001074,0.00115,0.000389,0.000239,0.008473,0.00414,0.002804,0.007033,0.013365,0.002171,0.011134,0.039477,0.004007,0.003702,0.004965,0.260199,0.257917,0.28536,0.272164,0.352064,0.355799,0.437343,0.386362,0.582752,0.548041,0.711286,0.490495,1.0,1.0,0.955773,0.937131,0.946916,0.001174,0.0,0.004925,0.002499,0.002964,0.001653,0.029292,0.018195,0.076781,0.211392,0.238907,0.170186,0.04876,0.140186,0.027084,0.031416,0.030968,0,0,0,1,1,0
644,0.321624,0.57409,0.631297,0.557634,0.524145,0.53813,0.552846,0.020122,0.012881,0.018015,0.045559,0.044108,0.111663,0.100412,0.013859,0.020714,0.020649,0.098815,0.092607,0.101286,0.210027,0.211132,0.196289,0.221413,0.397284,0.251241,0.404952,0.473951,0.511022,0.461674,0.430267,0.560123,0.545898,0.493086,0.480645,0.504863,0.519575,0.401063,0.417586,0.459746,0.447791,0.005681,0.010057,0.003637,0.020933,0.03269,0.004421,0.013793,0.045526,0.013525,0.004548,0.008315,0.00138,0.001606,0.001121,0.001548,0.002565,0.005122,0.009842,0.014666,0.011805,0.02455,0.009913,0.0,0.0,0.713097,0.422157,0.724839,0.878892,0.911277,0.918355,0.919697,0.925132,0.933541,0.933485,0.893228,0.882135,0.852702,0.883711,0.87528,0.008415,0.014455,0.04379,1.0,0.07728,1.0,0.75949,0.036276,0.033772,0.007844,0.009472,0.016051,0.079669,0.073402,0.108109,0.105188,0.078363,0,0,0,1,0,0
645,0.790167,0.529544,0.558215,0.498027,0.325163,0.575567,0.48418,0.002927,0.031918,0.043207,0.030353,0.046183,0.01763,0.349317,0.209067,0.269314,0.289328,0.312428,0.331557,0.559916,0.284232,0.180823,0.26834,0.219856,0.289534,0.253848,0.312037,0.25692,0.257531,0.252167,0.291118,0.279115,0.387675,0.252119,0.437181,0.301063,0.338855,0.468052,0.350096,0.454362,0.437346,0.007806,0.021654,0.015523,0.008338,0.009347,0.020879,0.015299,0.005247,0.0134,0.012121,0.022012,0.008803,0.007246,0.007582,0.00731,0.010798,0.014149,0.087272,0.169545,0.097791,0.203532,0.250028,0.19866,0.263799,0.351673,0.419205,0.375671,0.358763,0.428565,0.779388,0.754003,0.771918,0.713936,0.694635,0.741087,0.734993,0.735586,0.792192,0.702585,0.077031,0.085878,0.047798,0.073195,0.128519,0.061441,0.017096,0.072158,0.070839,0.216944,0.129871,0.148546,0.139104,0.14663,0.198293,0.137607,0.114113,0,0,0,1,0,0
646,0.522013,0.446195,0.48016,0.456849,0.484605,0.43298,0.431464,0.009277,0.123157,0.153756,0.136499,0.126654,0.40979,0.264676,0.047256,0.037588,0.032869,0.04882,0.043142,0.083411,0.06382,0.058868,0.046663,0.096733,0.066703,0.046196,0.148744,0.091723,0.088827,0.100859,0.097474,0.076277,0.073057,0.071957,0.038102,0.050775,0.054836,0.079598,0.07719,0.066818,0.052241,0.002081,0.001909,0.003541,0.013699,0.049513,0.012763,0.012995,0.057336,0.028327,0.034949,0.033491,0.013599,0.01632,0.011143,0.010069,0.012859,0.017374,0.037025,0.015301,0.031785,0.033801,0.03167,0.163612,0.164971,0.461784,0.437759,0.68337,0.703539,0.697035,0.829298,0.791726,0.758537,0.768616,0.751189,0.776573,0.761467,0.740349,0.742986,0.75699,0.002561,0.004064,0.158795,0.484435,1.0,1.0,0.128702,0.150012,0.084228,0.070439,0.054927,0.081194,0.075831,0.046977,0.120625,0.081715,0.100767,0,0,0,1,0,0
647,0.767818,0.552389,0.608497,0.540228,0.592075,0.608951,0.580374,0.085899,0.268744,0.050597,0.06789,0.049893,0.15835,0.220329,0.042729,0.051561,0.186069,0.246187,0.018555,0.099761,0.169465,0.195033,0.210711,0.190908,0.209333,0.151348,0.13619,0.159128,0.166857,0.136007,0.14263,0.170425,0.292366,0.164066,0.163736,0.15556,0.294271,0.202344,0.176513,0.176454,0.154505,0.003013,0.005217,0.010746,0.009688,0.012009,0.007385,0.008475,0.022634,0.024191,0.007224,0.018241,0.007679,0.005125,0.002317,0.020767,0.021097,0.003807,0.005332,0.042163,0.006802,0.006066,0.004208,0.486276,0.42543,0.410511,0.495879,0.640779,0.554431,0.511323,0.733588,0.765755,0.773579,0.588605,0.715492,0.736192,0.680638,0.66247,0.749809,0.713211,0.131545,0.203581,0.057554,0.120772,0.06577,0.043004,0.118364,0.056481,0.063924,0.03751,0.108614,0.119433,0.060597,0.02668,0.038072,0.015486,0.026961,0,0,0,1,1,0
648,0.533122,0.542801,0.657486,0.616511,0.696551,0.593944,0.601913,0.00868,0.010526,0.013445,0.017878,0.020457,0.279161,0.004877,0.006585,0.14112,0.10962,0.068843,0.096704,0.095115,0.0,0.0,0.032806,0.003216,0.114139,0.072381,0.161487,0.201905,0.322139,0.310051,0.293963,0.239487,0.256,0.285355,0.256,0.279348,0.278454,0.307231,0.296696,0.288733,0.270696,0.004861,0.002776,0.003789,0.003074,0.061983,0.057834,0.003586,0.05437,0.064944,0.005169,0.006056,0.006126,0.003086,0.006355,0.003245,0.00316,0.002678,0.004494,0.003003,0.004585,0.003331,0.006793,0.208194,0.214775,0.378512,0.301421,0.508039,0.732035,0.783648,0.757824,0.716161,0.71941,0.737136,0.743657,0.722181,0.74091,0.764238,0.740552,0.708696,0.004835,0.005995,0.005011,0.016561,0.534583,0.115349,0.523077,0.022749,0.007863,0.031992,0.005741,0.008086,0.024932,0.026636,0.033653,0.048898,0.031131,0,0,0,1,0,0
649,1.0,0.36244,0.607198,0.668622,0.272661,0.290944,0.262762,0.01846,0.756808,0.452537,0.0,0.000127,0.122132,0.776627,0.286108,0.124123,0.048686,0.128798,0.323455,0.283144,0.242199,0.234875,0.151022,0.145466,0.257876,0.158088,0.157556,0.088467,0.135468,0.146501,0.160173,0.269865,0.30699,0.341261,0.346415,0.285944,0.231382,0.091371,0.105387,0.138243,0.19241,0.009368,0.006029,0.006511,0.037229,0.004219,0.002169,0.003024,0.045805,0.013372,0.010267,0.008605,0.030098,0.01938,0.017972,0.045701,0.069759,0.066946,0.000711,0.085618,0.076395,0.053683,0.101838,0.450709,0.460178,0.478261,0.478261,0.245775,0.306094,0.325712,0.205719,0.508743,0.626966,0.656123,0.635556,0.702637,0.716383,0.703867,0.695394,0.704008,0.020933,0.009323,0.076528,0.018019,0.0,0.0,0.085209,0.057127,0.069087,0.163844,0.37607,0.310359,0.010866,0.028297,0.054889,0.079417,0.117897,0,0,0,1,0,0
650,0.697706,0.651653,0.648404,0.594419,0.592448,0.595509,0.55946,0.00856,0.028056,0.059827,0.028098,0.040347,0.029008,0.024864,0.458564,0.020175,0.02127,0.056336,0.043984,0.120799,0.125096,0.12442,0.154925,0.208374,0.201524,0.197484,0.18147,0.1805,0.154674,0.158016,0.170271,0.20396,0.207993,0.196952,0.183245,0.183871,0.189743,0.197448,0.18492,0.181908,0.1715,0.014157,0.00453,0.015759,0.009389,0.010159,0.006641,0.01473,0.008126,0.008358,0.010351,0.014534,0.012003,0.008666,0.010443,0.010671,0.0115,0.0092,0.011002,0.008083,0.019299,0.021494,0.010962,0.376831,0.260131,0.472612,0.532263,0.468522,0.429696,0.421141,0.661538,0.978261,0.964315,0.965698,0.977628,1.0,1.0,1.0,1.0,1.0,0.027579,0.249068,0.077824,0.200542,0.093534,0.083901,0.082261,0.135343,0.120883,0.418422,0.341255,0.307869,0.062968,0.066614,0.083228,0.085067,0.081613,0,0,0,1,0,0
651,0.778331,0.664813,0.621767,0.644743,0.57174,0.653562,0.636757,0.048476,0.009279,0.012986,0.260646,0.345146,0.200958,0.060661,0.078727,0.041888,0.03179,0.041567,0.049953,0.003133,0.128989,0.119487,0.112242,0.158564,0.145158,0.117267,0.092095,0.091399,0.06789,0.056528,0.054791,0.200542,0.201832,0.246659,0.135238,0.126689,0.144755,0.141033,0.132996,0.131487,0.142271,0.00411,0.0029,0.00264,0.001671,0.006065,0.006329,0.007024,0.016949,0.017202,0.014005,0.003417,0.02173,0.014966,0.013382,0.027123,0.020058,0.081419,0.001668,0.00293,0.01582,0.000515,0.00093,0.230447,0.206988,0.326708,0.277126,0.359126,0.405506,0.414572,0.505948,0.61683,0.580435,0.601577,0.606283,0.501123,0.485643,0.324689,0.321859,0.332931,0.047246,0.044283,0.032415,0.029324,0.065598,0.041565,0.114364,0.161817,0.196993,0.094864,0.0956,0.1415,0.168678,0.118525,0.004468,0.003061,0.003214,0,0,0,1,0,0
