,attr8,attr12,attr13,attr16,attr21,attr27,attr29,attr33,attr34,attr37,attr38,attr41,attr42,attr43,attr47,attr49,attr50,attr53,attr58,attr60,attr65,attr67,attr71,attr72,attr73,attr74,attr81,attr84,attr86,attr88,attr94,attr95,attr97,attr104,attr105,attr106,attr108,attr110,attr111,attr114,attr115,attr116,attr120,attr124,attr127,attr130,attr132,attr134,attr135,attr137,attr148,attr151,attr153,attr155,attr157,attr160,attr163,attr164,attr165,attr166,attr171,attr176,attr194,attr196,attr197,attr198,attr200,attr203,attr216,attr220,attr224,attr226,attr227,attr231,attr232,attr233,attr234,attr235,attr237,attr240,attr243,attr245,attr247,attr249,attr251,attr255,attr261,attr264,attr265,attr266,attr271,attr277,attr280,attr281,attr282,attr283,attr284,attr285,attr286,attr287,attr288,attr289,attr290,attr291,attr292,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
767,0.68671,0.791951,0.721972,0.56369,0.7183,0.591052,0.123011,0.632868,0.601879,0.113104,0.334498,0.517919,0.522758,0.121633,0.438164,0.384569,0.02641,0.018684,0.189159,0.120322,0.222795,0.092862,0.034659,0.183815,0.101978,0.176746,0.174617,0.024954,0.05938,0.033008,0.10596,0.086835,0.03957,0.112421,0.104506,0.303999,0.318786,0.307229,0.279095,0.289492,0.34083,0.292558,0.301811,0.254568,0.390137,0.348306,0.308621,0.437593,0.378491,0.359246,0.023786,0.033318,0.012377,0.006035,0.002763,0.006763,0.014684,0.00198,0.013694,0.006433,0.000907,0.015288,0.00191,0.002958,0.344796,0.343935,0.352668,0.365148,0.419228,0.500526,0.498725,0.367944,0.483036,0.531278,0.459787,0.39079,0.57933,0.707931,0.714025,0.50132,0.738773,0.687086,0.017673,0.024977,0.010715,0.015377,0.028393,0.002095,0.009964,0.016167,0.0166,0.01768,0.010752,0.156709,0.114346,0.20982,0.029967,0.025239,0.010698,0.026577,0.021601,0.024846,0.141106,0.059846,0.067233,0.050474,0.055141,0,0,0,0,1,0
768,0.827647,0.894269,0.896226,0.698482,0.937045,0.833108,0.629248,0.625108,0.689121,0.41691,0.448254,0.333467,0.374773,0.467285,0.539616,0.37066,0.006082,0.002152,0.004028,0.003243,0.228009,0.071458,0.065343,0.079393,0.035031,0.015588,0.246567,0.044614,0.136013,0.228624,0.002263,0.026246,0.051645,0.005158,0.0,0.056735,0.08703,0.04249,0.029767,0.31332,0.308052,0.241344,0.284287,0.326735,0.308834,0.314067,0.368278,0.354705,0.37406,0.409342,0.004042,0.001073,0.000706,0.011668,0.020319,0.000761,0.039191,0.015224,0.062615,0.053069,0.010812,0.001793,0.098204,0.04483,0.292013,0.298622,0.29359,0.296453,0.449029,0.448358,0.493514,0.469113,0.463052,0.508074,0.502404,0.547705,0.573056,0.57451,0.558239,0.484411,0.532038,0.538524,0.002708,0.003858,0.003522,0.020507,0.065463,0.006047,0.005781,0.003992,0.003588,0.044508,0.002875,0.071262,0.015276,0.023861,0.100558,0.142997,0.098679,0.097992,0.011628,0.00345,0.004759,0.029191,0.152932,0.070832,0.073659,0,0,0,0,1,0
769,0.649907,0.799532,0.864051,0.231307,0.826031,0.303679,0.692878,0.846168,0.734127,0.692049,0.738745,0.847022,0.828653,0.612381,0.663346,0.657093,0.005632,0.002106,0.19178,0.291142,0.21739,0.180198,0.135621,0.118277,0.154234,0.253529,0.375055,0.554056,0.070994,0.013051,0.000759,0.000507,0.001339,0.087579,0.074143,0.198148,0.265912,0.218724,0.109019,0.279781,0.259911,0.246358,0.348169,0.25583,0.273032,0.313032,0.180569,0.21642,0.258381,0.26535,0.002369,0.000233,0.000399,0.035438,0.038491,0.005803,0.00688,0.009727,0.014562,0.008408,0.007561,0.021649,0.000515,0.002359,0.132716,0.153672,0.21643,0.269592,0.314435,0.274535,0.366121,0.469069,0.46038,0.389605,0.470869,0.472334,0.468319,0.481224,0.453883,0.474257,0.479558,0.447945,0.006663,0.005257,0.00704,0.076465,0.084039,0.107129,0.067306,0.037492,0.118439,0.005595,0.060232,0.003239,0.004674,0.003681,0.003175,0.006414,0.007529,0.008732,0.000316,0.000963,0.001563,0.00021,0.000584,0.000926,0.002283,0,0,0,0,1,0
770,0.65695,0.670157,0.7007,0.718523,0.522503,0.5202,0.872364,0.589035,0.4555,0.813357,0.743526,0.204278,0.101156,0.752593,0.660859,0.326345,0.014305,0.003298,0.00138,0.001222,0.003076,0.111091,0.18168,0.088215,0.26211,0.27803,0.255459,0.409904,0.094234,0.261403,0.087237,0.187608,0.915779,0.020727,0.0,0.0,0.011612,0.032455,0.118704,0.0207,0.076468,0.132942,0.26166,0.313457,0.298018,0.330713,0.308114,0.29452,0.275075,0.336667,0.000864,0.00042,0.000495,0.001355,0.000417,0.061675,0.000664,0.036922,0.084503,0.083292,0.021484,0.005431,0.003748,0.028818,0.098318,0.096585,0.111927,0.127594,0.393094,0.351774,0.402878,0.427749,0.436259,0.463287,0.464842,0.436348,0.43589,0.470109,0.490226,0.498826,0.485563,0.474112,0.001582,0.000884,0.000998,0.001254,0.005076,0.158415,0.076194,0.040407,0.029601,0.025234,0.016496,0.00402,0.005328,0.008863,0.028548,0.016195,0.023204,0.022252,0.023906,0.025052,0.007003,0.002958,0.009634,0.02557,0.022549,0,0,0,0,1,0
771,0.906133,0.693719,0.797116,0.676861,0.729791,0.765855,0.426438,0.572035,0.390503,0.67013,0.722546,0.517871,0.462894,0.444869,0.63583,0.253178,0.004632,0.0029,0.002856,0.095289,0.488336,0.135738,0.013112,0.009765,0.429549,0.053906,0.410019,0.683043,0.073734,0.057404,0.334026,0.201863,0.673227,0.0,0.0,0.035069,0.063073,0.042538,0.014602,0.095199,0.132743,0.182743,0.099822,0.327462,0.165816,0.285679,0.235542,0.233429,0.245096,0.282222,0.003024,0.00105,0.0026,0.001317,0.006736,0.002979,0.010758,0.01147,0.021235,0.038777,0.061436,0.010379,0.005058,0.025889,0.348329,0.343141,0.335972,0.308128,0.377885,0.490584,0.551586,0.521314,0.549148,0.352333,0.635467,0.627807,0.625593,0.617508,0.523819,0.655764,0.611044,0.594427,0.005008,0.005883,0.007298,0.007714,0.019078,0.099148,0.031304,0.032404,0.00916,0.099787,0.341443,0.008204,0.02503,0.010653,0.02253,0.042081,0.028603,0.056116,0.028629,0.119896,0.122129,0.021597,0.037602,0.249875,0.148697,0,0,0,0,1,0
772,0.738782,0.746858,0.74588,0.670855,0.645448,0.441505,0.22436,0.261124,0.244383,0.205316,0.279973,0.274064,0.243834,0.126582,0.170107,0.195942,0.001543,0.000986,0.002876,0.002708,0.190906,0.219678,0.177748,0.091545,0.037957,0.051756,0.03628,0.109302,0.136991,0.090432,0.002678,0.007007,0.080228,0.0,0.0,0.0,0.0,0.0,0.0,0.155775,0.141228,0.138176,0.226317,0.185158,0.279136,0.285048,0.287455,0.248642,0.273292,0.277798,0.000499,0.000355,0.000451,0.000247,0.000325,0.000555,0.082642,0.088924,0.101891,0.074548,0.047444,0.003358,0.008386,0.009164,0.207305,0.204878,0.193203,0.173857,0.28593,0.46785,0.426138,0.585939,0.666734,0.537708,0.607152,0.578156,0.664318,0.658671,0.611637,0.477366,0.514437,0.48232,0.001619,0.000713,0.001588,0.003657,0.129334,0.092796,0.044488,0.070453,0.268864,0.099899,0.158921,0.050815,0.066425,0.06352,0.048233,0.087767,0.117111,0.105861,0.005627,0.034698,0.100249,0.044049,0.12523,0.03064,0.045753,0,0,0,0,1,0
773,0.85032,0.7982,0.791079,0.767028,0.657598,0.577317,0.503286,0.566542,0.478636,0.48468,0.643486,0.293952,0.191533,0.475908,0.176401,0.124249,0.010208,0.005093,0.039953,0.044177,0.170678,0.146587,0.080022,0.108937,0.071426,0.075401,0.049475,0.268107,0.026387,0.270185,0.245829,0.073683,0.071932,0.035727,0.025631,0.107695,0.188731,0.081646,0.099431,0.295617,0.2712,0.261001,0.260391,0.315439,0.160535,0.279931,0.143628,0.121262,0.155727,0.265082,0.000212,0.000205,0.000492,0.10049,0.082942,0.051372,0.006819,0.015287,0.016367,0.006551,0.003296,0.038004,0.001943,0.003708,0.164799,0.181282,0.18372,0.179281,0.396885,0.352109,0.398584,0.347848,0.357767,0.426273,0.316805,0.386395,0.397477,0.410393,0.530327,0.372954,0.502259,0.554247,0.011579,0.008499,0.008393,0.083443,0.070049,0.057989,0.063512,0.031446,0.020311,0.010927,0.020224,0.009726,0.0061,0.022987,0.049535,0.10869,0.032561,0.030625,0.006285,0.009542,0.049888,0.018805,0.014314,0.042782,0.021994,0,0,0,0,1,0
774,0.743947,0.74879,0.746854,0.62105,0.730198,0.800646,0.374982,0.311228,0.346405,0.253231,0.245882,0.17055,0.207468,0.219758,0.315012,0.174284,0.015017,0.003099,0.059698,0.003962,0.1032,0.152677,0.108851,0.090698,0.098186,0.265658,0.127814,0.148369,0.054376,0.168743,0.036296,0.052533,0.088438,0.0,0.0,0.0,0.018519,0.0,0.0,0.265185,0.280487,0.223491,0.331619,0.331694,0.336674,0.316927,0.332229,0.324616,0.312572,0.317455,0.001521,0.001355,0.001594,0.006719,0.02956,0.000243,0.010992,0.014331,0.087823,0.062635,0.003469,0.004581,0.001281,0.026066,0.128019,0.138442,0.134349,0.108852,0.36157,0.529735,0.380446,0.586241,0.51503,0.426664,0.578424,0.562355,0.473486,0.526134,0.38871,0.697084,0.655283,0.539016,0.002303,0.002806,0.001569,0.032625,0.106324,0.092614,0.101647,0.082533,0.011662,0.091208,0.045264,0.0274,0.04145,0.31625,0.19352,0.230983,0.132282,0.033444,0.030807,0.020449,0.022178,0.032635,0.017352,0.036159,0.030637,0,0,0,0,1,0
775,0.706864,0.724794,0.717211,0.813885,0.649122,0.168506,0.682604,0.821288,0.821814,0.644364,0.709351,0.799812,0.771336,0.487328,0.504046,0.469632,0.003824,0.004312,0.010911,0.010523,0.057298,0.173866,0.431117,0.323058,0.297541,0.156179,0.323487,0.434391,0.034922,0.106326,0.021372,0.021595,0.036642,0.089513,0.084342,0.116674,0.131667,0.135802,0.138237,0.200069,0.243354,0.259492,0.285741,0.268683,0.329794,0.320453,0.342572,0.272661,0.301749,0.342757,0.001309,0.002369,0.001618,0.003529,0.001559,0.001202,0.026242,0.040282,0.034914,0.019745,0.022618,0.041421,0.003975,0.001207,0.159487,0.164945,0.133242,0.105296,0.360653,0.270319,0.342335,0.508488,0.46341,0.453077,0.399211,0.403997,0.436661,0.440296,0.438048,0.456231,0.421587,0.363102,0.00158,0.000721,0.001567,0.014217,0.067828,0.106298,0.128476,0.128766,0.080969,0.013275,0.014091,0.004972,0.009419,0.014731,0.009457,0.004083,0.009438,0.040721,0.010938,0.011711,0.011984,0.019437,0.006337,0.012734,0.00928,0,0,0,0,1,0
776,0.863391,0.879425,0.857526,0.74833,0.458069,0.488081,0.73231,0.774058,0.768695,0.694773,0.669145,0.599082,0.604784,0.55317,0.417337,0.198516,0.007076,0.005869,0.007172,0.003113,0.366198,0.354002,0.094393,0.134393,0.068388,0.042817,0.031682,0.021493,0.207579,0.149952,0.236785,0.115825,0.272494,0.029575,0.035919,0.055645,0.094335,0.071351,0.086516,0.288368,0.290117,0.277428,0.32131,0.290576,0.265713,0.284829,0.291289,0.251468,0.269568,0.273944,0.002762,0.002279,0.001986,0.001051,0.031194,0.009332,0.010326,0.016239,0.014433,0.015739,0.004849,0.004172,0.023923,0.01567,0.222032,0.233047,0.230184,0.187489,0.518642,0.695988,0.593297,0.430544,0.422571,0.34862,0.476349,0.50359,0.553174,0.532855,0.527051,0.542215,0.655204,0.603697,0.015062,0.017321,0.020864,0.032781,0.073684,0.071616,0.084413,0.074303,0.028485,0.05661,0.012255,0.149045,0.159155,0.204694,0.293361,0.189437,0.19057,0.286403,0.391825,0.133792,0.206713,0.119208,0.30308,0.081105,0.205089,0,0,0,0,1,0
777,0.55675,0.629887,0.727518,0.434898,0.633212,0.611897,0.54216,0.91212,0.86146,0.59575,0.712669,0.740102,0.627078,0.506961,0.613486,0.654447,0.014555,0.031967,0.441177,0.320843,0.146544,0.084022,0.091964,0.036495,0.048941,0.188353,0.090925,0.295488,0.29551,0.147028,0.270295,0.324798,0.194575,0.131029,0.092346,0.388121,0.431214,0.425171,0.377346,0.509808,0.526598,0.563176,0.501104,0.424705,0.430123,0.332888,0.303992,0.553868,0.44548,0.371036,0.015102,0.038983,0.154111,0.129226,0.196233,0.002783,0.026603,0.033696,0.024295,0.039472,0.005067,0.007153,0.037356,0.003916,0.193919,0.209273,0.208602,0.217402,0.554225,0.630043,0.531692,0.604122,0.555488,0.557501,0.633544,0.584485,0.548264,0.534566,0.514716,0.569813,0.5608,0.535248,0.003623,0.041958,0.270667,0.220255,0.045256,0.056057,0.037677,0.029091,0.08944,0.004884,0.025552,0.027508,0.043981,0.027091,0.014041,0.006253,0.004686,0.01319,0.029944,0.024725,0.033212,0.044344,0.022214,0.011668,0.006474,0,0,0,0,1,0
778,0.535953,0.631747,0.672681,0.512178,0.786759,0.339481,0.296202,0.618124,0.708088,0.826912,0.858592,0.801022,0.744162,0.843688,0.795284,0.716584,0.02558,0.009766,0.012532,0.099392,0.139239,0.684295,0.041815,0.057889,0.057498,0.118271,0.335109,0.10138,0.11199,0.02802,0.035922,0.054669,0.088668,0.041756,0.083128,0.002764,0.03415,0.124026,0.159623,0.303567,0.385556,0.438196,0.570528,0.510967,0.585782,0.455857,0.374328,0.343059,0.333326,0.332826,0.018713,0.003058,0.00483,0.007294,0.006052,0.109325,0.226872,0.17346,0.056602,0.032493,0.008334,0.06932,0.000466,0.000513,0.163334,0.185521,0.182524,0.106962,0.497093,0.634584,0.453972,0.681897,0.651324,0.507984,0.549204,0.527308,0.508901,0.502181,0.510344,0.522242,0.523282,0.51891,0.012688,0.006757,0.003757,0.009941,0.285996,0.009893,0.007951,0.005788,0.025034,0.040181,0.006733,0.060888,0.02923,0.007334,0.004522,0.004016,0.002753,0.003009,0.004724,0.005065,0.002466,0.001739,0.00467,0.004069,0.002975,0,0,0,0,1,0
779,0.653607,0.811299,0.788034,0.635061,0.826903,0.717246,0.209093,0.571176,0.634379,0.26737,0.319314,0.269127,0.271619,0.139766,0.122375,0.077027,0.00709,0.005792,0.078774,0.213045,0.328149,0.123153,0.083576,0.076622,0.072064,0.107002,0.306167,0.28559,0.108318,0.118085,0.022139,0.023074,0.035157,0.0,0.0,0.079054,0.143621,0.309424,0.294417,0.322154,0.35094,0.335734,0.27928,0.315576,0.264877,0.324739,0.356488,0.31225,0.336454,0.409294,0.008052,0.007643,0.009305,0.014429,0.083793,0.033653,0.009745,0.001199,0.002547,0.000992,0.009045,0.003162,0.00401,0.003401,0.201422,0.203715,0.191671,0.169585,0.459519,0.386798,0.358807,0.346059,0.400698,0.445954,0.494028,0.498043,0.530641,0.519749,0.474951,0.582841,0.555466,0.514907,0.004562,0.003069,0.003088,0.104827,0.039121,0.008596,0.007508,0.015095,0.018382,0.092873,0.00941,0.013194,0.007252,0.008006,0.01404,0.006873,0.009744,0.0083,0.036456,0.02588,0.021029,0.009724,0.013522,0.010961,0.008003,0,0,0,0,1,0
780,0.70158,0.716846,0.713131,0.783055,0.789797,0.739806,0.405072,0.353567,0.300705,0.3184,0.215168,0.331225,0.330286,0.252726,0.337122,0.306403,0.022922,0.004544,0.002426,0.002982,0.103191,0.049024,0.385936,0.486509,0.266337,0.216451,0.081233,0.236546,0.194058,0.074603,0.109613,0.112477,0.101069,0.008669,0.0,0.0,0.020226,0.032744,0.032119,0.170082,0.154465,0.110062,0.365178,0.351427,0.40655,0.40716,0.428313,0.436358,0.439232,0.474561,0.004253,0.000335,0.000819,0.001418,0.00074,0.00044,0.092287,0.08671,0.080757,0.061537,0.002317,0.011844,0.017142,0.019683,0.127997,0.137592,0.130893,0.114444,0.256005,0.512346,0.403863,0.521728,0.559928,0.37793,0.693203,0.621645,0.539329,0.57082,0.630714,0.65412,0.675546,0.608137,0.001442,0.000627,0.001068,0.003073,0.108935,0.105941,0.059703,0.055201,0.108479,0.019401,0.076528,0.038456,0.181315,0.293751,0.110049,0.078669,0.182919,0.140548,0.054035,0.056157,0.10203,0.109422,0.040701,0.048604,0.044525,0,0,0,0,1,0
781,0.736784,0.737659,0.718922,0.818011,0.751633,0.38118,0.327863,0.296684,0.255711,0.226234,0.299307,0.217804,0.144807,0.212299,0.202576,0.16,0.002071,0.002013,0.003277,0.004485,0.042494,0.101137,0.374631,0.226895,0.196932,0.292555,0.107032,0.070072,0.012079,0.056429,0.02014,0.027216,0.063193,0.090789,0.077017,0.094033,0.09751,0.109451,0.115048,0.167702,0.22048,0.243258,0.320549,0.308738,0.235329,0.312071,0.259499,0.281557,0.322188,0.286036,0.00053,0.000507,0.000152,0.000281,0.000212,0.000646,0.041174,0.056323,0.059731,0.05582,0.001078,0.002979,0.024175,0.045297,0.171654,0.172716,0.190161,0.195473,0.343633,0.412417,0.355911,0.338209,0.346462,0.270196,0.398484,0.328044,0.392423,0.405137,0.368313,0.418747,0.506396,0.549159,0.000333,0.001586,0.003715,0.00505,0.060359,0.089443,0.080434,0.082993,0.047001,0.015822,0.063595,0.029123,0.011967,0.026429,0.037446,0.046389,0.013927,0.012017,0.121507,0.012188,0.009958,0.007721,0.092381,0.249624,0.31931,0,0,0,0,1,0
782,0.67004,0.670107,0.665861,0.694856,0.699579,0.834934,0.467719,0.500648,0.506646,0.454689,0.428062,0.285951,0.249054,0.20595,0.274386,0.271306,0.010656,0.00319,0.001304,0.013985,0.192572,0.17597,0.235575,0.281918,0.3085,0.22041,0.260087,0.205119,0.070357,0.177661,0.214469,0.117782,0.069626,0.037332,0.0,0.0,0.111022,0.06476,0.061674,0.240638,0.314424,0.270809,0.360652,0.317593,0.356756,0.345446,0.383148,0.428436,0.361763,0.464554,0.005587,0.000253,0.001091,0.00132,0.066221,0.001148,0.124344,0.005591,0.061812,0.085789,0.001527,0.004419,0.01121,0.013338,0.11318,0.134013,0.145531,0.147108,0.368167,0.493603,0.420066,0.565374,0.574734,0.493357,0.655887,0.574924,0.641662,0.629842,0.510378,0.674707,0.662261,0.62528,0.003045,0.001697,0.003727,0.11492,0.258158,0.186369,0.177466,0.100862,0.003627,0.027973,0.007019,0.073294,0.032547,0.054459,0.071441,0.161283,0.086384,0.050242,0.090014,0.058577,0.066805,0.179452,0.042344,0.051996,0.042793,0,0,0,0,1,0
783,0.759464,0.78291,0.759298,0.739209,0.516075,0.382964,0.279491,0.385819,0.351537,0.474264,0.484717,0.401159,0.337933,0.32217,0.369819,0.228769,0.006926,0.002669,0.014305,0.003726,0.095682,0.028155,0.151583,0.155012,0.187871,0.150642,0.051868,0.086342,0.060327,0.12763,0.103831,0.095867,0.216664,0.0,0.0,0.0,0.0,0.0,0.0,0.169225,0.15369,0.076955,0.283333,0.207414,0.313573,0.275645,0.282565,0.260453,0.261193,0.260069,0.000543,0.000326,0.000368,0.005428,0.016915,0.005599,0.047084,0.10437,0.038624,0.055669,0.031209,0.002571,0.007524,0.008947,0.128545,0.13209,0.134885,0.118961,0.255245,0.320171,0.215065,0.572095,0.571681,0.485026,0.627069,0.625268,0.615003,0.649199,0.617787,0.65885,0.603283,0.557479,0.004058,0.004077,0.002662,0.014626,0.019644,0.022888,0.138344,0.164386,0.102955,0.077734,0.241264,0.109747,0.096465,0.087199,0.070967,0.149249,0.041776,0.013556,0.029523,0.036733,0.036908,0.031092,0.025323,0.034875,0.020048,0,0,0,0,1,0
784,0.745281,0.816753,0.837109,0.824166,0.882831,0.658753,0.684719,0.232536,0.36961,0.325452,0.31526,0.324961,0.448181,0.540477,0.610059,0.667877,0.003988,0.004901,0.003023,0.002395,0.003133,0.180606,0.00292,0.014985,0.763259,0.207184,0.141972,0.170815,0.127046,0.279737,0.194362,0.239654,0.385546,0.219465,0.223011,0.198505,0.206296,0.211914,0.212078,0.196077,0.205981,0.239307,0.202833,0.304781,0.296886,0.343861,0.305123,0.369156,0.382016,0.371379,0.000339,0.000335,0.000343,0.00027,0.000246,8.4e-05,0.000221,0.000267,0.010082,0.014324,0.010887,0.006252,0.01109,0.007903,0.067331,0.088589,0.142233,0.248949,0.358573,0.223396,0.255345,0.224604,0.082841,0.267903,0.456197,0.417561,0.389616,0.309626,0.322799,0.4132,0.52827,0.509595,0.007238,0.008001,0.008952,0.00997,0.01224,0.047053,0.031392,0.050434,0.083722,0.067272,0.065479,0.058677,0.13116,0.247571,0.347082,0.407526,0.263004,0.11116,0.068774,0.091992,0.04931,0.010933,0.009327,0.008351,0.023944,0,0,0,0,1,0
785,0.914586,0.917335,0.957491,0.585136,0.95062,0.425875,0.315015,0.574641,0.61146,0.485934,0.498546,0.651322,0.627811,0.311536,0.397021,0.280552,0.033484,0.003079,0.056142,0.002599,0.165176,0.35685,0.065504,0.024253,0.016455,0.042873,0.239504,0.347015,0.201449,0.15526,0.165022,0.092385,0.197978,0.234225,0.270226,0.273649,0.2462,0.285953,0.325823,0.309486,0.300604,0.301461,0.336866,0.322455,0.318347,0.303656,0.322044,0.316818,0.314198,0.304108,0.008683,0.000291,0.001138,0.006269,0.001952,0.003732,0.001719,0.001282,0.002475,0.003351,0.001022,0.00438,0.002704,0.002007,0.34323,0.366747,0.287574,0.273461,0.446099,0.275329,0.356202,0.512983,0.461632,0.344013,0.514146,0.481772,0.478943,0.408492,0.375917,0.746377,0.672728,0.58992,0.090691,0.006874,0.018575,0.034308,0.063305,0.030731,0.01477,0.01325,0.020056,0.073823,0.014948,0.237047,0.325206,0.370717,0.36756,0.107807,0.045947,0.02717,0.087745,0.10658,0.104972,0.042193,0.031379,0.051279,0.030689,0,0,0,0,1,0
786,0.943308,0.965478,0.971446,0.460905,0.985992,0.372965,0.454319,0.38075,0.444433,0.482565,0.434834,0.649423,0.936441,0.655469,0.733617,0.841364,0.008326,0.002015,0.006447,0.000139,0.955912,0.914777,0.203666,0.278697,0.27242,0.250433,0.108043,0.093712,0.149727,0.062907,0.063977,0.033203,0.025837,0.314143,0.317929,0.293978,0.312298,0.327428,0.332826,0.321043,0.317558,0.330638,0.33786,0.31535,0.366413,0.367641,0.329636,0.422627,0.414952,0.438656,0.002453,0.001065,0.000597,0.000987,0.002943,0.00016,0.00435,0.003172,0.001945,0.002642,0.002735,0.00218,0.001421,0.000727,0.378959,0.390354,0.439233,0.47608,0.442018,0.465513,0.381721,0.710793,0.699823,0.412048,0.857756,0.712706,0.817957,0.790761,0.624955,0.504283,0.486156,0.462135,0.003526,0.004064,0.001472,0.008186,0.242231,0.262811,0.06366,0.001392,0.14053,0.088387,0.027563,0.08894,0.136946,0.045146,0.045695,0.117811,0.117932,0.003857,0.108836,0.02806,0.097026,0.042684,0.06176,0.008278,0.007256,0,0,0,0,1,0
787,0.916343,0.760656,0.900899,0.650713,0.242553,0.182948,0.436522,0.317922,0.315906,0.677726,0.582909,0.62447,0.604346,0.72696,0.583572,0.582674,0.003391,0.000897,0.001306,0.453481,1.0,0.218118,0.249412,0.194397,0.160073,0.156939,0.408187,0.529831,0.060054,0.02215,0.006323,0.006373,0.003348,0.25251,0.239287,0.246365,0.273656,0.318525,0.279623,0.329904,0.339664,0.323738,0.31216,0.323882,0.320706,0.326605,0.33594,0.319314,0.325055,0.345706,0.000596,0.000153,0.001047,0.000602,0.002712,0.00113,0.006702,0.003055,0.003343,0.000867,0.00303,0.003591,0.000753,0.000266,0.345232,0.356034,0.366971,0.361234,0.427257,0.600186,0.494028,0.510478,0.553375,0.517881,0.434112,0.433116,0.503288,0.564826,0.462102,0.437165,0.582931,0.484456,0.002522,0.000957,0.00423,0.006992,0.049165,0.101302,0.06192,0.077352,0.020261,0.089974,0.072735,0.009893,0.010379,0.0195,0.024508,0.023226,0.011439,0.005346,0.005822,0.002782,0.006128,0.007003,0.010629,0.004272,0.008092,0,0,0,0,1,0
788,0.928408,0.950663,0.953646,0.719774,0.714373,0.661614,0.318767,0.651145,0.669879,0.534605,0.538419,0.552848,0.546694,0.218725,0.483863,0.373889,0.027914,0.005039,0.004143,0.008895,0.144459,0.042446,0.072654,0.055946,0.068322,0.029979,0.046278,0.093022,0.09219,0.058141,0.082375,0.069439,0.051676,0.225652,0.208093,0.280604,0.305446,0.303553,0.301619,0.285946,0.280405,0.260542,0.265405,0.23487,0.29976,0.258471,0.233889,0.340501,0.291502,0.232716,0.000634,0.002282,0.002272,0.012197,0.003748,0.001572,0.008101,0.009805,0.003415,0.004512,0.001883,0.006718,0.002461,0.006292,0.288893,0.363213,0.400888,0.369912,0.348888,0.283347,0.300031,0.350387,0.383331,0.48024,0.331499,0.421553,0.414777,0.355453,0.27298,0.560711,0.558094,0.067163,0.015881,0.010246,0.010915,0.003584,0.087371,0.058209,0.031604,0.006891,0.030758,0.063367,0.133524,0.256303,0.083911,0.10558,0.219402,0.264544,0.297133,0.212912,0.043809,0.050113,0.010555,0.065269,0.005554,0.230572,0.026427,0,0,0,0,1,0
789,0.578194,0.844542,0.852293,0.448755,0.752117,0.447297,0.030768,0.284261,0.274103,0.336215,0.513641,0.562314,0.681311,0.582835,0.746624,0.809046,0.268411,0.011836,0.080141,0.081872,0.234217,0.051008,0.336752,0.345645,0.246434,0.161004,1.0,0.454857,0.764856,0.537602,0.690021,0.306921,0.007619,0.307435,0.278313,0.238141,0.256687,0.241646,0.247188,0.283704,0.257627,0.249259,0.367929,0.326893,0.471001,0.452956,0.482689,0.411152,0.336173,0.398313,0.008415,0.006073,0.002382,0.002021,0.003139,0.008915,0.006297,0.002264,0.001407,0.002038,0.071691,0.348744,0.0035,0.001134,0.384673,0.417159,0.446871,0.420894,0.276011,0.349861,0.261026,0.52619,0.427648,0.435409,0.599951,0.606101,0.473363,0.477489,0.493179,0.445865,0.475901,0.458792,0.029058,0.017826,0.003373,0.055521,0.190432,0.033147,0.042171,0.021856,0.046917,0.126652,0.064803,0.142184,0.356971,0.132028,0.021607,0.015795,0.053493,0.020372,0.059225,0.057336,0.130473,0.028457,0.018453,0.002138,0.000718,0,0,0,0,1,0
790,0.802837,0.836946,0.370637,0.491127,0.222326,0.261528,0.193863,0.321566,0.210283,0.253052,0.358636,0.219703,0.192451,0.533918,0.626796,0.494962,0.023307,0.016016,0.040863,0.005341,0.49129,0.486434,0.127328,0.1059,0.035174,0.065499,0.103598,0.005508,0.093489,0.190158,0.125728,0.081088,0.040655,0.346132,0.320556,0.313669,0.339458,0.322435,0.282154,0.25308,0.32906,0.287071,0.239952,0.21583,0.26441,0.209115,0.25751,0.255782,0.207881,0.234534,0.001831,0.000336,6.6e-05,0.004276,0.000494,0.015547,0.017932,0.00229,0.015072,0.008157,0.004301,0.012847,0.002928,0.001494,0.442957,0.469091,0.478026,0.509561,0.615148,0.268407,0.562522,0.554817,0.462784,0.424416,0.660348,0.716709,0.746925,0.757258,0.678699,0.464506,0.436438,0.41273,0.006984,0.004329,0.001362,0.002018,0.087721,0.034317,0.191113,0.038439,0.146024,0.169418,0.024688,0.051355,0.05025,0.059866,0.070036,0.098459,0.077575,0.140734,0.03547,0.055588,0.065204,0.036271,0.003953,0.006914,0.008282,0,0,0,0,1,0
