,attr2,attr5,attr7,attr8,attr9,attr14,attr26,attr28,attr29,attr30,attr31,attr32,attr35,attr41,attr43,attr44,attr46,attr47,attr49,attr51,attr52,attr54,attr55,attr57,attr60,attr61,attr64,attr78,attr79,attr80,attr81,attr82,attr85,attr88,attr91,attr94,attr98,attr99,attr100,attr103,attr105,attr110,attr114,attr117,attr120,attr121,attr122,attr123,attr127,attr128,attr133,attr135,attr136,attr137,attr139,attr140,attr141,attr149,attr150,attr151,attr153,attr154,attr155,attr156,attr159,attr160,attr165,attr169,attr171,attr172,attr179,attr181,attr186,attr194,attr196,attr197,attr199,attr200,attr203,attr213,attr214,attr215,attr218,attr219,attr222,attr223,attr228,attr229,attr234,attr246,attr247,attr250,attr252,attr259,attr260,attr263,attr264,attr269,attr272,attr276,attr281,attr282,attr284,attr289,attr290,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
182,0.695962,0.442332,0.390016,0.616928,0.645863,0.728616,0.580495,0.67007,0.653262,0.627335,0.521779,0.448766,0.41874,0.585816,0.88016,0.891475,0.87636,0.852582,0.704797,0.075967,0.07416,0.013764,0.007434,0.011552,0.00946,0.017687,0.118865,0.719194,0.750483,0.469973,0.33692,0.21158,0.070034,0.281258,0.035776,0.032949,0.091549,0.311228,0.325007,0.128656,0.161029,0.146385,0.225315,0.274918,0.336413,0.3369,0.283567,0.317387,0.46535,0.453937,0.123114,0.420322,0.391084,0.294177,0.123896,0.069835,0.428587,0.030078,0.032314,0.041464,0.00344,0.004323,0.025745,0.02166,0.026745,0.010455,0.024422,0.002182,0.008194,0.006114,0.314609,0.121111,0.17326,0.004853,0.018134,0.103529,0.0,0.0,0.0,0.038167,0.190877,0.231202,0.24272,0.256397,0.220601,0.130759,0.423499,0.342358,0.650195,0.356245,0.206131,0.05272,0.038461,0.603446,0.371742,0.310044,0.57707,0.054466,0.071135,0.540653,0.050343,0.025648,0.377533,0.014988,0.014511,0.14747,1,0,0,0,0,0
183,0.487895,0.364696,0.277707,0.479575,0.502751,0.262764,0.536015,0.531831,0.778127,0.838027,0.872504,0.779006,0.571555,0.798834,0.809579,0.855078,0.859233,0.835768,0.75274,0.206938,0.287866,0.03333,0.037952,0.102458,0.032258,0.052926,0.046924,0.030762,0.010603,0.001799,0.389808,0.752792,0.027841,0.004515,0.003344,0.007963,0.001848,0.133032,0.142757,0.12786,0.253772,0.113292,0.125748,0.476749,0.277757,0.276358,0.375405,0.476571,0.400844,0.413532,0.488422,0.442572,0.453052,0.475336,0.507613,0.524307,0.452963,0.033592,0.040071,0.008692,0.012529,0.048118,0.030082,0.015753,0.118754,0.066842,0.23602,0.019885,0.026725,0.044588,0.027957,0.043092,0.001823,0.000137,0.000274,0.0,0.030316,0.0,0.192331,0.143328,0.22901,0.606001,0.346663,0.355576,0.529522,0.535002,0.609344,0.633946,0.584664,0.026827,0.277229,0.026747,1.0,0.139576,0.047443,0.360404,0.247682,0.08442,0.012677,0.004739,0.012349,0.006942,0.01056,0.011524,0.021469,0.002123,1,0,0,0,0,0
184,0.231392,0.389346,0.290707,0.361515,0.45352,0.458639,0.905524,0.895395,0.704501,0.799284,0.700032,0.837986,0.843394,0.942883,0.963679,0.977839,0.953596,0.968619,0.963461,0.045794,0.038323,0.017977,0.025562,0.059392,0.038367,0.010039,0.035976,0.19465,0.121912,0.165176,0.103303,0.056607,0.196132,0.109462,0.078977,0.184789,0.020847,0.351934,0.33559,0.415412,0.361632,0.427318,0.370638,0.381276,0.3281,0.318635,0.48513,0.42941,0.320789,0.316701,0.328573,0.300521,0.399198,0.340857,0.338573,0.338237,0.354671,0.004983,0.006405,0.006396,0.00591,0.003883,0.00626,0.004754,0.002952,0.001795,0.032897,0.002054,0.11384,0.067785,0.054701,0.001759,0.032579,0.00257,0.000949,0.0,0.0,0.0,0.0,0.588265,0.443416,0.340166,0.217939,0.263207,0.554214,0.470836,0.548197,0.452574,0.75463,0.021461,0.029275,0.029328,0.036979,0.050724,0.12208,1.0,0.702331,0.85373,0.047336,0.936044,0.12691,0.113434,0.154673,0.059903,0.420449,0.041334,1,0,0,0,0,0
185,0.806419,0.812066,0.761919,0.712063,0.810311,0.791173,0.923039,0.889837,0.401395,0.788387,0.819431,0.731847,0.826589,0.852853,0.673074,0.840946,0.852352,0.849854,0.802701,0.000764,0.000128,0.00026,0.000913,0.161844,0.000147,6.3e-05,0.476363,0.595805,0.064828,0.059201,0.13515,0.027922,0.541294,0.080042,0.002907,0.002672,0.00493,0.310144,0.298237,0.297209,0.300247,0.281077,0.390754,0.295898,0.404726,0.407956,0.408498,0.350638,0.418567,0.409348,0.38607,0.415748,0.41489,0.411886,0.416886,0.401818,0.404911,0.000484,0.000483,0.000534,0.000237,0.000427,0.01508,0.011391,7.3e-05,0.000173,0.00631,0.028073,0.005307,0.01534,0.023262,0.004634,0.004613,0.000455,0.000614,0.410583,0.396057,0.399143,0.39145,0.459955,0.456779,0.437757,0.632738,0.591564,0.484478,0.46161,0.605509,0.56694,0.615193,0.022064,0.000814,0.000971,4.3e-05,0.000539,0.067053,0.016562,0.016077,0.032934,0.001149,0.015043,0.045872,0.019,0.010149,0.001271,0.001628,0.002689,1,0,0,0,0,0
186,0.828706,0.894116,0.884618,0.671278,0.683775,0.670141,0.789154,0.663259,0.686269,0.692603,0.769366,0.717528,0.803654,0.640336,0.713865,0.708494,0.772445,0.689013,0.685286,0.06354,0.026724,0.000433,0.000713,0.117668,0.039129,0.037226,0.200636,0.248775,0.301834,0.224998,0.172945,0.237436,0.349407,0.170337,0.268505,0.396183,0.427045,0.250857,0.258505,0.276049,0.280562,0.228299,0.33786,0.235638,0.458045,0.438278,0.477167,0.345412,0.443422,0.490885,0.363073,0.421015,0.385247,0.435528,0.446008,0.43893,0.432435,0.004245,0.001358,0.000431,0.000435,0.00038,0.075104,0.04959,0.011169,0.005959,0.002085,0.063238,0.091796,0.044517,0.065288,0.067098,0.14935,0.104941,0.061952,0.364119,0.393194,0.401369,0.397734,0.441559,0.425836,0.41244,0.559156,0.554314,0.460145,0.46643,0.634069,0.57772,0.539475,0.010232,0.010518,0.001797,0.003472,0.017002,0.052545,0.037224,0.003444,0.109243,0.118294,0.071543,0.089381,0.084521,0.166028,0.16934,0.150313,0.203388,1,0,0,0,0,0
187,0.611107,0.737161,0.708111,0.306134,0.407401,0.490013,0.761813,0.545963,0.794604,0.819688,0.832004,0.809786,0.519364,0.825252,0.837288,0.82073,0.849397,0.833237,0.541044,0.144644,0.109997,0.002751,0.006484,0.313338,0.33656,0.144578,0.352898,0.220828,0.190804,0.181827,0.196844,0.304385,0.179575,0.119501,0.21812,0.252872,0.283813,0.24308,0.217593,0.232661,0.229726,0.243306,0.320089,0.3181,0.367332,0.379033,0.411996,0.363292,0.375062,0.370137,0.305007,0.341207,0.347785,0.362565,0.386385,0.366859,0.386886,0.003111,0.002529,0.001225,0.000841,0.000745,0.009865,0.010022,0.016817,0.015146,0.014115,0.01867,0.126197,0.038604,0.031553,0.045798,0.021855,0.031705,0.0724,0.576288,0.544239,0.448001,0.364801,0.650888,0.651,0.525586,0.690408,0.670715,0.636127,0.451624,0.681059,0.645889,0.6459,0.397013,0.757571,0.006946,0.018204,0.13036,0.091597,0.059886,0.295581,0.11975,0.098612,0.063708,0.047966,0.061716,0.066628,0.036731,0.046855,0.022609,1,0,0,0,0,0
188,0.806718,0.772595,0.643457,0.676091,0.713301,0.550878,0.675618,0.596244,0.581613,0.74188,0.727651,0.685332,0.722587,0.8316,0.500852,0.702252,0.674936,0.696514,0.735647,0.001037,0.000216,0.002352,0.005842,0.025075,0.078363,0.057596,0.256163,0.543358,0.115363,0.173579,0.269388,0.265897,0.560462,0.572845,0.00963,0.35707,0.006648,0.253176,0.24631,0.251605,0.223539,0.325075,0.383944,0.449643,0.386433,0.41308,0.448011,0.453642,0.441728,0.463855,0.534054,0.41751,0.43749,0.447133,0.447661,0.411193,0.344294,0.000293,0.00036,0.000349,0.000889,0.000993,0.014841,0.011943,0.041559,0.045262,0.030748,0.032185,0.040698,0.052724,0.051145,0.033105,0.020676,0.045923,0.001238,0.25189,0.299785,0.285091,0.262402,0.668266,0.648148,0.64703,0.672079,0.686896,0.64571,0.676284,0.7101,0.626062,0.752695,0.001996,0.00294,0.003116,0.006316,0.216422,0.586462,0.096152,0.117044,0.172495,0.10721,0.091801,0.29188,0.066262,0.21466,0.020024,0.101921,0.002269,1,0,0,0,0,0
189,0.482928,0.838392,0.769591,0.817621,0.566252,0.728471,0.62164,0.720036,0.492619,0.592613,0.757773,0.825613,0.775764,0.679421,0.854047,0.887771,0.655024,0.283181,0.666804,0.370734,0.261109,0.017757,0.047412,0.222817,0.43762,0.134133,0.421603,0.517495,0.491521,0.27635,0.253721,0.343876,0.037568,0.346535,0.013067,0.029045,0.478103,0.198621,0.214458,0.114273,0.107037,0.241763,0.363944,0.351742,0.341207,0.22013,0.390912,0.417407,0.416776,0.380405,0.335233,0.378272,0.355905,0.418697,0.348683,0.329246,0.388045,0.033484,0.023784,0.058673,0.052861,0.022138,0.022422,0.078333,0.023514,0.033125,0.043733,0.046189,0.06866,0.031626,0.10034,0.003725,0.04232,0.008552,0.000539,0.461554,0.590993,0.415649,0.238717,0.534856,0.59994,0.580683,0.463433,0.614041,0.665906,0.479267,0.77988,0.676261,0.829285,0.462989,0.28221,0.097321,0.105434,0.226624,0.424891,0.179367,0.161546,0.357814,0.129134,0.09676,0.042651,0.054969,0.228754,0.022396,0.015884,0.264507,1,0,0,0,0,0
190,0.699405,0.69644,0.667583,0.644974,0.642168,0.779711,0.702539,0.678075,0.859644,0.766996,0.707339,0.763278,0.644924,0.734145,0.535726,0.375749,0.437973,0.425014,0.165043,0.005978,0.005553,0.006361,0.00662,0.16595,0.123993,0.11059,0.237967,0.106162,0.144038,0.274132,0.357909,0.596141,0.313868,0.287961,1.0,0.346752,0.317904,0.13286,0.135645,0.129815,0.121626,0.154739,0.318258,0.286111,0.343539,0.348642,0.240096,0.256715,0.389328,0.255082,0.325521,0.306043,0.316687,0.384973,0.33572,0.309904,0.239849,0.000227,0.000437,0.000272,0.000453,0.003051,0.005947,0.01444,0.014986,0.020101,0.013565,0.01648,0.106115,0.090469,0.016856,0.055137,0.011604,0.010691,0.009061,0.082036,0.08803,0.082383,0.08519,0.598396,0.611156,0.600722,0.658716,0.639493,0.589104,0.800535,0.766696,0.693505,0.828133,0.006774,0.008184,0.005954,0.23806,0.25523,0.055347,0.038769,0.041203,0.536271,0.223314,1.0,0.129259,0.168202,0.156892,0.270901,0.265887,0.085869,1,0,0,0,0,0
191,0.644685,0.656096,0.598079,0.697244,0.738773,0.740936,0.605701,0.277052,0.848281,0.853909,0.785705,0.672899,0.331687,0.486028,0.70772,0.758405,0.623177,0.589072,0.4173,0.014776,0.124572,0.003991,0.005728,0.258327,0.121131,0.14371,0.323622,0.236638,0.04229,0.045932,0.048987,0.008796,0.487447,0.004125,0.035725,0.053059,0.019815,0.313025,0.302476,0.311399,0.372819,0.440995,0.419986,0.358752,0.427764,0.365254,0.304787,0.235995,0.407908,0.302531,0.2193,0.286104,0.221632,0.19716,0.178196,0.203704,0.460206,0.002163,0.005682,0.009082,0.00357,0.014672,0.065316,0.051163,0.047889,0.009446,0.036233,0.127986,0.023526,0.008332,0.0025,0.001055,0.000684,0.001042,0.003178,0.083702,0.305242,0.150989,0.16887,0.692611,0.682624,0.62434,0.635221,0.687075,0.382392,0.162496,0.543009,0.375906,0.690609,0.010306,0.082719,0.072873,0.28868,0.063012,0.095348,0.061177,0.145036,0.068021,0.054028,0.051738,0.163933,0.129752,0.013171,0.077239,0.038433,0.043936,1,0,0,0,0,1
192,0.771426,0.813499,0.803707,0.748213,0.70753,0.78252,0.680868,0.761324,0.532405,0.54355,0.607327,0.601138,0.639564,0.589536,0.243517,0.22042,0.543848,0.556577,0.40286,0.002127,0.001673,0.00147,0.001524,0.104174,0.280913,0.112408,0.285721,0.073775,0.027527,0.039969,0.089907,0.0511,0.102085,0.111459,0.023317,0.099309,0.044781,0.341804,0.333807,0.322894,0.323374,0.379918,0.534787,0.510652,0.460809,0.483285,0.508971,0.438512,0.391269,0.39166,0.536523,0.387846,0.417538,0.398004,0.399136,0.468512,0.37561,0.000885,0.000647,0.000573,0.000465,0.000729,0.033113,0.075808,0.016075,0.029742,0.066211,0.045724,0.031318,0.019452,0.002411,0.008593,0.001676,0.002739,0.005147,0.197956,0.242127,0.254317,0.253277,0.712728,0.607231,0.717906,0.47958,0.526514,0.493659,0.73005,0.308765,0.272354,0.282385,0.032316,0.01506,0.012591,0.016612,0.318388,0.472736,0.204898,0.200746,0.210017,0.12867,0.073449,0.079663,0.043962,0.070524,0.058624,0.042427,0.105525,1,0,0,0,0,1
193,0.856798,0.692933,0.158615,0.68237,0.703913,0.212251,0.700507,0.072297,0.51774,0.577783,0.597916,0.553576,0.138942,0.925405,0.783939,0.799716,0.574324,0.619045,0.797686,0.065243,0.073173,0.038169,0.160074,0.003475,0.052425,0.049352,0.440313,0.441752,0.347378,0.300362,0.467107,0.359696,0.612042,0.390269,0.007434,0.989878,0.242124,0.206701,0.276433,0.209218,0.293546,0.274979,0.236084,0.212222,0.246475,0.239239,0.253203,0.294184,0.338258,0.31406,0.403272,0.371502,0.373196,0.527695,0.376008,0.380789,0.377695,0.008126,0.00793,0.001975,0.016036,0.027522,0.000674,0.000516,0.005084,0.002091,0.0033,0.007853,0.025867,0.016317,0.80547,0.071679,0.662927,0.091368,0.019489,0.146325,0.202563,0.130289,0.354435,0.370572,0.311885,0.27525,0.650485,0.566828,0.480632,0.626219,0.500045,0.535751,0.627203,0.08646,0.120112,0.067177,0.215058,0.107274,0.181372,0.138824,0.013814,0.239365,0.103329,0.103159,0.156552,0.15614,0.336414,0.051795,0.283633,0.058154,1,0,0,0,1,0
194,0.611499,0.583205,0.537976,0.479079,0.493281,0.504308,0.710368,0.890462,0.532201,0.647457,0.705261,0.76374,0.80243,0.801447,0.560491,0.62875,0.889417,0.702172,0.340905,0.072689,0.073053,0.096113,0.083558,0.029914,0.063281,0.091379,0.029682,0.052681,0.184414,0.256041,0.203783,0.451691,0.075272,0.310654,0.672333,0.357242,0.849988,0.15118,0.157394,0.143032,0.122874,0.118347,0.139712,0.15249,0.105158,0.127023,0.149534,0.175007,0.139081,0.237627,0.335844,0.278381,0.363752,0.378073,0.361989,0.339678,0.260981,0.006241,0.00619,0.008453,0.01101,0.012168,0.004221,0.006086,0.010072,0.015889,0.002125,0.002019,0.008158,0.008524,0.007065,0.007621,0.021888,0.012907,0.012959,0.055656,0.051351,0.051496,0.042751,0.148651,0.154299,0.223542,0.161411,0.216329,0.541667,0.639392,0.588556,0.626633,0.731258,0.052584,0.062381,0.073134,0.023388,0.120067,0.027537,0.040339,0.183894,0.112106,0.191625,0.054129,0.07087,0.072767,0.095294,0.140936,0.091584,0.070724,1,0,0,0,0,0
195,0.844836,0.843539,0.811988,0.831891,0.841821,0.818264,0.684708,0.77352,0.008104,0.631889,0.839134,0.765095,0.883839,0.799109,0.825521,0.84646,0.626484,0.659624,0.485326,0.0,0.0,0.0,0.000229,0.000225,7.8e-05,9.4e-05,0.039366,0.312705,1.0,0.098276,0.251202,0.147686,0.805391,0.421177,0.099218,0.160323,0.580478,0.175206,0.18142,0.173498,0.16262,0.185508,0.157078,0.159897,0.212003,0.20463,0.225027,0.247558,0.342551,0.340096,0.323128,0.369616,0.360926,0.341139,0.48594,0.475672,0.351687,0.000236,0.000449,0.000512,0.000246,0.000361,0.000288,4.5e-05,0.000191,0.000244,0.019236,0.059888,0.070162,0.059871,0.024855,0.034342,0.024142,0.008445,0.028586,0.31146,0.314166,0.314669,0.302704,0.321278,0.338321,0.320675,0.415392,0.472602,0.457897,0.373345,0.614991,0.570328,0.689479,0.001411,0.001412,0.001724,0.000567,0.000793,0.006188,0.046917,0.01336,0.196316,0.019307,0.150006,0.072837,0.003443,0.091306,0.012078,0.033805,0.030864,1,0,0,0,0,0
196,0.621346,0.619064,0.616129,0.720757,0.706232,0.531507,0.873112,0.785441,0.498494,0.694063,0.903216,0.965946,0.730483,0.707197,0.911488,0.971912,0.801328,0.430613,0.406989,0.011118,0.012335,0.010762,0.010233,0.004257,0.044571,0.02803,0.054687,0.027884,0.220873,0.066275,0.021799,0.410321,0.181912,0.107667,0.216275,0.002978,0.376222,0.137215,0.128882,0.129095,0.127503,0.193443,0.168025,0.29548,0.113333,0.133368,0.142771,0.291632,0.078916,0.166578,0.323717,0.356619,0.362215,0.381996,0.325508,0.346674,0.375014,0.003272,0.002686,0.007729,0.002118,0.002723,0.001287,0.000451,0.00979,0.003531,0.017089,0.002963,0.015174,0.049819,0.002252,0.004612,0.003088,0.010837,0.01986,0.023036,0.01021,0.0139,0.027219,0.208837,0.335995,0.410404,0.037473,0.068807,0.526783,0.429113,0.529645,0.532027,0.504719,0.057188,0.046627,0.04946,0.023823,0.062357,0.093755,0.195619,0.05341,0.202179,0.092602,0.029356,0.092179,0.008074,0.04219,0.001211,0.000952,0.064149,1,0,0,0,0,1
197,0.768183,0.782568,0.757969,0.74315,0.798733,0.79809,0.681773,0.784662,0.57085,0.581356,0.407224,0.582987,0.841973,0.880146,0.617082,0.458333,0.400899,0.393346,0.766833,0.007318,0.007556,0.007507,0.007125,0.20058,0.00979,0.005516,0.351363,0.263223,0.339823,0.447273,0.219496,0.164386,0.089607,0.443929,0.098883,0.427937,0.55092,0.128724,0.120823,0.120988,0.135233,0.197305,0.445144,0.270281,0.444925,0.451879,0.449506,0.320117,0.438429,0.424218,0.316166,0.459534,0.454259,0.491399,0.334925,0.319753,0.483107,0.000943,0.001039,0.001735,0.000789,0.000834,0.081932,0.03186,0.013667,0.010208,0.013448,0.019899,0.022755,0.07093,0.04256,0.002737,0.042577,0.048159,0.021549,0.172314,0.186997,0.197911,0.183072,0.580638,0.44677,0.430354,0.695853,0.633722,0.496086,0.487833,0.694087,0.534443,0.69081,0.017821,0.020094,0.023602,0.019963,0.016012,0.082148,0.037673,0.010906,0.064042,0.017849,0.112174,0.04167,0.113476,0.153302,0.102147,0.093244,0.156518,1,0,0,0,1,0
198,0.753612,0.766748,0.734653,0.782015,0.733737,0.701823,0.521022,0.752616,0.786467,0.738807,0.632034,0.625866,0.716777,0.792468,0.670086,0.769469,0.828752,0.651069,0.579496,0.024181,0.001619,0.000108,0.000844,0.092002,0.129276,0.13398,0.126382,0.075432,0.121032,0.513009,0.961511,0.068912,0.23502,0.469632,0.782667,0.223074,0.351581,0.312908,0.305281,0.227503,0.224883,0.36939,0.27168,0.212318,0.264822,0.28677,0.342449,0.359294,0.407215,0.501399,0.36904,0.476886,0.546248,0.374952,0.430405,0.451886,0.467462,0.053675,0.01956,0.000556,0.001768,0.000645,0.004383,0.031708,0.063753,0.053953,0.022149,0.006728,0.130793,0.071671,0.023633,0.237523,0.022135,0.029782,0.101842,0.347714,0.274814,0.254909,0.22012,0.359982,0.321357,0.313495,0.362274,0.395721,0.462326,0.515276,0.417662,0.591553,0.515823,0.270101,0.250608,0.001815,0.002418,0.13298,0.135202,0.058428,0.061583,0.282977,0.176685,0.225592,0.053978,0.220719,0.17147,0.023832,0.110806,0.029797,1,0,0,0,0,0
199,0.677031,0.694001,0.342446,0.617833,0.641103,0.770346,0.775679,0.336218,0.689415,0.711677,0.713971,0.827969,0.618467,0.669879,0.786075,0.812383,0.780646,0.722574,0.809414,0.002392,0.002547,0.002226,0.064895,0.034273,0.034986,0.037724,0.161787,0.339708,0.342795,0.367439,0.149608,0.158526,0.731796,0.18239,0.333672,0.001717,0.018291,0.112984,0.128669,0.136852,0.12345,0.163134,0.346653,0.280329,0.511859,0.431516,0.417401,0.374561,0.411591,0.380158,0.416982,0.340706,0.367353,0.169369,0.812359,0.363621,0.335384,0.002923,0.004865,0.003483,0.005974,0.026813,0.025627,0.026521,0.025874,0.052445,0.121036,0.144665,0.090179,0.007789,0.019183,1.0,0.204101,0.277865,0.002709,0.129864,0.145162,0.147656,0.769145,0.481851,0.455437,0.497339,0.472927,0.716631,0.674495,0.0,0.767188,0.739097,0.672683,0.002716,0.001644,0.002232,0.099162,0.075931,0.075038,0.415071,0.377443,0.176826,0.366827,0.090715,0.12937,0.028006,0.321138,0.001197,0.001012,0.346549,1,0,0,0,0,0
200,0.588172,0.704156,0.728797,0.62257,0.653745,0.802678,0.723308,0.864239,0.37929,0.443243,0.572214,0.685798,0.976994,0.941053,0.19796,0.450188,0.948923,0.858362,0.972312,0.010681,0.008729,0.007172,0.008597,0.012174,0.144807,0.130524,0.260633,0.0517,0.05701,0.109138,0.271126,0.190357,0.11463,0.27891,0.001198,0.502247,0.000584,0.167723,0.165562,0.177936,0.189232,0.26583,0.393347,0.383752,0.330645,0.345919,0.348546,0.388326,0.277469,0.320206,0.337126,0.32203,0.3512,0.373381,0.321337,0.334582,0.371255,0.000836,0.000559,0.000502,0.000297,0.001006,0.00328,0.071087,0.038085,0.078791,0.013619,0.02825,0.011242,0.019622,0.022161,0.308102,0.029846,0.001411,0.000176,0.015824,0.096406,0.123748,0.198034,0.534979,0.545446,0.568628,0.228552,0.333859,0.490808,0.442823,0.514146,0.539855,0.314658,0.008346,0.007245,0.007436,0.015022,0.331879,0.103454,0.046527,0.067978,0.092507,0.09133,0.113334,0.046718,0.057167,0.036042,0.736897,0.172458,0.004995,1,0,0,0,0,1
201,0.800189,0.855244,0.846855,0.582045,0.521359,0.792206,0.774211,0.772751,0.737719,0.750216,0.748422,0.772328,0.744842,0.755332,0.591924,0.51092,0.701467,0.744475,0.704565,0.086588,0.126145,0.037016,0.036212,0.35404,0.276132,0.003599,0.001838,0.154409,0.159696,0.113852,0.089283,0.045345,0.097181,0.084889,0.061633,0.384675,0.063291,0.180878,0.206008,0.192407,0.184369,0.151742,0.150556,0.145631,0.231008,0.298992,0.229403,0.175069,0.433745,0.444671,0.246962,0.427517,0.42987,0.460089,0.489609,0.470281,0.395151,0.011833,0.015242,0.00817,0.008413,0.006446,0.035128,0.033036,0.000566,0.000556,0.000472,0.065205,0.052632,0.00407,0.067952,0.079551,0.019266,0.000672,0.128288,0.228194,0.323526,0.287473,0.277576,0.294887,0.302782,0.301821,0.44885,0.446681,0.377181,0.363269,0.662071,0.612475,0.693069,0.082067,0.078977,0.09914,0.094564,0.002333,0.008074,0.008626,0.004081,0.107649,0.019771,0.141836,0.024546,0.037628,0.033772,0.145332,0.106671,0.007733,1,0,0,0,0,0
202,0.85013,0.875,0.85119,0.874793,0.824552,0.902881,0.884985,0.846097,0.918887,0.930151,0.925361,0.909001,0.827911,0.859894,0.882941,0.895487,0.907798,0.887782,0.826527,0.001245,0.001082,0.001183,0.001401,0.00221,0.168871,0.01006,0.46269,0.006128,0.000378,0.012826,0.005744,0.013384,0.002747,0.001412,0.025698,0.002306,0.031378,0.0,0.0,0.0,0.0,0.159595,0.383512,0.355329,0.547462,0.430741,0.447503,0.398251,0.37417,0.361159,0.065528,0.373882,0.37297,0.368553,0.389362,0.27144,0.400713,0.007702,0.006945,0.006829,0.007714,0.007334,0.011197,0.111253,0.020045,0.023546,0.008652,0.413246,0.150272,0.025435,0.004331,0.021953,0.000664,0.006663,0.00373,0.20471,0.279768,0.294552,0.260601,0.709932,0.704979,0.615383,0.56704,0.624474,0.632045,0.493413,0.684212,0.633107,0.665806,0.01699,0.008809,0.006689,0.013248,0.011894,0.426736,0.109463,0.137583,0.090249,0.293548,0.006646,0.0046,0.005844,0.003403,0.005227,0.003287,0.031817,1,0,0,0,0,0
203,0.873232,0.809352,0.006735,0.820446,0.726055,0.0,0.377636,0.0,0.598338,0.580548,0.522549,0.832389,0.0,0.502517,0.821658,0.707309,0.841658,0.751523,0.588994,0.000699,0.001029,0.323128,0.799353,0.200507,0.002934,1.0,0.11191,0.301483,0.596389,0.889183,0.103616,1.0,0.760176,0.226916,0.400556,0.070857,0.431844,0.24273,0.238086,0.264239,0.307695,0.318182,0.389938,0.368477,0.3457,0.422572,0.445302,0.32299,0.29323,0.375343,0.308333,0.478985,0.460192,0.39417,0.476001,0.485878,0.448861,0.000547,0.000276,0.000204,0.025916,0.010817,0.001382,0.025596,0.037331,0.040546,0.001425,0.032561,0.084301,0.000426,0.004053,0.042012,0.08112,0.02432,0.022834,0.266215,0.295804,0.301899,0.579665,0.528874,0.420905,0.528359,0.475655,0.534208,0.494498,0.579129,0.419787,0.469203,0.635702,0.017709,0.004656,0.108128,0.026582,0.025149,0.075791,0.004045,0.127446,0.131056,0.069833,0.062453,0.146197,0.130279,0.252852,0.024951,0.17152,0.056809,1,0,0,0,1,0
204,0.732689,0.726145,0.70547,0.81586,0.823344,0.815345,0.774253,0.74013,0.835639,0.818615,0.775334,0.722564,0.622715,0.588073,0.526944,0.654723,0.598612,0.594333,0.556357,0.005165,0.0049,0.006958,0.007864,0.030069,0.005972,0.0062,1.0,0.056806,0.051352,0.047687,0.084969,0.086566,0.087952,0.10741,0.103392,0.097088,0.101123,0.025789,0.016001,0.0,0.0,0.050686,0.15452,0.156776,0.379616,0.323834,0.280501,0.265,0.39963,0.393032,0.241523,0.39821,0.40155,0.394883,0.335542,0.280082,0.410377,0.004394,0.004267,0.003669,0.004584,0.005304,0.004027,0.002212,0.003895,0.004736,0.007197,0.022063,0.009482,0.013474,0.022203,0.008855,0.001366,0.000893,0.003334,0.034241,0.019749,0.019816,0.0,0.31231,0.314915,0.324018,0.500626,0.337236,0.218454,0.190788,0.26683,0.175926,0.459183,0.022828,0.023913,0.033938,0.03538,0.039609,0.318266,0.007873,0.016222,0.084795,0.198071,0.070409,0.004189,0.005161,0.012684,0.008197,0.013421,0.009417,1,0,0,0,0,0
205,0.672148,0.697193,0.62455,0.352212,0.201026,0.611325,0.452105,0.39105,0.713023,0.762617,0.749297,0.739971,0.24777,0.485627,0.665534,0.652422,0.729107,0.725869,0.414885,0.009358,0.010525,0.00335,0.005013,0.925404,0.586267,0.207592,0.364763,0.120989,0.093404,0.331511,0.313139,0.206517,0.038745,0.206951,0.041071,0.643722,0.14382,0.174156,0.14535,0.111173,0.040206,0.278354,0.574726,0.017243,0.609074,0.619129,0.596591,0.519664,0.637531,0.599801,0.246797,0.697305,0.595569,0.611289,0.804829,0.625192,0.604534,0.011222,0.015708,0.012785,0.012405,0.014878,0.072484,0.059412,0.055944,0.025209,0.063259,0.035449,0.116885,0.197532,0.142243,0.228495,0.08817,0.099543,0.065301,0.078469,0.063708,0.054717,0.0,0.355531,0.10949,0.066492,0.763833,0.713858,0.146269,0.082439,0.699298,0.552346,0.796363,0.023454,0.039586,0.014797,0.028533,0.089813,0.157309,0.064869,0.036969,0.168693,0.015314,0.261963,0.016893,0.154513,0.102003,0.33798,0.364,0.031159,1,0,0,0,0,0
