,attr1,attr2,attr3,attr4,attr6,attr7,attr8,attr9,attr13,attr14,attr21,attr23,attr27,attr31,attr34,attr35,attr36,attr38,attr39,attr43,attr44,attr45,attr49,attr50,attr51,attr52,attr53,attr55,attr56,attr58,attr63,attr64,attr65,attr66,attr71,attr76,attr81,attr82,attr85,attr86,attr91,attr94,attr96,attr98,attr101,attr103,attr107,attr108,attr113,attr114,attr117,attr118,attr119,attr123,attr124,attr125,attr126,attr135,attr136,attr138,attr140,attr141,attr144,attr147,attr148,attr149,attr153,attr155,attr156,attr158,attr159,attr161,attr163,attr164,attr166,attr167,attr169,attr170,attr171,attr173,attr175,attr178,attr179,attr181,attr182,attr185,attr193,attr195,attr196,attr197,attr200,attr204,attr208,attr209,attr210,attr211,attr214,attr218,attr221,attr222,attr223,attr224,attr226,attr229,attr230,attr231,attr232,attr235,attr237,attr238,attr239,attr241,attr246,attr247,attr248,attr249,attr250,attr254,attr256,attr257,attr258,attr260,attr262,attr263,attr264,attr265,attr266,attr267,attr268,attr271,attr273,attr275,attr278,attr279,attr282,attr286,attr290,attr291,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
887,0.815044,0.881602,0.914129,0.908753,0.939342,0.900199,0.533744,0.776965,0.896481,0.528249,0.332268,0.422153,0.507431,0.588994,0.538647,0.718162,0.943661,0.848793,0.672984,0.924442,0.938246,0.887998,0.515143,0.066069,0.036192,0.021646,0.015309,0.003916,0.138292,0.090511,0.281348,0.112787,0.103648,0.083273,0.068661,0.359726,0.488069,0.319689,0.0,0.000689,0.444957,0.134619,0.097371,0.523057,0.292078,0.306358,0.240494,0.262167,0.260261,0.240041,0.270178,0.248628,0.265953,0.271996,0.294143,0.3157,0.347462,0.346331,0.320995,0.26618,0.310754,0.33537,0.221653,0.341529,0.026332,0.026692,0.002576,0.006277,0.005967,0.005923,0.004058,0.013487,0.003209,0.003801,0.00631,0.00414,0.001865,0.001623,0.00659,0.009584,0.008633,0.004794,0.004616,0.007643,0.009142,0.003776,0.002855,0.004152,0.008261,0.260579,0.406222,0.022925,0.450919,0.403896,0.030797,0.023696,0.103753,0.123356,0.067365,0.353731,0.383309,0.33841,0.325874,0.211543,0.238046,0.302961,0.469158,0.147824,0.110082,0.25624,0.45064,0.424293,0.190012,0.119387,0.065546,0.050196,0.021961,0.212212,0.026363,0.01528,0.371062,0.160109,0.076069,0.351995,0.333791,0.14155,0.034643,0.094066,0.0691,0.42385,0.264474,0.211383,0.189051,0.324833,0.00139,0.151479,0.226672,0.040937,0.235915,0.210145,0,0,0,0,1,0
888,0.515731,0.549681,0.537976,0.532688,0.598575,0.663622,0.405444,0.529181,0.757229,0.85766,0.72262,0.242911,0.758444,0.548083,0.698289,0.814452,0.235424,0.541116,0.598915,0.247825,0.485934,0.657428,0.691337,0.168189,0.054035,0.00614,0.009032,0.01074,0.06385,0.29685,0.035138,0.191952,0.221713,0.165269,0.046126,0.130792,0.032549,0.013631,0.134397,0.126414,0.249537,0.138377,0.071068,0.239621,0.10808,0.079122,0.213834,0.185521,0.442634,0.403169,0.301283,0.316838,0.284143,0.363704,0.371406,0.335995,0.330302,0.250521,0.254877,0.269506,0.338498,0.28915,0.279588,0.322833,0.023484,0.003498,0.000652,0.01149,0.029088,0.029252,0.043153,0.013529,0.052804,0.036769,0.004949,0.008815,0.011016,0.032974,0.0206,0.022756,0.01097,0.002527,0.001604,0.00217,0.004146,0.002015,0.002328,0.005405,0.004674,0.170905,0.0,0.517367,0.29917,0.194802,0.470276,0.592101,0.655864,0.513744,0.563775,0.579755,0.581209,0.737039,0.325505,0.502427,0.467123,0.619644,0.378232,0.64107,0.575416,0.602959,0.444914,0.635064,0.600789,0.128767,0.001697,0.002123,0.003284,0.915698,0.520202,0.479585,0.586799,0.119906,0.379933,0.494084,0.28052,0.239283,0.245504,0.018967,0.184108,0.084173,0.228761,0.207682,0.01862,0.072108,0.207962,0.222691,0.298703,0.121581,0.082819,0.244451,0,0,0,0,1,0
889,0.775199,0.750264,0.726526,0.756995,0.624166,0.584238,0.731385,0.702431,0.725931,0.774237,0.727098,0.562688,0.547975,0.466481,0.609988,0.55361,0.345596,0.582617,0.577073,0.431176,0.508281,0.563517,0.643652,0.003878,0.005951,0.030052,0.104425,0.04363,0.00477,0.08571,0.102009,0.093435,0.06072,0.085001,0.160047,0.356921,0.312775,0.511283,0.242687,0.231218,0.104354,0.17934,0.089047,0.090467,0.194198,0.2112,0.276811,0.278704,0.295796,0.300329,0.315439,0.337462,0.33011,0.279842,0.275679,0.303244,0.321852,0.339006,0.349177,0.348176,0.345809,0.366989,0.436886,0.443217,0.000353,0.003995,0.025116,0.023472,0.007583,0.005948,0.010645,0.006969,0.003334,0.002149,0.002712,0.004108,0.009244,0.009309,0.011437,0.021723,0.014383,0.017308,0.027491,0.030046,0.022686,0.015949,0.0179,0.007543,0.009575,0.142546,0.274289,0.347368,0.330963,0.367709,0.45764,0.431137,0.451702,0.706578,0.677167,0.683474,0.647723,0.694411,0.519614,0.689368,0.734501,0.808318,0.442801,0.582864,0.806573,0.84295,0.467962,0.625034,0.022501,0.04479,0.31792,0.54882,0.601683,0.103918,0.164562,0.201073,0.165327,0.141887,0.043329,0.036567,0.069386,0.083768,0.131773,0.126227,0.238157,0.186435,0.275036,0.508809,0.462803,0.606323,0.484932,0.214132,0.514083,0.311468,0.13764,0.153638,0,0,0,0,1,0
890,0.862048,0.82548,0.808775,0.824692,0.933013,0.949175,0.768895,0.73897,0.790479,0.787804,0.600394,0.521033,0.549178,0.472978,0.458512,0.432002,0.363901,0.39869,0.41937,0.578118,0.553716,0.552616,0.491969,0.014945,0.010351,0.011472,0.008805,0.009964,0.001618,0.05905,0.187278,0.079488,0.042074,0.110706,0.00919,0.06555,0.026028,0.023078,0.133295,0.111623,0.062225,0.165649,0.11552,0.223308,0.26882,0.303457,0.342929,0.326262,0.301639,0.299246,0.303567,0.302936,0.269534,0.211646,0.258477,0.25262,0.226584,0.370514,0.362222,0.357044,0.35797,0.461276,0.435494,0.439307,0.016526,0.020336,0.002902,0.010598,0.004583,0.004177,0.020753,0.026464,0.014762,0.016288,0.005362,0.011084,0.010904,0.010894,0.012163,0.008761,0.015462,0.003874,0.005375,0.020631,0.015866,0.001493,0.009359,0.0102,0.010955,0.313853,0.258253,0.17398,0.215826,0.192443,0.200103,0.047817,0.0,0.0,0.0,0.0,0.0,0.0,0.381698,0.19223,0.063171,0.099,0.467112,0.46757,0.431573,0.432345,0.661702,0.650899,0.056137,0.033365,0.018673,0.021558,0.073841,0.131314,0.034553,0.056703,0.206621,0.158807,0.227324,0.321649,0.074927,0.179446,0.097691,0.149889,0.149164,0.075285,0.079292,0.133011,0.247757,0.252162,0.022771,0.049035,0.097609,0.089782,0.137863,0.180008,0,0,0,0,1,0
891,0.840471,0.886962,0.904842,0.920605,0.85906,0.804694,0.740343,0.754425,0.838608,0.792863,0.649489,0.519488,0.727906,0.614767,0.594659,0.599154,0.521697,0.715657,0.668483,0.401228,0.690044,0.75883,0.743554,0.069899,0.033144,0.005144,0.002572,0.00422,0.001414,0.092752,0.011241,0.148825,0.037379,0.100625,0.013515,0.096305,0.017474,0.014317,0.498977,0.04252,0.114615,0.082062,0.07121,0.075789,0.307037,0.297716,0.338141,0.359945,0.313409,0.274698,0.348326,0.345302,0.269575,0.286948,0.328464,0.323951,0.289232,0.359602,0.406859,0.312394,0.340357,0.367037,0.329287,0.322798,0.000428,0.001368,0.000142,0.002091,0.006683,0.011447,0.005512,0.005894,0.001412,0.01048,0.003307,0.004043,0.001772,0.000901,0.001629,0.010183,0.006754,0.00961,0.00111,0.002893,0.001911,0.015551,0.004509,0.0028,0.005043,0.446055,0.433888,0.520509,0.493335,0.460726,0.426988,0.5417,0.518205,0.535751,0.56704,0.550691,0.548477,0.618346,0.584116,0.591933,0.665951,0.679583,0.591955,0.603104,0.658302,0.624139,0.505502,0.568214,0.023179,0.005753,0.006319,0.003623,0.002185,0.039237,0.025645,0.02149,0.047646,0.009807,0.012398,0.003451,0.002673,0.004851,0.004199,0.004351,0.015578,0.006354,0.068409,0.01099,0.01934,0.041117,0.003885,0.041711,0.004383,0.061634,0.012602,0.013405,0,0,0,0,1,0
892,0.717285,0.72989,0.623303,0.596999,0.599176,0.792721,0.585754,0.772333,0.872478,0.867332,0.797399,0.681194,0.726992,0.780159,0.774852,0.722592,0.477091,0.578768,0.555643,0.434668,0.594636,0.671264,0.701531,0.037656,0.057378,0.060814,0.014471,0.082137,0.157787,0.12007,0.009851,0.163417,0.160195,0.10601,0.0433,0.045135,0.047529,0.055868,0.365559,0.310911,0.087769,0.174952,0.136447,0.058012,0.152037,0.09738,0.326845,0.243361,0.478786,0.429088,0.310645,0.322641,0.324499,0.418724,0.414623,0.413141,0.405597,0.538813,0.446879,0.375919,0.436804,0.555576,0.436118,0.444534,0.00251,0.022439,0.018315,0.046112,0.011155,0.011336,0.031577,0.000649,0.01145,0.012849,0.00663,0.002624,0.004924,0.005784,0.008938,0.011949,0.009583,0.006055,0.002815,0.004607,0.011104,0.037738,0.002177,0.001216,0.005927,0.518328,0.0,0.597423,0.155283,0.495393,0.53376,0.719494,0.519961,0.752058,0.816324,0.804549,0.800121,0.763744,0.795927,0.88294,0.861771,0.823705,0.667215,0.48544,0.677234,0.765801,0.646348,0.749452,0.038775,0.568312,0.913188,0.022517,0.024385,0.027359,0.170653,0.571595,0.397966,0.043104,0.169929,0.315949,0.056906,0.016681,0.019537,0.037468,0.057168,0.051031,0.114405,0.104026,0.079667,0.104929,0.247363,0.229363,0.462636,1.0,0.106494,0.097026,0,0,0,0,1,0
893,0.720982,0.759046,0.794422,0.909591,0.959851,0.96632,0.620843,0.611081,0.960138,0.964573,0.90682,0.343298,0.578809,0.519717,0.647193,0.618928,0.464428,0.599955,0.623328,0.537999,0.572758,0.594673,0.489331,0.010644,0.005998,0.005821,0.009085,0.000568,0.00022,0.13042,0.000755,0.056685,0.032808,0.028191,0.128894,0.024491,0.096564,0.099074,0.117373,0.132736,0.078744,0.142925,0.131154,0.1289,0.196742,0.306447,0.219486,0.230542,0.22251,0.225247,0.222051,0.23775,0.291715,0.228416,0.212167,0.206118,0.206591,0.294808,0.280398,0.280624,0.282579,0.292771,0.283189,0.295295,0.000893,0.001298,0.001111,0.003873,0.001954,0.006651,0.012253,0.002306,0.001115,0.001588,0.003919,0.004412,0.013213,0.010391,0.002371,0.001143,0.001903,0.003978,0.003767,0.005549,0.004847,0.001049,0.001378,0.001752,0.001921,0.348799,0.467179,0.39032,0.472591,0.495113,0.489634,0.461464,0.396616,0.62604,0.583356,0.498502,0.436796,0.388218,0.613146,0.548376,0.531602,0.500772,0.527599,0.506374,0.488963,0.478451,0.5121,0.497976,0.001732,0.003918,0.006781,0.01216,0.002257,0.040307,0.011322,0.008583,0.001163,0.142363,0.036998,0.036546,0.020036,0.035729,0.039342,0.083853,0.071713,0.043338,0.035628,0.095813,0.098704,0.085562,0.01036,0.002163,0.005534,0.005064,0.009136,0.007132,0,0,0,0,1,0
894,0.689222,0.687222,0.692745,0.641234,0.683015,0.656298,0.523254,0.557057,0.710864,0.665243,0.824386,0.521394,0.552189,0.586948,0.467999,0.584987,0.378755,0.470635,0.41795,0.173257,0.301619,0.527043,0.206131,0.013496,0.02434,0.068245,0.017065,0.139955,0.16154,0.02406,0.171805,0.035627,0.021679,0.023805,0.042838,0.052492,0.12682,0.20398,0.251969,0.252067,0.090547,0.325123,0.297396,0.074623,0.168944,0.160315,0.203423,0.205556,0.213999,0.217209,0.246756,0.262524,0.296907,0.187901,0.190857,0.193237,0.225816,0.251077,0.210014,0.220604,0.173525,0.335206,0.308182,0.288381,0.009371,0.018329,0.066257,0.001619,0.001313,0.001139,0.011534,0.00454,0.001344,0.001825,0.007367,0.003669,0.00325,0.005948,0.002241,0.004389,0.00876,0.026197,0.020218,0.018623,0.033505,0.034825,0.012896,0.024106,0.034338,0.04964,0.043613,0.204229,0.241222,0.353954,0.330314,0.182267,0.154556,0.179694,0.136842,0.158045,0.173801,0.268205,0.850924,0.474682,0.578145,0.845534,0.759584,0.776872,0.911511,0.906982,0.40393,0.72012,0.069803,0.146792,0.358581,0.221872,0.594859,0.013097,0.012061,0.144379,0.09571,0.011198,0.00987,0.010485,0.164063,0.076504,0.036239,0.018055,0.03564,0.019083,0.236159,0.361162,0.412925,0.846743,0.216139,0.150995,0.597642,0.554097,0.502634,0.328434,0,0,0,0,1,0
895,0.936051,0.957059,0.857538,0.795947,0.692518,0.664014,0.809,0.950516,0.820981,0.694637,0.633256,0.816696,0.658852,0.80898,0.608619,0.543175,0.556398,0.579005,0.463868,0.448404,0.534031,0.562622,0.320742,0.01708,0.001067,0.052426,0.058166,0.002759,0.001681,0.011894,0.031142,0.091765,0.033543,0.00682,0.049017,0.073836,0.16803,0.048349,0.082185,0.09366,0.05157,0.22859,0.270382,0.280652,0.287894,0.274534,0.340082,0.349396,0.297106,0.282037,0.300329,0.29976,0.312551,0.2981,0.328203,0.317757,0.332284,0.270432,0.282737,0.336139,0.390768,0.385809,0.366818,0.439019,0.008582,0.000999,0.000331,0.004823,0.005736,0.002439,0.006652,0.001299,0.008383,0.002956,0.004892,0.0011,0.008926,0.006675,0.008459,0.002401,0.00177,0.005172,0.002662,0.00055,0.004099,0.004766,0.002617,0.008423,0.01318,0.463969,0.295066,0.265432,0.389862,0.321815,0.230162,0.316761,0.35155,0.41188,0.297258,0.26078,0.207506,0.234993,0.233461,0.182882,0.203916,0.242754,0.095523,0.165817,0.2657,0.325998,0.458591,0.390935,0.056386,0.006633,0.128901,0.11018,0.011282,0.039242,0.012461,0.090002,0.178831,0.253278,0.013107,0.238703,0.250222,0.058757,0.005317,0.165494,0.190047,0.274507,0.024861,0.149041,0.017698,0.011785,0.063231,0.037848,0.240353,0.12871,0.051592,0.071336,0,0,0,0,1,0
896,0.654036,0.721258,0.799541,0.88456,0.840482,0.893966,0.533847,0.564124,0.640088,0.766757,0.691951,0.498273,0.559285,0.335276,0.526134,0.493839,0.479812,0.405432,0.407465,0.454592,0.429371,0.476645,0.629864,0.232109,0.140944,0.069942,0.044965,0.130581,0.013895,0.045735,0.25574,0.079652,0.112157,0.05258,0.082583,0.048415,0.135352,0.056332,0.057217,0.098639,0.088779,0.06187,0.081057,0.098679,0.232311,0.276344,0.279294,0.246056,0.376893,0.356104,0.278683,0.276529,0.308834,0.295569,0.250748,0.283018,0.399218,0.380261,0.371379,0.394986,0.361708,0.372195,0.425185,0.353052,0.006107,0.005446,0.004821,0.003612,0.006304,0.005481,0.001656,0.007975,0.004065,0.016394,0.001305,0.001002,0.006644,0.001515,0.003499,0.00646,0.032518,0.003151,0.009433,0.012075,0.038224,0.007547,0.011455,0.001878,0.003171,0.339406,0.364455,0.3559,0.144066,0.115405,0.258052,0.387927,0.132202,0.361704,0.090446,0.060029,0.244576,0.584396,0.348419,0.297437,0.536981,0.684145,0.342839,0.385802,0.64079,0.557546,0.344728,0.364287,0.179762,0.33851,0.160644,0.117606,0.247496,0.05747,0.333808,0.018336,0.037745,0.021787,0.069991,0.09292,0.012841,0.014366,0.60822,0.030821,0.04774,0.040299,0.124261,0.009014,0.23452,0.154576,0.010085,0.062628,0.009297,0.129847,0.010013,0.016616,0,0,0,0,1,0
897,0.786495,0.827909,0.88823,0.925294,0.934691,0.938189,0.757119,0.814847,0.740004,0.807168,0.590032,0.688318,0.599075,0.642894,0.627287,0.48892,0.517607,0.570698,0.600903,0.436786,0.342877,0.456106,0.357894,0.001815,0.001192,0.015391,0.025454,0.027492,0.004133,0.075941,0.152902,0.024167,0.035064,0.037051,0.020682,0.14318,0.01834,0.020963,0.064774,0.052758,0.161728,0.093063,0.048029,0.177445,0.271283,0.327058,0.247551,0.304191,0.22046,0.249849,0.268676,0.260542,0.252915,0.267277,0.274328,0.281454,0.268896,0.330233,0.324582,0.34192,0.376591,0.36679,0.307853,0.33144,0.000365,0.000228,0.003765,0.003509,0.009394,0.002233,0.002259,0.005015,0.003026,0.002218,0.001474,0.001147,0.003022,0.003428,0.002083,0.003357,0.002793,0.000939,0.001688,0.001657,0.006064,0.004824,0.003607,0.004731,0.007523,0.318595,0.46672,0.557669,0.46757,0.403449,0.37434,0.921408,0.734601,0.794451,0.595176,0.560431,0.543926,0.540806,0.480911,0.432993,0.422292,0.501141,0.739868,0.596428,0.577384,0.649121,0.721708,0.566705,0.002642,0.001139,0.025265,0.011581,0.014632,0.638539,0.028446,0.024144,0.037444,0.036906,0.040776,0.192916,0.369948,0.295618,0.175256,0.478052,0.407045,0.398992,0.335996,0.024078,0.024153,0.028144,0.047503,0.056001,0.076791,0.050658,0.075617,0.132216,0,0,0,0,1,0
898,0.811085,0.834319,0.805955,0.808885,0.79701,0.785319,0.82048,0.825691,0.842976,0.805732,0.847716,0.697788,0.710021,0.597569,0.579537,0.56873,0.685964,0.788438,0.837703,0.831046,0.850219,0.853466,0.844005,0.008558,0.011822,0.005526,0.004391,0.00211,0.001618,0.003052,0.007945,0.008084,0.005837,0.118777,0.201626,0.074356,0.084616,0.027387,0.518305,0.54673,0.182254,0.028097,0.021092,0.014285,0.306776,0.266612,0.315316,0.315171,0.299719,0.303635,0.300041,0.297188,0.298436,0.231427,0.266097,0.32417,0.256475,0.355267,0.344348,0.330535,0.320823,0.319198,0.323779,0.311598,0.000476,0.010047,0.010632,0.000289,0.000294,0.000987,0.004662,0.013802,0.000815,0.00486,0.001625,0.000596,0.013294,0.009722,0.005524,0.016397,0.01086,0.024204,0.031777,0.014799,0.003945,0.002719,0.000395,0.000324,0.000239,0.343375,0.298566,0.323179,0.326109,0.326859,0.292584,0.369565,0.359635,0.394883,0.204341,0.259114,0.336766,0.2534,0.441582,0.241311,0.250548,0.36299,0.544619,0.464182,0.436706,0.473106,0.498367,0.491792,0.01515,0.038888,0.02915,0.028119,0.02605,0.002865,0.009217,0.009497,0.009934,0.015399,0.08469,0.086414,0.044364,0.011294,0.019774,0.213277,0.107361,0.113935,0.073443,0.189372,0.043696,0.05505,0.151044,0.033729,0.009539,0.002395,0.00282,0.002065,0,0,0,0,1,0
899,0.755557,0.696043,0.752303,0.661571,0.653451,0.696406,0.728299,0.723917,0.762072,0.857407,0.870582,0.431463,0.702845,0.573139,0.50508,0.523787,0.29642,0.494137,0.647117,0.305723,0.463376,0.605958,0.816654,0.027737,0.044836,0.095053,0.091862,0.00781,0.006877,0.090985,0.064666,0.092473,0.070821,0.074845,0.212346,0.24146,0.181591,0.236993,0.171009,0.137529,0.09598,0.127407,0.134461,0.094665,0.283573,0.102846,0.292236,0.304513,0.288868,0.298354,0.330857,0.339925,0.332016,0.28404,0.302565,0.357428,0.327298,0.305089,0.310247,0.366296,0.40249,0.369136,0.427161,0.396701,0.015519,0.02009,0.000573,0.005515,0.003245,0.008732,0.068383,0.086735,0.002161,0.002024,0.00147,0.002925,0.009892,0.011416,0.00954,0.009213,0.011115,0.007151,0.011617,0.015325,0.037647,0.006573,0.003054,0.006498,0.009039,0.195529,0.175445,0.3924,0.259058,0.137838,0.313383,0.601997,0.626621,0.584362,0.67029,0.84134,0.762267,0.835603,0.447687,0.724034,0.536031,0.698806,0.283447,0.826277,0.603943,0.701143,0.352545,0.718006,0.110461,0.29935,0.215236,0.59817,0.038171,0.070914,0.175823,0.754902,0.133074,0.183155,0.151873,0.163004,0.044502,0.052571,0.033723,0.168607,0.288591,0.186118,0.148209,0.284059,0.600469,0.530138,0.16092,0.582041,0.108577,0.075761,0.115648,0.101494,0,0,0,0,1,0
900,0.47447,0.528972,0.52355,0.506549,0.841277,0.806949,0.722849,0.74772,0.771915,0.749924,0.749056,0.545233,0.784493,0.279112,0.409612,0.267951,0.142871,0.366386,0.397234,0.634891,0.696015,0.724904,0.711571,0.014992,0.027912,0.023912,0.004629,0.026492,0.015016,0.170371,0.004835,0.039376,0.046747,0.105594,0.345452,0.291752,0.514196,0.100891,0.31244,0.401259,0.167451,0.10423,0.126249,0.100498,0.10096,0.190096,0.257346,0.19904,0.287634,0.30061,0.194712,0.276907,0.277291,0.20882,0.285398,0.294979,0.275823,0.422771,0.273402,0.298656,0.341578,0.298196,0.294595,0.300953,0.006166,0.017562,0.001596,0.030408,0.018828,0.005571,0.006799,0.000222,0.002082,0.019074,0.002612,0.017838,0.008557,0.005603,0.00516,0.021471,0.013389,0.012444,0.011863,0.013374,0.015173,0.009756,0.003437,0.012245,0.008701,0.04359,0.056428,0.281636,0.203178,0.320071,0.378467,0.397723,0.14013,0.443002,0.266819,0.37424,0.394368,0.25728,0.563585,0.446759,0.371422,0.392982,0.531982,0.721149,0.762681,0.727735,0.555377,0.566682,0.028701,0.038803,0.028662,0.004195,0.13667,0.243205,0.036558,0.078334,0.068927,0.049694,0.236657,0.007961,0.037485,0.172221,0.009167,0.02881,0.042074,0.207364,0.390393,0.059793,0.041327,0.734739,0.111954,0.065878,0.009207,0.034354,0.072673,0.058201,0,0,0,0,1,0
901,0.672973,0.799483,0.776356,0.751198,0.74016,0.735868,0.15565,0.616402,0.769411,0.802518,0.585667,0.0,0.172284,0.387843,0.356049,0.230133,0.327783,0.450113,0.446173,0.466926,0.481049,0.511168,0.410851,0.120084,0.058016,0.019254,0.003739,0.002523,0.003159,0.22188,0.008061,0.033852,0.185646,0.396286,0.274566,0.493758,0.524784,0.39754,0.248314,0.217604,0.204599,0.032378,0.233905,0.24611,0.210949,0.1674,0.151654,0.252698,0.35509,0.334406,0.240092,0.11825,0.127034,0.312571,0.338624,0.282765,0.256663,0.132564,0.143901,0.131929,0.149806,0.005333,0.110772,0.083598,0.013039,0.019331,0.000787,0.061982,0.04401,0.012261,0.027185,0.011413,0.036152,0.083314,0.04926,0.02679,0.019428,0.02857,0.011212,0.011593,0.026025,0.084804,0.073175,0.064378,0.025446,0.051888,0.037383,0.054142,0.064305,0.194479,0.161928,0.067909,0.361019,0.199896,0.210847,0.262779,0.30222,0.472349,0.183759,0.213331,0.303163,0.469577,0.219749,0.735335,0.808673,0.716425,0.837106,0.985749,0.970428,0.89617,1.0,1.0,0.091034,0.163707,0.085305,0.008301,0.006243,0.214765,0.13091,0.253503,0.105349,0.269894,0.205352,0.395282,0.513353,0.190585,0.144955,0.21605,0.245667,0.6184,0.557948,0.987827,0.512299,0.257208,0.32323,0.188596,0.059148,0.128895,0.252186,0.289289,0,0,0,1,1,0
902,0.97747,0.975614,0.9791,0.98234,0.975823,0.966449,0.983858,0.875349,0.986175,0.984582,0.987184,0.626095,0.855793,0.669383,0.485445,0.51247,0.459116,0.512263,0.546744,0.238493,0.26749,0.32452,0.262045,0.000251,0.004443,0.003443,6.9e-05,0.000306,0.000307,0.067546,0.0,0.21893,0.042424,0.039994,0.020852,0.263999,0.204226,0.206092,0.132912,0.07013,0.149819,0.172929,0.251832,0.189206,0.309259,0.303896,0.304595,0.286989,0.248841,0.206543,0.328786,0.34572,0.339925,0.244424,0.271056,0.314472,0.343923,0.217791,0.207044,0.218971,0.286159,0.199053,0.186783,0.260912,0.000491,0.000776,0.000384,0.000317,0.00403,0.001785,0.000308,0.000893,0.007993,0.009543,0.011194,0.000102,0.005472,0.009189,0.02815,0.030866,0.00056,0.038636,0.045419,0.032028,0.021339,0.017564,0.005655,0.01882,0.00943,0.469505,0.478876,0.480263,0.48582,0.485697,0.480419,0.388732,0.406021,0.37462,0.483964,0.502639,0.504495,0.485004,0.676194,0.628232,0.57687,0.537104,0.568404,0.551217,0.504775,0.479871,0.584754,0.554739,0.003619,0.00263,0.002791,0.001957,0.00203,0.025284,0.008164,0.001454,0.001443,0.051093,0.009444,0.024062,0.00875,0.00105,0.001398,0.038089,0.034481,0.143774,0.001734,0.199716,0.105397,0.058957,0.012623,0.026575,0.070168,0.040728,0.059607,0.043941,0,0,0,0,1,0
903,0.747913,0.783117,0.796921,0.748682,0.485404,0.395905,0.602185,0.697124,0.667236,0.414322,0.500831,0.420274,0.606521,0.010091,0.187996,0.10929,0.286468,0.340202,0.327776,0.442451,0.51089,0.521242,0.348129,0.002057,0.000859,0.009102,0.088003,0.482378,0.33187,0.077628,0.557383,0.190259,0.123648,0.104192,0.679309,0.121823,0.214044,0.356043,0.487339,0.536207,0.287789,0.051366,0.020728,0.04545,0.254931,0.260638,0.262915,0.265604,0.236427,0.293752,0.226989,0.241989,0.199163,0.246838,0.220514,0.26404,0.210501,0.174088,0.19406,0.20035,0.140117,0.124383,0.142606,0.09928,0.000573,0.000147,0.018496,0.012873,0.007379,0.027665,0.008245,0.013414,0.009905,0.007132,0.027536,0.015288,0.01787,0.020733,0.01458,0.011714,0.01323,0.017578,0.031025,0.022347,0.050638,0.023471,0.002778,0.003835,0.009754,0.27893,0.347871,0.301217,0.376431,0.357577,0.137648,0.335782,0.365875,0.381363,0.418255,0.367239,0.399222,0.373714,0.561874,0.537753,0.492284,0.447699,0.493693,0.491512,0.343196,0.306461,0.225119,0.262536,0.002108,0.002551,0.006535,0.025898,0.07175,0.03348,0.126184,0.036022,0.026356,0.089593,0.036604,0.177852,0.250341,0.047556,0.175258,0.423639,0.201259,0.033521,0.082622,0.100648,0.106096,0.069527,0.5459,0.197194,0.00782,0.00442,0.008558,0.037544,0,0,0,0,1,0
904,0.978673,0.982292,0.984171,0.983822,0.980735,0.975798,0.850159,0.843559,0.805856,0.858479,0.713227,0.658921,0.691735,0.606001,0.673267,0.661745,0.498549,0.372541,0.28263,0.117068,0.275821,0.350747,0.58647,0.0,0.0,0.0,0.0001,1.8e-05,7.9e-05,0.074536,0.096248,0.000661,0.003271,0.00185,0.017765,0.001651,0.017869,0.00038,0.233957,0.237941,0.026362,0.659727,0.081743,0.011139,0.34013,0.339623,0.261893,0.272394,0.197654,0.197771,0.189506,0.187414,0.191344,0.185947,0.184897,0.175446,0.187277,0.18238,0.231207,0.258251,0.210549,0.333306,0.316056,0.28249,0.000158,0.000206,0.000297,0.017591,0.017574,0.013237,0.008546,0.015439,0.000184,0.000247,0.000287,0.000943,0.001008,0.001085,0.000745,0.000494,0.000378,0.001128,0.001142,0.000275,0.000531,0.039149,0.011255,0.003236,0.006133,0.477243,0.486827,0.301194,0.200103,0.241222,0.320071,0.137681,0.113862,0.110955,0.120728,0.129831,0.118984,0.12793,0.129719,0.134505,0.133085,0.146694,0.197777,0.308653,0.311896,0.393217,0.523663,0.779086,0.001005,0.001545,0.001818,0.002263,0.010273,0.231259,0.200415,0.111258,0.194468,0.002176,0.003466,0.002184,0.001802,0.007134,0.019317,0.008201,0.005435,0.001004,0.001834,0.010479,0.002163,0.003568,0.072206,0.956601,0.824522,0.47105,0.030228,0.031777,0,0,0,1,1,0
