,attr2,attr3,attr4,attr7,attr8,attr14,attr21,attr23,attr27,attr28,attr30,attr33,attr35,attr41,attr43,attr44,attr46,attr49,attr51,attr58,attr60,attr64,attr65,attr66,attr70,attr72,attr74,attr76,attr77,attr78,attr81,attr83,attr85,attr88,attr90,attr91,attr92,attr94,attr95,attr96,attr97,attr99,attr102,attr103,attr105,attr107,attr108,attr110,attr114,attr116,attr117,attr118,attr121,attr123,attr124,attr125,attr128,attr140,attr141,attr142,attr143,attr144,attr146,attr147,attr150,attr151,attr159,attr160,attr162,attr165,attr166,attr167,attr168,attr170,attr171,attr174,attr177,attr178,attr182,attr186,attr187,attr189,attr190,attr191,attr192,attr193,attr195,attr197,attr199,attr201,attr202,attr210,attr211,attr212,attr216,attr218,attr220,attr222,attr223,attr224,attr227,attr232,attr234,attr236,attr237,attr238,attr239,attr241,attr247,attr248,attr249,attr250,attr251,attr252,attr253,attr255,attr257,attr260,attr261,attr263,attr268,attr270,attr271,attr272,attr274,attr276,attr280,attr282,attr285,attr286,attr287,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1249,0.59979,0.63908,0.571176,0.4474,0.638273,0.720208,0.818659,0.811783,0.880714,0.873843,0.709828,0.797474,0.837474,0.612765,0.399482,0.437534,0.222734,0.069842,0.273233,0.022628,0.030584,0.002596,0.0075,0.009226,0.066414,0.001468,0.000316,0.000439,0.000896,0.553531,0.000893,0.028699,0.439693,0.714874,0.666397,0.676914,0.189385,0.127371,0.250247,0.437601,0.518427,0.282106,0.320453,0.325309,0.30823,0.186591,0.248669,0.364424,0.240027,0.354328,0.372202,0.365514,0.332764,0.367757,0.371091,0.365905,0.359733,0.380453,0.386145,0.36345,0.35823,0.384122,0.378045,0.386571,0.00311,0.003679,0.001588,0.001072,0.004836,0.002429,0.00025,0.000314,0.000382,0.001316,0.000338,0.000424,0.001979,0.000172,0.000308,0.005856,0.005579,0.012844,0.011946,0.009366,0.005873,0.005054,0.014941,0.201613,0.316895,0.305276,0.396068,0.547605,0.488247,0.505524,0.595276,0.546509,0.590199,0.628243,0.60609,0.602556,0.606079,0.550702,0.585111,0.546408,0.524166,0.438618,0.580437,0.430477,0.055267,0.103647,0.12144,0.134119,0.110434,0.101652,0.092227,0.018492,0.01106,0.009189,0.008674,0.022263,0.002449,0.001198,0.001828,0.002219,0.097302,0.006284,0.004813,0.037531,0.042322,0.130575,0.286056,1,0,0,0,0,0
1250,0.798078,0.708046,0.71638,0.766679,0.479775,0.816808,0.823371,0.728661,0.596113,0.593364,0.712235,0.800894,0.66722,0.709819,0.634016,0.653687,0.672118,0.650091,0.01563,0.046849,0.010726,0.651882,0.27905,0.183049,0.038189,0.063885,0.08836,0.00769,0.007451,0.004321,0.053377,0.143717,0.003419,0.002054,0.02299,0.082319,0.007056,0.006362,0.004581,0.004359,0.003196,0.379794,0.167606,0.161626,0.264081,0.251152,0.191859,0.157695,0.492277,0.263717,0.258786,0.269808,0.639815,0.249294,0.166838,0.127181,0.674431,0.497874,0.652332,0.658244,0.663038,0.655096,0.616866,0.593217,0.021255,0.016066,0.003711,0.008197,0.069286,0.006761,0.003036,0.002741,0.004566,0.015505,0.10124,0.004317,0.000647,0.000499,0.044766,0.000665,0.000852,0.058267,0.001723,0.001552,0.001431,0.00108,0.00081,0.340949,0.08444,0.084071,0.161456,0.204185,0.525183,0.530081,0.27912,0.664274,0.518574,0.293903,0.257123,0.26702,0.689524,0.682009,0.704721,0.694892,0.653706,0.542192,0.666152,0.699007,0.080986,0.077493,0.05622,0.053266,0.084005,0.034536,0.329781,0.021982,0.016773,0.105945,0.239948,0.014024,0.033064,0.085948,0.017969,0.012,0.002954,0.003105,0.023561,0.00154,0.000777,0.041368,0.164511,1,0,0,0,0,0
1251,0.807627,0.79724,0.777025,0.677281,0.670162,0.637637,0.746268,0.714986,0.752515,0.738006,0.725915,0.746836,0.717537,0.701908,0.646878,0.663208,0.672275,0.650158,0.00078,0.121241,0.105492,0.013095,0.025571,0.050199,0.003173,0.050431,0.0022,0.005652,0.011549,0.008083,0.020252,0.004126,0.010898,0.011563,0.040803,0.074789,0.017035,0.011867,0.011481,0.019283,0.155882,0.290295,0.211358,0.14845,0.126488,0.181365,0.151276,0.12013,0.130329,0.357469,0.563176,0.674239,0.502284,0.754513,0.744925,0.695151,0.735302,0.666303,0.673813,0.694746,0.71345,0.716406,0.667016,0.647003,0.010693,0.010938,0.079398,0.122058,0.010381,0.325032,0.244666,0.034822,0.001316,0.193531,0.096337,0.004725,0.002323,0.004231,0.011888,0.003978,0.003428,0.021353,0.004336,0.002807,0.003198,0.003492,0.019485,0.268541,0.236536,0.143429,0.092403,0.494576,0.120605,0.186717,0.675836,0.291678,0.60949,0.690665,0.705918,0.708031,0.690855,0.657452,0.687601,0.687522,0.697453,0.696659,0.651302,0.670156,0.005216,0.008126,0.005789,0.007635,0.007304,0.014739,0.103731,0.063891,0.099375,0.059603,0.137763,0.576045,0.425721,0.004839,0.002927,0.003398,0.04393,0.004439,0.010084,0.004533,0.004554,0.006666,0.011996,1,0,0,0,0,0
1252,0.753748,0.769889,0.77914,0.754471,0.761007,0.572065,0.594409,0.574019,0.682776,0.654659,0.753031,0.784849,0.772425,0.780584,0.738265,0.747876,0.764502,0.626626,0.003878,0.000504,0.057646,0.028103,0.092998,0.07934,0.148034,0.197295,0.029527,0.272249,0.372276,0.021332,0.006831,0.002165,0.005432,0.002805,0.004663,0.085236,0.003096,0.003736,0.002196,0.005441,0.099,0.097277,0.102977,0.106728,0.111824,0.171605,0.180672,0.260878,0.330549,0.37048,0.537435,0.548649,0.288882,0.249931,0.346029,0.435391,0.402311,0.615027,0.566481,0.588258,0.595864,0.599198,0.615425,0.636358,0.00091,0.001567,0.122082,0.166544,0.009294,0.110582,0.0309,0.012894,0.010368,0.075651,0.065841,0.032063,0.019539,0.036238,0.005277,0.000685,0.000956,0.015896,0.000935,0.001214,0.000819,0.000579,0.01687,0.187355,0.2466,0.25917,0.251979,0.741099,0.12415,0.368503,0.621019,0.190799,0.411344,0.421184,0.510344,0.570294,0.484825,0.52156,0.697207,0.718633,0.712348,0.688752,0.684637,0.722468,0.011532,0.007553,0.011216,0.009589,0.00794,0.077353,0.009051,0.005115,0.192961,0.029254,0.42782,0.344274,0.321725,0.087347,0.09786,0.087867,0.059927,0.083557,0.008065,0.121944,0.004078,0.003332,0.017975,1,0,0,0,0,0
1253,0.836268,0.855609,0.861152,0.773934,0.671402,0.750946,0.89906,0.75429,0.769708,0.857848,0.827262,0.9192,0.834755,0.775011,0.73596,0.820579,0.845633,0.771966,0.000669,0.20062,0.064739,0.050993,0.038899,0.03731,0.064457,0.231322,0.210271,0.072474,0.048668,0.117037,0.03143,0.108796,0.784751,0.434776,0.235118,0.136574,0.120982,0.021628,0.03031,0.026338,0.039237,0.337956,0.341783,0.337209,0.325412,0.290466,0.302551,0.331077,0.195103,0.190425,0.263793,0.276907,0.254527,0.176975,0.185665,0.252503,0.304787,0.492613,0.469733,0.494945,0.495439,0.482394,0.487284,0.47476,0.000244,0.000229,0.000458,7.3e-05,0.005282,0.097576,0.059166,0.009596,0.006518,0.06657,0.103989,0.013183,0.009979,0.003277,0.00433,0.017472,0.011903,0.004601,0.01044,0.001269,0.001449,0.001378,0.001832,0.389828,0.399669,0.39665,0.386507,0.361704,0.287406,0.305287,0.383085,0.371634,0.376443,0.413614,0.408414,0.428956,0.407586,0.541286,0.581209,0.596999,0.612263,0.619901,0.615674,0.623546,0.000259,0.001517,0.001536,0.001189,0.001116,0.001122,0.049952,0.037109,0.001781,0.014358,0.009887,0.006562,0.021819,0.022861,0.012872,0.011158,0.002924,0.037695,0.041152,0.073241,0.029457,0.013581,0.008018,1,0,0,0,0,0
1254,0.820825,0.898277,0.829181,0.505468,0.453336,0.748131,0.693625,0.507418,0.662595,0.607607,0.655639,0.71788,0.627299,0.860946,0.788132,0.791474,0.880006,0.837947,0.210535,0.483956,0.030843,0.474031,0.538286,0.119546,0.06862,0.316679,4.1e-05,0.001635,0.003743,0.490064,0.088588,0.12915,0.385442,0.009611,0.003568,0.003304,0.188807,0.126869,0.019742,0.010032,0.006011,0.29428,0.298217,0.26177,0.218416,0.298546,0.289252,0.314787,0.328477,0.287894,0.291776,0.293848,0.37823,0.265542,0.264733,0.269115,0.36786,0.219746,0.406001,0.377579,0.363292,0.369664,0.348663,0.32476,0.005627,0.009097,0.001622,0.001132,0.02989,0.002477,0.002955,0.001468,0.002389,0.056921,0.003711,0.000218,0.022342,0.020187,0.033345,0.012081,0.016786,0.00915,0.01629,0.001413,0.000575,0.000315,0.001963,0.339741,0.39429,0.09011,0.027498,0.246041,0.457215,0.428576,0.258465,0.557747,0.234423,0.186583,0.150374,0.097725,0.431819,0.66632,0.551082,0.55276,0.567118,0.550971,0.690217,0.585436,0.109,0.105183,0.461102,0.289006,0.19812,0.017562,0.121223,0.018658,0.021053,0.428953,0.197124,0.083948,0.45151,0.005793,0.002179,0.00573,0.200707,0.197916,0.435016,0.04167,0.002228,0.002378,0.002147,1,0,0,0,0,0
1255,0.674321,0.85365,0.950289,0.935314,0.267807,0.967283,0.657295,0.511507,0.710324,0.791368,0.68688,0.681125,0.644929,0.684678,0.833448,0.882484,0.868806,0.730184,0.442705,0.209242,0.297169,0.281814,0.407116,0.428671,0.358792,0.590864,0.275112,0.233922,0.146914,0.077913,0.215854,0.182667,0.049086,0.145753,0.226923,0.340866,0.039224,0.028721,0.041316,0.051407,0.221921,0.178237,0.275617,0.285624,0.248903,0.189561,0.187401,0.216674,0.279691,0.250645,0.224225,0.207551,0.346001,0.279808,0.353416,0.240658,0.428608,0.486392,0.431543,0.432586,0.435782,0.446529,0.448861,0.428724,0.009781,0.001516,0.021399,0.023772,0.023883,0.026031,0.014585,0.006535,0.005798,0.029261,0.105516,0.054773,0.033108,0.039136,0.108875,0.008907,0.007002,0.057651,0.001311,0.001428,0.001558,0.002238,0.003991,0.604245,0.469885,0.450573,0.450125,0.478395,0.558843,0.589059,0.521023,0.446592,0.408246,0.403986,0.287473,0.286109,0.652778,0.808407,0.791678,0.805019,0.759528,0.727422,0.780104,0.762771,0.347138,0.11222,0.002368,0.002145,0.002729,0.011706,0.130308,0.125757,0.204336,0.150374,0.186405,0.157838,0.180329,0.329565,0.400432,0.146993,0.056416,0.365175,0.453683,0.086311,0.045044,0.276355,0.325205,1,0,0,0,0,0
1256,0.785455,0.805875,0.642451,0.557266,0.359235,0.638071,0.659747,0.534635,0.646311,0.544983,0.650465,0.567502,0.437502,0.471407,0.642026,0.712804,0.527821,0.370566,0.081864,0.316368,0.120838,0.24738,0.205471,0.18608,0.137672,0.203728,0.028776,0.006585,0.041324,0.011543,0.016605,0.017435,0.012435,0.023405,0.034425,0.034029,0.006558,0.007287,0.034412,0.040944,0.049102,0.265542,0.094739,0.079568,0.099177,0.282428,0.198429,0.236591,0.345583,0.24273,0.256776,0.245741,0.438272,0.287593,0.27989,0.271962,0.426776,0.478251,0.43011,0.441962,0.465322,0.529431,0.561701,0.589355,0.019013,0.043479,0.018072,0.017072,0.040026,0.005948,0.003964,0.003438,0.00421,0.025,0.008087,0.001552,0.003014,0.006968,0.004651,0.006945,0.00727,0.011492,0.000578,0.001053,0.000958,0.004987,0.016348,0.461453,0.31184,0.123938,0.347401,0.188518,0.678274,0.70688,0.333892,0.682345,0.482466,0.452597,0.436818,0.346003,0.501375,0.62103,0.575371,0.630278,0.641696,0.618514,0.606459,0.60902,0.012586,0.195622,0.214176,0.34753,0.298424,0.267809,0.16945,0.253399,0.142109,0.19939,0.306121,0.050942,0.062085,0.029311,0.01981,0.018218,0.003284,0.005168,0.047385,0.002123,0.012636,0.013636,0.0231,1,0,0,0,0,0
1257,0.722794,0.752113,0.778324,0.831751,0.785184,0.930569,0.788729,0.55658,0.704896,0.683647,0.696192,0.5801,0.612039,0.588307,0.437941,0.564604,0.505877,0.274969,0.011438,0.002452,0.003157,0.012905,0.013621,0.013239,0.090626,0.332824,0.275097,0.179978,0.256589,0.048444,0.213159,0.689069,0.156493,0.395736,0.398655,0.379611,0.497262,0.495813,0.419272,0.352376,0.330021,0.0,0.0,0.0,0.015124,0.020069,0.026879,0.084156,0.072353,0.090809,0.098978,0.095974,0.166344,0.205233,0.281392,0.251756,0.290357,0.32965,0.319746,0.332058,0.395309,0.337332,0.354204,0.329602,0.000618,0.000819,0.012124,0.013073,0.001481,0.001319,0.001395,0.001551,0.006039,0.091723,0.017628,0.032393,0.036626,0.248929,0.395928,0.235174,0.038605,0.007132,0.006985,0.007734,0.114556,0.004412,0.008478,0.081007,0.142054,0.228563,0.267221,0.436471,0.233785,0.253075,0.332472,0.27326,0.375,0.489958,0.532564,0.561214,0.615148,0.443147,0.652554,0.571882,0.581175,0.547862,0.562019,0.594963,0.033083,0.04435,0.054808,0.06885,0.069425,0.067582,0.016345,0.020651,0.010193,0.009023,0.012435,0.01536,0.279281,0.13411,0.360159,0.217276,0.066278,0.108413,0.033378,0.097912,0.195392,0.019322,0.016998,1,0,0,0,0,0
1258,0.725162,0.728889,0.715154,0.645698,0.537685,0.505431,0.267419,0.54702,0.367532,0.275628,0.407926,0.387936,0.38605,0.343732,0.601569,0.611187,0.619835,0.377097,0.001288,0.158546,0.146684,0.045517,0.009462,0.006311,0.034323,0.056656,0.020109,0.016049,0.016848,0.08928,0.036689,0.031789,0.01933,0.272347,0.015316,0.008099,0.044079,0.042495,0.035676,0.144723,0.253229,0.267401,0.232874,0.21954,0.226139,0.21382,0.182112,0.129335,0.025953,0.069122,0.07428,0.102209,0.0,0.0,0.0,0.023217,0.0,0.03428,0.334369,0.336687,0.343731,0.346708,0.231481,0.157558,0.000438,0.000635,0.063662,0.025565,0.003289,0.00435,0.002305,0.004621,0.014198,0.001576,0.001668,0.008645,0.007972,0.002703,0.007238,0.07228,0.004367,0.002661,0.000411,0.000517,0.000863,0.001763,0.105275,0.181048,0.156099,0.101941,0.082886,0.075282,0.204878,0.210123,0.120974,0.24017,0.191358,0.215356,0.201993,0.172616,0.267512,0.592861,0.40743,0.347267,0.278147,0.250861,0.512938,0.519939,0.004451,0.004074,0.001992,0.004644,0.002644,0.003727,0.290006,0.260824,0.135274,0.00485,0.006109,0.011682,0.027699,0.007732,0.004118,0.006633,0.108426,0.014049,0.004051,0.18041,0.088157,0.030294,0.01041,1,0,0,0,0,0
1259,0.588278,0.648325,0.667914,0.472096,0.581593,0.54927,0.718564,0.709564,0.777794,0.793807,0.697317,0.757562,0.766133,0.770549,0.771743,0.766291,0.738747,0.793908,0.167477,0.01728,0.070048,0.02081,0.034506,0.074987,0.063537,0.004649,0.544211,0.015989,0.010641,0.003849,0.266244,0.001824,0.022617,0.069213,0.003074,0.001432,0.076576,0.005126,0.007388,0.000546,0.000795,0.160466,0.22963,0.219211,0.151406,0.205631,0.246886,0.245041,0.279918,0.330549,0.303944,0.355713,0.270823,0.580178,0.363567,0.36596,0.264136,0.399636,0.32703,0.325254,0.331152,0.37727,0.400768,0.403567,0.010799,0.003007,0.026277,0.036435,0.008006,0.083184,0.009931,0.009109,0.00297,0.000751,0.001158,0.005976,0.000525,0.001319,0.000211,0.011101,0.0038,0.000121,0.000846,0.000655,0.002074,0.004612,6.4e-05,0.370359,0.424987,0.466497,0.422593,0.58623,0.376722,0.386373,0.481616,0.331835,0.331656,0.412216,0.529634,0.638464,0.359389,0.390354,0.401928,0.589148,0.651816,0.646046,0.451926,0.404746,0.093146,0.095617,0.107501,0.071293,0.038919,0.060779,0.013079,0.010381,0.041873,0.03776,0.027596,0.172688,0.003956,0.709043,0.106657,0.170622,0.002492,0.015584,0.001512,0.048395,0.122422,0.000711,0.00135,1,0,0,0,0,0
1260,0.669404,0.681993,0.691781,0.646683,0.655168,0.657825,0.299132,0.714107,0.683458,0.652383,0.760304,0.691363,0.698803,0.754988,0.722388,0.748592,0.763216,0.727789,0.002121,0.00031,0.144157,0.336183,0.306757,0.23576,0.362011,0.117404,0.161281,0.210478,0.270965,0.005007,0.139438,0.193034,0.007083,0.003798,0.003179,0.004071,0.00524,0.002385,0.002213,0.004875,0.003685,0.190453,0.200144,0.186591,0.197298,0.188244,0.189794,0.197044,0.302805,0.571674,0.382106,0.325898,0.3881,0.533272,0.396632,0.358697,0.345178,0.360816,0.338841,0.337126,0.340672,0.344054,0.346557,0.357833,0.00074,0.00085,0.00018,9.7e-05,0.037363,0.16982,0.139753,0.031078,0.029835,0.054217,0.137662,0.006394,0.000741,0.051538,0.002724,0.00068,0.00048,0.000167,0.000693,0.000582,0.000769,0.000708,0.000666,0.125369,0.155641,0.150306,0.140801,0.147902,0.028639,0.048645,0.0,0.46275,0.599123,0.641125,0.469874,0.410594,0.583848,0.511473,0.531613,0.527375,0.523909,0.517255,0.506162,0.528281,0.006918,0.006241,0.007075,0.001328,0.001626,0.002039,0.004089,0.001792,0.001554,0.104467,0.149191,0.601584,0.254874,0.138531,1.0,0.743486,0.002313,0.056255,0.028637,0.001526,0.00166,0.000972,0.001472,1,0,0,0,0,0
1261,0.768342,0.776797,0.780584,0.767816,0.797215,0.774271,0.525123,0.635531,0.667599,0.620761,0.810934,0.701867,0.637231,0.66434,0.914855,0.803342,0.714917,0.596823,0.000944,0.291699,0.043776,0.134292,0.49018,0.156761,0.384019,0.421862,0.324802,0.20878,0.116803,0.349548,0.019592,0.044997,0.110006,0.017529,0.004733,0.025063,0.120213,0.03064,0.023798,0.007256,0.007815,0.275933,0.271653,0.272984,0.281948,0.304053,0.286043,0.315734,0.347353,0.364513,0.366687,0.295151,0.357133,0.447661,0.389444,0.345137,0.443347,0.265748,0.47321,0.466914,0.413649,0.409588,0.349781,0.28345,0.000219,0.000231,0.016821,0.009894,0.011168,0.008341,0.054309,0.036899,0.01329,0.124277,0.063907,0.040703,0.04701,0.002004,0.002718,0.003668,0.003484,0.001851,0.424027,0.292023,0.001658,0.002245,0.00383,0.157273,0.159991,0.173555,0.182725,0.267557,0.684727,0.654176,0.552816,0.719393,0.721406,0.618123,0.492317,0.413949,0.679918,0.687623,0.69024,0.618223,0.407173,0.375514,0.775049,0.66159,0.005795,0.004681,0.006171,0.005512,0.004051,0.003754,0.622996,0.092615,0.410177,0.131305,0.106167,0.129735,0.143336,0.11197,0.161752,0.348555,0.125409,0.009176,0.014176,0.066371,0.050921,0.060717,0.011885,1,0,0,0,0,0
1262,0.553746,0.58097,0.619631,0.58478,0.556711,0.61882,0.617045,0.717198,0.625354,0.538201,0.694731,0.461468,0.415592,0.384094,0.296638,0.317869,0.237037,0.208937,0.017735,0.038813,0.011851,0.548705,0.544051,0.453951,0.588246,0.325223,0.189963,0.204143,0.095055,0.156867,0.184114,0.022736,0.14492,0.058593,0.030388,0.040792,0.013312,0.095529,0.070048,0.064063,0.108619,0.194808,0.161735,0.166529,0.169033,0.156488,0.133628,0.16856,0.37546,0.352236,0.391235,0.430597,0.537503,0.499314,0.501475,0.481221,0.525446,0.287716,0.516818,0.529911,0.49144,0.461468,0.346173,0.313779,0.003488,0.00373,0.008558,0.062091,0.046916,0.061724,0.05415,0.024643,0.03065,0.146034,0.059119,0.092257,0.035838,0.058267,0.046688,0.013565,0.093267,0.005189,0.009361,0.006406,0.010858,0.012765,0.002042,0.0,0.025798,0.106124,0.235697,0.267356,0.548421,0.534801,0.550456,0.669529,0.736916,0.538133,0.464674,0.333523,0.894402,0.563439,0.41812,0.325371,0.274076,0.177995,0.434727,0.427547,0.032223,0.036533,0.1535,0.122325,0.095661,0.077057,0.593797,0.045237,0.037992,0.054512,0.154599,0.157328,0.427063,0.232846,0.244343,0.213186,0.203693,0.6175,0.164342,0.066539,0.090831,0.017508,0.026282,1,0,0,0,0,0
1263,0.223678,0.376454,0.539044,0.511491,0.400906,0.62466,0.713002,0.675784,0.70064,0.698955,0.778931,0.839074,0.770705,0.835818,0.397078,0.700778,0.575831,0.770459,0.397449,0.273089,0.232995,0.269341,0.289899,0.47824,0.021895,0.322988,0.198349,0.186336,0.137296,0.173497,0.051818,0.232753,0.134999,0.059999,0.001232,0.001611,0.200434,0.448915,0.168414,0.087068,0.002471,0.330919,0.250514,0.262373,0.216372,0.356406,0.301811,0.185562,0.357881,0.218176,0.204403,0.217881,0.388731,0.380199,0.388505,0.410981,0.406475,0.3893,0.449643,0.383244,0.382936,0.394938,0.3831,0.380665,0.010849,0.005278,0.019989,0.003122,0.010347,0.053501,0.055332,0.074672,0.062358,0.005054,0.007196,0.016593,0.010715,0.012238,0.018426,0.000328,0.00024,0.000164,0.034539,0.016894,0.003507,0.001949,0.000409,0.532743,0.364757,0.094762,0.0,0.067879,0.66301,0.604055,0.323683,0.790929,0.573839,0.53045,0.564323,0.49953,0.593823,0.663032,0.687321,0.690273,0.68797,0.680958,0.539564,0.522947,0.288546,0.583877,0.330577,0.816462,0.046639,0.014327,0.077501,0.390761,0.248639,0.145873,0.10335,0.222768,0.109969,0.057642,0.105515,0.049965,0.126063,0.455214,0.290798,0.041897,0.002869,0.001478,0.001457,1,0,0,0,0,0
1264,0.559244,0.571429,0.5777,0.514183,0.566604,0.600357,0.585435,0.599562,0.549158,0.527114,0.683856,0.585559,0.593031,0.627877,0.282653,0.627248,0.681798,0.619289,0.002467,0.002805,0.000848,0.260882,0.088872,0.055373,0.025859,0.083993,0.055624,0.029726,0.021024,0.236357,0.090142,0.034869,0.761897,0.336351,0.088429,0.158308,0.206838,0.499526,0.300554,0.454633,0.430316,0.203429,0.210466,0.210082,0.216626,0.214979,0.21323,0.214698,0.264362,0.265713,0.287853,0.240219,0.313532,0.257016,0.240514,0.21334,0.753176,0.647229,0.41323,0.397558,0.523752,0.489088,0.533937,0.562394,0.000244,0.000183,0.000212,0.0003,0.020349,0.018457,0.020848,0.001736,0.00316,0.092657,0.019143,0.019992,0.385853,0.278879,0.424394,0.551352,0.323027,0.450826,0.020629,0.004321,0.177316,0.053653,0.166174,0.0,0.0,0.0,0.0,0.0,0.344069,0.164576,0.074052,0.425535,0.271795,0.214048,0.134516,0.108629,0.561091,0.566716,0.626733,0.597904,0.60533,0.523763,0.672582,0.586196,0.002024,0.002037,0.003314,0.003674,0.00285,0.032616,0.269417,0.009288,0.007285,0.465106,0.353634,0.379214,0.206683,0.148967,0.075205,0.057147,0.084973,0.221572,0.318394,0.045082,0.100698,0.081178,0.15477,1,0,0,0,0,0
1265,0.569373,0.632571,0.730324,0.612243,0.701605,0.482306,0.70499,0.863339,0.834893,0.761693,0.778391,0.891279,0.769761,0.828368,0.665312,0.751794,0.857885,0.740771,0.273079,0.491615,0.556188,0.016569,0.207111,0.315645,0.032628,0.009252,0.578774,0.00665,0.007921,0.020747,0.226853,0.01059,0.012305,0.009054,0.013245,0.016914,0.018164,0.022936,0.015819,0.016207,0.016576,0.114877,0.010926,0.00142,0.067565,0.345837,0.383416,0.305096,0.349808,0.347922,0.317257,0.286413,0.339966,0.397531,0.29177,0.234883,0.334218,0.187668,0.310789,0.307277,0.294444,0.273916,0.216502,0.191962,0.090086,0.026794,0.081926,0.133911,0.000446,0.001037,0.005402,0.026964,0.024993,0.000265,0.001203,0.006871,0.000563,0.001546,0.00142,0.001357,0.000784,0.001721,0.000472,0.000537,0.000735,0.000762,0.001558,0.054482,0.074063,0.068158,0.017188,0.149826,0.479435,0.511988,0.400094,0.458546,0.497204,0.44242,0.416566,0.342559,0.486256,0.419406,0.482555,0.467492,0.451758,0.42152,0.414262,0.454028,0.265931,0.186732,0.115764,0.059003,0.034108,0.02218,0.049882,0.171675,0.329904,0.005386,0.045046,0.005471,0.002653,0.02468,0.013945,0.015617,0.003133,0.002684,0.004164,0.001788,0.001978,0.002132,0.004552,1,0,0,0,0,0
1266,0.597858,0.609363,0.611942,0.57576,0.690538,0.642609,0.491039,0.606541,0.684186,0.709527,0.784297,0.929433,0.856718,0.862549,0.876764,0.882073,0.760242,0.83306,0.010067,0.007193,0.006107,0.011668,0.131638,0.26653,0.713686,0.191455,0.298951,0.56373,0.606538,0.397535,0.019256,0.096473,0.001172,0.000767,0.063403,0.03893,0.001797,0.000583,0.396005,0.362916,0.000881,0.0,0.0,0.0,0.078704,0.045878,0.059129,0.067449,0.267332,0.332401,0.326879,0.355432,0.210487,0.372984,0.451283,0.44465,0.375569,0.392414,0.394232,0.393855,0.390117,0.348361,0.397764,0.398409,0.000365,0.000342,0.019044,0.117532,0.011932,0.083874,0.020033,0.010707,0.010241,0.042267,0.056626,0.031862,0.20823,0.038611,0.012201,0.000214,0.001872,0.002198,0.000242,0.000245,0.000189,0.021663,0.00016,0.0,0.0,0.0,0.0,0.407486,0.187634,0.315922,0.500951,0.084351,0.3802,0.530417,0.562522,0.564043,0.539195,0.601147,0.60713,0.608058,0.596685,0.603809,0.605989,0.600957,0.040023,0.039031,0.0407,0.041727,0.060945,0.615837,0.036663,0.043999,0.048929,0.017782,0.182758,0.172822,0.254959,0.147602,0.047992,0.034528,0.396995,0.103743,0.039471,0.001374,0.016637,0.006663,0.004401,1,0,0,0,0,1
1267,0.588142,0.51791,0.557689,0.379705,0.581271,0.326097,0.396456,0.436981,0.337476,0.3644,0.671861,0.523504,0.448734,0.724829,0.769947,0.786575,0.753605,0.635972,0.046487,0.130675,0.110262,0.143323,0.122184,0.414943,0.06731,0.182012,0.319158,0.561209,0.388549,0.021785,0.058576,0.583023,0.067157,0.097689,0.087631,0.075154,0.177516,0.204028,0.243984,0.216495,0.263405,0.22323,0.17917,0.143903,0.175453,0.135466,0.143525,0.155528,0.250864,0.242743,0.221804,0.101454,0.117284,0.121097,0.223573,0.317483,0.0,0.180796,0.369287,0.366427,0.389794,0.396495,0.403285,0.458141,0.023052,0.013631,0.018371,0.006885,0.072663,0.119753,0.032051,0.035899,0.015022,0.187294,0.274623,0.101995,0.020833,0.199378,0.14882,0.054896,0.037888,0.103919,0.054416,0.054047,0.051357,0.062769,0.069848,0.002885,0.304337,0.0,0.0,0.0,0.697285,0.691671,0.27279,0.04151,0.11573,0.481303,0.633443,0.625649,0.168255,0.209955,0.298611,0.296352,0.277789,0.32678,0.546117,0.554135,1.0,0.849296,0.155999,0.112838,0.190569,0.116667,1.0,0.303124,1.0,1.0,0.755107,1.0,1.0,0.608802,0.941266,0.736104,0.100837,0.359219,0.303618,0.05462,0.142806,0.079051,0.090252,1,0,0,0,0,0
1268,0.470964,0.494367,0.43998,0.4531,0.258283,0.522016,0.604764,0.535919,0.763675,0.723846,0.519407,0.779925,0.721827,0.719648,0.230604,0.586546,0.879003,0.854038,0.043869,0.277733,0.012462,0.309546,0.658706,0.239585,0.006822,0.062685,0.038503,0.021581,0.008904,0.078917,0.033452,0.033413,0.068933,0.057956,0.01292,0.01013,0.325961,0.1598,0.054586,0.044555,0.043293,0.333422,0.079033,0.082613,0.05072,0.556337,0.461722,0.0,0.499362,0.0043,0.010974,0.02262,0.512497,0.170069,0.117894,0.133272,0.506125,0.059541,0.500898,0.463052,0.440418,0.367291,0.347572,0.352023,0.160945,0.005482,0.005358,0.002772,0.016547,0.075661,0.012537,0.010083,0.007549,0.005377,0.021588,0.020673,0.006734,0.014054,0.019488,0.098815,0.098243,0.07114,0.02085,0.011067,0.00558,0.00237,0.002236,0.235205,0.0,0.0,0.0,0.0,0.490886,0.506687,0.0,0.497216,0.535158,0.195876,0.150821,0.110205,0.540985,0.552357,0.537954,0.413345,0.387536,0.336409,0.532832,0.600532,1.0,1.0,0.012339,0.009054,0.007907,0.004635,0.03057,0.668009,0.026348,0.008479,0.00734,0.241334,0.0049,0.192241,0.059631,0.103558,0.004313,0.008585,0.055016,0.002538,0.091289,0.108937,0.106847,1,0,0,0,0,0
