,attr1,attr8,attr22,attr28,attr34,attr36,attr38,attr41,attr44,attr49,attr50,attr51,attr57,attr59,attr63,attr70,attr73,attr77,attr78,attr82,attr84,attr85,attr89,attr92,attr93,attr96,attr99,attr102,attr104,attr106,attr111,attr114,attr115,attr126,attr129,attr133,attr135,attr137,attr141,attr145,attr148,attr152,attr154,attr156,attr157,attr159,attr160,attr166,attr167,attr169,attr177,attr182,attr183,attr188,attr191,attr192,attr195,attr204,attr215,attr216,attr217,attr219,attr220,attr227,attr236,attr238,attr244,attr246,attr247,attr250,attr251,attr254,attr256,attr259,attr262,attr264,attr267,attr270,attr274,attr275,attr278,attr280,attr282,attr287,attr288,attr291,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
640,0.858597,0.884257,0.708829,0.708579,0.716796,0.627407,0.493848,0.745446,0.429348,0.769586,0.000997,0.000111,0.000131,0.041098,0.00528,0.349745,0.076804,0.075779,0.031031,0.155791,0.012821,0.061079,0.042094,0.400262,0.237243,0.02636,0.138807,0.145398,0.137689,0.173155,0.163402,0.267181,0.238635,0.185583,0.232442,0.267394,0.252853,0.214403,0.268333,0.287572,0.000638,0.000679,0.000548,0.002989,0.001065,0.003554,0.001946,0.029287,0.064088,0.023495,0.006159,0.006985,0.01983,0.008499,0.041213,0.030552,0.009967,0.365394,0.475834,0.491031,0.415996,1.0,1.0,1.0,0.902722,0.931305,0.967604,0.000912,0.000885,0.000963,9.7e-05,0.003738,0.011589,0.007278,0.242767,0.116093,0.340132,0.773647,0.078359,0.105684,0.346231,0.023515,0.476932,0.032669,0.277028,0.05453,0.022501,0,0,0,1,0,0
641,0.981314,0.9771,0.608479,0.538851,0.594329,0.585986,0.61597,0.559398,0.550708,0.512054,0.0,0.0,0.000251,0.051125,0.001172,0.071317,0.075258,0.130045,0.146599,0.138872,0.156591,0.157192,0.09417,0.059928,0.098168,0.053838,0.338011,0.343388,0.337668,0.328573,0.324808,0.303189,0.308512,0.199842,0.257716,0.16406,0.140048,0.126379,0.199095,0.145343,0.000233,0.000129,8.1e-05,0.001071,0.000182,0.000389,0.001731,0.004857,0.005691,0.006813,0.022957,0.046154,0.011728,0.013012,0.029806,0.050268,0.010976,0.474213,0.302268,0.245952,0.204017,0.289229,0.269771,0.474537,0.835592,0.877348,0.860362,0.001401,0.000336,6.5e-05,0.001328,0.001326,0.001403,0.004724,0.23634,0.026796,0.091471,0.280356,0.569439,0.695705,0.26822,0.404497,0.105855,0.08302,0.068801,0.164504,0.066268,0,0,0,1,0,0
642,0.776014,0.66296,0.480933,0.484288,0.698674,0.662841,0.656725,0.63501,0.639996,0.628592,0.046823,0.052716,0.005969,0.006256,0.002225,0.038684,0.102913,0.153418,0.148508,0.184546,0.169993,0.032531,0.096858,0.049762,0.07439,0.129953,0.180075,0.162119,0.168347,0.16546,0.159534,0.207936,0.218299,0.208663,0.343128,0.303025,0.229198,0.253841,0.310871,0.251152,0.002538,0.0031,0.002477,0.001111,0.002334,0.002678,0.00593,0.009739,0.009456,0.010695,0.032572,0.054805,0.045021,0.035213,0.028065,0.028728,0.023956,0.228764,0.344986,0.356638,0.351952,0.479569,0.483606,0.727389,0.844438,0.946916,0.797124,0.042107,0.041824,0.024457,0.035928,0.004558,0.014961,0.015193,0.078142,0.060175,0.170852,0.097831,0.255858,0.271219,0.358661,0.415423,0.399306,0.068704,0.156829,0.220008,0.311614,0,0,0,1,0,0
643,0.792128,0.813159,0.609651,0.673425,0.5407,0.631409,0.646607,0.596127,0.739051,0.728613,0.00083,7.5e-05,0.000883,9.9e-05,0.000391,0.000139,0.126044,0.09491,0.232127,0.339419,0.433163,0.015614,0.068506,0.021788,0.016893,0.019747,0.307826,0.32,0.319328,0.322092,0.321653,0.319911,0.334342,0.299074,0.30118,0.337407,0.087737,0.099678,0.222407,0.239931,7.8e-05,3.1e-05,0.000246,0.000353,0.000266,0.000253,0.000107,0.00087,0.000371,0.009112,0.007953,0.032074,0.011134,0.039477,0.003702,0.003204,0.006347,0.287003,0.411333,0.317387,0.292897,0.386362,0.334675,0.548041,1.0,0.938506,0.946916,0.00035,0.001174,0.001129,0.000631,0.012619,0.004258,0.002402,0.015219,0.076781,0.183906,0.171622,0.178832,0.656416,0.203703,0.356443,0.04876,0.658917,0.03529,0.031416,0.030968,0,0,0,1,1,0
644,0.226634,0.400697,0.589538,0.575459,0.6039,0.544271,0.557634,0.568896,0.47851,0.483181,0.027705,0.019614,0.021753,0.018015,0.044108,0.100412,0.007585,0.013859,0.035511,0.020649,0.025461,0.070548,0.083811,0.08996,0.134721,0.101286,0.204781,0.211132,0.196289,0.221413,0.307147,0.473951,0.506063,0.484163,0.546036,0.493086,0.480645,0.504863,0.328388,0.456715,0.005681,0.010057,0.003637,0.020933,0.039166,0.004421,0.029435,0.004386,0.02813,0.004747,0.003559,0.005691,0.009842,0.014666,0.02455,0.015862,0.017572,0.065039,0.910885,0.854077,0.85722,0.918355,0.93627,0.925132,0.898293,0.87424,0.87528,0.010644,0.008415,0.269677,0.013695,0.689155,1.0,0.950861,0.086737,0.033772,0.010209,0.006938,0.037058,0.031124,0.024552,0.02759,0.079669,0.088148,0.084542,0.105188,0.078363,0,0,0,1,0,0
645,0.660301,0.750372,0.631051,0.547362,0.497295,0.497389,0.498027,0.471914,0.494117,0.415952,0.012253,0.067808,0.037006,0.043207,0.046183,0.349317,0.119711,0.209067,0.259758,0.289328,0.471325,0.318444,0.438745,0.396409,0.232649,0.559916,0.167716,0.180823,0.26834,0.219856,0.324239,0.25692,0.230761,0.243532,0.350809,0.252119,0.437181,0.301063,0.357586,0.373957,0.007806,0.021654,0.015523,0.008338,0.013167,0.020879,0.008614,0.014755,0.018564,0.009765,0.097299,0.047556,0.087272,0.169545,0.203532,0.209541,0.223162,0.24395,0.45112,0.410427,0.440229,0.779388,0.777353,0.771918,0.699902,0.587281,0.702585,0.013374,0.077031,0.127587,0.148027,0.047402,0.060187,0.088713,0.082944,0.070839,0.254028,0.162344,0.095728,0.119678,0.107709,0.183123,0.139104,0.073713,0.146633,0.137607,0.114113,0,0,0,1,0,0
646,0.513932,0.583151,0.538407,0.582959,0.516269,0.42293,0.456849,0.470254,0.400149,0.419409,0.006641,0.00607,0.0638,0.153756,0.126654,0.264676,0.043459,0.047256,0.046669,0.032869,0.04094,0.075634,0.041839,0.124399,0.12192,0.083411,0.052392,0.058868,0.046663,0.096733,0.058013,0.091723,0.112093,0.154875,0.046857,0.071957,0.038102,0.050775,0.067896,0.082487,0.002081,0.001909,0.003541,0.013699,0.047612,0.012763,0.011207,0.0251,0.029134,0.019422,0.019006,0.016338,0.037025,0.015301,0.033801,0.02958,0.031263,0.216712,0.744709,0.726368,0.711965,0.829298,0.812235,0.758537,0.751377,0.739107,0.75699,0.00296,0.002561,0.002445,0.002445,0.605246,0.485061,0.708407,0.120571,0.084228,0.089078,0.058105,0.0574,0.058794,0.05375,0.060433,0.075831,0.048884,0.117694,0.081715,0.100767,0,0,0,1,0,0
647,0.798862,0.430607,0.471698,0.564941,0.566324,0.551872,0.540228,0.570079,0.56174,0.571139,0.258747,0.177235,0.193429,0.050597,0.049893,0.220329,0.12594,0.042729,0.015286,0.186069,0.009575,0.022157,0.156875,0.028137,0.017679,0.099761,0.220264,0.195033,0.210711,0.190908,0.200608,0.159128,0.164542,0.152784,0.145978,0.164066,0.163736,0.15556,0.133429,0.196168,0.003013,0.005217,0.010746,0.009688,0.008396,0.007385,0.008437,0.005869,0.007556,0.010102,0.003905,0.00285,0.005332,0.042163,0.006066,0.013928,0.009858,0.505232,0.550096,0.578321,0.586335,0.733588,0.740588,0.773579,0.583146,0.717403,0.713211,0.034086,0.131545,0.074746,0.040248,0.067165,0.08743,0.048381,0.07706,0.063924,0.041245,0.028131,0.023129,0.069087,0.063386,0.008598,0.060597,0.016043,0.025175,0.015486,0.026961,0,0,0,1,1,0
648,0.342857,0.443311,0.497895,0.766223,0.722118,0.586857,0.616511,0.640819,0.532126,0.582761,0.010214,0.008009,0.008471,0.013445,0.020457,0.004877,0.013792,0.006585,0.271063,0.10962,0.032497,0.048139,0.103814,0.159113,0.121098,0.095115,0.0,0.0,0.032806,0.003216,0.087216,0.201905,0.272132,0.260637,0.254,0.285355,0.256,0.279348,0.26948,0.288484,0.004861,0.002776,0.003789,0.003074,0.002918,0.057834,0.012469,0.002393,0.003991,0.007434,0.004631,0.005509,0.004494,0.003003,0.003331,0.003275,0.004789,0.262148,0.784914,0.78403,0.751613,0.757824,0.769219,0.71941,0.719697,0.767391,0.708696,0.011849,0.004835,0.004129,0.008643,0.004565,0.540085,0.021036,0.271359,0.007863,0.206182,0.048034,0.121988,0.03145,0.045691,0.01709,0.024932,0.022697,0.040444,0.048898,0.031131,0,0,0,1,0,0
649,0.927132,0.611239,0.023972,0.42892,0.611116,0.656284,0.668622,0.384155,0.298496,0.269578,0.309196,0.154792,0.808953,0.452537,0.000127,0.776627,0.111297,0.286108,0.8146,0.048686,0.096687,0.04036,0.37836,0.442258,0.347829,0.283144,0.187651,0.234875,0.151022,0.145466,0.211213,0.088467,0.091917,0.184158,0.256668,0.341261,0.346415,0.285944,0.171306,0.11857,0.009368,0.006029,0.006511,0.037229,0.02569,0.002169,0.002797,0.02417,0.014493,0.012,0.030332,0.005984,0.000711,0.085618,0.053683,0.034694,0.078355,0.388914,0.35426,0.367807,0.406293,0.205719,0.171417,0.626966,0.708203,0.670632,0.704008,0.039234,0.020933,0.0,0.000796,0.050498,0.000611,0.001746,0.047747,0.069087,0.055869,0.287539,0.467622,0.571062,0.021807,0.061179,0.010866,0.059851,0.050635,0.079417,0.117897,0,0,0,1,0,0
650,0.738193,0.798226,0.702801,0.628249,0.624827,0.606705,0.594419,0.611253,0.52209,0.565412,0.080819,0.012561,0.021667,0.059827,0.040347,0.024864,0.555637,0.458564,0.018224,0.02127,0.026896,0.063393,0.052866,0.112121,0.130501,0.120799,0.167396,0.12442,0.154925,0.208374,0.222102,0.1805,0.162695,0.195486,0.200668,0.196952,0.183245,0.183871,0.18313,0.17352,0.014157,0.00453,0.015759,0.009389,0.012343,0.006641,0.006186,0.01117,0.010132,0.009512,0.002253,0.004438,0.011002,0.008083,0.021494,0.012697,0.015054,0.479023,0.415985,0.431443,0.460834,0.661538,0.681132,0.964315,1.0,1.0,1.0,0.210211,0.027579,0.067805,0.238911,0.150346,0.141893,0.190774,0.131199,0.120883,0.468739,0.332982,0.023612,0.019704,0.021889,0.0284,0.062968,0.055809,0.078051,0.085067,0.081613,0,0,0,1,0,0
651,0.76225,0.915137,0.539906,0.61993,0.615365,0.65093,0.644743,0.568277,0.652497,0.62785,0.055553,0.034426,0.017352,0.012986,0.345146,0.060661,0.101593,0.078727,0.028488,0.03179,0.074409,0.016876,0.037961,0.335863,0.00319,0.003133,0.117597,0.119487,0.112242,0.158564,0.118857,0.091399,0.102637,0.15833,0.175934,0.246659,0.135238,0.126689,0.137099,0.13356,0.00411,0.0029,0.00264,0.001671,0.002389,0.006329,0.005174,0.005423,0.003243,0.01597,0.044301,0.055935,0.001668,0.00293,0.000515,0.000679,0.000489,0.361288,0.403679,0.423196,0.463808,0.505948,0.512757,0.580435,0.456808,0.459603,0.332931,0.061822,0.047246,0.031654,0.018193,0.019163,0.072,0.035944,0.209384,0.196993,0.094885,0.120291,0.025541,0.034912,0.021352,0.020518,0.168678,0.061762,0.047326,0.003061,0.003214,0,0,0,1,0,0
652,0.863324,0.74061,0.422704,0.469604,0.454028,0.453863,0.330185,0.458953,0.324374,0.536779,0.061777,0.042444,0.289301,0.251393,0.149182,0.070137,0.397851,0.167325,0.253591,0.21935,0.288849,0.178861,0.367664,0.143517,0.373261,0.200759,0.224916,0.206264,0.167949,0.198425,0.189582,0.148857,0.172022,0.194879,0.304711,0.207473,0.167963,0.196278,0.174168,0.157978,0.004621,0.004853,0.00065,0.010976,0.00866,0.0049,0.004428,0.013034,0.010316,0.04989,0.065701,0.066835,0.077108,0.032387,0.075571,0.01811,0.022655,0.299319,0.397635,0.388677,0.372802,0.548113,0.546751,0.779085,0.643872,0.644577,0.628619,0.092667,0.062138,0.092456,0.005049,0.024185,0.009242,0.035971,0.121554,0.092835,1.0,0.719227,0.753995,1.0,0.638169,0.456642,0.206191,0.137524,0.086164,0.095402,0.073314,0,0,0,1,0,0
653,0.904707,0.756678,0.492881,0.496874,0.481195,0.404782,0.35747,0.429885,0.410844,0.394443,0.027463,0.0126,0.428806,0.390984,0.391493,0.053715,0.087531,0.056274,0.139886,0.100721,0.064574,0.223995,0.219488,0.245769,0.211253,0.282748,0.146624,0.123939,0.150476,0.199461,0.204816,0.261139,0.261693,0.269197,0.263497,0.258027,0.271051,0.272309,0.279641,0.270167,0.002216,0.002977,0.0123,0.015959,0.021289,0.018904,0.018456,0.000918,0.000988,0.001295,0.00355,0.001509,0.002377,0.004734,0.002161,0.001808,0.011516,0.451412,0.454412,0.459065,0.451084,0.459393,0.451565,0.454201,0.443373,0.436552,0.455713,0.020466,0.02165,0.009196,0.010966,0.030204,0.004356,0.02905,0.010358,0.008365,0.013975,0.015427,0.016625,0.047673,0.014848,0.010844,0.028244,0.01171,0.025538,0.057757,0.201218,0,0,0,1,0,0
654,0.732444,0.781986,0.759627,0.717089,0.757997,0.715436,0.771125,0.728608,0.715472,0.636114,0.053529,0.006449,0.029075,0.006896,0.051455,0.013868,0.002534,0.0058,0.044336,0.005965,0.007859,0.054761,0.012637,0.076606,0.023885,0.026583,0.253951,0.289107,0.288539,0.254059,0.259558,0.329862,0.251939,0.406397,0.445858,0.433186,0.430354,0.45158,0.382347,0.430541,0.001336,0.000665,0.001384,0.001267,0.000464,0.000528,0.003368,0.006129,0.007299,0.007997,0.000882,0.000958,0.001155,0.000882,0.001763,0.002611,0.001612,0.297176,0.698652,0.717567,0.704442,0.729837,0.764631,0.763741,0.811274,0.832345,0.853205,0.025197,0.011029,0.004253,0.004198,0.01169,0.004617,0.349694,0.543544,0.137572,0.017674,0.026943,0.009739,0.006312,0.006332,0.008662,0.010926,0.019954,0.023777,0.020078,0.01635,0,0,0,1,0,0
655,0.833038,0.87424,0.830316,0.830198,0.738128,0.752077,0.745189,0.719048,0.724471,0.706178,0.016112,0.010583,0.003514,0.01111,0.002891,0.001881,0.005432,0.004747,0.056703,0.050176,0.048332,0.013444,0.174161,0.006014,0.00602,0.009655,0.248022,0.25766,0.248546,0.240525,0.248467,0.270253,0.274394,0.338056,0.347263,0.448295,0.551231,0.621779,0.533908,0.563623,0.001816,0.002672,0.003633,0.000545,0.002001,0.000929,0.001171,0.000815,0.001185,0.000205,0.047617,0.056596,0.001117,0.176926,0.001476,0.00189,0.00222,0.340818,0.410934,0.440654,0.42495,0.408227,0.401641,0.647463,0.815399,0.861948,0.864842,0.005505,0.002917,0.004284,0.009086,0.005819,0.019532,0.005728,0.016593,0.010334,0.002329,0.0049,0.385678,0.38815,0.413083,0.332605,0.005745,0.008965,0.003239,0.003249,0.004822,0,0,0,1,0,0
656,0.481767,0.443411,0.598279,0.812469,0.91578,0.848094,0.899326,0.89459,0.866892,0.859882,0.026409,0.035902,0.014864,0.043352,0.023582,0.032674,0.18956,0.285936,0.099069,0.001409,0.002049,0.095898,0.003599,0.105895,0.004274,0.004624,0.239583,0.05917,0.050961,0.313524,0.118404,0.221642,0.167928,0.380916,0.437384,0.453362,0.442379,0.459968,0.410703,0.422318,0.047189,0.035121,0.015872,0.051016,0.048051,0.039748,0.056593,0.029572,0.048762,0.02608,0.000563,0.000509,0.001802,0.000606,0.001132,0.001511,0.000785,0.511942,0.736294,0.726907,0.648752,0.658877,0.711766,0.760178,0.776058,0.772823,0.754049,0.096469,0.076516,0.010854,0.017828,0.110424,0.214469,0.064816,0.058378,0.069688,0.255059,0.032573,0.028876,0.002716,0.001868,0.004653,0.002695,0.005229,0.033816,0.004192,0.003661,0,0,0,1,0,0
657,0.739988,0.791529,0.80296,0.849911,0.830699,0.736082,0.795962,0.869592,0.812801,0.809314,0.031765,0.0013,0.03664,0.010838,0.005707,0.000352,0.008506,0.009413,0.065926,0.034326,0.035607,0.07735,0.056647,0.107173,0.008077,0.027125,0.196471,0.199475,0.204722,0.248108,0.260557,0.297243,0.291536,0.333391,0.426695,0.412809,0.372629,0.451536,0.41559,0.395795,0.000681,0.000291,0.001079,0.011698,0.011537,0.007188,0.007097,0.00104,0.001577,0.017853,0.017727,0.025975,0.041157,0.029421,0.007862,0.073434,0.024578,0.386898,0.367034,0.355877,0.348107,0.536623,0.532122,0.764479,0.803164,0.775519,0.808942,0.037519,0.001993,0.003063,0.003087,0.029381,0.039112,0.019671,0.004315,0.002,0.330911,0.299757,0.017083,0.019184,0.022146,0.013317,0.047627,0.016628,0.015946,0.017287,0.010088,0,0,0,1,0,0
658,0.553973,0.643235,0.642515,0.610683,0.631921,0.62461,0.647673,0.607552,0.584735,0.580102,0.004687,0.010041,0.050858,0.293842,0.040498,0.068332,0.059929,0.068442,0.040455,0.065993,0.075964,0.0558,0.182934,0.128104,0.132788,0.15541,0.222562,0.228471,0.224029,0.228485,0.251932,0.17531,0.186854,0.24979,0.345862,0.288575,0.353416,0.34147,0.334713,0.347278,0.000579,0.000231,0.001592,0.013306,0.016217,0.01533,0.011747,0.041682,0.039507,0.01853,0.018537,0.044405,0.047941,0.019197,0.017864,0.018386,0.018113,0.0,0.797902,0.842049,0.839294,0.820989,0.84117,0.76755,0.834466,0.773913,0.74656,0.012545,0.128498,0.006833,0.006179,1.0,1.0,0.507987,0.506631,0.453476,0.064342,0.106493,0.068475,0.073609,0.116375,0.134957,0.07454,0.097502,0.114573,0.074399,0.082878,0,0,0,1,1,0
659,0.834227,0.576593,0.679989,0.672071,0.691919,0.645401,0.725751,0.718324,0.632333,0.671794,0.200241,0.001714,0.114959,0.014522,0.256527,0.046546,0.014367,0.025827,0.095892,0.088702,0.01282,0.110417,0.065344,0.062039,0.060724,0.088045,0.279921,0.344244,0.322609,0.205815,0.295518,0.252291,0.256819,0.18285,0.2297,0.203795,0.285441,0.279475,0.078519,0.352668,0.012512,0.007178,0.004049,0.010158,0.000617,0.031813,0.0097,0.011825,0.01087,0.024006,0.005699,0.002425,0.032225,0.012415,0.062231,0.051265,0.034707,0.798992,0.853076,0.764186,0.847439,0.850885,0.81888,0.726204,0.904418,0.60375,1.0,0.412601,0.008329,0.075609,0.068481,0.175948,0.012424,0.585061,0.216205,0.092279,0.429585,0.150706,0.19354,0.205577,0.424306,0.085691,0.253347,0.233257,0.253049,0.159295,0.244042,0,0,0,1,0,0
660,0.814312,0.703003,0.676786,0.673371,0.68106,0.656332,0.679021,0.676326,0.647076,0.639156,0.165352,0.129746,0.017691,0.013249,0.021379,0.024772,0.021154,0.016942,0.021514,0.023922,0.025776,0.031601,0.029606,0.039279,0.042714,0.027226,0.318713,0.266688,0.21715,0.188722,0.180277,0.182735,0.176115,0.189995,0.252629,0.183698,0.160913,0.173111,0.144589,0.193567,0.002678,0.057731,0.043594,0.015787,0.025277,0.024186,0.027397,0.043674,0.031473,0.046561,0.099987,0.039124,0.070445,0.03375,0.058992,0.045379,0.037429,0.797281,0.856885,0.891996,0.861291,0.864713,0.871487,0.829732,0.889218,0.874581,0.946654,0.249787,0.483244,0.813611,0.920249,0.044609,0.06214,0.101575,0.093898,0.152343,0.176728,0.260557,0.170122,0.458779,0.334996,0.185672,0.248988,0.402188,0.128914,0.278012,0.171359,0,0,0,1,0,0
661,0.504202,0.62976,0.843415,0.657976,0.551949,0.718906,0.773987,0.733163,0.648349,0.697516,0.02161,0.017626,0.014169,0.012928,0.067085,0.122034,0.121888,0.167298,0.051513,0.159359,0.271274,0.041796,0.069605,0.089848,0.113835,0.065066,0.013031,0.085765,0.11499,0.119547,0.193078,0.156435,0.186947,0.170156,0.1726,0.145754,0.300047,0.2675,0.246606,0.29503,0.011217,0.022572,0.019466,0.001271,0.000407,0.001497,0.029709,0.024357,0.027237,0.026062,0.018842,0.048817,0.067774,0.065599,0.147525,0.128532,0.092244,0.0,0.308262,0.597187,0.276655,0.525794,0.666964,0.749045,0.630857,0.574698,0.575401,0.050561,0.048344,0.048875,0.898401,0.072513,0.047262,0.466839,0.897083,1.0,0.41449,0.142559,0.080884,0.054145,0.05991,0.135475,0.719121,0.646175,0.659752,0.526536,0.721881,0,0,0,1,1,0
662,0.85321,0.802585,0.768076,0.768391,0.780911,0.732066,0.748792,0.761667,0.700862,0.665335,0.111542,0.042025,0.00731,0.007475,0.120217,0.126821,0.02919,0.135408,0.036939,0.041591,0.133188,0.043076,0.045651,0.044568,0.03639,0.032093,0.286663,0.308111,0.275292,0.296057,0.274861,0.283666,0.291515,0.283939,0.234214,0.244119,0.245743,0.25858,0.249287,0.252147,0.018874,0.006313,0.013693,0.004675,0.004372,0.005153,0.011995,0.00578,0.005468,0.011333,0.013097,0.011876,0.013418,0.010553,0.00739,0.007916,0.00667,1.0,1.0,1.0,1.0,1.0,0.998289,0.979655,0.979175,0.976983,0.895758,1.0,1.0,0.631044,1.0,0.017753,0.023017,0.110835,0.052612,0.041173,0.061124,0.057467,0.079905,0.083102,0.077874,0.17516,0.083404,0.173483,0.080454,0.07314,0.069929,0,0,0,1,0,0
663,0.947028,0.907805,0.674928,0.645613,0.727898,0.628003,0.75218,0.854746,0.636778,0.67757,0.032807,0.000639,0.017647,0.001471,0.001205,0.065314,0.014742,0.006811,0.080126,0.094152,0.092596,0.237011,0.077198,0.121332,0.098109,0.155212,0.257711,0.252938,0.251601,0.279978,0.271346,0.280309,0.282049,0.283493,0.369545,0.345337,0.341966,0.380981,0.380888,0.30331,0.000525,0.00022,0.00025,0.000473,0.000426,0.008397,0.000495,0.006272,0.000734,0.003031,0.020715,0.014093,0.015587,0.018761,0.028796,0.009924,0.019061,0.355115,0.325735,0.298652,0.312833,0.419571,0.454729,0.869729,1.0,1.0,0.783921,0.026515,0.005122,0.005264,0.005817,0.001803,0.007657,0.00387,0.008326,0.041273,0.043406,0.02226,0.41626,0.547848,0.601238,0.621975,0.572568,0.158674,0.146694,0.130482,0.36739,0,0,0,1,1,0
664,0.899779,0.891998,0.747485,0.664943,0.782343,0.715049,0.79439,0.769147,0.761648,0.730704,0.074288,0.013941,0.076315,0.018264,0.00936,0.194194,0.090696,0.140099,0.160961,0.095957,0.093201,0.152425,0.107769,0.191146,0.10451,0.137508,0.298969,0.288144,0.301959,0.309901,0.308413,0.316737,0.330401,0.215712,0.3006,0.2355,0.266386,0.254987,0.224237,0.214814,0.000673,0.000405,0.001848,0.000283,0.000413,0.000277,0.000555,0.022059,0.014528,0.00778,0.022838,0.021271,0.025161,0.027936,0.026454,0.029688,0.025735,0.306879,0.587179,0.617966,0.585867,1.0,1.0,1.0,1.0,1.0,1.0,0.127215,0.030309,0.010649,0.009449,0.018688,0.040304,0.017634,0.012546,0.652176,1.0,0.826807,0.35638,0.222543,0.427981,0.41162,0.275729,0.36646,0.450493,0.368227,0.495073,0,0,0,1,0,0
665,0.825919,0.851769,0.737676,0.63338,0.772601,0.696527,0.70851,0.765864,0.605552,0.593762,0.049509,0.007327,0.146766,0.038076,0.030999,0.050682,0.035185,0.069425,0.11616,0.051044,0.050348,0.122539,0.092185,0.10698,0.089913,0.123427,0.234063,0.256668,0.255346,0.275285,0.285427,0.292011,0.307802,0.287885,0.35752,0.284183,0.311763,0.343202,0.342943,0.297481,0.000562,0.011448,0.00454,0.000681,0.000739,0.009704,0.019617,0.005065,0.022037,0.012964,0.018612,0.009894,0.008487,0.037605,0.004831,0.009646,0.03612,0.373397,0.813934,0.830693,0.830306,0.924845,0.98882,1.0,1.0,0.824282,0.896308,0.046453,0.053815,0.693321,0.058007,0.032485,0.401141,0.137901,0.84821,0.113219,0.482363,0.382353,0.337451,0.572712,0.449387,0.21214,0.32814,0.183859,0.041278,0.490992,0.53422,0,0,0,1,0,0
666,0.932694,0.620488,0.721546,0.759552,0.772646,0.665272,0.757891,0.727878,0.61874,0.625335,0.201796,0.052512,0.1485,0.240873,0.254747,0.042924,0.037978,0.075188,0.057417,0.054248,0.068515,0.050041,0.031961,0.064044,0.054685,0.05489,0.317865,0.340852,0.301283,0.222189,0.257991,0.244075,0.245966,0.253412,0.346451,0.334376,0.323781,0.326016,0.199792,0.248467,0.010712,0.00989,0.004244,0.010903,0.011272,0.010616,0.014837,0.016158,0.008384,0.045976,0.053344,0.014025,0.053782,0.004899,0.038062,0.052445,0.043004,0.710336,0.859639,0.812282,0.849361,0.987601,0.805567,0.695828,0.673186,0.758362,0.907641,0.070123,0.003409,0.1086,0.147616,0.271446,0.410814,0.603135,0.233983,0.141393,0.211718,0.324141,0.127228,0.25472,0.023559,0.106116,0.292787,0.13687,0.215156,0.22616,0.281555,0,0,0,1,0,0
667,0.821397,0.728186,0.81411,0.735252,0.792366,0.783575,0.818466,0.696939,0.77295,0.663966,0.007374,0.00391,0.009336,0.014739,0.019936,0.033401,0.051157,0.062182,0.047778,0.043262,0.040404,0.061192,0.055198,0.082779,0.126227,0.060057,0.285348,0.29163,0.285973,0.287008,0.28506,0.308248,0.302419,0.31619,0.326548,0.351339,0.328331,0.34257,0.362365,0.343238,0.001341,0.000895,0.001853,0.001871,0.001381,0.00111,0.001012,0.00268,0.003143,0.004965,0.006121,0.00635,0.007268,0.003297,0.022593,0.006651,0.003801,0.52822,0.850311,0.840127,0.835169,0.802133,0.839025,0.951717,0.895406,0.806774,0.77205,0.027092,0.012046,0.019868,0.054871,0.635807,0.4732,0.119546,0.088067,0.058372,0.16538,0.153934,0.130138,0.148418,0.120914,0.095935,0.146307,0.097546,0.112631,0.192246,0.040305,0,0,0,1,0,0
668,0.77153,0.821763,0.881392,0.859405,0.846636,0.576543,0.702005,0.602248,0.600782,0.600274,0.000654,0.001458,0.023726,0.014772,0.002609,0.003618,0.008035,0.015329,0.013547,0.06497,0.044369,0.186045,0.084294,0.060223,0.124343,0.169118,0.252456,0.251306,0.245657,0.249517,0.248022,0.316075,0.307263,0.277362,0.272525,0.279986,0.253635,0.246483,0.199058,0.234293,0.000158,0.000287,0.00032,0.004964,0.000638,0.001603,0.000943,0.001093,0.002757,0.002558,0.001475,0.005012,0.011433,0.006679,0.01014,0.011576,0.010078,0.051529,0.204723,0.241791,0.24942,0.347076,0.354412,0.365124,0.772893,0.732427,0.838111,0.00759,0.012507,0.011478,0.009465,0.376588,0.082487,0.022336,0.025215,0.018305,0.009265,0.008156,0.019142,0.03836,0.323203,0.186729,0.238978,0.215618,0.027792,0.046975,0.053862,0,0,0,1,0,0
669,0.588999,0.491916,0.591916,0.657874,0.67965,0.560825,0.677207,0.671342,0.616423,0.589392,0.193844,0.071905,0.058625,0.01608,0.115211,0.021085,0.02974,0.029917,0.095895,0.005572,0.004918,0.08586,0.002671,0.079058,0.005329,0.004012,0.313941,0.321574,0.333118,0.314293,0.300586,0.716399,0.661039,0.27839,0.182742,0.197484,0.177682,0.174404,0.216726,0.1771,0.005146,0.001351,0.000706,0.002933,0.000993,0.002503,0.003353,0.227856,0.092568,0.211707,0.001154,0.002029,0.004969,0.002359,0.001648,0.001854,0.001713,0.654049,0.754881,0.781507,0.789711,0.809153,0.825196,0.862522,0.88964,0.867327,0.874089,0.431033,0.252844,0.105015,0.259932,0.235349,0.590365,0.358977,0.286561,0.234813,0.141602,0.184065,0.070792,0.00707,0.007801,0.010652,0.007634,0.009971,0.085268,0.007596,0.006392,0,0,0,1,0,0
