,attr1,attr2,attr3,attr5,attr9,attr14,attr22,attr26,attr29,attr36,attr43,attr45,attr49,attr50,attr52,attr53,attr54,attr55,attr56,attr60,attr62,attr63,attr65,attr71,attr72,attr73,attr77,attr84,attr86,attr88,attr89,attr90,attr91,attr93,attr94,attr95,attr99,attr101,attr102,attr107,attr109,attr111,attr112,attr115,attr117,attr120,attr121,attr122,attr123,attr125,attr126,attr127,attr128,attr130,attr131,attr132,attr135,attr140,attr141,attr142,attr146,attr147,attr148,attr150,attr151,attr153,attr155,attr156,attr158,attr162,attr163,attr164,attr165,attr166,attr167,attr168,attr169,attr174,attr181,attr182,attr184,attr187,attr188,attr191,attr195,attr198,attr199,attr201,attr202,attr203,attr206,attr207,attr208,attr210,attr212,attr213,attr215,attr216,attr217,attr218,attr221,attr224,attr227,attr229,attr230,attr233,attr234,attr237,attr239,attr241,attr242,attr244,attr246,attr247,attr249,attr251,attr254,attr258,attr259,attr261,attr262,attr263,attr264,attr267,attr269,attr271,attr273,attr277,attr279,attr281,attr283,attr284,attr285,attr286,attr287,attr289,attr290,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1149,0.319344,0.461624,0.613044,0.602775,0.533926,0.672307,0.268839,0.8502,0.181849,0.087731,0.153278,0.436451,0.264781,0.282244,0.058885,0.019343,0.0192,0.017226,0.019689,0.038177,0.027531,0.085613,0.430713,0.426353,0.550256,0.376828,0.849259,0.198161,0.166891,0.524471,0.734816,0.367429,0.111702,0.40415,0.380649,0.101424,0.419939,0.150088,0.005204,0.450494,0.251558,0.174836,0.182627,0.282279,0.259321,0.248259,0.407195,0.311871,0.375748,0.310002,0.296151,0.324658,0.375454,0.400834,0.377287,0.285578,0.325571,0.310785,0.343712,0.369229,0.368726,0.370897,0.048858,0.187475,0.024103,0.016312,0.042783,0.054422,0.053183,0.091799,0.059783,0.037939,0.019805,0.009583,0.022286,0.025046,0.084926,0.034941,0.043899,0.032761,0.078107,0.025972,0.095197,0.021867,0.06819,0.715282,0.272448,0.010887,0.00293,0.0,0.728161,0.341697,0.211977,0.165006,0.864233,0.831302,0.334302,0.378905,0.409,0.763002,0.65092,0.596344,0.765698,0.61745,0.613043,0.545248,0.756955,0.733786,0.57246,0.558244,0.556018,0.538955,0.419003,0.947718,0.080064,0.031164,0.499048,0.0632,0.334524,0.640415,0.427377,0.275931,0.04847,0.393525,0.418438,0.103403,0.178261,0.097928,0.431567,0.113621,0.301396,0.325036,0.181895,0.196966,0.155177,0.20906,0.161166,0.132982,0,0,0,0,0,1
1150,0.873085,0.820175,0.693677,0.889872,0.689672,0.856438,0.646653,0.598485,0.532522,0.341111,0.595948,0.689691,0.456531,0.023854,0.766425,0.171074,0.123071,0.224378,0.102524,0.534791,0.269434,0.134539,0.433534,0.306227,0.25689,0.548394,0.483669,0.361584,0.345282,0.113372,0.401638,0.474148,0.297203,0.020503,0.088499,0.305745,0.167805,0.219691,0.191557,0.26893,0.322984,0.330727,0.194952,0.41714,0.315309,0.407942,0.370185,0.43489,0.355624,0.422524,0.317503,0.40559,0.431091,0.391221,0.445391,0.426118,0.409259,0.378745,0.375425,0.378786,0.365562,0.369835,0.001278,0.025692,0.005848,0.037714,0.005794,0.024549,0.028489,0.013857,0.02869,0.022247,0.034164,0.024242,0.025613,0.005411,0.017786,0.011635,0.009783,0.020463,0.00577,0.006954,0.005142,0.000967,0.000734,0.433441,0.403885,0.463243,0.437746,0.390175,0.29841,0.364913,0.413211,0.429695,0.41188,0.426127,0.454129,0.465971,0.38975,0.547347,0.539598,0.446715,0.496791,0.486916,0.412115,0.437869,0.441548,0.440094,0.452127,0.490674,0.473441,0.45395,0.01324,0.059699,0.028863,0.016121,0.094618,0.021718,0.022035,0.08902,0.136191,0.048709,0.163997,0.039986,0.157049,0.130439,0.032808,0.103978,0.022579,0.018453,0.034164,0.059978,0.037255,0.016293,0.01792,0.004699,0.011364,0.024252,0,0,0,0,0,1
1151,0.566068,0.454901,0.479249,0.832711,0.587093,0.549257,0.70947,0.652944,0.792972,0.51508,0.619775,0.395485,0.200121,0.458549,0.153182,0.26457,0.079487,0.074284,0.254102,0.488221,0.269578,0.240481,0.301804,0.425133,0.545469,0.724685,0.584775,0.650562,0.69601,0.645189,0.710425,0.667643,0.534788,0.990382,0.944971,0.619585,0.361523,0.379713,0.319182,0.409315,0.351419,0.354836,0.343599,0.36144,0.349315,0.382718,0.370356,0.356024,0.366205,0.398491,0.404934,0.364654,0.363829,0.380741,0.401398,0.430224,0.367456,0.378323,0.41471,0.40399,0.391335,0.350985,0.008313,0.021041,0.005835,0.001963,0.011235,0.003095,0.00911,0.019597,0.004813,0.005117,0.00683,0.005308,0.009272,0.011887,0.007601,0.010312,0.016413,0.024917,0.040917,0.044908,0.017965,0.026944,0.035412,0.322612,0.334792,0.485052,0.387408,0.362889,0.215671,0.361157,0.47842,0.367218,0.3898,0.283327,0.371263,0.502734,0.448877,0.469203,0.415972,0.522981,0.399314,0.497835,0.431148,0.32243,0.510904,0.516316,0.50172,0.439306,0.317268,0.38424,0.198076,0.058432,0.145056,0.010653,0.024394,0.062364,0.085496,0.076496,0.121415,0.008806,0.168055,0.044428,0.277359,0.170742,0.163263,0.199595,0.271622,0.160814,0.067002,0.171275,0.230817,0.099222,0.127871,0.130575,0.158551,0.082974,0,0,0,0,0,1
1152,0.768895,0.895291,0.952317,0.860872,0.941624,0.960641,0.723616,0.36919,0.422288,0.080357,0.080357,0.105319,0.157805,0.386432,0.010351,0.032426,0.311397,0.005302,0.005726,0.190884,0.598515,0.029743,0.10704,0.259455,0.321426,0.709256,0.060747,0.08363,0.0,0.587769,0.825892,0.631798,0.149341,0.0,0.033616,0.283535,0.213765,0.238402,0.266838,0.251255,0.303827,0.259726,0.256084,0.284698,0.257401,0.286262,0.29618,0.298491,0.290583,0.302483,0.301578,0.308868,0.333176,0.332997,0.337243,0.331269,0.346667,0.336694,0.346667,0.346667,0.340864,0.345473,0.015767,0.003326,0.004477,0.002721,0.002818,0.019481,0.00309,0.002708,0.002055,0.00687,0.003499,0.005103,0.010123,0.007499,0.002331,0.002265,0.009897,0.001819,0.0,0.006289,0.007589,0.0,0.006465,0.389649,0.447732,0.45244,0.514593,0.501666,0.514045,0.506117,0.352478,0.477109,0.488884,0.465278,0.366199,0.355352,0.382101,0.470366,0.424293,0.423276,0.489645,0.510836,0.500369,0.5,0.487386,0.50028,0.5,0.497909,0.49631,0.495493,0.068309,0.027009,0.01479,0.003604,0.096218,0.089018,0.014369,0.014271,0.076388,0.036428,0.021798,0.003705,0.04906,0.050864,0.015994,0.023903,0.018513,0.0,0.006105,0.01304,0.009292,0.012315,0.005632,0.0,0.001368,0.001703,0,0,0,0,0,1
1153,0.562778,0.352122,0.474358,0.790118,0.490971,1.0,0.411536,0.673908,0.426473,0.374939,0.57958,0.173901,0.670527,0.845464,1.0,1.0,1.0,0.007803,0.015966,0.477294,0.265522,0.002869,0.881386,0.940767,0.833182,0.476927,0.380376,0.14955,0.711469,0.786364,0.685908,0.891386,0.180901,0.138434,0.285093,0.309176,0.372697,0.375367,0.330608,0.351999,0.328889,0.369064,0.307666,0.53675,0.34921,0.438609,0.378302,0.544689,0.292013,0.455625,0.475835,0.457233,0.379741,0.429385,0.391419,0.43826,0.438945,0.40443,0.367156,0.342048,0.813354,0.492299,0.042132,0.273416,0.015764,0.005649,0.037132,0.024732,0.081997,0.049187,0.024862,0.734981,0.102064,0.186943,0.924987,0.014918,0.068864,0.847617,0.146206,0.019107,0.125734,0.725144,1.0,0.01306,0.872834,0.323808,0.344397,0.400795,0.452842,0.444319,0.364848,0.478398,0.407791,0.474216,0.325791,0.336148,0.449492,0.444923,0.429769,0.424084,0.473293,0.446803,0.422831,0.459689,0.48144,0.407369,0.44441,0.460156,0.407358,0.521523,0.483604,0.45062,0.160168,0.188293,0.229888,0.008293,0.180559,0.13906,0.007368,0.151245,0.221437,0.06349,0.104457,0.052542,0.179991,0.128949,0.101609,0.045536,0.061012,0.05474,0.057487,0.028762,0.053021,0.073005,0.018716,0.062233,0.153936,0.162262,0,0,0,0,0,1
1154,0.631664,0.614349,0.929138,0.964772,0.625716,0.423333,0.727215,0.588633,0.554252,0.461113,0.488619,0.588411,0.308506,0.370466,0.273303,0.161618,0.259196,0.358956,0.517889,0.050746,0.214946,0.293849,0.1758,0.199602,0.310517,0.219863,0.213095,0.445562,0.589481,0.332803,0.407859,0.474316,0.39032,0.188565,0.293856,0.111154,0.551412,0.353333,0.33819,0.502222,0.378945,0.418763,0.46443,0.362027,0.449224,0.510811,0.53399,0.248316,0.251971,0.232355,0.398735,0.457764,0.430482,0.24044,0.210147,0.220314,0.437701,0.290147,0.400992,0.41385,0.266338,0.359231,0.044733,0.00543,0.000314,0.00025,0.028077,0.048867,0.022309,0.029289,0.067986,0.057367,0.036582,0.019711,0.032941,0.057124,0.03308,0.064965,0.031851,0.071237,0.171275,0.060814,0.065073,0.097135,0.01725,0.554655,0.49894,0.492537,0.493232,0.403974,0.560022,0.520554,0.506335,0.39544,0.572737,0.55935,0.540265,0.585908,0.399234,0.675314,0.505879,0.362433,0.573979,0.438258,0.405364,0.584712,0.505617,0.364449,0.562563,0.418159,0.275738,0.280512,0.07321,0.096949,0.001223,0.00509,0.129422,0.099818,0.058895,0.227677,0.105682,0.069596,0.138158,0.087066,0.136159,0.056775,0.073693,0.052726,0.037312,0.188591,0.363556,0.101559,0.10854,0.138242,0.160574,0.782191,0.384304,0.234483,0,0,0,0,0,1
1155,0.596573,0.409997,0.612916,0.465973,0.475019,0.654363,0.097098,0.531784,0.1315,0.10819,0.257487,0.395023,0.485089,0.416118,0.338234,0.776507,0.666495,0.010021,0.014769,0.507385,0.076502,0.036451,0.473731,0.041755,0.330247,0.84578,0.648844,0.923912,0.126964,0.096367,0.615268,0.418595,0.559051,0.55113,0.908539,0.479519,0.20616,0.164866,0.214332,0.209215,0.216949,0.176589,0.131989,0.27977,0.259572,0.276255,0.304762,0.298128,0.233315,0.256395,0.315673,0.263756,0.238376,0.266429,0.26842,0.257847,0.246519,0.296208,0.266372,0.286397,0.250695,0.26538,0.006423,0.012589,0.012409,0.007314,0.008327,0.027953,0.015346,0.005852,0.018763,0.030618,0.016344,0.017609,0.023082,0.019569,0.004903,0.017926,0.019067,0.013857,0.009287,0.014185,0.008354,0.026434,0.009893,0.170034,0.287203,0.243736,0.348623,0.278226,0.301488,0.156323,0.248295,0.28262,0.395851,0.326673,0.367714,0.31997,0.408942,0.29898,0.259334,0.458807,0.437255,0.364924,0.371792,0.286324,0.451858,0.303504,0.338919,0.405426,0.361608,0.377886,0.136855,0.148545,0.27356,0.022191,0.251794,0.028895,0.018395,0.17703,0.250026,0.361192,0.325304,0.037449,0.405712,0.432074,0.271762,0.120715,0.206796,0.161395,0.154961,0.029077,0.154715,0.070631,0.080888,0.081064,0.167435,0.06905,0,0,0,0,0,1
1156,0.745082,0.651114,0.78654,1.0,0.848144,0.990351,0.728753,0.773938,0.57371,0.179304,0.164928,0.294191,0.143028,0.02472,0.468207,0.266286,0.011387,0.57878,0.133925,0.002524,0.188926,0.001524,0.459065,0.153777,0.074575,0.297822,0.431318,0.974995,0.219502,0.269897,0.234176,0.32875,0.278242,0.113611,0.293628,0.241108,0.207449,0.256667,0.281076,0.297547,0.283976,0.290755,0.291433,0.34311,0.299371,0.245164,0.371845,0.402781,0.355604,0.268644,0.318784,0.266653,0.359441,0.353704,0.370489,0.341985,0.315402,0.286268,0.28645,0.270028,0.281502,0.307589,0.002142,0.004212,0.002894,0.004234,0.003731,0.006164,0.000694,0.006988,0.202892,0.08659,0.000775,0.001424,0.001469,0.000394,0.021429,0.004823,0.012604,0.020288,0.007287,0.020482,0.015681,0.009307,0.002752,0.323466,0.359493,0.482773,0.458162,0.431501,0.410309,0.407985,0.4216,0.450984,0.512009,0.45798,0.431273,0.427559,0.455622,0.331966,0.50221,0.45888,0.50793,0.528553,0.469089,0.502997,0.507064,0.422705,0.408475,0.411562,0.391031,0.374704,0.028587,0.077959,0.028207,0.015028,0.04239,0.019645,0.002017,0.269647,0.03385,0.00327,0.01092,0.092628,0.018069,0.025991,0.029043,0.01631,0.037337,0.040365,0.043288,0.085213,0.129965,0.086898,0.109215,0.058545,0.038586,0.077152,0,0,0,0,0,1
1157,0.350609,0.472897,0.715219,0.838446,0.480292,0.395709,0.323212,0.601851,0.444843,0.316401,0.162933,0.582482,0.237796,0.682771,0.338607,0.119666,0.02046,0.054609,0.283937,0.174937,0.334055,0.265214,0.351935,0.415703,0.397085,0.401427,0.155525,0.212004,0.347425,0.313512,0.34815,0.255953,0.402025,0.454139,0.422325,0.377548,0.31103,0.415569,0.332902,0.353466,0.326469,0.34768,0.367188,0.411968,0.342828,0.296309,0.349628,0.39954,0.363069,0.363659,0.347148,0.306322,0.380442,0.343109,0.326282,0.487871,0.33549,0.343181,0.270857,0.399813,0.409991,0.360927,0.02198,0.022373,0.00272,0.00496,0.021351,0.063827,0.003326,0.026446,0.064789,0.012459,0.006339,0.01433,0.038934,0.031805,0.015092,0.048397,0.232858,0.10611,0.049623,0.074558,0.262938,0.204175,0.190081,0.477101,0.524575,0.4726,0.492371,0.404817,0.512493,0.434829,0.463319,0.367936,0.455795,0.500164,0.417719,0.344146,0.355619,0.373011,0.411872,0.353686,0.441709,0.336599,0.415868,0.361971,0.444287,0.437068,0.401453,0.407758,0.353557,0.358409,0.032877,0.043036,0.033535,0.019029,0.038549,0.059517,0.038823,0.040065,0.036512,0.02867,0.065876,0.093805,0.062306,0.096544,0.051141,0.097046,0.507201,0.075953,0.091017,0.087999,0.123421,0.376724,0.06572,0.047076,0.133773,0.126135,0,0,0,0,0,1
1158,0.728703,0.710177,0.68699,0.67755,0.778947,0.728611,0.629037,0.547316,0.646325,0.429111,0.117934,0.195666,0.515772,0.002976,0.004761,0.004688,0.004964,0.009187,0.013627,0.004761,0.064732,0.174427,0.018968,0.200762,0.349679,0.553698,0.416237,0.487277,0.13025,0.374944,0.573939,0.862782,0.802488,0.125466,0.181468,0.334409,0.228717,0.196776,0.18037,0.243422,0.223889,0.265165,0.259925,0.26773,0.277723,0.243525,0.275508,0.319348,0.331564,0.363909,0.358354,0.237853,0.29048,0.290967,0.408909,0.408169,0.20048,0.299712,0.275686,0.320274,0.294294,0.276502,0.000636,0.001,0.001716,0.003633,0.00018,0.000249,0.000686,0.001132,0.001129,0.002617,0.010744,0.008487,0.015346,0.014796,0.009846,0.002879,0.005963,0.040177,0.017295,0.040311,0.024929,0.013143,0.021685,0.10032,0.056137,0.02156,0.036019,0.054147,0.142165,0.119431,0.12254,0.265555,0.259427,0.263531,0.294954,0.370985,0.378925,0.260433,0.504674,0.541756,0.705102,0.681159,0.572766,0.147354,0.509975,0.617798,0.035595,0.322095,0.620303,0.650854,0.002888,0.007928,0.007573,0.030014,0.008268,0.492528,0.314942,0.02284,0.049953,0.167758,0.127595,0.209739,0.189469,0.111912,0.051361,0.151536,0.330335,0.058516,0.238217,0.144229,0.08953,0.392632,0.988841,0.185643,0.172152,0.496712,0,0,0,0,0,1
1159,0.718966,0.544138,0.768567,0.342999,0.443517,0.600456,0.397484,0.575025,0.280026,0.554874,0.637336,0.635906,0.716313,0.057493,0.005965,0.62474,0.827477,0.485393,0.472308,0.644464,0.552626,0.654879,0.461595,0.70111,0.373657,0.398344,0.119556,0.040631,0.388545,0.399296,0.457094,0.480955,0.116728,0.638812,0.540889,0.122244,0.258546,0.302222,0.345418,0.297112,0.353038,0.356852,0.344712,0.325309,0.368964,0.302318,0.290652,0.341056,0.359774,0.34535,0.338107,0.321598,0.331886,0.333759,0.320254,0.301536,0.381392,0.355151,0.395384,0.380665,0.388621,0.395384,0.003505,0.005558,0.00076,0.001447,0.004072,0.002861,0.002643,0.001663,0.002086,0.003794,0.001973,0.007546,0.002882,0.001916,0.022713,0.001039,0.014085,0.002469,0.002378,0.034195,0.058522,0.006527,0.000812,0.287082,0.360518,0.483248,0.497763,0.477758,0.398103,0.520017,0.5121,0.516517,0.379339,0.441235,0.526447,0.539732,0.529142,0.513922,0.547292,0.538256,0.542304,0.627751,0.642132,0.569836,0.615137,0.669898,0.582215,0.576825,0.573191,0.567678,0.039076,0.089822,0.002646,0.009376,0.07626,0.011353,0.011478,0.047909,0.156615,0.010624,0.018498,0.351462,0.158436,0.023404,0.005015,0.186843,0.204321,0.205636,0.141538,0.343753,0.186553,0.211884,0.039464,0.027227,0.029841,0.007775,0,0,0,0,0,1
1160,0.515347,0.631873,0.507773,0.502655,0.518684,0.563212,0.56777,0.304559,0.532256,0.624548,0.698031,0.570668,0.505537,0.3885,0.143717,0.002327,0.002396,0.100993,0.102129,0.167068,0.280013,0.185055,0.373647,0.51567,0.446882,0.290349,0.152928,0.351749,0.244283,0.437326,0.319024,0.430617,0.333749,0.254203,0.2421,0.485233,0.333093,0.133093,0.062277,0.336248,0.313628,0.420871,0.230123,0.344328,0.229561,0.435096,0.379458,0.416036,0.476536,0.396001,0.37299,0.410082,0.380837,0.435089,0.446296,0.436269,0.33607,0.317997,0.299664,0.435617,0.323176,0.306063,0.064965,0.074943,0.002917,0.15026,0.045918,0.028111,0.116831,0.025149,0.027645,0.056238,0.013319,0.261012,0.041965,0.055154,0.024512,0.017825,0.047844,0.045508,0.022773,0.046,0.070873,0.049694,0.0957,0.46492,0.0,0.0,0.071502,0.0,0.056316,0.34238,0.166499,0.244543,0.542852,0.68627,0.407083,0.603406,0.48506,0.570853,0.548209,0.72523,0.707394,0.620706,0.595165,0.727389,0.446111,0.492351,0.46899,0.437332,0.502404,0.604547,1.0,0.419776,0.005731,1.0,0.449423,0.263873,1.0,0.460465,0.622497,0.109285,0.996534,0.23696,0.118353,0.159624,0.149798,0.57681,0.2791,0.33804,1.0,1.0,1.0,1.0,1.0,0.465017,1.0,1.0,0,0,0,0,0,1
1161,0.78023,0.8292,0.635561,0.622394,0.651111,0.495674,0.472273,0.590845,0.422109,0.206767,0.152925,0.468722,0.235737,0.138319,0.433392,0.295455,0.231354,0.112632,0.010839,0.358384,0.307019,0.155138,0.131413,0.027818,0.062086,0.149082,0.109288,0.215318,0.176775,0.257708,0.22292,0.501641,0.364419,0.117656,0.104542,0.245985,0.158896,0.187682,0.154986,0.163107,0.158107,0.179266,0.102188,0.123861,0.195117,0.083402,0.072846,0.218882,0.213313,0.0,0.044554,0.138505,0.129362,0.110871,0.029918,0.052696,0.321413,0.413711,0.512346,0.387071,0.493409,0.444719,0.078032,0.020595,0.068868,0.063439,0.039537,0.024816,0.024698,0.01607,0.012932,0.03649,0.012647,0.060201,0.09044,0.024288,0.006316,0.033581,0.058099,0.063983,0.1826,0.117379,0.04284,0.146234,0.01628,0.354424,0.175781,0.07035,0.0,0.0,0.116781,0.126823,0.062623,0.0,0.0,0.0,0.157888,0.123009,0.0,0.0,0.215121,0.0,0.072207,0.025866,0.029947,0.275463,0.061069,0.379104,0.444936,0.098475,0.360586,0.422582,0.258648,0.092721,0.331238,0.284009,0.276866,0.283124,0.407866,0.121579,0.179746,0.169851,0.321907,0.056645,0.500792,0.221196,0.098984,0.252007,0.236121,0.309545,0.120991,0.187109,0.317186,0.055215,0.025471,0.596956,0.591683,0.011277,0,0,0,0,0,1
1162,0.609958,0.726815,0.683343,0.605533,0.741717,0.628534,0.663564,0.544356,0.687495,0.717078,0.722941,0.686462,0.511094,0.26697,0.113697,0.001589,0.000883,0.001474,0.003686,0.001727,0.002743,0.00245,0.171805,0.252791,0.157209,0.198438,0.006532,0.033553,0.149898,0.45244,0.385564,0.2266,0.152049,0.129022,0.210118,0.488059,0.348182,0.097195,0.0,0.350988,0.0,0.0,0.0,0.33832,0.0,0.357599,0.356029,0.352723,0.187682,0.243752,0.051872,0.355137,0.365796,0.330542,0.328141,0.315569,0.362915,0.177894,0.355597,0.358224,0.329191,0.273594,0.002214,0.272787,0.000883,0.000651,0.002532,0.001278,0.000528,0.001992,0.001243,0.014252,0.072662,0.012082,0.007177,0.011621,0.001733,0.071545,0.005234,0.00832,0.00197,0.003467,0.002804,0.001516,0.002202,0.588377,0.29444,0.068583,0.085671,0.115081,0.40308,0.062142,0.074231,0.104178,0.5937,0.56524,0.120191,0.116188,0.120818,0.610854,0.366702,0.241233,0.606012,0.503724,0.490752,0.612296,0.619576,0.494465,0.599839,0.614376,0.52326,0.509058,0.027211,0.017195,0.003384,0.005798,0.018197,0.002163,0.00769,0.019217,0.045762,0.140779,0.016198,0.020028,0.018439,0.240646,0.0189,0.035007,0.019855,0.011209,0.026808,0.042822,0.026011,0.011736,0.054164,0.01315,0.024867,0.118418,0,0,0,0,0,1
1163,0.588324,0.663906,0.737898,0.801346,0.682168,0.662209,0.617684,0.540737,0.445639,0.20484,0.369454,0.3162,0.032352,0.001487,0.029182,0.028292,0.007195,0.007976,0.00322,0.39936,0.011508,0.006501,0.183924,0.081564,0.1565,0.131828,0.073621,0.280773,0.446656,0.572131,0.469138,0.77191,0.807701,0.678995,0.416878,0.304454,0.127565,0.180123,0.176749,0.230556,0.27537,0.257936,0.215151,0.273807,0.237455,0.235041,0.501063,0.237695,0.523615,0.222373,0.147112,0.258786,0.38987,0.539019,0.38417,0.347716,0.345706,0.339376,0.29332,0.351015,0.287112,0.407593,0.003837,0.0208,0.043224,0.000696,0.002484,0.068601,0.006582,0.005629,0.086416,0.002085,0.043611,0.011521,0.004688,0.003476,0.035111,0.043054,0.000456,0.043582,0.035149,0.169329,0.002357,0.078702,0.068581,0.227445,0.239891,0.305041,0.316134,0.33973,0.334608,0.429851,0.343118,0.34616,0.482544,0.365819,0.330683,0.317745,0.30456,0.35316,0.467693,0.295178,0.3716,0.41462,0.527968,0.562903,0.446994,0.505692,0.539822,0.581063,0.539978,0.335492,0.01175,0.024221,0.074525,0.001881,0.07697,0.001635,0.000454,0.053773,0.009995,0.037251,0.006272,0.038778,0.018944,0.105917,0.054771,0.035768,0.007022,0.049604,0.15731,0.039995,0.069335,0.072082,0.037392,0.07745,0.102993,0.055319,0,0,0,0,0,1
1164,0.825767,0.824735,0.826671,0.820434,0.852525,0.860877,0.694451,0.867856,0.590955,0.185109,0.19323,0.338739,0.695873,0.000739,0.000783,0.001092,0.001043,0.001214,0.001797,0.000637,0.000538,0.003891,0.290904,0.325377,0.413543,0.066792,0.027822,0.154858,0.484576,0.447874,0.4631,0.417779,0.384019,0.071177,0.142261,0.450862,0.19917,0.200754,0.195679,0.210871,0.213477,0.214588,0.235123,0.286488,0.27952,0.397819,0.385151,0.348512,0.354835,0.336207,0.327174,0.400727,0.398395,0.364479,0.356331,0.359842,0.356111,0.373999,0.332449,0.322716,0.356715,0.351324,0.000542,0.000532,0.000397,0.000662,0.000431,0.000799,0.000342,0.025646,0.021542,0.01722,0.020183,0.009365,0.005384,0.003597,0.0054,0.002821,0.004277,0.005052,0.024005,0.01981,0.015676,0.005411,0.005235,0.306774,0.308284,0.309246,0.308038,0.30654,0.357477,0.356414,0.356683,0.360138,0.46785,0.397488,0.421553,0.422638,0.406323,0.552894,0.441559,0.448302,0.396303,0.474056,0.489198,0.49385,0.474325,0.4271,0.36895,0.32148,0.429158,0.45282,0.002854,0.001249,0.001998,0.003001,0.004019,0.002176,0.012383,0.080541,0.012622,0.042031,0.013108,0.023238,0.011528,0.011582,0.018476,0.057434,0.078506,0.103076,0.112352,0.088536,0.1977,0.09746,0.066674,0.028219,0.033353,0.017029,0,0,0,0,0,1
1165,0.421811,0.494107,0.579879,0.599039,0.630567,0.565975,0.682524,0.677086,0.645962,0.464711,0.313444,0.38574,0.359736,0.012265,0.209407,0.23862,0.297662,0.215815,0.036746,0.232975,0.115725,0.134797,0.261136,0.255944,0.238445,0.217708,0.090371,0.246448,0.508364,0.365249,0.415164,0.32012,0.530166,0.241495,0.258425,0.232774,0.058601,0.151132,0.139684,0.092065,0.121728,0.116427,0.056584,0.208073,0.193724,0.442202,0.449204,0.241097,0.181543,0.167476,0.158813,0.469739,0.47203,0.204719,0.229348,0.189403,0.414568,0.252503,0.33572,0.323868,0.207743,0.233141,0.003219,0.107278,0.126418,0.088977,0.007251,0.05762,0.087026,0.09186,0.088425,0.061855,0.055099,0.049587,0.03768,0.022846,0.009548,0.028586,0.020699,0.03707,0.02555,0.028099,0.033453,0.013343,0.073817,0.023842,0.141204,0.173689,0.097424,0.0,0.205314,0.176742,0.212583,0.053912,0.462605,0.297057,0.258622,0.242485,0.104368,0.661187,0.260053,0.194456,0.380424,0.306338,0.282732,0.589551,0.390298,0.352847,0.458747,0.360641,0.316392,0.298175,0.002682,0.385393,0.471812,0.581458,0.250677,0.163322,0.226955,0.473468,0.22528,0.187007,0.203856,0.063324,0.261889,0.155001,0.080791,0.120039,0.053884,0.116543,0.161964,0.124185,0.133931,0.107336,0.1009,0.023028,0.120787,0.163346,0,0,0,0,0,1
1166,0.766867,0.669694,0.636238,0.63901,0.815867,0.631642,0.782133,0.632528,0.475344,0.569229,0.528938,0.546987,0.506173,0.048969,0.001179,0.000623,0.086771,0.018253,0.001318,0.006202,0.08877,0.002854,0.201768,0.254814,0.246865,0.182767,0.129295,0.390189,0.113756,0.09858,0.144778,0.203688,0.229955,0.0909,0.089945,0.092135,0.291689,0.212245,0.196894,0.3068,0.201597,0.213295,0.175698,0.229305,0.322137,0.333762,0.353101,0.299801,0.30322,0.331448,0.26064,0.301775,0.310986,0.336318,0.351334,0.316489,0.234576,0.28023,0.191553,0.201456,0.220089,0.226921,0.010113,0.000171,0.000418,0.002618,0.001357,0.011464,0.002231,0.001948,0.006885,0.00041,0.013751,0.00388,0.019033,0.001413,0.003359,0.003136,0.00606,0.021394,0.006648,0.018291,0.020499,0.016634,0.042178,0.143832,0.110077,0.128566,0.084867,0.070648,0.139431,0.124106,0.311931,0.103423,0.412497,0.173385,0.375415,0.22841,0.16503,0.426698,0.340577,0.287403,0.501323,0.462236,0.525332,0.682485,0.699381,0.649046,0.689748,0.716967,0.735163,0.734517,0.134751,0.017872,0.002011,0.033199,0.137999,0.182851,0.004207,0.027936,0.007563,0.151871,0.070208,0.014358,0.123046,0.046706,0.082779,0.069018,0.13243,0.04303,0.044215,0.055009,0.078913,0.175919,0.223353,0.050408,0.051189,0.097522,0,0,0,1,0,1
1167,0.478495,0.527121,0.405172,0.669721,0.649923,0.784369,0.472046,0.263057,0.214112,0.336465,0.301473,0.399106,0.423107,0.019094,0.242047,0.024949,0.024853,0.021833,0.005959,0.035336,0.007875,0.01543,0.208521,0.695637,0.606151,0.175839,0.710584,0.301905,0.292401,0.259141,0.299125,0.281691,0.283407,0.017985,0.021871,0.024942,0.118964,0.156969,0.107938,0.117417,0.121619,0.133171,0.132406,0.153756,0.168605,0.198367,0.148252,0.188361,0.183252,0.234389,0.209801,0.261445,0.243092,0.226331,0.248824,0.250193,0.247378,0.243952,0.267779,0.253964,0.243535,0.239006,0.002275,0.019463,0.000755,0.000672,0.00048,0.004474,0.001066,0.000445,0.002994,0.0033,0.006713,0.013772,0.01381,0.006836,0.027451,0.008627,0.015423,0.01861,0.010825,0.0073,0.00742,0.001222,0.002684,0.040007,0.080499,0.132262,0.153581,0.141761,0.106823,0.206686,0.234728,0.210586,0.221479,0.095383,0.273886,0.283412,0.313368,0.244246,0.286271,0.2943,0.300557,0.286705,0.309422,0.320561,0.323347,0.36988,0.249233,0.260796,0.280357,0.277745,0.006969,0.009293,0.014942,0.017114,0.049385,0.012613,0.021889,0.080148,0.016136,0.057904,0.070897,0.036623,0.09211,0.047112,0.065758,0.154359,0.102122,0.105406,0.065057,0.118513,0.114394,0.097501,0.08417,0.005476,0.005602,0.007732,0,0,0,0,0,1
