,attr1,attr3,attr5,attr8,attr9,attr13,attr22,attr26,attr30,attr31,attr33,attr34,attr38,attr41,attr42,attr43,attr44,attr45,attr49,attr51,attr53,attr56,attr57,attr59,attr60,attr61,attr66,attr70,attr71,attr72,attr76,attr77,attr78,attr79,attr80,attr81,attr84,attr86,attr87,attr89,attr90,attr93,attr101,attr102,attr103,attr105,attr106,attr110,attr113,attr114,attr116,attr117,attr118,attr121,attr122,attr124,attr127,attr128,attr129,attr130,attr131,attr133,attr134,attr135,attr137,attr142,attr143,attr155,attr156,attr160,attr167,attr172,attr173,attr174,attr175,attr176,attr178,attr181,attr182,attr184,attr185,attr191,attr193,attr197,attr200,attr202,attr204,attr205,attr212,attr213,attr214,attr216,attr217,attr218,attr219,attr222,attr223,attr226,attr228,attr230,attr231,attr233,attr237,attr238,attr239,attr240,attr244,attr248,attr250,attr254,attr256,attr268,attr269,attr270,attr272,attr273,attr274,attr275,attr278,attr279,attr280,attr283,attr284,attr285,attr288,attr289,attr291,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
946,0.449343,0.481941,0.480861,0.571107,0.595178,0.593553,0.821435,0.799486,0.52242,0.569899,0.557122,0.522108,0.549762,0.524308,0.562865,0.524919,0.505502,0.484494,0.423407,0.008008,0.008167,0.01056,0.015451,0.011655,0.011019,0.011607,0.134477,0.163144,0.188027,0.158118,0.353977,0.375252,0.113704,0.049016,0.03746,0.018352,0.401116,0.064383,0.049657,0.092202,0.307637,0.075912,0.028004,0.022929,0.027298,0.064856,0.056619,0.086646,0.210466,0.270123,0.267839,0.201255,0.22332,0.32799,0.339616,0.3393,0.300748,0.333484,0.365521,0.400748,0.372661,0.427311,0.323402,0.382771,0.432593,0.41963,0.445645,0.013252,0.010841,0.010717,0.052507,0.002914,0.001901,0.01357,0.023231,0.01669,0.004591,0.002635,0.033591,0.006007,0.003626,0.002798,0.010014,0.0,0.0,0.0,0.0,0.0,0.311818,0.346316,0.334474,0.244487,0.259338,0.408761,0.414251,0.43712,0.416063,0.249083,0.392568,0.313395,0.555913,0.399568,0.59087,0.668445,0.531904,0.548891,0.667964,0.007675,0.006727,0.016991,0.016375,0.035777,0.083061,0.04977,0.087351,0.328846,0.061708,0.035766,0.024831,0.042261,0.42183,0.040133,0.040259,0.08847,0.042649,0.026345,0.044187,0.086486,0,0,0,0,1,0
947,0.776039,0.863447,0.855248,0.838911,0.87633,0.948511,0.630594,0.615686,0.577865,0.594336,0.560027,0.584165,0.364519,0.391376,0.40041,0.675896,0.660671,0.616267,0.464612,0.083148,0.057879,0.088471,0.0238,0.011194,0.008491,0.006058,0.002891,0.038021,0.123909,0.082466,0.078669,0.067216,0.129698,0.102911,0.061995,0.040705,0.102826,0.174323,0.283296,0.235133,0.367226,0.103493,0.173189,0.155322,0.168567,0.251077,0.169904,0.274829,0.18548,0.170501,0.171962,0.185027,0.202874,0.221907,0.178182,0.225967,0.325597,0.305069,0.27915,0.260281,0.243011,0.20454,0.320336,0.330453,0.327551,0.33166,0.334266,0.017454,0.019126,0.020695,0.007693,0.003341,0.002066,0.004836,0.00659,0.002985,0.028709,0.003949,0.021618,0.003844,0.009854,0.001307,0.003459,0.205907,0.280272,0.346451,0.290593,0.336241,0.280372,0.314714,0.326534,0.363504,0.331991,0.319366,0.267523,0.242429,0.242373,0.508957,0.369476,0.387536,0.358886,0.646437,0.615383,0.619409,0.672772,0.646012,0.619476,0.177902,0.223928,0.049211,0.02257,0.013318,0.029966,0.021632,0.021166,0.013167,0.046593,0.193241,0.063507,0.06789,0.046626,0.068453,0.03979,0.049409,0.112933,0.131202,0.204285,0.045037,0,0,0,0,1,0
948,0.493191,0.649719,0.561244,0.672256,0.894988,0.820393,0.45995,0.543077,0.500436,0.539807,0.586989,0.573541,0.549541,0.520985,0.507234,0.632576,0.676562,0.624564,0.668708,0.102925,0.092128,0.011988,0.13366,0.056732,0.106737,0.162526,0.08511,0.121908,0.066202,0.066336,0.06582,0.031271,0.138062,0.159536,0.035607,0.040811,0.083155,0.498708,0.20754,0.134069,0.086777,0.262299,0.220041,0.185686,0.164582,0.149829,0.324499,0.325995,0.383333,0.389047,0.400405,0.394026,0.382908,0.351248,0.366838,0.363395,0.385226,0.364863,0.381365,0.372257,0.396776,0.380713,0.435158,0.42061,0.384561,0.498409,0.500638,0.050437,0.009859,0.0279,0.002969,0.001892,0.007871,0.013517,0.013263,0.040629,0.003307,0.015515,0.015857,0.02773,0.019874,0.046638,0.026218,0.0,0.031121,0.0,0.226315,0.450405,0.367921,0.357186,0.32224,0.434346,0.295312,0.500559,0.500526,0.418926,0.362173,0.628086,0.566157,0.611301,0.591519,0.699566,0.616524,0.596384,0.770867,0.771146,0.76513,0.650051,0.01926,0.248401,0.065105,0.051209,0.022274,0.016861,0.374935,0.198355,0.102973,0.078372,0.017751,0.026054,0.029184,0.103936,0.092415,0.073059,0.042758,0.055709,0.0417,0.064587,0,0,0,0,1,0
949,0.925423,0.857347,0.786837,0.870793,0.766355,0.819849,0.324889,0.495595,0.348931,0.34446,0.37274,0.46102,0.311575,0.547392,0.581813,0.495318,0.51162,0.408275,0.576256,0.007422,0.061858,0.001397,0.038358,0.355592,0.117883,0.313133,0.313924,0.211531,0.422235,0.311974,0.23778,0.333257,0.365893,0.207736,0.176952,0.157379,0.078027,0.268393,0.17206,0.125286,0.061831,0.141511,0.34192,0.330604,0.318663,0.285713,0.353395,0.364575,0.383354,0.422407,0.408361,0.39332,0.387257,0.369122,0.391804,0.382812,0.295096,0.322318,0.327291,0.361811,0.336392,0.339486,0.352929,0.35201,0.378128,0.372949,0.368587,0.000996,0.005788,0.003366,0.006407,0.007693,0.010359,0.009443,0.011294,0.012532,0.009992,0.002111,0.002737,0.00402,0.003331,0.002874,0.000724,0.511194,0.425669,0.23166,0.495751,0.46851,0.537809,0.538234,0.443214,0.514571,0.476829,0.602322,0.632794,0.518451,0.446905,0.678129,0.589283,0.507996,0.51995,0.601751,0.498032,0.487308,0.56694,0.578234,0.500671,0.013799,0.085045,0.016985,0.008935,0.04904,0.046297,0.101405,0.041725,0.086228,0.266546,0.20003,0.091487,0.053538,0.064956,0.031372,0.008668,0.02008,0.007148,0.006684,0.002449,0.004442,0,0,0,0,1,0
950,0.353404,0.376513,0.392598,0.390423,0.406144,0.420038,0.499525,0.595557,0.54138,0.471028,0.663463,0.513923,0.601634,0.55412,0.30946,0.555996,0.512357,0.57175,0.394313,0.000364,0.01382,0.001714,0.001746,0.208387,0.39558,0.192906,0.360477,0.003072,0.230402,0.356289,0.409935,0.354884,0.337949,0.235941,0.344433,0.441546,0.38036,0.32397,0.321692,0.348957,0.406213,0.291537,0.124918,0.134335,0.124451,0.117634,0.140089,0.236529,0.134287,0.163347,0.397586,0.380453,0.255199,0.312915,0.374979,0.374088,0.3969,0.363608,0.436859,0.38406,0.350679,0.368498,0.385981,0.400446,0.366653,0.394012,0.380439,0.000681,0.000545,0.00139,0.048649,0.012287,0.008365,0.010062,0.068196,0.009663,0.015363,0.015421,0.01358,0.015469,0.011938,0.014731,0.001508,0.0,0.0,0.0,0.0,0.0,0.0,0.331578,0.368827,0.049987,0.0,0.0,0.189099,0.372249,0.276056,0.290593,0.364209,0.401536,0.299114,0.380893,0.324611,0.173387,0.396504,0.458333,0.385892,0.009089,0.002365,0.001577,0.618422,0.451077,0.087515,0.116063,0.338666,1.0,0.111957,0.358736,0.270377,0.161563,0.297415,0.178013,0.145416,0.095789,0.108525,0.225673,0.058349,0.215581,0,0,0,0,1,0
951,0.762624,0.752623,0.75226,0.737572,0.63933,0.695721,0.607669,0.385504,0.633015,0.65704,0.54513,0.518436,0.710885,0.670493,0.590115,0.564121,0.570845,0.552816,0.380895,0.00945,0.075155,0.037133,0.079676,0.083194,0.117219,0.063874,0.047297,0.240376,0.012477,0.101195,0.257767,0.28182,0.063894,0.221905,0.183267,0.128074,0.310317,0.175411,0.123189,0.090392,0.098965,0.066451,0.296571,0.327455,0.287641,0.28216,0.3012,0.359774,0.30585,0.300933,0.36773,0.328292,0.348642,0.283278,0.326728,0.299883,0.300837,0.317675,0.321934,0.275871,0.293038,0.374973,0.371152,0.371091,0.340027,0.163025,0.133868,0.004847,0.006455,0.008375,0.008656,0.010106,0.011091,0.017116,0.028875,0.018394,0.02958,0.060307,0.061671,0.015923,0.028722,0.017255,0.032959,0.247048,0.322732,0.270464,0.278415,0.268362,0.279355,0.337795,0.364712,0.370359,0.414732,0.298555,0.313495,0.517367,0.484188,0.628221,0.739063,0.62254,0.594796,0.570909,0.619509,0.620862,0.841888,0.842816,0.877013,0.071796,0.111623,0.022802,0.026796,0.065935,0.072544,0.102879,0.093231,0.067836,0.534655,0.372282,0.228806,0.215382,0.172352,0.222113,0.324897,0.479774,0.057923,0.053936,0.060598,0.072383,0,0,0,0,1,0
952,0.933807,0.916086,0.806635,0.753702,0.87979,0.198176,0.86987,0.470344,0.811297,0.687865,0.474826,0.268339,0.752714,0.171597,0.089283,0.874352,0.812456,0.776134,0.083949,0.001019,0.000538,0.648049,0.125881,0.000503,0.000776,0.843571,0.000561,0.068168,0.056368,0.099063,0.051311,0.189997,0.009965,0.02054,0.099882,0.020988,0.081017,0.001831,0.00698,0.133699,0.046203,0.001509,0.347682,0.34679,0.321838,0.335487,0.368546,0.277112,0.382503,0.37094,0.364719,0.328896,0.22679,0.382805,0.36059,0.331742,0.383855,0.387689,0.390631,0.406653,0.344588,0.487051,0.405693,0.400926,0.419925,0.409822,0.404506,0.00103,0.000241,0.034212,0.093317,0.002857,0.036695,0.067544,0.466382,0.000293,0.001678,0.045782,0.444611,0.000123,0.000306,0.000192,0.015948,0.436438,0.445652,0.37831,0.427492,0.43589,0.416644,0.434783,0.429169,0.321659,0.322318,0.452597,0.420883,0.385255,0.361234,0.436941,0.398171,0.309056,0.349928,0.434962,0.291007,0.42143,0.445406,0.43703,0.306137,0.0,0.045874,0.001978,0.000173,0.00345,0.00203,0.004997,0.01758,0.047888,0.000192,0.0012,0.028489,0.026959,0.061919,0.001675,0.003817,0.024586,0.001602,0.000594,0.004675,0.055228,0,0,0,0,1,0
953,0.709252,0.709009,0.693367,0.765434,0.720482,0.682459,0.878612,0.716803,0.803819,0.653458,0.751543,0.865394,0.217955,0.552513,0.152909,0.051367,0.130137,0.065361,0.363766,0.009651,0.006467,0.010706,0.010938,0.008572,0.008029,0.002083,0.02566,0.003569,0.014805,0.045447,0.003864,0.00745,0.0377,0.350099,0.179511,0.127651,0.847101,0.320261,0.252428,0.380676,0.597454,0.483471,0.296557,0.311488,0.316811,0.256015,0.298038,0.305014,0.303278,0.289191,0.292133,0.277332,0.172551,0.238992,0.185165,0.208676,0.311111,0.311125,0.254534,0.281022,0.258717,0.292894,0.29334,0.285261,0.301262,0.333237,0.304191,0.001622,0.011463,0.006893,0.015392,0.007629,0.010743,0.004371,0.007207,0.001806,0.01227,0.015325,0.01933,0.002343,0.003211,0.007501,0.008865,0.278717,0.349984,0.365182,0.350588,0.263263,0.290269,0.217861,0.289687,0.096328,0.048947,0.42199,0.254965,0.166868,0.111648,0.401637,0.321021,0.396415,0.392322,0.307233,0.525933,0.529053,0.385825,0.336084,0.556741,0.062195,0.011799,0.075243,0.058602,0.193484,0.029905,0.023289,0.021849,0.042132,0.014698,0.09673,0.145646,0.172126,0.201873,0.036701,0.137793,0.13654,0.027964,0.061184,0.026658,0.037066,0,0,0,0,1,0
954,0.522351,0.53664,0.525603,0.609899,0.615532,0.610532,0.67794,0.758518,0.470316,0.536488,0.684016,0.648504,0.600786,0.823401,0.822232,0.124049,0.250344,0.63177,0.416483,0.003166,0.002924,0.00375,0.012626,0.009818,0.011311,0.012039,0.003607,0.004206,0.333082,0.175137,0.063027,0.154714,0.408848,0.070949,0.355784,0.189131,0.145467,0.555613,0.336098,0.224459,0.063552,0.691415,0.0,0.0,0.0,0.0,0.006118,0.032668,0.114499,0.135919,0.164362,0.178875,0.168244,0.121488,0.179822,0.172798,0.254822,0.069204,0.127963,0.192421,0.229739,0.266063,0.259911,0.194973,0.2262,0.284108,0.316118,0.028554,0.026452,0.038237,0.000744,0.004508,0.006937,0.011601,0.020819,0.02424,0.079556,0.038576,0.022015,0.052816,0.066254,0.020511,0.006802,0.029086,0.040258,0.030137,0.086342,0.094695,0.159454,0.162742,0.19223,0.20736,0.211621,0.317845,0.19015,0.240372,0.249072,0.174483,0.263229,0.260702,0.358595,0.340479,0.445015,0.447475,0.407217,0.485518,0.569523,0.001656,0.002706,0.010821,0.014675,0.063164,0.124995,0.024594,0.057846,0.128722,0.077463,0.060896,0.11251,0.102943,0.110419,0.187177,0.200489,0.109277,0.089623,0.083803,0.157757,0.069696,0,0,0,0,1,0
955,0.205061,0.470472,0.553631,0.415633,0.719703,0.635114,0.586537,0.519635,0.75702,0.881127,0.951492,0.960106,0.898357,0.958891,0.961769,0.82449,0.769791,0.71424,0.940311,0.077574,0.018689,0.009343,0.12085,0.243626,0.309837,0.080753,0.405315,0.008935,0.564082,0.626027,0.347437,0.310196,0.120487,0.195095,0.096463,0.008216,0.030279,0.004474,0.014021,0.027229,0.011698,0.203465,0.057428,0.089458,0.148841,0.260988,0.121763,0.252586,0.119314,0.293086,0.364294,0.303484,0.270014,0.340233,0.37548,0.431763,0.358203,0.357428,0.33954,0.335048,0.334829,0.333148,0.350912,0.329472,0.338711,0.349938,0.361091,0.019796,0.035189,0.002156,0.00199,0.0449,0.080864,0.011846,0.015038,0.001275,0.001853,0.000129,0.000279,0.000279,0.000247,0.002846,0.002131,0.0,0.186214,0.278549,0.095064,0.341519,0.387033,0.425389,0.406155,0.230173,0.234411,0.450047,0.456276,0.473553,0.387581,0.490338,0.539229,0.524009,0.519234,0.492865,0.549819,0.536254,0.481537,0.506106,0.557937,0.049965,0.011943,0.126518,0.146079,0.023846,0.008706,0.043067,0.238195,0.226122,0.003,0.006536,0.002982,0.002189,0.001841,0.002218,0.005795,0.001229,0.001849,0.010633,0.006378,0.000861,0,0,0,0,1,0
956,0.67749,0.906236,0.894609,0.656048,0.893737,0.921204,0.564163,0.693188,0.592746,0.362542,0.572614,0.531999,0.561699,0.569759,0.477793,0.579863,0.400027,0.069302,0.0,0.026022,0.005679,0.012325,0.228496,0.020543,0.019623,0.024674,0.130379,0.193438,0.287157,0.30896,0.205982,0.231209,0.325727,0.384879,0.498139,0.430778,0.350445,0.004878,0.98312,0.523931,0.413807,0.782238,0.1912,0.194444,0.185089,0.183224,0.296152,0.22273,0.348834,0.32869,0.318971,0.314335,0.299808,0.294458,0.35262,0.371337,0.290432,0.264156,0.562565,0.349383,0.31096,0.341344,0.289458,0.248923,0.272579,0.319938,0.355357,0.019455,0.009043,0.003674,0.025779,0.077707,0.006994,0.005529,0.005903,0.009885,0.550664,0.014242,0.012598,0.001624,0.012725,0.019507,0.019105,0.20178,0.396527,0.330023,0.265007,0.384449,0.315195,0.364992,0.338981,0.354525,0.340882,0.310744,0.354055,0.366031,0.382705,0.376845,0.35042,0.36167,0.383857,0.411679,0.463477,0.460011,0.416387,0.457987,0.490931,0.016717,0.016716,0.039021,0.023071,0.03534,0.051017,0.056674,0.035015,0.029608,0.031603,0.129732,0.086143,0.039733,0.079824,0.106455,0.102672,0.025087,0.050916,0.076291,0.059843,0.089098,0,0,0,0,1,0
957,0.370614,0.377976,0.333591,0.403276,0.526331,0.326405,0.558151,0.732595,0.498411,0.507023,0.705387,0.571814,0.748248,0.459863,0.759376,0.685865,0.679469,0.84643,0.543564,0.000117,0.000792,0.001949,0.002334,0.482212,0.199281,0.002459,0.435257,0.008168,0.268714,0.357421,0.007058,0.01267,0.470851,0.305022,0.313643,0.362181,0.012356,0.270401,0.271948,0.216445,0.280437,0.286501,0.075055,0.092771,0.114184,0.195693,0.051289,0.088923,0.048923,0.303635,0.144307,0.013642,0.061982,0.314685,0.33454,0.138519,0.326653,0.318374,0.324547,0.264396,0.190171,0.0,0.294424,0.281742,0.261886,0.262894,0.234856,0.00192,0.078198,0.00272,0.005646,0.049728,0.184823,0.005217,0.008475,0.016619,0.027513,0.017691,0.005039,0.011446,0.011747,0.00717,0.011977,0.036198,0.059973,0.10089,0.0,0.147656,0.50199,0.523495,0.253601,0.0,0.0,0.491222,0.542662,0.260266,0.008857,0.555667,0.517177,0.10316,0.068863,0.550288,0.226103,0.294831,0.567689,0.53943,0.240271,0.009679,0.020311,0.424152,0.238141,0.037394,0.025526,0.102816,0.003454,0.005119,0.047698,0.034745,0.330047,0.036968,0.020574,0.034971,0.04339,0.290672,0.042168,0.056613,0.042543,0.072966,0,0,0,0,1,0
958,0.963852,0.958042,0.907201,0.907986,0.961284,0.474755,0.183851,0.618248,0.284828,0.42049,0.533537,0.39663,0.260621,0.537747,0.492029,0.536642,0.434542,0.345801,0.409973,0.00048,0.001932,0.233092,0.299305,0.208101,0.04923,0.278481,0.062131,0.120688,0.174856,0.25285,0.083894,0.20214,0.63526,0.283034,0.282913,0.180138,0.213878,0.406946,0.397762,0.182381,0.215419,0.263784,0.275254,0.214444,0.148004,0.329321,0.33382,0.271111,0.318052,0.338004,0.313464,0.341516,0.360398,0.339321,0.365233,0.367942,0.34607,0.350357,0.353436,0.375741,0.371385,0.362305,0.413985,0.373649,0.484417,0.390549,0.416612,0.001813,0.000744,0.003036,0.001881,0.002952,0.00273,0.001915,0.003214,0.017861,0.002653,0.004892,0.004282,0.012051,0.309537,0.029044,0.066489,0.47362,0.438764,0.328614,0.47523,0.483975,0.345254,0.39372,0.429068,0.494901,0.530249,0.406334,0.424204,0.517836,0.556998,0.524647,0.528762,0.431987,0.399524,0.649937,0.55125,0.522846,0.777096,0.680824,0.549047,0.000913,0.013058,0.003003,0.0049,0.08014,0.035601,0.046674,0.010668,0.036496,0.345072,0.128869,0.0531,0.126899,0.07053,0.216756,0.24303,0.024933,0.169371,0.295431,0.066273,0.037001,0,0,0,0,1,0
959,0.455842,0.453612,0.40933,0.608535,0.674252,0.461413,0.723972,0.66923,0.578662,0.348586,0.776618,0.788736,0.421475,0.782107,0.785335,0.473747,0.219914,0.409646,0.721919,0.016688,0.027297,0.503683,0.36081,0.255605,0.191766,0.231218,0.354966,0.248096,0.44628,0.207846,0.072789,0.077767,0.150428,0.405096,0.072064,0.453281,0.051039,0.10346,0.339098,0.51369,0.195672,0.006619,0.099794,0.101372,0.128923,0.273519,0.174074,0.144588,0.316193,0.310055,0.217058,0.114643,0.219005,0.256927,0.131276,0.255816,0.343909,0.225267,0.198409,0.263176,0.347455,0.349966,0.369163,0.418004,0.296845,0.48644,0.365713,0.1534,0.154949,0.042985,0.059228,0.063239,0.067521,0.001153,0.00067,0.001593,0.032212,0.001036,0.000397,0.11468,0.051113,0.029359,0.036132,0.074544,0.05683,0.091295,0.279086,0.286187,0.420525,0.369453,0.196345,0.278661,0.454688,0.384013,0.368928,0.369286,0.464316,0.311628,0.402979,0.508387,0.438417,0.313965,0.497797,0.471037,0.510255,0.27137,0.519245,0.089506,0.030644,0.164719,0.257857,0.085752,0.049272,0.16248,0.022387,0.014015,0.010393,0.263219,0.035776,0.049049,0.005766,0.558698,0.174749,0.090501,0.090734,0.294672,0.05407,0.022305,0,0,0,0,1,0
960,0.856185,0.809177,0.728363,0.785517,0.813345,0.365355,0.451639,0.369073,0.638682,0.658615,0.580003,0.591458,0.695384,0.606798,0.799477,0.673379,0.732914,0.777957,0.811014,0.00411,0.035392,0.085369,0.12306,0.044442,0.115432,0.217241,0.071629,0.128141,0.389235,0.20541,0.190647,0.159634,0.079812,0.016884,0.054954,0.404703,0.471271,0.005773,0.082348,0.574119,0.59104,0.070873,0.255357,0.281413,0.29915,0.285274,0.242332,0.319897,0.255528,0.263635,0.328971,0.257208,0.2443,0.274403,0.315295,0.281296,0.274307,0.287455,0.291756,0.357695,0.286763,0.344863,0.246687,0.283121,0.51358,0.372709,0.378786,0.015269,0.004545,0.006578,0.002876,0.021462,0.010974,0.017652,0.017438,0.019712,0.016167,0.043132,0.050526,0.002219,0.022007,0.004316,0.041457,0.35259,0.308262,0.339618,0.2725,0.249888,0.362542,0.41386,0.551675,0.637491,0.572139,0.652286,0.630524,0.69289,0.700271,0.453939,0.553587,0.60146,0.629115,0.423678,0.528102,0.540895,0.541074,0.530942,0.544373,0.144494,0.055228,0.069735,0.419966,0.444075,0.238732,0.10513,0.080073,0.143849,0.049402,0.116346,0.024253,0.097439,0.091692,0.184042,0.20532,1.0,0.017296,0.013179,0.063449,0.002734,0,0,0,0,1,0
961,0.689344,0.711737,0.715298,0.58721,0.598439,0.686409,0.501192,0.318106,0.407479,0.45722,0.311618,0.317708,0.538743,0.311611,0.591164,0.57657,0.54781,0.584332,0.729743,0.063264,0.011562,0.031277,0.074956,0.0768,0.153452,0.161887,0.107393,0.152101,0.113395,0.080906,0.246243,0.186491,0.08057,0.028372,0.143202,0.008868,0.223652,0.097578,0.359236,0.007759,0.059934,0.275235,0.303464,0.300885,0.309122,0.307359,0.350384,0.350501,0.338505,0.319554,0.381571,0.36404,0.365988,0.310014,0.29441,0.374904,0.307757,0.293004,0.351049,0.371269,0.367112,0.387229,0.35,0.329307,0.369753,0.393827,0.414335,0.00456,0.003889,0.006898,0.007664,0.005108,0.000955,0.006751,0.00428,0.0032,0.015487,0.00363,0.003837,0.016169,0.01146,0.017701,0.002985,0.236502,0.227266,0.238605,0.207841,0.163312,0.109568,0.132123,0.314222,0.250123,0.253556,0.155305,0.100577,0.156457,0.219415,0.073672,0.153997,0.147589,0.303285,0.236402,0.164799,0.398629,0.663155,0.578189,0.291879,0.070761,0.064751,0.169792,0.150793,0.132231,0.021783,0.144832,0.193185,0.101909,0.13674,0.055661,0.005442,0.064543,0.162421,0.247248,0.038329,0.009295,0.673723,0.576441,0.124516,0.030999,0,0,0,0,1,0
962,0.565878,0.649933,0.715948,0.647154,0.694651,0.701173,0.633132,0.533992,0.697733,0.660152,0.626337,0.623712,0.735957,0.628628,0.621271,0.619631,0.726046,0.765223,0.384801,0.005353,0.004319,0.002648,0.007256,0.007023,0.047789,0.102882,0.077222,0.023933,0.099053,0.084313,0.023702,0.030658,0.075563,0.063295,0.053163,0.031457,0.030932,0.117619,0.220371,0.186635,0.260909,0.404432,0.179328,0.190645,0.198553,0.20906,0.174726,0.256221,0.225734,0.234177,0.278189,0.264067,0.250535,0.264033,0.258265,0.253656,0.228203,0.236708,0.232819,0.214849,0.258134,0.234259,0.217044,0.229465,0.282977,0.41834,0.350014,0.000486,0.000655,0.005426,0.001592,0.000909,0.000783,0.000725,0.000613,0.004697,0.008427,0.044916,0.003554,0.015108,0.037811,0.143397,0.014798,0.0,0.015141,0.128746,0.0,0.001029,0.218096,0.289553,0.304169,0.281893,0.228261,0.346361,0.372719,0.344337,0.354726,0.404355,0.420021,0.414363,0.407463,0.422068,0.483416,0.489768,0.514571,0.528762,0.43268,0.003703,0.007176,0.024552,0.064256,0.016141,0.013712,0.031478,0.01909,0.016462,0.013241,0.012993,0.020289,0.017657,0.012955,0.054099,0.100823,0.127619,0.105155,0.073016,0.178043,0.064923,0,0,0,0,1,0
963,0.479619,0.387991,0.387068,0.615185,0.661518,0.841291,0.708733,0.861564,0.549899,0.569938,0.869511,0.561161,0.552864,0.732942,0.412395,0.754905,0.811407,0.8277,0.824807,0.037674,0.049615,0.053209,0.004431,0.075485,0.060474,0.092139,0.000998,0.053031,0.000848,0.040597,0.271431,0.240501,0.097091,0.160288,0.202843,0.290081,0.527293,0.396005,0.330775,0.691054,0.414629,0.012408,0.171722,0.181646,0.186866,0.161722,0.207599,0.32404,0.261557,0.260933,0.257901,0.326509,0.324088,0.28941,0.299952,0.337147,0.280089,0.283827,0.320206,0.338416,0.35345,0.335652,0.327551,0.333532,0.337174,0.351879,0.349952,0.000992,0.014614,0.007615,0.005287,0.003954,0.001313,0.006617,0.017104,0.006069,0.002772,0.006341,0.021399,0.00354,0.005499,0.000447,0.000284,0.058776,0.016506,0.08623,0.163178,0.225611,0.263777,0.256967,0.332774,0.460592,0.146527,0.340311,0.32668,0.465848,0.421486,0.372383,0.574287,0.547918,0.387312,0.481593,0.503411,0.513643,0.440441,0.417651,0.466955,0.035395,0.153073,0.093163,0.048785,0.008143,0.085955,0.063521,0.101521,0.301732,0.040584,0.032841,0.108025,0.192888,0.570036,0.176308,0.147541,0.228047,0.074108,0.006683,0.009537,0.007183,0,0,0,0,1,0
964,0.776632,0.773084,0.771148,0.730772,0.717099,0.80734,0.548104,0.807891,0.571305,0.523888,0.521929,0.718982,0.587155,0.587423,0.591561,0.40431,0.389948,0.391337,0.508639,8.2e-05,0.000581,0.002608,0.114554,0.01605,0.0162,0.003133,0.214238,0.01021,0.115398,0.07259,0.002068,0.002892,0.071403,0.092913,0.11377,0.109138,0.071658,0.111914,0.081324,0.070887,0.070625,0.258825,0.257922,0.253903,0.257702,0.266948,0.329842,0.255782,0.448368,0.438861,0.31856,0.308999,0.318196,0.600089,0.491722,0.361824,0.748697,0.725857,0.702359,0.702414,0.601372,0.334239,0.699383,0.74489,0.841337,0.519492,0.537449,0.011119,0.015914,0.000108,0.007082,0.054208,0.042798,0.000661,0.000902,0.026802,0.05453,0.166853,0.039595,0.042724,0.042079,0.126448,0.155291,0.216564,0.196133,0.192644,0.340725,0.298354,0.45083,0.384136,0.34994,0.341128,0.313003,0.530294,0.552648,0.378981,0.330582,0.661489,0.612464,0.41632,0.350454,0.691034,0.714484,0.68088,0.57772,0.56231,0.677279,0.000502,0.00775,0.115972,0.048044,0.053545,0.056237,0.067575,0.005496,0.0058,0.037893,0.088695,0.179024,0.245564,0.082049,0.041212,0.0308,0.05248,0.403322,0.278237,0.338109,0.246163,0,0,0,0,1,0
965,0.754662,0.938304,0.927556,0.610865,0.666074,0.71077,0.235427,0.66883,0.222365,0.282988,0.723396,0.548618,0.210726,0.604321,0.681614,0.209052,0.226537,0.40777,0.521867,0.107301,0.000551,0.20532,0.218733,0.113322,0.06725,0.05704,0.127391,0.174873,0.167386,0.346057,0.168269,0.153801,0.204878,0.148163,0.142299,0.200171,0.21063,0.179003,0.086204,0.171728,0.243988,0.203647,0.327833,0.329774,0.328772,0.42727,0.299163,0.33323,0.338025,0.317936,0.384979,0.396015,0.447229,0.369122,0.368306,0.422853,0.335974,0.361063,0.382593,0.401591,0.441043,0.418203,0.34428,0.348505,0.406927,0.343073,0.361818,0.003086,0.002484,0.013643,0.009299,0.003204,0.004537,0.004881,0.00597,0.004908,0.003655,0.005967,0.0034,0.005849,0.003769,0.004562,0.011309,0.413815,0.499911,0.476036,0.399054,0.363538,0.465121,0.428923,0.562545,0.734042,0.74281,0.491781,0.535248,0.676284,0.733953,0.459921,0.643273,0.693729,0.720914,0.458937,0.704363,0.728127,0.536277,0.57782,0.681025,0.002299,0.000536,0.025455,0.019962,0.11595,0.035331,0.058138,0.050671,0.036465,0.014664,0.079174,0.042494,0.073193,0.043289,0.060246,0.18658,0.064446,0.07283,0.072952,0.174252,0.065029,0,0,0,0,1,0
