,attr1,attr3,attr4,attr6,attr13,attr23,attr26,attr27,attr30,attr32,attr34,attr35,attr36,attr37,attr40,attr43,attr47,attr51,attr53,attr54,attr56,attr57,attr58,attr60,attr61,attr62,attr63,attr70,attr74,attr77,attr78,attr79,attr80,attr81,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr91,attr93,attr94,attr95,attr98,attr103,attr104,attr108,attr110,attr111,attr114,attr115,attr116,attr118,attr120,attr121,attr123,attr129,attr131,attr133,attr138,attr139,attr141,attr142,attr144,attr146,attr147,attr148,attr150,attr152,attr153,attr155,attr157,attr160,attr168,attr171,attr175,attr178,attr183,attr184,attr185,attr186,attr187,attr189,attr190,attr192,attr198,attr199,attr200,attr206,attr207,attr209,attr210,attr212,attr214,attr222,attr224,attr225,attr226,attr227,attr232,attr233,attr235,attr236,attr237,attr238,attr240,attr241,attr242,attr244,attr245,attr247,attr250,attr251,attr254,attr256,attr257,attr260,attr262,attr265,attr266,attr267,attr268,attr269,attr279,attr280,attr281,attr283,attr284,attr288,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
1193,0.619079,0.697742,0.569072,0.635715,0.661042,0.627612,0.812826,0.807686,0.585052,0.834279,0.828078,0.696419,0.632463,0.561775,0.78349,0.417266,0.722591,0.155186,0.179243,0.038991,0.000163,0.000352,0.441203,0.189933,0.098928,0.000438,0.000227,7.8e-05,0.13153,0.066438,0.021398,0.213515,0.208128,0.192175,0.229089,0.385941,0.125796,0.342911,0.27831,0.476644,0.120975,0.462576,0.31991,0.240508,0.476943,0.07157,0.12805,0.120534,0.18635,0.179236,0.121437,0.169643,0.179118,0.234435,0.207818,0.153134,0.168096,0.241899,0.200168,0.253969,0.193992,0.228301,0.245523,0.139324,0.162056,0.170702,0.228186,0.285113,0.000442,0.012398,0.003446,7.4e-05,0.000259,0.015778,0.000548,0.00021,0.013516,0.020532,0.011772,0.026797,0.022088,0.011476,0.01705,0.007271,0.017344,0.011164,0.012086,0.189617,0.275174,0.270898,0.325495,0.354929,0.14932,0.13017,0.281738,0.398012,0.462453,0.188119,0.188204,0.309898,0.375304,0.331216,0.400929,0.434069,0.484991,0.544569,0.462305,0.424709,0.449711,0.449971,0.570862,0.431651,0.057582,0.046736,0.00114,0.157828,0.048056,0.138692,0.004647,0.06056,0.343536,0.00044,0.00466,0.120397,0.074723,0.016224,0.321218,0.420012,0.049021,0.028517,0.143666,0.034846,0,0,0,0,0,1
1194,0.730717,0.744336,0.750672,0.703883,0.612717,0.668677,0.602483,0.641396,0.555529,0.318851,0.655138,0.605835,0.436773,0.394606,0.548774,0.358436,0.380875,0.000304,0.001082,0.001911,0.082932,0.001451,0.002201,0.19004,0.051068,0.182357,0.175384,0.167257,0.5091,0.139757,0.112304,0.184645,0.588503,0.521117,0.173362,0.151299,0.21638,0.206401,0.301315,0.327775,0.703332,0.133635,0.265622,0.239412,0.20512,0.233994,0.181113,0.173006,0.216256,0.195401,0.126811,0.18681,0.207986,0.182203,0.125171,0.166833,0.145183,0.194378,0.194835,0.181221,0.101077,0.181661,0.143287,0.172978,0.171781,0.171889,0.206742,0.207342,9.3e-05,0.000679,0.000329,0.004702,0.000141,0.003777,0.015133,0.014308,0.020993,0.03038,0.023965,0.019786,0.017916,0.021942,0.018091,0.008344,0.018409,0.021791,0.018042,0.196294,0.196657,0.196321,0.426159,0.400884,0.330915,0.334536,0.252071,0.390542,0.259299,0.370467,0.329515,0.452923,0.583753,0.731076,0.733176,0.666882,0.425907,0.422471,0.425181,0.703581,0.728712,0.730753,0.720276,0.722165,0.001173,0.004542,0.048794,0.004481,0.150507,0.057442,0.000933,0.058801,0.026287,0.018398,0.00136,0.058438,0.029486,0.031273,0.017312,0.157215,0.140077,0.352608,0.204514,0.094691,0,0,0,0,0,1
1195,0.325117,0.498958,0.529109,0.995785,0.928595,0.557823,0.625974,0.687789,0.42445,0.519191,0.568327,0.114114,0.531812,0.486614,0.595757,0.533448,0.55015,0.119278,0.149042,0.315681,0.138478,0.201332,0.144025,0.272935,0.26073,0.322405,0.527115,0.547429,0.198744,0.670646,0.264024,0.232578,0.342029,0.327608,0.662051,0.539316,0.573997,0.495893,0.528901,0.563711,0.513938,0.060166,0.108288,0.232758,0.214194,0.516077,0.273981,0.279766,0.26294,0.261636,0.277818,0.233742,0.288003,0.285768,0.297161,0.221859,0.22698,0.249087,0.238974,0.235677,0.249365,0.228208,0.227831,0.161742,0.156274,0.171528,0.181578,0.272603,0.003662,0.007109,0.003769,0.000661,0.00275,0.00585,0.0049,0.016402,0.014874,0.125609,0.094891,0.046223,0.03619,0.042272,0.095311,0.047172,0.00591,0.007833,0.010087,0.41487,0.381738,0.379616,0.409674,0.434074,0.541037,0.528443,0.468605,0.475452,0.476134,0.640589,0.706685,0.632261,0.574339,0.521793,0.461202,0.477875,0.493261,0.524122,0.518028,0.39523,0.394369,0.394499,0.401162,0.421232,0.007458,0.013473,0.005962,0.013466,0.116502,0.035816,0.14647,0.064293,0.030625,0.101462,0.294681,0.525702,0.189699,0.310716,0.112091,0.167357,0.108499,0.127248,0.028409,0.049359,0,0,0,0,0,1
1196,0.609842,0.61968,0.623348,0.617002,0.683782,0.637162,0.597083,0.639623,0.632002,0.452937,0.188046,0.260564,0.085105,0.144048,0.334823,0.096595,0.490599,0.00233,0.003247,0.003225,0.002637,0.002918,0.003927,0.102891,0.005501,0.002989,0.003124,0.003135,0.211692,0.501246,0.205547,0.409648,0.563763,0.653777,0.065746,0.081588,0.5932,0.879044,0.900672,0.869567,0.882502,0.288048,0.56173,0.349551,0.247124,0.525796,0.16117,0.163011,0.350363,0.180901,0.163157,0.291715,0.450435,0.451297,0.172015,0.292067,0.425445,0.461223,0.479331,0.476464,0.379699,0.421185,0.493928,0.369076,0.40549,0.423384,0.449775,0.616151,0.000573,0.001667,0.000791,0.000836,0.000843,0.103527,0.000319,0.000239,0.005445,0.045817,0.010233,0.07164,0.030282,0.024781,0.02454,0.042471,0.130091,0.037109,0.006814,0.0,0.0,0.0,0.204052,0.23721,0.0,0.0,0.141935,0.433069,0.419213,0.10236,0.443169,0.473464,0.484314,0.404738,0.386077,0.354579,0.392206,0.436358,0.622156,0.365433,0.356795,0.370252,0.38811,0.747023,0.003245,0.007342,0.006378,0.075409,0.854241,0.16256,0.00584,0.033359,0.006841,0.006365,0.612107,0.321307,0.026784,0.02488,0.199619,0.037122,0.143417,0.122796,0.140504,0.00734,0,0,0,0,0,1
1197,0.809405,0.800718,0.796976,0.783882,0.804011,0.704009,0.690213,0.714394,0.656978,0.667957,0.455298,0.173055,0.482575,0.4334,0.513668,0.631641,0.57551,0.000528,0.000381,0.00049,0.000407,0.000481,0.000553,0.000487,0.016193,0.014532,0.110452,0.205846,0.183668,0.319414,0.172296,0.239005,0.149906,0.420691,0.270143,0.242796,0.135085,0.265152,0.227246,0.525582,0.447788,0.226757,0.09441,0.226077,0.19568,0.236539,0.107908,0.108007,0.119573,0.135639,0.133105,0.15489,0.21341,0.224195,0.232366,0.212238,0.332797,0.283096,0.401723,0.228136,0.191051,0.240944,0.162708,0.33726,0.319882,0.293072,0.199265,0.173878,0.000928,0.000107,0.000439,8.9e-05,0.000276,5.4e-05,0.013355,0.007532,0.080661,0.016442,0.17193,0.033973,0.23202,0.135504,0.140772,0.040433,0.016328,0.022355,0.025358,0.215816,0.199116,0.18942,0.236138,0.216871,0.242626,0.282654,0.338529,0.386117,0.467331,0.568551,0.689878,0.562983,0.514816,0.622681,0.542514,0.557522,0.638031,0.772204,0.745439,0.550132,0.476964,0.49335,0.655046,0.7066,0.003376,0.000556,0.001789,0.002576,0.005204,0.086418,0.0043,0.149564,0.183218,0.096423,0.087779,0.116397,0.148335,0.256228,0.178614,0.128795,0.03551,0.071657,0.109851,0.219205,0,0,0,0,0,1
1198,0.601181,0.610538,0.630774,0.634629,0.697853,0.622602,0.599333,0.769272,0.707199,0.693429,0.812354,0.820826,0.675166,0.390499,0.520445,0.481573,0.502724,0.002546,0.004226,0.003458,0.002891,0.022113,0.20427,0.229898,0.070152,0.002689,0.002567,0.001485,0.539182,0.0034,0.272454,0.497057,0.386044,0.513963,0.083607,0.024119,0.211182,0.528986,0.558035,0.286599,0.371387,0.40952,0.105253,0.082192,0.027624,0.010155,0.113205,0.107985,0.18138,0.166294,0.131093,0.240666,0.247714,0.261972,0.146001,0.364458,0.255626,0.27192,0.217822,0.22332,0.242039,0.236045,0.254885,0.181994,0.187853,0.153434,0.111249,0.097131,0.002138,0.001527,0.000697,0.000894,0.004029,0.027269,0.000252,0.000356,0.00698,0.001196,0.016317,0.12875,0.305002,0.151972,0.014008,0.008829,0.019774,0.020297,0.007007,0.094315,0.090362,0.105833,0.291847,0.319334,0.156746,0.153161,0.449468,0.423543,0.415861,0.239682,0.534383,0.511334,0.497873,0.558254,0.499309,0.514192,0.51522,0.512496,0.514506,0.544017,0.547346,0.550402,0.420276,0.386566,0.003245,0.003038,0.003336,0.326974,0.474348,0.26147,0.156319,0.007451,0.005859,0.00302,0.14907,0.008688,0.010723,0.06232,0.027467,0.011869,0.089317,0.092991,0.014146,0.030838,0,0,0,0,0,1
1199,0.863841,0.84359,0.836461,0.889365,0.853868,0.895752,0.882986,0.874168,0.885035,0.856302,0.852826,0.752891,0.669371,0.885258,0.844778,0.527228,0.814519,0.000404,0.047021,0.047976,0.001245,0.000979,0.024085,0.087955,0.067688,0.047845,0.186679,0.245087,0.1234,0.196925,0.274076,0.091557,0.130756,0.142754,0.128246,0.151018,0.268427,0.118126,0.195431,0.156535,0.125103,0.34594,0.335738,0.130085,0.110356,0.46991,0.15855,0.188378,0.155264,0.162042,0.157512,0.174767,0.158123,0.156136,0.163715,0.173083,0.156709,0.178903,0.173809,0.218546,0.141289,0.21332,0.196128,0.125432,0.204901,0.212992,0.190445,0.191648,8.9e-05,0.008115,0.008798,0.002506,9.8e-05,0.00655,0.0038,0.012917,0.008864,0.025474,0.012641,0.013395,0.013875,0.017823,0.013048,0.009845,0.013833,0.015067,0.015537,0.284031,0.28798,0.27831,0.346193,0.348041,0.292615,0.276538,0.34574,0.365967,0.447768,0.369556,0.363975,0.40787,0.431969,0.426065,0.490945,0.468556,0.483421,0.470911,0.481276,0.533042,0.533369,0.524238,0.504132,0.494656,0.000601,0.007956,0.002423,0.018976,0.024132,0.01439,0.000626,0.014598,0.032709,0.044078,0.005204,0.032249,0.016844,0.00744,0.030706,0.024836,0.010092,0.007893,0.009946,0.019695,0,0,0,0,0,1
1200,0.767453,0.759443,0.753984,0.744403,0.774063,0.657465,0.721618,0.416888,0.650252,0.636873,0.24031,0.354335,0.502883,0.575463,0.438641,0.61982,0.34195,0.000528,0.000601,0.00077,0.000773,0.000618,0.000681,0.000748,0.000587,0.008509,0.153663,0.503878,0.197602,0.367305,0.288122,0.119698,0.339674,0.283055,0.230209,0.206993,0.169538,0.454291,0.397007,0.500101,0.154616,0.255099,0.121057,0.165227,0.380583,0.264086,0.09313,0.088919,0.105772,0.109017,0.105252,0.115828,0.122568,0.15197,0.208743,0.151818,0.253353,0.230932,0.349972,0.24513,0.201467,0.16737,0.18722,0.33095,0.31159,0.279213,0.193183,0.179635,0.000186,0.000156,0.000156,0.000336,0.000895,0.000151,0.000947,0.043285,0.039768,0.018446,0.110104,0.293123,0.432011,0.085254,0.055773,0.020386,0.019809,0.02302,0.017303,0.184991,0.16952,0.1526,0.191816,0.185938,0.188576,0.209988,0.255701,0.262207,0.430664,0.460623,0.575582,0.57442,0.502912,0.56659,0.550792,0.622125,0.794723,0.697447,0.687473,0.536196,0.487782,0.491663,0.661937,0.693548,0.001602,0.001536,0.001526,0.002315,0.00178,0.001956,0.00423,0.008214,0.168633,0.105035,0.047296,0.1492,0.1084,0.127628,0.317307,0.09677,0.054235,0.155251,0.099497,0.2577,0,0,0,0,0,1
1201,0.333284,0.379561,0.610876,1.0,1.0,0.350651,1.0,1.0,0.292725,0.531252,1.0,1.0,0.361802,0.379899,0.826472,0.489771,0.499204,0.025237,0.57101,0.000831,0.0,0.020523,0.02881,0.512748,0.00014,0.000515,4.3e-05,0.000288,0.420774,0.000433,0.033362,0.044115,0.055368,0.451544,0.000307,0.008357,0.251811,0.254918,0.361558,0.419401,0.400477,0.239073,0.024455,0.009865,0.144477,0.135666,0.214409,0.26026,0.143893,0.223562,0.236937,0.139677,0.128705,0.177128,0.253311,0.164106,0.145698,0.182415,0.160716,0.199452,0.209192,0.234513,0.245862,0.204717,0.227743,0.21723,0.179478,0.230676,0.003645,0.002825,0.002147,0.001324,0.005087,0.006598,0.00306,0.004305,0.009693,0.00582,0.005393,0.007088,0.010577,0.009928,0.025237,0.013087,0.015225,0.00471,0.002431,0.241966,0.212433,0.30402,0.235891,0.32243,0.453251,0.480424,0.265186,0.314587,0.451119,0.46882,0.388303,0.362593,0.347593,0.481581,0.485301,0.504375,0.498874,0.471041,0.424893,0.55632,0.551837,0.556275,0.728537,0.569682,0.011838,0.005152,0.002745,0.013825,0.20235,0.003775,0.017978,0.015482,0.002395,0.001687,0.011887,0.021506,0.017997,0.002501,0.003048,0.086096,0.072959,0.046994,0.004121,0.200305,0,0,0,0,0,1
1202,0.622423,0.62857,0.949228,1.0,0.986195,0.631253,0.848143,0.761049,0.632631,0.644229,0.701822,0.546699,0.5045,0.617894,0.621038,0.409271,0.483617,0.094043,0.261569,0.000389,0.031231,0.004486,0.099425,0.328089,0.017241,0.012037,0.028755,0.40186,0.170428,0.137115,0.036319,0.099749,0.458139,0.182212,0.84165,0.402445,0.213212,0.08415,0.286098,0.389785,0.257116,0.809444,0.373234,0.393479,0.220806,0.307976,0.311254,0.245493,0.289805,0.314116,0.217159,0.310654,0.298914,0.3277,0.309606,0.288278,0.31894,0.331867,0.453187,0.320567,0.204673,0.36423,0.248941,0.183579,0.282741,0.289494,0.18801,0.170609,0.000435,0.005752,0.004964,0.006083,0.000597,0.007188,0.017127,0.019132,0.008384,0.005003,0.510412,0.046722,0.004245,0.025541,0.306566,0.10684,0.022188,0.059101,0.01323,0.419612,0.493481,0.497245,0.492861,0.529295,0.404747,0.335747,0.466052,0.521421,0.517131,0.34403,0.452842,0.510791,0.48951,0.440355,0.528344,0.550164,0.562225,0.468417,0.433921,0.436218,0.491331,0.506668,0.341136,0.299708,0.018115,0.003471,0.00889,0.020506,0.01143,0.005371,0.005362,0.015933,0.018474,0.047252,0.003568,0.028349,0.023954,0.051004,0.059289,0.042777,0.048653,0.052316,0.082698,0.236149,0,0,0,0,0,1
1203,0.840168,0.845428,0.848428,0.79789,0.801941,0.563544,0.776554,0.796763,0.564736,0.698977,0.816729,0.794684,0.663366,0.620798,0.816586,0.546687,0.657934,3e-06,0.0,0.0,0.176714,0.099669,0.153734,0.00038,0.000375,0.107974,0.197123,0.202869,0.069401,0.221812,0.027808,0.251073,0.240182,0.186226,0.186621,0.222091,0.077655,0.297567,0.268264,0.170402,0.064605,0.222758,0.167351,0.277879,0.195461,0.364481,0.161065,0.317465,0.182219,0.183144,0.319617,0.268296,0.247926,0.288451,0.338369,0.329183,0.286401,0.363897,0.314857,0.347685,0.34051,0.394749,0.336022,0.249555,0.215945,0.248861,0.235729,0.235883,0.000392,0.000123,7.3e-05,0.039471,0.025778,0.000264,0.048436,0.023833,0.023136,0.023404,0.013968,0.018893,0.007039,0.012847,0.038077,0.042764,0.009142,0.031111,0.021567,0.290075,0.278194,0.276291,0.346126,0.342514,0.546143,0.529273,0.492318,0.469458,0.552959,0.591147,0.61351,0.522569,0.556634,0.616839,0.5561,0.558662,0.61592,0.624871,0.620873,0.712577,0.679244,0.690187,0.714035,0.697985,0.00312,0.002172,0.21325,0.083987,0.008233,0.010288,0.006551,0.12931,0.07158,0.041584,0.030272,0.0692,0.060286,0.03049,0.037923,0.067401,0.071256,0.033633,0.176891,0.119063,0,0,0,0,0,1
1204,0.751871,0.787236,0.809074,0.840272,0.86056,0.632912,0.857286,0.738654,0.293732,0.442011,0.327623,0.389619,0.394309,0.39417,0.323271,0.571663,0.625428,0.001079,0.000715,0.000351,6.3e-05,0.001023,0.000906,0.000617,0.000554,0.000391,0.000316,0.065115,0.239758,0.359211,0.689216,0.251868,0.257626,0.581597,0.221408,0.334871,0.301742,0.286832,0.194193,0.314121,0.254109,0.221127,0.018508,0.058726,0.075364,0.028005,0.108832,0.117903,0.099655,0.10881,0.111945,0.09777,0.062693,0.124147,0.136135,0.116469,0.144603,0.153902,0.185181,0.191769,0.174825,0.150729,0.119075,0.050592,0.058898,0.086198,0.082273,0.090667,0.001235,0.00044,0.000512,0.000147,0.001029,0.000308,0.000516,0.000908,0.023312,0.003524,0.011188,0.019512,0.022431,0.013975,0.016602,0.01906,0.00511,0.002225,0.003052,0.180563,0.169081,0.173119,0.192036,0.181321,0.208835,0.199731,0.238911,0.220182,0.294818,0.278997,0.429223,0.37857,0.408382,0.44206,0.40888,0.497442,0.570108,0.322973,0.266783,0.237008,0.250406,0.242424,0.233113,0.229147,0.001361,0.00077,0.001102,0.001611,0.00144,0.002192,0.005861,0.043783,0.006301,0.006411,0.01678,0.023141,0.078135,0.219941,0.24759,0.112991,0.086643,0.314293,0.013014,0.003786,0,0,0,0,0,1
1205,0.610913,0.718205,0.721687,0.715793,0.745537,0.602786,0.669263,0.804125,0.614205,0.53954,0.830072,0.8076,0.586883,0.563668,0.375448,0.660767,0.36697,0.077002,0.000164,0.000362,0.000384,0.0837,0.070303,0.000449,0.000395,0.000766,0.000604,0.001208,0.051762,0.000111,0.163275,0.099368,0.179881,0.288679,0.031614,0.085158,0.133242,0.25698,0.649418,0.731217,0.762016,0.512678,0.580052,0.677841,0.683093,0.146062,0.112058,0.117193,0.119728,0.113759,0.118888,0.13922,0.082873,0.099586,0.126676,0.202752,0.108725,0.056028,0.077347,0.179399,0.145929,0.227415,0.161426,0.195787,0.193428,0.236981,0.187635,0.159604,0.006455,0.000151,0.000238,0.000164,0.006703,2e-05,7.5e-05,0.000418,0.005711,0.000185,0.02314,0.012948,0.052013,0.022203,0.01395,0.016021,0.029304,0.006781,0.011352,0.203922,0.086957,0.086957,0.103271,0.103773,0.099798,0.09983,0.23043,0.104213,0.109916,0.13883,0.381092,0.200686,0.147355,0.421456,0.268107,0.430771,0.415552,0.381882,0.358644,0.367174,0.432871,0.43546,0.399762,0.32466,0.250554,0.001351,2.9e-05,0.264163,0.001123,0.001123,0.046428,0.029638,0.001375,0.003575,0.081012,0.277633,0.027935,0.095595,0.063382,0.034944,0.091832,0.024079,0.037362,0.04568,0,0,0,0,0,1
1206,0.917676,0.919618,0.920433,0.873864,0.50363,0.452731,0.725578,0.672287,0.45654,0.47284,0.497493,0.393269,0.437046,0.422408,0.407231,0.612491,0.482319,4.4e-05,8.7e-05,0.10512,1.5e-05,0.000103,9.2e-05,0.0,0.261076,0.067071,0.069315,0.106293,0.705052,0.32619,0.320636,0.582516,0.65889,0.327488,0.337459,0.066594,0.365313,0.333405,0.378318,0.309431,0.355914,0.333137,0.488469,0.527377,0.50117,0.497734,0.178912,0.178254,0.199549,0.270863,0.219388,0.205042,0.207769,0.208515,0.220246,0.198574,0.226628,0.243641,0.226262,0.246354,0.217194,0.237193,0.238731,0.11156,0.144245,0.151887,0.155121,0.162967,0.000232,2.5e-05,0.002423,0.001331,0.000698,0.000327,0.004313,0.001486,0.006864,0.009963,0.011299,0.030094,0.020659,0.018888,0.019141,0.015086,0.009475,0.012019,0.034366,0.299282,0.29296,0.291349,0.364962,0.363351,0.329277,0.348311,0.396204,0.391403,0.500377,0.361798,0.441302,0.491152,0.532683,0.498717,0.509185,0.510643,0.495823,0.488442,0.493911,0.315736,0.303468,0.281061,0.279795,0.269664,0.005001,0.013025,0.009018,0.005054,0.004476,0.095077,0.001548,0.003094,0.02959,0.005937,0.038807,0.056056,0.038731,0.167983,0.311635,0.152445,0.118963,0.166369,0.044588,0.06044,0,0,0,0,0,1
1207,0.740662,0.763497,0.811923,0.616527,0.60507,0.427984,0.580772,0.622366,0.547751,0.532031,0.377099,0.492323,0.396384,0.481527,0.571851,0.561421,0.539981,0.266182,0.11094,0.527329,0.214414,0.365601,0.25357,0.297495,0.479913,0.159496,0.121537,0.259384,0.511098,0.377949,0.308701,0.412869,0.510675,0.438553,0.380487,0.277602,0.334887,0.339539,0.321061,0.265738,0.194855,0.298087,0.116733,0.21211,0.197363,0.220232,0.158151,0.291071,0.272305,0.144432,0.268103,0.249882,0.29218,0.28336,0.287942,0.236533,0.238858,0.316888,0.28401,0.214145,0.185511,0.339875,0.285421,0.42935,0.423717,0.399821,0.349328,0.389311,0.002885,0.040891,0.007175,0.028496,0.031983,0.009104,0.023256,0.026542,0.020922,0.030648,0.028775,0.110022,0.101576,0.10369,0.137661,0.191,0.119676,0.025022,0.032155,0.323929,0.338247,0.295011,0.436622,0.395666,0.377328,0.411491,0.481357,0.461942,0.544883,0.567461,0.625934,0.55916,0.561184,0.751079,0.827447,0.830991,0.945879,0.881334,0.78107,1.0,1.0,0.902315,1.0,1.0,0.216561,0.037754,0.134032,0.14465,0.119334,0.04122,0.361954,0.108999,0.126595,0.355974,0.215014,0.388661,0.234025,0.532049,0.250515,0.246071,0.319891,0.288651,0.264721,0.122148,0,0,0,0,0,1
1208,0.85639,1.0,1.0,0.69276,0.639406,0.514201,0.560218,0.551062,0.370536,0.527426,0.514187,0.48967,0.554561,0.612102,0.280223,0.865758,0.776689,0.006548,0.01736,0.356488,0.080312,0.856114,0.037179,0.348947,0.049349,0.072496,0.101871,0.138155,0.10324,0.14481,0.160209,0.152441,0.2178,0.376259,0.370794,0.265625,0.66972,0.535207,0.528605,0.510735,0.44019,0.747042,0.057441,0.012993,0.04381,0.0836,0.357384,0.341905,0.347854,0.351074,0.340873,0.349263,0.357642,0.364796,0.346023,0.31699,0.346967,0.35994,0.381715,0.348401,0.359929,0.635258,0.533634,0.407168,0.402608,0.379192,0.397727,0.403166,0.007788,0.0,0.005326,0.006309,0.014729,0.000882,0.009244,0.008571,0.009999,0.008913,0.073559,0.043369,0.021375,0.061513,0.213213,0.58544,0.045154,0.005948,0.001329,0.481963,0.479749,0.482004,0.480997,0.541426,0.517344,0.524503,0.517751,0.561174,0.557426,0.560878,0.514895,0.508443,0.551529,0.483797,0.498295,0.498785,0.572186,0.545747,0.523297,0.503221,0.475983,0.454465,0.47558,0.515329,0.000957,0.060207,0.072524,0.003317,0.055327,0.090192,0.208852,0.037855,0.10424,0.119912,0.079706,0.052849,0.05709,0.111507,0.075118,0.163771,0.166094,0.270362,0.067222,0.022167,0,0,0,0,0,1
1209,0.805592,0.811438,0.838218,0.840197,0.690797,0.770186,0.812951,0.854735,0.75346,0.863005,0.651442,0.818408,0.700811,0.805268,0.484168,0.669544,0.477174,0.063473,0.000166,0.002965,0.000114,0.063636,0.064195,0.000443,0.028553,0.474133,0.373925,0.324047,0.043494,0.250668,0.313268,0.210564,0.286811,0.055928,0.356441,0.203443,0.335452,0.175699,0.173637,0.115614,0.3717,0.27078,0.376391,0.390964,0.351824,0.223214,0.142365,0.148161,0.158162,0.216776,0.242909,0.272889,0.235536,0.195564,0.31339,0.237408,0.249792,0.24617,0.303744,0.23451,0.329456,0.218284,0.276475,0.230861,0.234733,0.198423,0.222877,0.205669,0.001498,0.001765,0.010631,0.014126,0.004483,0.004432,0.037809,0.018804,0.015013,0.011059,0.010942,0.02153,0.017075,0.017393,0.010354,0.006878,0.044069,0.022283,0.037987,0.236223,0.222816,0.212783,0.303989,0.289505,0.411487,0.273626,0.510867,0.39589,0.491897,0.552883,0.559694,0.589599,0.579912,0.529816,0.565904,0.534711,0.437143,0.533894,0.569031,0.630605,0.628712,0.610975,0.561282,0.505443,0.0198,0.06547,0.090259,0.011843,0.015776,0.212838,0.19495,0.264888,0.086107,0.090029,0.064452,0.047441,0.062287,0.08732,0.016692,0.084461,0.020168,0.027451,0.273596,0.231481,0,0,0,0,0,1
1210,0.855064,0.911177,0.835656,0.812654,0.909812,0.990879,0.718157,0.746925,0.924112,0.678637,0.668491,0.649655,0.486394,0.503157,0.564688,0.417193,0.489253,0.016787,0.092088,0.136809,0.031172,0.005304,0.006487,0.047055,0.047926,0.00408,0.010695,0.008351,0.013564,0.059849,0.17363,0.119606,0.091276,0.01736,0.016353,0.126897,0.456193,0.498335,0.47311,0.470948,0.51518,0.387109,0.399246,0.213046,0.323102,0.302143,0.260789,0.139191,0.244138,0.445154,0.236732,0.25308,0.257939,0.479826,0.359578,0.271758,0.290379,0.490136,0.334209,0.487313,0.425771,0.3726,0.348834,0.29359,0.353934,0.35022,0.262209,0.304271,0.01344,0.00256,0.091715,0.024561,0.005721,0.030455,0.005383,0.007649,0.030837,0.021946,0.119886,0.058155,0.055167,0.087562,0.085947,0.114821,0.071949,0.085361,0.414601,0.269928,0.331165,0.378386,0.353392,0.486571,0.321707,0.330133,0.360698,0.508393,0.50917,0.404404,0.41914,0.427161,0.449058,0.485575,0.488342,0.525366,0.519665,0.522106,0.525427,0.532806,0.501609,0.512262,0.496182,0.533588,0.037538,0.107841,0.051106,0.01584,0.033586,0.053456,0.021032,0.01521,0.130323,0.024958,0.011259,0.006497,0.038224,0.020187,0.093672,0.086049,0.042169,0.05584,0.146118,0.104471,0,0,0,0,0,1
1211,0.983225,0.978542,0.975908,0.968367,0.839745,0.744548,0.513478,0.327204,0.719703,0.622855,0.593697,0.689264,0.376674,0.475609,0.742169,0.091139,0.761785,0.0,0.000128,0.000234,0.000417,0.047337,0.193086,0.375029,0.486148,0.287739,0.320838,0.135142,0.129142,0.18883,0.050256,0.043713,0.093303,0.055904,0.65005,0.284377,0.11024,0.053134,0.025248,0.106879,0.066161,0.210065,0.113114,0.091257,0.005437,0.117654,0.335597,0.330844,0.366289,0.391598,0.388786,0.347449,0.392346,0.376831,0.497901,0.318635,0.324952,0.365981,0.371564,0.473793,0.521406,0.451914,0.467188,0.339801,0.410658,0.450288,0.47668,0.49085,0.0,0.000161,0.000509,0.000389,0.001623,0.007869,0.016594,0.017535,0.001026,0.02326,0.000813,0.001491,0.002237,0.003343,0.002447,0.000805,0.018795,0.002658,0.00202,0.48137,0.472703,0.467045,0.505077,0.616859,0.60316,0.692722,0.382045,0.471864,0.796643,0.864432,0.342112,0.367709,0.367966,0.052369,0.323716,0.604726,0.724626,0.786601,0.947385,0.569321,0.699421,0.730654,0.744465,0.894268,0.00159,0.002392,0.003224,0.07779,0.160988,0.217299,0.013304,0.18108,0.105822,0.094419,0.006483,0.00621,0.018157,0.303164,0.149858,0.0478,0.162192,0.149112,0.152808,0.045861,1,0,0,0,1,0
