,attr2,attr6,attr7,attr8,attr13,attr23,attr27,attr29,attr31,attr33,attr34,attr37,attr38,attr39,attr43,attr45,attr47,attr48,attr49,attr50,attr52,attr53,attr56,attr57,attr59,attr62,attr64,attr65,attr70,attr71,attr72,attr76,attr78,attr79,attr81,attr82,attr83,attr85,attr88,attr89,attr91,attr92,attr93,attr94,attr98,attr99,attr102,attr103,attr105,attr106,attr109,attr110,attr111,attr112,attr114,attr115,attr116,attr119,attr122,attr123,attr124,attr127,attr128,attr135,attr136,attr139,attr144,attr146,attr147,attr156,attr157,attr159,attr161,attr163,attr165,attr167,attr168,attr169,attr171,attr175,attr176,attr178,attr179,attr183,attr185,attr188,attr190,attr191,attr195,attr198,attr201,attr203,attr205,attr206,attr207,attr211,attr213,attr215,attr217,attr218,attr225,attr228,attr230,attr231,attr232,attr236,attr237,attr240,attr244,attr245,attr249,attr252,attr254,attr255,attr256,attr257,attr261,attr262,attr264,attr265,attr266,attr267,attr268,attr271,attr272,attr274,attr276,attr278,attr282,attr284,attr286,attr287,attr288,attr289,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
924,0.710366,0.668782,0.64889,0.652893,0.666699,0.558284,0.526898,0.451766,0.507978,0.28937,0.443638,0.320046,0.279291,0.181968,0.167652,0.17078,0.140163,0.213696,0.198962,0.008816,0.005627,0.000154,0.001313,0.002853,0.005185,0.045357,0.002087,0.000401,0.067403,0.097092,0.211537,0.158831,0.281521,0.29027,0.538797,0.388524,0.389995,0.444639,0.305688,0.11621,0.182224,0.289688,0.178708,0.244125,0.108171,0.160048,0.157716,0.158182,0.150528,0.162936,0.194595,0.255556,0.192174,0.157936,0.144636,0.196139,0.277517,0.194266,0.279698,0.307497,0.304856,0.229211,0.291584,0.33644,0.339465,0.36476,0.384993,0.368443,0.381111,0.016492,0.003127,0.016402,0.000838,0.000792,0.018656,0.004262,0.021318,0.007196,0.010123,0.004461,0.006934,0.006797,0.012038,0.020541,0.009432,0.009,0.010767,0.003213,0.003554,0.095478,0.032363,0.028247,0.068058,0.017322,0.025374,0.0,0.0,0.032061,0.074275,0.002192,0.0,0.0,0.087516,0.130301,0.020062,0.0,0.0,0.0,0.0,0.0,0.001584,0.001503,0.211014,0.019352,0.032693,0.087153,0.001061,0.08159,0.176139,0.059658,0.137921,0.041971,0.113392,0.257297,0.051189,0.162342,0.185177,0.220945,0.161959,0.126129,0.179772,0.120348,0.107354,0.076969,0.05524,0,0,0,0,1,0
925,0.716754,0.757624,0.764433,0.765448,0.785785,0.798866,0.602754,0.599836,0.672564,0.593605,0.476011,0.60946,0.599746,0.659989,0.612716,0.645721,0.557319,0.422295,0.377368,0.000583,0.00043,0.00062,9.6e-05,0.052061,0.020202,0.008043,0.293175,0.029287,0.019406,0.269336,0.220315,0.44351,0.29964,0.259866,0.060855,0.285644,0.616754,0.354674,0.313155,0.373536,0.371025,0.384062,0.452611,0.3603,0.546881,0.0,0.0,0.0,0.0,0.032716,0.0,0.093958,0.078134,0.017936,0.314115,0.27618,0.234856,0.202709,0.265508,0.220796,0.191125,0.210412,0.333306,0.281756,0.211502,0.216557,0.21928,0.164733,0.174294,0.153276,0.133468,0.055169,0.004392,0.001821,0.046256,0.010528,0.019345,0.091373,0.013113,0.022451,0.071862,0.041939,0.033362,0.054724,0.055706,0.056097,0.047343,0.021006,0.037542,0.253209,0.292997,0.302916,0.30664,0.305913,0.289911,0.293635,0.397578,0.376297,0.338947,0.305846,0.370594,0.30787,0.444377,0.405216,0.460805,0.322922,0.370303,0.429516,0.308687,0.280462,0.001609,0.001014,0.03073,0.027844,0.003408,0.009897,0.010333,0.021642,0.012351,0.026842,0.006126,0.13074,0.018304,0.038793,0.062829,0.101178,0.052699,0.035144,0.062125,0.076181,0.078096,0.065805,0.103839,0.046814,0.069771,0,0,0,0,1,0
926,0.640997,0.708326,0.723127,0.604918,0.718587,0.690527,0.684634,0.068179,0.88174,0.279135,0.268597,0.577569,0.895351,0.650265,0.0,0.591642,0.0,0.0,0.016606,0.000459,0.006846,0.00635,0.002853,0.171757,0.003236,0.043371,0.754362,0.000173,0.031523,0.585602,0.051026,0.679458,0.274016,0.51654,0.108972,1.0,1.0,0.064129,0.840954,0.589266,0.855482,0.028517,1.0,0.274425,0.111732,0.215734,0.308107,0.273848,0.31594,0.23323,0.360823,0.345995,0.317311,0.331941,0.253422,0.302476,0.37286,0.375075,0.354156,0.384136,0.36537,0.327661,0.363285,0.383656,0.428944,0.341811,0.343697,0.34094,0.336303,0.000333,0.00406,0.007227,0.002856,0.000495,0.002749,0.003621,0.00145,0.008395,0.013598,0.003356,0.009449,0.000768,0.001782,0.010602,0.001005,0.008596,0.006284,0.009311,0.003768,0.082472,0.153337,0.214819,0.095791,0.143418,0.364488,0.171788,0.237654,0.408951,0.390276,0.245068,0.31638,0.501733,0.415213,0.435029,0.427257,0.413502,0.390074,0.39892,0.447755,0.413055,0.063425,0.008253,0.001658,0.027836,0.069029,0.108661,0.002893,0.253083,0.020138,0.046559,0.018926,0.12589,0.014246,0.04562,0.049098,0.063055,0.004659,0.0639,0.0201,0.015586,0.04836,0.051292,0.04063,0.038872,0.050679,0,0,0,0,1,0
927,0.635697,0.750225,0.657798,0.835731,0.812486,0.415098,0.805937,0.50175,0.583758,0.306463,0.46717,0.425536,0.620283,0.459206,0.558603,0.424824,0.204905,0.288782,0.245646,0.062634,0.019613,0.008476,0.207008,0.043635,0.156475,0.081231,0.070967,0.364051,0.020204,0.407333,0.047094,0.123309,0.139676,0.115715,0.094655,0.432279,0.13024,0.069441,0.14087,0.299633,0.202278,0.057997,0.145856,0.200169,0.140346,0.280096,0.312743,0.329986,0.269115,0.336022,0.331248,0.325343,0.332682,0.328971,0.30939,0.315439,0.329856,0.340384,0.308443,0.321632,0.337503,0.310809,0.325789,0.269746,0.32382,0.302318,0.278086,0.32751,0.27915,0.005015,0.01215,0.000295,0.006466,0.002795,0.000864,0.000532,0.000409,0.002054,0.000881,0.000308,0.005245,0.001849,0.001756,0.003099,0.004808,0.025715,0.000858,0.009252,0.065662,0.321659,0.344975,0.225913,0.370997,0.378545,0.354155,0.381497,0.322878,0.440553,0.44005,0.405473,0.461755,0.488336,0.377393,0.333221,0.473609,0.48591,0.382861,0.397813,0.540034,0.254764,0.019635,0.20477,0.076282,0.158572,0.055375,0.002168,0.08618,0.061295,0.116911,0.007955,0.013437,0.079348,0.029585,0.16389,0.018018,0.077989,0.10217,0.112432,0.013585,0.185797,0.305746,0.077379,0.003325,0.122381,0.15826,0,0,0,0,1,0
928,0.871682,0.893027,0.885389,0.728671,0.636946,0.30632,0.220442,0.324763,0.287774,0.22907,0.217528,0.236403,0.25508,0.311829,0.198213,0.276308,0.295704,0.28819,0.247419,0.005074,0.003307,7.6e-05,0.003939,0.22962,0.188987,0.165612,0.247659,0.17172,0.050177,0.461958,0.258368,0.008646,0.438629,0.541993,0.413647,0.258473,0.235302,0.27544,0.354617,0.480235,0.359367,0.048506,0.130004,0.04973,0.041766,0.255809,0.227078,0.230981,0.257167,0.318429,0.274067,0.252167,0.329465,0.349314,0.378292,0.230734,0.202922,0.277284,0.347455,0.328148,0.311331,0.474294,0.46238,0.485741,0.4757,0.516372,0.353841,0.356879,0.382353,0.00774,0.016245,0.054743,0.04176,0.018269,0.004675,0.039466,0.01418,0.050365,0.041233,0.00214,0.015881,0.011226,0.009359,0.019522,0.088421,0.169025,0.009542,0.019845,0.004003,0.329106,0.367362,0.338936,0.314703,0.422079,0.263867,0.114824,0.0,0.0,0.0,0.116143,0.220444,0.132325,0.0,0.0,0.166667,0.226639,0.195831,0.018183,0.023674,0.031278,0.003528,0.015557,0.226815,0.277857,0.478979,0.568964,0.233779,0.165174,0.109843,0.533341,0.072711,0.719636,0.386671,0.014663,0.007204,0.243579,0.210243,0.147043,0.36875,0.412022,0.68382,0.644462,0.06029,0.168566,0.035094,0,0,0,0,1,0
929,0.624649,0.934069,0.943746,0.611538,0.916182,0.803535,0.627172,0.575261,0.794027,0.757863,0.543586,0.514426,0.62458,0.8704,0.270069,0.26994,0.565145,0.646047,0.569415,0.000119,0.153963,0.087867,0.000615,0.012575,0.064209,0.007439,0.014072,0.07982,0.392225,0.186409,0.310026,0.312857,0.776219,0.299928,0.204944,0.479704,0.276063,0.677665,0.095788,0.477869,0.659303,0.16467,0.043506,0.188251,0.756036,0.01799,0.142716,0.185377,0.326296,0.006866,0.156502,0.296125,0.304294,0.298985,0.113169,0.257984,0.27856,0.333416,0.292208,0.2943,0.283176,0.34668,0.319225,0.297757,0.290638,0.313477,0.316118,0.360137,0.33061,0.010007,0.027261,0.007635,0.002919,0.046153,0.016489,0.008692,0.004253,0.055178,0.007168,0.006737,0.006229,0.008097,0.004315,0.004632,0.009851,0.00998,0.001837,0.001696,0.009659,0.001018,0.225107,0.416197,0.026145,0.143026,0.171766,0.047101,0.319232,0.371656,0.293243,0.191213,0.396258,0.4115,0.295871,0.323191,0.472178,0.301038,0.311203,0.497931,0.413882,0.360351,0.196523,0.001949,0.024125,0.139581,0.166993,0.067014,0.219363,0.164707,0.077256,0.10957,0.075333,0.256041,0.11347,0.13822,0.0748,0.121228,0.120264,0.080208,0.138889,0.019792,0.089307,0.065137,0.007381,0.001528,0.072481,0,0,0,0,1,0
930,0.636551,0.567088,0.576407,0.712644,0.632592,0.679123,0.681564,0.539733,0.693707,0.762056,0.809023,0.419753,0.583106,0.749368,0.662257,0.488894,0.7947,0.786036,0.763944,0.008601,0.006413,0.017494,0.085634,0.005068,0.069585,0.010044,0.041452,0.059295,0.017718,0.211268,0.129813,0.249385,0.240037,0.304912,0.279767,0.237685,0.164736,0.544051,0.36026,0.350377,0.173794,0.689249,0.310365,0.503486,0.121093,0.136139,0.200377,0.208292,0.178237,0.170069,0.327325,0.316639,0.234952,0.235885,0.272305,0.30655,0.310165,0.290487,0.284163,0.308141,0.327819,0.346701,0.330192,0.322956,0.377922,0.368889,0.358162,0.342442,0.347071,0.002054,0.018297,0.007926,0.009426,0.018301,0.001416,0.002421,0.004113,0.005838,0.004697,0.008307,0.004149,0.004368,0.003563,0.006972,0.011631,0.006662,0.011521,0.011691,0.001817,0.0,0.059313,0.0,0.008298,0.116188,0.489723,0.438383,0.4948,0.545234,0.517501,0.562343,0.615081,0.568214,0.676742,0.638341,0.581175,0.597636,0.638531,0.545782,0.527845,0.541857,0.651653,0.186638,0.026626,0.547302,0.044874,0.232437,0.462361,0.067571,0.005956,0.005948,0.149965,0.05459,0.047108,0.055599,0.075421,0.019505,0.027459,0.091248,0.012618,0.056639,0.077307,0.067102,0.115024,0.084402,0.003291,0,0,0,0,1,0
931,0.82982,0.811701,0.756917,0.846177,0.715941,0.632948,0.619785,0.44819,0.607173,0.601342,0.573929,0.699878,0.68499,0.69861,0.726161,0.776811,0.74089,0.672346,0.683254,0.000949,0.000356,0.0003,0.087579,0.000562,0.000545,0.087879,0.003872,0.080221,0.041437,0.213212,0.468439,0.029122,0.080285,0.176639,0.341419,0.231284,0.155589,0.11345,0.309032,0.335443,0.167873,0.017203,0.015333,0.018514,0.101477,0.005137,0.017696,0.012332,0.02618,0.039794,0.069047,0.051248,0.1088,0.135988,0.084006,0.158374,0.132353,0.137888,0.227572,0.04618,0.0,0.139472,0.288285,0.33976,0.353992,0.465288,0.385658,0.400089,0.412421,0.001203,0.001786,0.016874,0.069719,0.044092,0.08276,0.025342,0.025431,0.018453,0.064973,0.008679,0.01673,0.014083,0.038398,0.009448,0.009125,0.103705,0.007478,0.0085,0.021007,0.31212,0.329531,0.270319,0.354379,0.365629,0.370896,0.383365,0.314345,0.193248,0.294149,0.284342,0.313909,0.428666,0.322576,0.225689,0.685487,0.709429,0.708031,0.784007,0.757794,0.707573,0.002109,0.082462,0.003638,0.003648,0.00482,0.141527,0.10154,0.107144,0.075496,0.039789,0.040164,0.041491,0.086135,0.020365,0.02055,0.040714,0.042976,0.20743,0.215985,0.223887,0.169195,0.102976,0.012048,0.006901,0.024307,0,0,0,0,1,0
932,0.481337,0.318188,0.262731,0.619431,0.481295,0.63783,0.847165,0.527337,0.544716,0.841715,0.847957,0.531838,0.422741,0.564275,0.129862,0.289519,0.59093,0.692327,0.736802,0.265883,0.27542,0.372299,0.052155,0.115162,0.017465,0.014813,0.042518,0.121747,0.017801,0.040394,0.131879,0.086192,0.458455,0.230532,0.19702,0.019957,0.017252,0.282995,0.513688,0.076795,0.183348,0.138893,0.194244,0.177118,0.163675,0.409321,0.322606,0.294979,0.261701,0.407915,0.29928,0.267236,0.25725,0.2593,0.400432,0.299691,0.239259,0.206269,0.400727,0.264787,0.302757,0.436008,0.406523,0.420302,0.397654,0.409534,0.506262,0.428121,0.395007,0.007228,0.000258,0.004965,0.002935,0.002509,0.008482,0.00031,0.000384,0.00175,0.03178,0.007373,0.024252,0.004425,0.020639,0.050232,0.010198,0.00024,0.05867,0.053961,0.019738,0.109232,0.0,0.0,0.40488,0.456052,0.204621,0.495997,0.272578,0.066694,0.046431,0.507917,0.447956,0.480318,0.513151,0.337124,0.412786,0.553934,0.54028,0.57366,0.602165,0.499273,0.448387,0.021436,0.294575,0.01812,0.400242,0.154366,0.011979,0.365909,0.0346,0.029826,0.027172,0.005178,0.005299,0.26755,0.217891,0.112965,0.072234,0.119609,0.134542,0.148844,0.001114,0.26792,0.096286,0.03947,0.054213,0,0,0,0,1,0
933,0.763207,0.471223,0.420727,0.833492,0.545511,0.473917,0.568671,0.070324,0.521329,0.579544,0.635263,0.32615,0.330966,0.253879,0.0,0.298088,0.222502,0.333108,0.704005,0.001724,0.004574,0.006041,0.005295,0.00571,0.003398,0.149837,0.342798,0.099234,0.068675,0.200071,0.365481,0.217995,0.186453,0.573308,0.298959,0.470692,0.449015,0.094708,0.355278,0.363235,0.40192,0.018825,0.187654,0.330882,0.095159,0.224863,0.175446,0.179122,0.192764,0.238937,0.192154,0.287435,0.229657,0.171715,0.253333,0.266818,0.265082,0.186152,0.313423,0.266276,0.337092,0.303903,0.259184,0.250158,0.276015,0.362188,0.252654,0.309732,0.328141,0.000221,0.001391,0.017368,0.000355,0.000772,0.02074,0.008404,0.004873,0.007801,0.006452,0.010702,0.008115,0.007481,0.005972,0.01378,0.008093,0.008452,0.011264,0.018548,0.012857,0.249463,0.132984,0.039296,0.278516,0.245583,0.223833,0.277711,0.367139,0.479949,0.145822,0.296375,0.303107,0.444478,0.517165,0.460626,0.422314,0.40337,0.552838,0.400933,0.507828,0.533436,0.007308,0.003093,0.001863,0.002644,0.022678,0.165166,0.008976,0.128155,0.059992,0.068629,0.091663,0.019737,0.144317,0.042939,0.056635,0.069592,0.034465,0.038507,0.148562,0.094694,0.029481,0.022396,0.035967,0.077344,0.017672,0,0,0,0,1,0
934,0.732715,0.717767,0.709897,0.772232,0.756768,0.648952,0.605871,0.602428,0.606566,0.585356,0.565453,0.503844,0.526297,0.535772,0.565743,0.581822,0.556741,0.55238,0.505987,0.002077,0.002124,0.002129,0.001524,0.000546,0.062235,0.005024,0.026092,0.028705,0.023303,0.007025,0.003083,0.003119,0.006135,0.005468,0.00354,0.003,0.005079,0.163102,0.115293,0.066704,0.048475,0.161253,0.170616,0.189922,0.355746,0.191605,0.199047,0.196927,0.187346,0.22216,0.288793,0.286001,0.226241,0.215789,0.293326,0.292558,0.297003,0.266214,0.258306,0.24834,0.244877,0.258258,0.260782,0.357908,0.371571,0.368841,0.542778,0.549979,0.508546,0.006382,0.00763,0.014367,0.000381,0.00214,0.003285,0.004245,0.00462,0.002279,0.000346,0.001137,0.014567,0.007665,0.007088,0.009704,0.005192,0.014065,0.041765,0.04582,0.038928,0.046587,0.056987,0.040056,0.130826,0.149177,0.22835,0.186415,0.159879,0.134885,0.138251,0.091418,0.100398,0.111626,0.066023,0.027755,0.1215,0.171967,0.166007,0.779634,0.704129,0.695652,0.005997,0.005935,0.094869,0.121086,0.203486,0.235873,0.05321,0.048706,0.016852,0.036509,0.022929,0.010114,0.006316,0.00528,0.005066,0.048535,0.022977,0.017249,0.047131,0.051428,0.043717,0.037366,0.289487,0.364381,1.0,0,0,0,0,1,0
935,0.361394,0.431086,0.395305,0.526848,0.726122,0.416437,0.46229,0.379023,0.438653,0.407203,0.401019,0.551576,0.425728,0.37556,0.325408,0.474973,0.461755,0.436868,0.353273,0.030471,0.050588,0.194811,0.014107,0.26895,0.142775,0.244282,0.35535,0.286356,0.234888,0.017321,0.024436,0.064133,0.171432,0.190619,0.066446,0.050393,0.064826,0.485388,0.260802,0.193424,0.22281,0.763095,0.440609,0.51958,0.342642,0.234444,0.263141,0.243368,0.218237,0.268032,0.306043,0.317819,0.324993,0.304026,0.320679,0.321529,0.330556,0.318134,0.326824,0.32131,0.312572,0.390316,0.367984,0.426139,0.466927,0.414877,0.420693,0.413141,0.416941,0.006241,0.004362,0.002174,0.010507,0.00144,0.000958,0.001351,0.002585,0.001345,0.000626,0.001207,0.011446,0.005877,0.017019,0.014871,0.034583,0.012827,0.051442,0.016572,0.02415,0.0,0.0,0.0,0.247954,0.303845,0.341105,0.320496,0.32659,0.379372,0.400016,0.138386,0.461867,0.352087,0.374083,0.347837,0.658514,0.621422,0.63313,0.659297,0.641696,0.62472,0.451548,0.007229,0.494779,0.115147,0.109447,0.097796,0.112488,0.159168,0.144288,0.098535,0.115071,0.017645,0.027373,0.118948,0.064429,0.420045,0.317808,0.279214,0.067722,0.054354,0.052143,0.061339,0.180501,0.055471,0.056982,0,0,0,0,1,0
936,0.499883,0.520539,0.478785,0.503463,0.556506,0.820574,0.609612,0.452266,0.323243,0.262585,0.402061,0.450018,0.420042,0.390657,0.248613,0.337697,0.321401,0.305905,0.242259,0.019124,0.000943,0.000849,0.009128,0.005895,0.000473,0.000393,0.003016,0.147273,0.000598,0.155274,0.207272,0.002724,0.466491,0.275336,0.419977,0.270685,0.431513,0.072171,0.102821,0.06998,0.15339,0.010546,0.015006,0.012751,0.01286,0.154088,0.056982,0.051221,0.0993,0.073827,0.019705,0.017133,0.018765,0.034938,0.068498,0.213683,0.10775,0.0,0.299973,0.324938,0.137449,0.263923,0.327428,0.166173,0.155343,0.231708,0.088889,0.169499,0.386036,0.001045,0.000587,0.000877,0.002154,0.090954,0.134554,0.000591,0.001584,0.11133,0.015753,0.000849,0.049542,0.029018,0.053333,0.022126,0.034073,0.133689,0.094507,0.017283,0.058842,0.040191,0.066459,0.018284,0.090714,0.097088,0.098016,0.092693,0.318595,0.112733,0.111223,0.202787,0.259304,0.075181,0.080963,0.202731,0.494263,0.319299,0.250883,0.557054,0.617619,0.548622,0.002791,0.017852,0.002836,0.001694,0.00275,0.001598,0.19859,0.289903,0.001174,0.0014,0.002215,0.233779,0.088858,0.194551,0.010029,0.441687,0.28314,0.271451,0.019381,0.446338,0.747846,0.604578,0.023921,0.033324,0.197634,0,0,0,0,1,0
937,0.742608,0.718353,0.732508,0.669721,0.764213,0.340112,0.645978,0.561618,0.571509,0.630808,0.602472,0.595649,0.624949,0.603285,0.508384,0.623872,0.699157,0.696086,0.592905,0.02539,0.177762,0.003189,0.002528,0.00329,0.101152,0.002478,0.034371,0.203868,0.00245,0.218886,0.256291,0.112759,0.101022,0.183385,0.116127,0.072327,0.074582,0.14201,0.119541,0.14421,0.161471,0.182912,0.194047,0.08965,0.123315,0.0762,0.13858,0.157901,0.175158,0.134424,0.201694,0.181461,0.169252,0.15585,0.134047,0.126296,0.223765,0.176303,0.152922,0.182764,0.160185,0.11334,0.131008,0.168992,0.149479,0.128512,0.155144,0.232826,0.140597,0.002755,0.011299,0.000324,0.000373,0.016226,0.00926,0.001238,0.001175,0.01445,0.013956,0.006264,0.013598,0.01742,0.02161,0.020173,0.013261,0.029583,0.021842,0.020084,0.028353,0.13937,0.045055,0.079844,0.03565,0.0,0.203804,0.101885,0.0,0.301776,0.22863,0.250235,0.470187,0.539676,0.455381,0.419004,0.745572,0.715155,0.745762,0.786489,0.849459,0.837963,0.005395,0.004432,0.03211,0.291058,0.474312,0.007066,0.469661,0.155425,0.312397,0.029394,0.012878,0.290888,0.863648,0.141239,0.074247,0.317248,0.226343,0.084342,0.109172,0.453266,0.241935,0.206449,0.140656,0.187391,0.13629,0,0,0,0,1,0
938,0.727042,0.907483,0.941429,0.641098,0.96869,0.416428,0.539331,0.361979,0.446913,0.527376,0.471141,0.31425,0.446089,0.432556,0.19991,0.441817,0.375207,0.319823,0.211916,0.228644,0.011599,0.011993,0.002191,0.261986,0.15263,0.001117,0.325057,0.371793,0.051858,0.095964,0.145337,0.060586,0.009616,0.005246,0.015454,0.076939,0.113647,0.024575,0.15976,0.192267,0.198238,0.227109,0.12369,0.122576,0.207807,0.268381,0.163265,0.17725,0.283896,0.350192,0.26714,0.260418,0.294822,0.298985,0.396022,0.370713,0.348409,0.298265,0.321454,0.296605,0.270192,0.287936,0.26644,0.209369,0.351118,0.571639,0.613354,0.622531,0.660418,0.035022,0.012293,0.008532,0.00647,0.009086,0.002497,0.014839,0.056338,0.020184,0.032378,0.04268,0.004826,0.000623,0.086891,0.002944,0.103275,0.04153,0.080626,0.073911,0.067776,0.082987,0.295402,0.418322,0.279209,0.203771,0.242709,0.381519,0.314614,0.232264,0.142434,0.342704,0.173578,0.357902,0.828111,0.736972,0.102131,0.784957,0.769055,0.707976,0.634136,0.524233,0.051025,0.0059,0.115274,0.247266,0.234585,0.133761,0.093433,0.243651,0.264826,0.479128,1.0,0.16054,0.148388,0.170547,1.0,0.010016,0.003215,1.0,0.240084,0.217112,0.126043,0.066595,1.0,0.822324,0.076466,0,0,0,0,1,0
939,0.723628,0.699742,0.678847,0.732657,0.772811,0.591465,0.43429,0.589015,0.503371,0.350991,0.162554,0.549298,0.486575,0.382705,0.544645,0.603058,0.446936,0.367137,0.238329,0.033368,0.003292,0.003462,0.003315,0.189259,0.111111,0.028579,0.165413,0.087683,0.371278,0.059063,0.032242,0.276604,0.230508,0.059065,0.057903,0.341321,0.246443,0.106387,0.366806,0.254728,0.25586,0.099657,0.172168,0.066778,0.314304,0.286756,0.223224,0.224321,0.228903,0.368992,0.310007,0.286379,0.260014,0.26096,0.3281,0.33273,0.333909,0.341317,0.275377,0.29155,0.283251,0.281811,0.266756,0.274252,0.253292,0.294012,0.339122,0.308251,0.333868,0.001082,0.020181,0.019778,0.004089,0.002745,0.003662,0.003233,0.003311,0.012293,0.006957,0.014368,0.018133,0.005318,0.00776,0.009034,0.012313,0.01303,0.004671,0.007416,0.029605,0.287417,0.205594,0.199365,0.520453,0.439177,0.408794,0.563518,0.541723,0.502751,0.492921,0.597289,0.616099,0.577608,0.511787,0.568751,0.871634,0.62434,0.617731,0.894883,0.78111,0.695037,0.00173,0.001402,0.010394,0.171499,0.220619,0.168815,0.007915,0.007968,0.008365,0.007965,0.025776,0.013892,0.057671,0.05042,0.053096,0.051607,0.061714,0.120844,0.141273,0.098219,0.049825,0.105292,0.103304,0.149907,0.24155,0,0,0,0,1,0
940,0.85089,0.876513,0.872747,0.697097,0.946192,0.620065,0.716646,0.625528,0.690327,0.660211,0.692449,0.667521,0.637474,0.612374,0.373367,0.686203,0.682179,0.788766,0.79626,0.056297,0.007756,0.008225,0.007988,0.149021,0.134484,0.012808,0.132506,0.048786,0.047696,0.065895,0.078771,0.025184,0.156021,0.042784,0.095698,0.036331,0.025582,0.375549,0.160709,0.029925,0.006575,0.700931,0.733105,0.416644,0.035646,0.246392,0.212613,0.211962,0.202243,0.309458,0.293004,0.296324,0.302469,0.311626,0.277414,0.276468,0.267792,0.298642,0.262497,0.242064,0.244033,0.307071,0.298272,0.341694,0.338779,0.298429,0.330336,0.361742,0.362064,0.00589,0.00764,0.005021,0.007124,0.007515,0.012918,0.006385,0.004623,0.005074,0.005524,0.001012,0.004031,0.002341,0.008216,0.006941,0.006072,0.006571,0.012287,0.012596,0.000621,0.320328,0.339048,0.346003,0.596484,0.525675,0.440229,0.665191,0.652498,0.540548,0.54198,0.750582,0.686471,0.731806,0.687176,0.636798,0.70253,0.746176,0.76447,0.627706,0.650832,0.667405,0.023802,0.018925,0.10709,0.156663,0.017796,0.021342,0.054434,0.018112,0.026666,0.009847,0.009829,0.048224,0.036425,0.022086,0.011265,0.074946,0.034933,0.02495,0.055193,0.100618,0.030669,0.019987,0.130522,0.20754,0.079475,0,0,0,0,1,0
941,0.90447,0.865233,0.855747,0.782028,0.730898,0.710398,0.680629,0.476928,0.620738,0.775472,0.806467,0.555652,0.662799,0.501185,0.0,0.17816,0.40788,0.230972,0.185013,0.002719,0.002382,0.005985,0.009913,0.076157,0.007347,0.193926,0.171194,0.154408,0.144161,0.246878,0.184704,0.268394,0.491155,0.2995,0.204728,0.274477,0.350867,0.891741,0.429477,0.210832,0.651799,0.002601,0.056234,0.755356,0.653272,0.356667,0.352428,0.34762,0.360219,0.3388,0.343285,0.345775,0.321111,0.31738,0.335926,0.352284,0.310713,0.215192,0.309232,0.294225,0.297023,0.275082,0.314095,0.321619,0.311968,0.321955,0.439986,0.352963,0.50369,0.000555,0.00043,0.000809,0.010761,0.004251,0.00476,0.014136,0.021451,0.006323,0.006893,0.00503,0.010176,0.016203,0.005144,0.139144,0.006529,0.008218,0.003655,0.083018,0.070787,0.449555,0.424886,0.437276,0.42388,0.419854,0.418501,0.389985,0.415828,0.41585,0.293758,0.386239,0.342391,0.376767,0.447933,0.437847,0.406222,0.441906,0.443561,0.469706,0.344091,0.394234,0.001673,0.002221,0.001886,0.001933,0.001271,0.001554,0.010175,0.001685,0.006716,0.058533,0.043842,0.020766,0.012933,0.017488,0.029051,0.071932,0.029594,0.034689,0.027913,0.05825,0.032731,0.038973,0.017738,0.041053,0.041504,0,0,0,0,1,0
942,0.455015,0.449547,0.374449,0.794659,0.521019,0.869619,0.893151,0.730632,0.657378,0.584686,0.577928,0.37306,0.418113,0.379235,0.436297,0.492739,0.469673,0.428029,0.386406,0.049409,0.031843,0.002416,0.012392,0.084787,0.105063,0.008861,0.019866,0.016369,0.099312,0.071504,0.055342,0.014951,0.097009,0.098879,0.063698,0.046942,0.062587,0.03499,0.082061,0.093661,0.276173,0.052244,0.054373,0.10126,0.094618,0.228162,0.208361,0.195919,0.21286,0.307956,0.294883,0.247812,0.2088,0.210137,0.248505,0.274472,0.278121,0.264053,0.326584,0.320453,0.301626,0.262387,0.33,0.32358,0.308189,0.314102,0.352517,0.373004,0.400377,0.000982,0.002662,0.006704,0.000534,0.000745,0.00381,0.003293,0.006811,0.002427,0.002727,0.001051,0.014387,0.002397,0.002901,0.008578,0.01045,0.024745,0.006023,0.009488,0.007759,0.0,0.0,0.0,0.27818,0.197933,0.044406,0.000246,0.144648,0.137334,0.023551,0.32848,0.188395,0.196256,0.155942,0.17748,0.665951,0.5764,0.57394,0.658112,0.626129,0.621545,0.006683,0.016792,0.317873,0.388601,0.30866,0.131084,0.080948,0.633211,0.58831,0.516263,0.45637,0.20292,0.199295,0.027431,0.03709,0.038759,0.036151,0.06395,0.531385,1.0,0.5916,0.414227,0.02278,0.029255,0.021387,0,0,0,0,1,0
