,attr8,attr9,attr13,attr14,attr22,attr23,attr27,attr30,attr33,attr35,attr36,attr38,attr39,attr40,attr45,attr46,attr50,attr61,attr62,attr63,attr66,attr76,attr86,attr88,attr92,attr94,attr96,attr97,attr99,attr111,attr113,attr114,attr115,attr118,attr119,attr122,attr125,attr128,attr129,attr131,attr132,attr134,attr136,attr137,attr138,attr143,attr145,attr147,attr149,attr150,attr152,attr156,attr157,attr158,attr159,attr161,attr168,attr169,attr170,attr175,attr176,attr179,attr180,attr181,attr190,attr191,attr193,attr195,attr201,attr204,attr206,attr207,attr217,attr218,attr219,attr223,attr225,attr235,attr244,attr246,attr254,attr258,attr259,attr264,attr270,attr271,attr277,attr279,attr280,attr288,attr290,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
189,0.817621,0.566252,0.859685,0.728471,0.686767,0.708372,0.717659,0.592613,0.783018,0.775764,0.800267,0.932289,0.823335,0.70033,0.905848,0.655024,0.309486,0.134133,0.067097,0.283253,0.347254,0.402396,0.02918,0.346535,0.032974,0.029045,1.0,0.766927,0.198621,0.257257,0.301385,0.363944,0.362606,0.369986,0.354623,0.390912,0.361262,0.380405,0.391289,0.388045,0.339588,0.403004,0.355905,0.418697,0.402188,0.369684,0.318066,0.34,0.033484,0.023784,0.029168,0.078333,0.067462,0.016297,0.023514,0.032421,0.02933,0.046189,0.040408,0.025088,0.008397,0.10034,0.064219,0.003725,0.000538,0.000697,0.012456,0.010457,0.282586,0.40743,0.487777,0.488336,0.565788,0.463433,0.614041,0.479267,0.567387,0.787182,0.274188,0.462989,0.145938,0.098545,0.226624,0.161546,0.133023,0.200097,0.081847,0.16123,0.012021,0.017123,0.015884,0.264507,0.202519,1,0,0,0,0,0
190,0.644974,0.642168,0.764252,0.779711,0.744383,0.856566,0.716805,0.766996,0.650027,0.644924,0.683699,0.798685,0.758885,0.78714,0.535404,0.437973,0.005482,0.11059,0.083797,0.057021,0.256279,0.212137,0.346597,0.287961,0.255166,0.346752,0.853145,0.428368,0.13286,0.148546,0.276557,0.318258,0.317853,0.324067,0.268875,0.240096,0.382476,0.255082,0.206763,0.338032,0.226118,0.352037,0.316687,0.384973,0.385,0.296502,0.29952,0.324966,0.000227,0.000437,0.00027,0.01444,0.018871,0.012429,0.014986,0.022541,0.083374,0.01648,0.01922,0.046146,0.009352,0.016856,0.03241,0.055137,0.041944,0.023657,0.032556,0.008475,0.066246,0.243089,0.304214,0.286992,0.448795,0.658716,0.639493,0.800535,0.673343,0.829945,0.511395,0.006774,0.220331,0.31014,0.25523,0.041203,0.762412,0.942819,0.158447,0.174904,0.187467,0.156179,0.265887,0.085869,0.142087,1,0,0,0,0,0
191,0.697244,0.738773,0.727881,0.740936,0.797164,0.899701,0.472117,0.853909,0.566271,0.331687,0.618444,0.701224,0.627928,0.568829,0.702408,0.623177,0.005853,0.14371,0.132223,0.11896,0.407903,0.019577,0.141222,0.004125,0.599994,0.053059,0.006162,0.015209,0.313025,0.420432,0.455117,0.419986,0.466859,0.323045,0.342284,0.304787,0.213868,0.302531,0.224115,0.18594,0.181852,0.587023,0.221632,0.19716,0.18441,0.258601,0.213374,0.225528,0.002163,0.005682,0.008242,0.051163,0.029755,0.094208,0.047889,0.014214,0.015731,0.127986,0.025224,0.008299,0.088223,0.0025,0.000491,0.001055,0.223368,0.182332,0.00865,0.001799,0.144111,0.46974,0.575684,0.55815,0.262245,0.635221,0.687075,0.162496,0.756698,0.546587,0.458658,0.010306,0.471921,0.121654,0.063012,0.145036,0.071581,0.114297,0.033084,0.038861,0.090408,0.06108,0.038433,0.043936,0.037436,1,0,0,0,0,1
192,0.748213,0.70753,0.805751,0.78252,0.609644,0.593748,0.740373,0.54355,0.621785,0.639564,0.424656,0.489854,0.535744,0.593562,0.36897,0.543848,0.007697,0.112408,0.116236,0.111716,0.417121,0.102618,0.06636,0.111459,0.213603,0.099309,0.378269,0.221741,0.341804,0.390789,0.503141,0.534787,0.535048,0.420439,0.497503,0.508971,0.503882,0.39166,0.439801,0.39083,0.443786,0.392284,0.417538,0.398004,0.401379,0.42166,0.404568,0.466866,0.000885,0.000647,0.000449,0.075808,0.052891,0.055343,0.016075,0.025352,0.063231,0.045724,0.048067,0.022468,0.003555,0.002411,0.000981,0.008593,0.003784,0.004369,0.002513,0.013903,0.260456,0.392188,0.535002,0.402934,0.719058,0.47958,0.526514,0.73005,0.28952,0.275821,0.320798,0.032316,0.318071,0.314296,0.318388,0.200746,0.466846,0.604449,0.074683,0.217147,0.176803,0.066566,0.042427,0.105525,0.04057,1,0,0,0,0,1
193,0.68237,0.703913,0.890965,0.212251,0.460853,0.438986,0.446422,0.577783,0.638999,0.138942,0.727904,0.774023,0.774717,0.76518,0.418878,0.574324,0.044109,0.049352,0.032375,0.701158,0.13533,0.346404,0.334738,0.390269,0.185231,0.989878,0.727832,0.503908,0.206701,0.290604,0.220316,0.236084,0.253628,0.243628,0.289033,0.253203,0.316331,0.31406,0.296941,0.31677,0.356228,0.430823,0.373196,0.527695,0.380645,0.392092,0.445219,0.395233,0.008126,0.00793,0.003615,0.000516,0.005791,0.007089,0.005084,0.011053,0.010329,0.007853,0.004666,0.015613,0.090527,0.80547,0.063065,0.071679,0.003672,0.25556,0.021233,0.008869,0.171833,0.15601,0.23506,0.335715,0.518943,0.650485,0.566828,0.626219,0.578939,0.534912,0.621981,0.08646,0.003114,0.043625,0.107274,0.013814,0.073473,0.181218,0.308207,0.141617,0.157127,0.036673,0.283633,0.058154,0.383606,1,0,0,0,1,0
194,0.479079,0.493281,0.522482,0.504308,0.484141,0.52064,0.845114,0.647457,0.653621,0.80243,0.546953,0.716876,0.741753,0.793874,0.809418,0.889417,0.084889,0.091379,0.110896,0.099752,0.029238,0.068736,0.153585,0.310654,0.017059,0.357242,0.337166,0.500382,0.15118,0.119259,0.13701,0.139712,0.140096,0.195878,0.267997,0.149534,0.354588,0.237627,0.276852,0.293176,0.371385,0.205165,0.363752,0.378073,0.392579,0.359877,0.351722,0.303361,0.006241,0.00619,0.011915,0.006086,0.01548,0.008284,0.010072,0.009144,0.053763,0.002019,0.003617,0.002662,0.007384,0.007065,0.005328,0.007621,0.010187,0.024988,0.006368,0.012382,0.06685,0.06647,0.166801,0.150072,0.440318,0.161411,0.216329,0.639392,0.346261,0.717839,0.684615,0.052584,0.043106,0.096396,0.120067,0.183894,0.146239,0.127495,0.061176,0.072943,0.10835,0.067082,0.091584,0.070724,0.189163,1,0,0,0,0,0
195,0.831891,0.841821,0.836199,0.818264,0.293159,0.595927,0.776646,0.631889,0.812633,0.883839,0.709312,0.903563,0.619472,0.781999,0.814206,0.626484,0.000806,9.4e-05,0.0,0.000589,0.029688,0.024916,0.003993,0.421177,0.111781,0.160323,0.098938,0.19846,0.175206,0.180672,0.154438,0.157078,0.152901,0.147449,0.145761,0.225027,0.143978,0.340096,0.3362,0.324575,0.328292,0.369877,0.360926,0.341139,0.381742,0.341927,0.367394,0.407627,0.000236,0.000449,0.000531,4.5e-05,8.7e-05,2.2e-05,0.000191,0.000241,0.013209,0.059888,0.048356,0.029211,0.022978,0.024855,0.021832,0.034342,0.004226,0.016295,0.006834,0.004552,0.311002,0.32753,0.325975,0.324745,0.304415,0.415392,0.472602,0.373345,0.557166,0.724504,0.793378,0.001411,0.0,0.000953,0.000793,0.01336,0.179228,0.168946,0.207489,0.278457,0.148158,0.026668,0.033805,0.030864,0.193321,1,0,0,0,0,0
196,0.720757,0.706232,0.561682,0.531507,0.513567,0.515205,0.631894,0.694063,0.701545,0.730483,0.79569,0.983636,0.897597,0.568742,0.96003,0.801328,0.015841,0.02803,0.026049,0.037003,0.095284,0.436076,0.028045,0.107667,0.032928,0.002978,0.769781,0.795568,0.137215,0.168964,0.159863,0.168025,0.2269,0.311111,0.320302,0.142771,0.314993,0.166578,0.331001,0.340391,0.317085,0.222641,0.362215,0.381996,0.327963,0.379883,0.313944,0.312236,0.003272,0.002686,0.003069,0.000451,0.003094,0.011705,0.00979,0.007745,0.02589,0.002963,0.001164,0.001959,0.004313,0.002252,0.014274,0.004612,0.004284,0.001,0.010076,0.006291,0.020565,0.176429,0.164329,0.161511,0.36375,0.037473,0.068807,0.429113,0.141573,0.544977,0.43485,0.057188,0.010719,0.05069,0.062357,0.05341,0.182792,0.047564,0.018907,0.052069,0.028195,0.004426,0.000952,0.064149,0.45145,1,0,0,0,0,1
197,0.74315,0.798733,0.827833,0.79809,0.573833,0.394426,0.743701,0.581356,0.70219,0.841973,0.667151,0.401882,0.337219,0.663771,0.40481,0.400899,0.006961,0.005516,0.01247,0.024229,0.734377,0.104147,0.511652,0.443929,0.233353,0.427937,0.777687,1.0,0.128724,0.191049,0.439877,0.445144,0.428937,0.296879,0.277305,0.449506,0.247407,0.424218,0.456475,0.264938,0.301255,0.454211,0.454259,0.491399,0.393285,0.461372,0.448848,0.377311,0.000943,0.001039,0.000759,0.03186,0.028493,0.029939,0.013667,0.004842,0.003873,0.019899,0.02437,0.013507,0.019785,0.04256,0.033816,0.002737,0.038507,0.039283,0.043909,0.029995,0.194143,0.426899,0.336834,0.344382,0.430242,0.695853,0.633722,0.487833,0.7257,0.648293,0.563383,0.017821,0.178412,0.021407,0.016012,0.010906,0.184038,0.020698,0.077055,0.011165,0.01219,0.097604,0.093244,0.156518,0.053709,1,0,0,0,1,0
198,0.782015,0.733737,0.672403,0.701823,0.629779,0.615369,0.538787,0.738807,0.831457,0.716777,0.802345,0.767804,0.730965,0.786722,0.774239,0.828752,0.02402,0.13398,0.14024,0.074553,0.070986,0.421096,0.134295,0.469632,0.545665,0.223074,0.426413,0.392088,0.312908,0.30607,0.315583,0.27168,0.236029,0.276749,0.382922,0.342449,0.456701,0.501399,0.659246,0.426845,0.604815,0.430069,0.546248,0.374952,0.448656,0.433059,0.436084,0.496043,0.053675,0.01956,0.000626,0.031708,0.031156,0.06135,0.063753,0.018455,0.263323,0.006728,0.029763,0.035289,0.006141,0.023633,0.014451,0.237523,0.152214,0.021729,0.143842,0.024125,0.246668,0.5938,0.550456,0.493425,0.414095,0.362274,0.395721,0.515276,0.568002,0.498267,0.622339,0.270101,0.017376,0.171799,0.13298,0.061583,0.073569,0.175459,0.547646,0.078732,0.140673,0.124807,0.110806,0.029797,0.086759,1,0,0,0,0,0
199,0.617833,0.641103,0.805647,0.770346,0.806157,0.701876,0.419216,0.711677,0.794783,0.618467,0.516073,0.8609,0.785087,0.686322,0.832295,0.780646,0.002782,0.037724,0.144837,0.3,0.194178,0.299605,0.17072,0.18239,0.002947,0.001717,0.209383,0.139389,0.112984,0.286872,0.265295,0.346653,0.283855,0.291523,0.657565,0.417401,0.225288,0.380158,0.366317,0.348477,0.570343,0.340302,0.367353,0.169369,0.111701,0.364369,0.241447,0.382078,0.002923,0.004865,0.002968,0.026521,0.030416,0.03734,0.025874,0.035139,0.985712,0.144665,0.116939,1.0,0.096588,0.019183,0.227338,1.0,0.000812,0.000311,0.234506,0.267788,0.151302,0.160874,0.175669,0.207696,0.54416,0.472927,0.716631,0.0,0.645632,0.793132,0.639728,0.002716,0.0349,0.244189,0.075931,0.377443,0.057865,0.297294,0.445285,0.8554,0.635947,0.003027,0.001012,0.346549,0.077662,1,0,0,0,0,0
200,0.62257,0.653745,0.76943,0.802678,0.516204,0.586222,0.587297,0.443243,0.790486,0.976994,0.262467,0.561522,0.766172,0.858275,0.829138,0.948923,0.010567,0.130524,0.19041,0.303371,0.615278,0.675717,0.094462,0.27891,0.325396,0.502247,0.200911,0.009564,0.167723,0.29679,0.35454,0.393347,0.412483,0.367689,0.414842,0.348546,0.651886,0.320206,0.335329,0.354643,0.404918,0.314239,0.3512,0.373381,0.356049,0.342442,0.325535,0.33642,0.000836,0.000559,0.000277,0.071087,0.058173,0.034188,0.038085,0.066828,0.075948,0.02825,0.01621,0.009432,0.001853,0.022161,0.008962,0.308102,0.013146,0.005572,0.000211,0.000299,0.15337,0.10382,0.332953,0.331969,0.469863,0.228552,0.333859,0.442823,0.0104,0.548477,0.530227,0.008346,0.467533,0.348362,0.331879,0.067978,0.049341,0.041807,0.039635,0.050269,0.001538,0.401406,0.172458,0.004995,0.002626,1,0,0,0,0,1
201,0.582045,0.521359,0.805459,0.792206,0.683591,0.584649,0.777941,0.750216,0.779946,0.744842,0.726693,0.75136,0.751043,0.745974,0.595431,0.701467,0.039712,0.003599,0.005755,0.004007,0.010626,0.004893,0.109363,0.084889,0.287914,0.384675,0.007344,0.008948,0.180878,0.149829,0.148018,0.150556,0.159602,0.142689,0.13618,0.229403,0.161591,0.444671,0.459534,0.357929,0.307133,0.429472,0.42987,0.460089,0.490528,0.465384,0.443477,0.498889,0.011833,0.015242,0.009107,0.033036,0.020364,0.005592,0.000566,0.000433,0.000334,0.065205,0.087265,0.000779,0.011563,0.067952,0.074998,0.079551,0.034107,0.026327,0.00935,0.002184,0.293109,0.250034,0.130524,0.210693,0.277923,0.44885,0.446681,0.363269,0.686628,0.738884,0.762167,0.082067,0.191339,0.003026,0.002333,0.004081,0.034147,0.020723,0.18543,0.190891,0.065692,0.109418,0.106671,0.007733,0.056203,1,0,0,0,0,0
202,0.874793,0.824552,0.919657,0.902881,0.590795,0.751183,0.896589,0.930151,0.865387,0.827911,0.904473,0.914147,0.913771,0.913325,0.901613,0.907798,0.002813,0.01006,0.002236,0.002436,0.357006,0.008985,0.002105,0.001412,0.004445,0.002306,0.022937,0.023571,0.0,0.129362,0.302929,0.383512,0.388477,0.30535,0.1881,0.447503,0.276838,0.361159,0.36406,0.385267,0.216269,0.383971,0.37297,0.368553,0.374479,0.384685,0.39596,0.43417,0.007702,0.006945,0.007162,0.111253,0.090307,0.029593,0.020045,0.019138,0.021225,0.413246,0.055229,0.166308,0.000575,0.004331,0.019423,0.021953,0.000482,0.000723,0.000605,0.004902,0.303576,0.296509,0.476908,0.43381,0.374732,0.56704,0.624474,0.493413,0.659566,0.680265,0.73355,0.01699,0.416896,0.0072,0.011894,0.137583,0.047143,0.124543,0.023025,0.050654,0.04866,0.003675,0.003287,0.031817,0.032996,1,0,0,0,0,0
203,0.820446,0.726055,0.189062,0.0,0.540766,0.52555,0.172704,0.580548,0.392818,0.0,0.58763,0.72196,0.831526,0.685465,0.745825,0.841658,0.004499,1.0,0.413921,0.029801,0.744823,0.795063,0.680536,0.226916,0.090148,0.070857,0.101364,0.201373,0.24273,0.37168,0.328855,0.389938,0.417181,0.394081,0.302462,0.445302,0.377531,0.375343,0.371317,0.353176,0.345041,0.474595,0.460192,0.39417,0.407044,0.413539,0.39225,0.438635,0.000547,0.000276,0.015972,0.025596,0.036684,0.003081,0.037331,0.010918,0.00746,0.032561,0.028184,0.006977,0.015085,0.004053,0.035601,0.042012,0.008714,0.005764,0.014005,0.023033,0.339081,0.349336,0.448448,0.368357,0.538334,0.475655,0.534208,0.579129,0.503232,0.531502,0.755793,0.017709,0.097508,0.049528,0.025149,0.127446,0.001241,0.088594,0.019818,0.126601,0.032416,0.02137,0.17152,0.056809,0.079125,1,0,0,0,1,0
204,0.81586,0.823344,0.823475,0.815345,0.577719,0.683006,0.762867,0.818615,0.721141,0.622715,0.685435,0.677958,0.640407,0.603037,0.624297,0.598612,0.004922,0.0062,0.006198,0.006667,0.002269,0.129561,0.07856,0.10741,0.16627,0.097088,0.069031,0.066774,0.025789,0.040809,0.217099,0.15452,0.150946,0.14773,0.130981,0.280501,0.206022,0.393032,0.361187,0.269719,0.248759,0.401255,0.40155,0.394883,0.385864,0.408649,0.410219,0.399218,0.004394,0.004267,0.004085,0.002212,0.002583,0.003387,0.003895,0.004252,0.004718,0.022063,0.018271,0.051792,0.000546,0.022203,0.009882,0.008855,0.002389,0.001366,0.001949,0.000971,0.014616,0.187589,0.189904,0.191738,0.277498,0.500626,0.337236,0.190788,0.518351,0.434503,0.467604,0.022828,0.031883,0.037943,0.039609,0.016222,0.106837,0.137142,0.102765,0.154929,0.169725,0.030296,0.013421,0.009417,0.040171,1,0,0,0,0,0
205,0.352212,0.201026,0.660204,0.611325,0.732035,0.725061,0.420003,0.762617,0.503142,0.24777,0.713218,0.787177,0.758726,0.754239,0.625053,0.729107,0.006337,0.207592,0.194731,0.14351,0.256177,0.018617,0.380749,0.206951,0.340714,0.643722,0.356416,0.076085,0.174156,0.203134,0.559829,0.574726,0.37144,0.0,0.014767,0.596591,0.083539,0.599801,0.558004,0.622805,0.425336,0.63858,0.595569,0.611289,0.634979,0.722716,0.621914,0.859328,0.011222,0.015708,0.006194,0.059412,0.070088,0.069896,0.055944,0.017416,0.005729,0.035449,0.135744,0.006825,0.052248,0.142243,0.149418,0.228495,0.04872,0.389484,0.174428,0.044555,0.04312,0.372886,0.436751,0.327172,0.0,0.763833,0.713858,0.082439,0.746176,0.750168,0.802659,0.023454,0.238601,0.112829,0.089813,0.036969,0.723162,0.058947,0.355266,0.314882,0.06697,0.331683,0.364,0.031159,0.16975,1,0,0,0,0,0
206,0.537949,0.521114,0.597406,0.583535,0.261174,0.297036,0.571052,0.591458,0.823367,0.583737,0.851535,0.835108,0.769474,0.842684,0.67046,0.743823,0.004833,0.061622,0.05909,0.073479,0.002071,0.657739,0.967622,0.493262,0.796348,0.567485,0.489349,0.443765,0.0,0.041968,0.030556,0.019664,0.015158,0.056132,0.07869,0.159513,0.339938,0.171783,0.342133,0.368635,0.403052,0.336715,0.3531,0.387003,0.380343,0.390885,0.395137,0.388683,0.009476,0.009365,0.028916,0.001999,0.00826,0.055962,0.100729,0.059655,0.152696,0.133272,0.122556,0.015129,0.095176,0.0017,0.005069,0.012198,0.01153,0.013654,0.008347,0.017565,0.0,0.0,0.0,0.060141,0.197318,0.0,0.0,0.494968,0.068908,0.577295,0.603138,0.025606,0.010795,0.175007,0.172478,0.127333,0.810181,0.164378,0.012623,0.033616,0.062465,0.029836,0.034206,0.046138,0.043221,1,0,0,0,0,0
207,0.844161,0.839136,0.791508,0.7817,0.818618,0.814992,0.813903,0.620451,0.598926,0.583958,0.886581,0.929256,0.930161,0.900344,0.941652,0.931594,0.000212,0.000772,0.000274,0.000235,0.0,0.031333,0.071396,0.003132,0.005089,0.003821,0.014205,0.031765,0.268244,0.26679,0.283326,0.280185,0.285117,0.284705,0.291605,0.291955,0.287483,0.437922,0.402771,0.464177,0.402421,0.39441,0.366433,0.365562,0.375075,0.363621,0.365446,0.397483,0.00022,7.9e-05,0.000253,0.000285,0.000426,0.000529,0.000285,0.000502,0.000283,0.000248,0.000293,0.031883,0.038088,0.03598,0.075341,0.027572,0.00043,0.000405,0.000569,0.002497,0.351248,0.350644,0.352579,0.366579,0.377617,0.430075,0.431931,0.453133,0.620136,0.670994,0.730274,0.002368,0.004361,0.003178,0.003579,0.00203,0.022501,0.042229,0.104865,0.070947,0.087309,0.006936,0.004361,0.022157,0.015487,1,0,0,0,0,0
208,0.632999,0.663571,0.577987,0.449983,0.68648,0.704804,0.709031,0.739595,0.812328,0.714373,0.802228,0.901653,0.922059,0.909382,0.915211,0.911114,0.002128,0.222715,0.384915,0.463868,0.166671,0.64966,0.384056,0.000599,0.287597,0.000521,0.002153,0.010549,0.0,0.350302,0.085192,0.058964,0.077401,0.267462,0.400151,0.371852,0.452846,0.454657,0.443498,0.411475,0.404623,0.4643,0.384746,0.383923,0.385665,0.379609,0.383532,0.391091,0.01129,0.011748,0.011181,0.004301,0.009075,0.045603,0.04688,0.017704,0.034551,0.110932,0.139499,0.059889,0.039346,0.044567,0.036326,0.0915,0.029628,0.000322,0.000321,0.000528,0.003031,0.0,0.006508,0.162305,0.404377,0.236234,0.474123,0.644547,0.529466,0.502136,0.475085,0.01121,0.003416,0.333305,0.196869,0.871297,1.0,1.0,0.437612,0.8596,1.0,0.019948,0.001756,0.005792,0.130762,1,0,0,0,0,0
209,0.666157,0.691507,0.637598,0.590544,0.703701,0.724176,0.613408,0.538982,0.589012,0.537058,0.540121,0.329556,0.587467,0.550593,0.621211,0.61158,0.003096,0.004171,0.058234,0.108298,0.204486,0.009236,0.535029,0.035108,0.030858,0.140929,0.009774,0.006251,0.0,0.0,0.477922,0.470569,0.494774,0.320123,0.244753,0.547647,0.0,0.484835,0.511317,0.191303,0.0,0.52441,0.503326,0.515123,0.36417,0.605123,0.491516,0.253464,0.003693,0.00216,0.002291,0.287378,0.179966,0.163169,0.041855,0.288637,0.232504,0.002125,0.001377,0.008932,0.224223,0.045538,0.033576,0.042676,0.015881,0.023394,0.00187,0.007849,0.0,0.221372,0.137715,0.127706,0.4218,0.728652,0.716922,0.230173,0.51182,0.568472,0.537518,0.017254,0.835313,0.272553,0.733391,0.344597,0.088912,0.027721,0.134326,0.015375,0.012965,0.044421,0.023006,0.012652,0.027512,1,0,0,0,0,0
210,0.753605,0.807599,0.942481,0.861573,0.890662,0.898481,0.863722,0.907116,0.952328,0.952762,0.830924,0.890889,0.940527,0.933722,0.913433,0.959468,0.04492,0.251519,0.123064,0.35117,0.101724,0.393671,0.13345,0.002026,0.609895,0.121209,0.000762,0.000249,0.138114,0.372373,0.256372,0.362181,0.382503,0.399451,0.403875,0.36666,0.468025,0.283752,0.329225,0.344198,0.353498,0.366962,0.370823,0.338176,0.346379,0.363251,0.34561,0.346173,0.015024,0.049217,0.103395,0.095269,0.181524,0.068057,0.064456,0.101674,0.09485,0.003946,0.034402,0.330334,0.003924,0.000249,0.000197,0.010347,0.233915,0.154967,0.000233,0.0,0.60562,0.391304,0.468722,0.470757,0.516148,0.544809,0.496925,0.541969,0.604379,0.452608,0.473609,0.015445,0.09327,0.097794,0.49321,0.039937,0.049538,0.004721,0.00145,0.02341,0.043218,0.320959,0.13355,0.001078,0.00116,1,0,0,0,0,0
211,0.585313,0.648545,0.723297,0.723421,0.499049,0.536987,0.552228,0.740417,0.593656,0.520503,0.736729,0.743262,0.753752,0.629074,0.846487,0.864269,0.002145,6.4e-05,0.000142,0.000152,0.673815,0.194584,0.486137,0.549363,0.618329,0.139928,0.290528,0.259639,0.100432,0.217332,0.54168,0.527682,0.448093,0.421337,0.379198,0.307572,0.08808,0.543217,0.606557,0.605398,0.585487,0.54631,0.516084,0.509931,0.610549,0.479492,0.53415,0.543224,0.003621,0.004194,0.00324,0.026322,0.015921,0.001789,0.001328,0.001467,0.087789,0.20723,0.317308,0.180463,0.287279,0.21802,0.292195,0.238859,0.288763,0.186891,0.051891,0.178051,0.068684,0.262905,0.14807,0.116199,0.378299,0.55787,0.529701,0.28366,0.573616,0.517624,0.555265,0.009721,0.291728,0.004245,0.004061,0.31051,0.175478,0.130875,0.160126,0.165612,0.572635,0.162387,0.032478,0.073687,0.040955,1,0,0,0,0,0
212,0.6888,0.649016,0.559377,0.193898,0.8728,0.902185,0.578424,0.915185,0.926167,0.439835,0.633488,0.727288,0.746411,0.745793,0.751881,0.733858,0.024682,0.462055,0.145738,0.704852,0.068091,0.901698,0.134164,0.11258,0.0119,0.049237,0.318765,0.22421,0.05522,0.0,0.21928,0.164012,0.163272,0.190576,0.197339,0.283436,0.266331,0.278683,0.273045,0.274204,0.2769,0.032551,0.082092,0.09653,0.084177,0.164081,0.375597,0.453169,0.060001,0.02234,0.077935,0.028051,0.078313,0.147574,0.071659,0.155873,0.072952,0.007038,0.00311,0.025352,0.004877,0.008096,0.009325,0.023213,0.014481,0.033963,0.049812,0.025256,0.330459,0.10193,0.500593,0.214394,0.45622,0.351583,0.377941,0.448403,0.385344,0.268932,0.562019,0.072002,0.154579,0.319656,0.642962,0.267636,0.045958,0.065129,0.017228,0.102826,0.43858,0.007457,0.082522,0.137293,0.061807,1,0,0,0,0,0
213,0.701722,0.782561,0.795995,0.790571,0.781415,0.546076,0.717186,0.393686,0.489581,0.750204,0.873627,0.67173,0.532304,0.730832,0.884014,0.903928,0.072685,0.092577,0.027983,0.059888,0.01571,0.517864,0.751135,0.566057,0.068945,0.040561,0.036329,0.010919,0.20035,0.129547,0.037051,0.033875,0.036612,0.078505,0.006139,0.284005,0.194451,0.313759,0.408484,0.32382,0.158697,0.259685,0.24369,0.308587,0.243909,0.324856,0.343765,0.335336,0.013436,0.02001,0.022904,0.026165,0.035961,0.099404,0.073611,0.029145,0.021668,0.010491,0.079253,0.01275,0.015504,0.002862,0.004417,0.04297,0.009462,0.009843,0.001323,0.000328,0.34928,0.181651,0.345847,0.336811,0.217246,0.281446,0.334809,0.333948,0.285852,0.39533,0.467402,0.146242,0.04222,0.051401,0.109381,0.027817,0.026537,0.039764,0.045927,0.022998,0.010156,0.019408,0.019432,0.001913,0.00405,1,0,0,0,0,0
214,0.690664,0.73601,0.765744,0.740155,0.37478,0.320131,0.718587,0.296386,0.362471,0.615741,0.511962,0.536541,0.640641,0.704744,0.770748,0.781385,0.037664,0.048533,0.063466,0.052948,0.016988,0.037719,0.442315,0.55104,0.005888,0.002411,0.002226,0.004322,0.219774,0.291811,0.241324,0.266866,0.285185,0.296907,0.277833,0.336173,0.268182,0.399842,0.383573,0.354636,0.290912,0.335233,0.388148,0.406605,0.414849,0.425254,0.428299,0.38941,0.005362,0.006593,0.002491,0.008149,0.003947,0.002106,0.001471,0.004876,0.002336,0.047305,0.034954,0.007651,0.001519,0.00693,0.009055,0.031698,0.001256,0.00057,0.00035,0.000595,0.342302,0.186684,0.199946,0.258521,0.238158,0.538413,0.559134,0.299953,0.655562,0.633801,0.67625,0.087152,0.079014,0.046518,0.031417,0.04798,0.187275,0.022721,0.084866,0.143001,0.107503,0.001931,0.001662,0.00202,0.001741,1,0,0,0,0,0
215,0.571697,0.55551,0.49515,0.472107,0.5579,0.543632,0.475646,0.518916,0.407463,0.46446,0.618182,0.518259,0.451864,0.430553,0.833274,0.838696,0.002291,0.001627,0.001649,0.002751,0.00131,0.082774,0.121109,0.081233,0.085449,0.226531,0.322614,0.248026,0.167894,0.175754,0.191228,0.198573,0.2,0.19,0.193779,0.179534,0.16893,0.123656,0.098018,0.319486,0.064931,0.097867,0.386859,0.395686,0.267243,0.420768,0.408532,0.439561,0.000178,0.00036,0.000655,0.000739,0.000428,0.000104,0.000134,0.000553,0.000305,0.004151,0.005258,0.004702,0.00332,0.120579,0.09704,0.001228,0.049802,0.018805,0.003665,0.016312,0.0,0.0,0.0,0.0,0.018194,0.012368,0.009326,0.0,0.060029,0.608796,0.54709,0.00218,0.005003,0.00478,0.006271,0.00152,0.033485,0.067663,0.90644,0.026474,0.021591,0.274801,0.009206,0.05773,0.002809,1,0,0,0,0,0
216,0.517811,0.530478,0.58312,0.588815,0.631143,0.644088,0.552396,0.709629,0.355505,0.621353,0.616542,0.707017,0.687693,0.650052,0.892655,0.896024,0.049048,0.009429,0.010966,0.009678,0.007401,0.17572,0.058562,0.112157,0.367485,0.019317,0.04473,0.031275,0.214582,0.14668,0.140069,0.144184,0.150556,0.18415,0.278827,0.134733,0.308402,0.148944,0.14749,0.360453,0.264081,0.258422,0.177051,0.199719,0.226852,0.313217,0.358676,0.350466,0.003901,0.010076,0.057191,0.000935,0.0665,0.193307,0.000493,0.000942,0.083649,0.00136,0.001208,0.100719,0.200869,0.158256,0.020294,0.035868,0.138608,0.129635,0.005582,0.001586,0.198202,0.103663,0.141685,0.220534,0.27364,0.162171,0.168434,0.525105,0.368067,0.331432,0.553364,0.005684,0.003571,0.002371,0.003346,0.076812,0.653517,0.410977,1.0,0.01726,0.065306,0.3651,0.052073,0.027099,0.022541,1,0,0,0,0,0
