,attr4,attr5,attr7,attr8,attr13,attr14,attr22,attr26,attr27,attr30,attr31,attr37,attr40,attr41,attr43,attr44,attr47,attr49,attr50,attr51,attr56,attr60,attr61,attr74,attr79,attr85,attr89,attr95,attr97,attr102,attr104,attr111,attr114,attr115,attr117,attr119,attr122,attr123,attr124,attr130,attr133,attr138,attr141,attr144,attr146,attr153,attr155,attr158,attr162,attr163,attr164,attr167,attr168,attr169,attr175,attr176,attr177,attr184,attr189,attr192,attr193,attr195,attr197,attr201,attr210,attr211,attr214,attr216,attr218,attr220,attr221,attr223,attr227,attr231,attr234,attr236,attr237,attr240,attr243,attr245,attr247,attr251,attr252,attr256,attr259,attr262,attr265,attr266,attr271,attr273,attr274,attr276,attr277,attr279,attr280,attr283,attr286,attr287,attr288,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
374,0.272147,0.240429,0.037935,0.553404,0.220826,0.075907,0.999268,0.312401,0.351637,0.99764,0.862998,0.967054,0.585679,0.380773,0.530057,0.757771,0.695127,0.252133,0.08731,0.027584,0.010169,0.056527,0.024719,0.510742,0.018219,0.37585,0.524204,0.323242,0.238865,0.309284,0.357545,0.493764,0.326476,0.436289,0.777989,0.374011,0.264113,0.290004,0.289799,0.607259,0.42273,0.663478,0.487168,0.712501,0.887041,0.001423,0.141236,0.165653,0.046243,0.041982,0.221207,0.083722,0.000612,0.002754,0.025725,0.003388,0.035196,0.007259,0.007659,0.198703,0.257211,0.250764,0.431815,0.363676,0.331654,0.506165,0.789625,0.449643,0.488946,0.485369,0.436899,0.347803,0.682356,0.486151,0.773085,0.780596,0.615804,0.864447,0.977272,0.635749,0.100131,0.006937,0.023943,0.235901,0.017033,0.627897,0.112884,0.021206,0.037527,0.200184,0.01146,0.319878,0.359268,0.315368,0.160911,0.062682,0.382377,0.040809,0.53212,0.526506,0,1,0,0,0,0
375,0.400938,0.376647,0.399018,0.665199,0.58834,0.450592,0.704,0.607147,0.37613,0.669918,0.578373,0.836796,0.630865,0.557044,0.472528,0.616237,0.691245,0.379253,0.107509,0.066079,0.032575,0.174372,0.124146,0.052911,0.086724,0.029245,0.437943,1.0,0.388211,0.671015,0.778608,0.805995,0.658292,0.689787,0.658642,0.544184,0.612497,0.666982,0.666159,0.446111,0.37203,0.613882,0.484856,0.537407,0.760672,0.007813,0.004783,0.031242,0.004046,0.003314,0.004109,0.056824,0.043099,0.018814,0.017224,0.041274,0.060918,0.079063,0.18511,0.39293,0.244423,0.133918,1.0,0.930992,0.9844,1.0,1.0,0.924125,0.96558,1.0,1.0,0.724504,0.519972,0.575472,0.802525,0.921129,0.883175,0.791723,0.954498,0.831846,0.113095,0.026665,0.034153,0.22664,0.193033,0.029351,0.319371,0.122645,0.116834,0.053125,0.206359,0.398818,0.488872,0.333627,0.324418,0.508208,0.581622,0.824155,0.411218,0.206739,0,1,0,0,0,0
376,0.632547,0.550043,0.355022,0.763598,0.597473,0.457802,0.543974,0.778309,0.675189,0.490526,0.613268,0.586572,0.598424,0.115242,0.0,0.167628,0.45677,0.225364,0.027548,0.052559,0.01841,0.01501,0.02319,0.06909,0.188862,0.37243,0.108645,0.080042,0.28578,0.363372,0.234469,0.450808,0.441354,0.439661,0.493954,0.513319,0.497305,0.45679,0.467788,0.629862,0.299922,0.607252,0.138857,0.609164,0.52072,0.028962,0.01159,0.007066,0.016128,0.020383,0.024404,0.096504,0.060438,0.051238,0.030645,0.04397,0.068549,0.01786,0.11051,0.007194,0.0235,0.134712,0.042742,0.0,0.099874,0.612618,0.655751,0.508282,0.521739,0.821912,0.744088,0.6196,0.744905,0.500575,0.741661,0.715908,0.55375,0.625753,0.530239,0.558328,0.660933,0.140462,0.049112,0.085867,0.377492,0.151706,0.337036,0.232109,0.109963,0.088728,0.183006,0.445966,0.280074,0.212693,0.12449,0.207463,0.086539,0.085242,0.003997,0.101361,0,1,0,0,0,0
377,0.568565,0.531673,0.423402,0.599537,0.537276,0.51323,0.547961,0.852408,0.740426,0.397544,0.490098,0.49927,0.612016,0.505964,0.311784,0.432446,0.550455,0.448927,0.012931,0.007753,0.021945,0.025837,0.016094,0.031655,0.51751,0.064766,0.105662,0.064046,0.02645,0.38701,0.335364,0.373896,0.533608,0.575007,0.633525,0.645672,0.680178,0.565322,0.65915,0.83393,0.903848,0.895041,0.509815,0.769719,0.720899,0.024688,0.009959,0.017923,0.046092,0.088028,0.109505,0.027681,0.013222,0.02551,0.014985,0.256007,0.361501,0.03701,0.052487,0.025761,0.015693,0.011316,0.513867,0.461621,0.488202,0.684883,0.829856,0.781312,0.897432,1.0,1.0,1.0,0.920178,0.775161,1.0,1.0,0.905663,0.866546,0.938764,0.831634,0.034853,0.140142,0.269611,0.091263,0.125278,0.498075,0.266108,0.154569,0.031214,0.050548,0.564971,1.0,1.0,0.625446,0.640689,0.237659,0.183437,0.121228,0.07505,0.030678,0,1,0,0,0,0
378,0.64421,0.605965,0.494828,0.508063,0.595645,0.548122,0.718764,0.819943,0.791676,0.468056,0.489361,0.65365,0.748193,0.688754,0.38332,0.448509,0.555675,0.449825,0.047929,0.038634,0.063629,0.011907,0.016017,0.044334,0.487407,0.016521,0.008721,0.043963,0.070473,0.223752,0.244643,0.462805,0.707572,0.696701,0.625809,0.703155,0.78203,0.761591,0.737716,0.898711,0.854026,0.802277,0.487531,0.607325,0.631187,0.023608,0.049845,0.036654,0.04014,0.03742,0.043927,0.05626,0.110038,0.013077,0.105662,0.04791,0.054222,0.006116,0.030411,0.080512,0.095839,0.073787,0.357902,0.347938,0.473911,0.784756,0.845578,0.80806,0.967436,0.956063,0.964584,0.935621,0.736044,0.744409,0.861558,0.870929,0.804169,0.572576,0.624005,0.574096,0.023806,0.008699,0.007042,0.057837,0.066217,0.224519,0.182875,0.148742,0.052612,0.037413,0.395418,0.60597,0.621366,0.414751,0.558099,0.037493,0.04253,0.058827,0.053841,0.095078,0,1,0,0,0,0
379,0.352552,0.469542,0.478459,0.30734,0.432021,0.545672,0.23604,0.334789,0.558614,0.278396,0.289726,0.414526,0.977874,0.962042,0.399071,0.508348,0.531882,0.605055,0.006664,0.001631,0.027798,0.010858,0.039509,0.002472,0.001714,0.366972,0.032745,1.0,1.0,0.210144,0.432963,0.380734,0.262949,0.231872,0.323443,0.443038,0.343381,0.385219,0.402215,0.571886,0.412428,0.349623,0.493258,0.39415,0.506399,0.139159,0.01068,0.002936,0.003088,0.007809,0.00583,0.232758,0.08177,0.001351,0.151799,0.003339,0.013425,0.202556,0.002463,0.020857,0.011509,0.187727,0.263386,0.432658,0.243246,0.317845,0.283436,0.540112,0.372596,0.367776,0.382895,0.693997,0.518574,0.670223,0.881788,0.582159,0.503265,0.809727,0.564278,0.657441,0.004372,0.27432,0.011491,0.009039,0.057344,0.007333,0.575665,0.228002,0.039199,0.756091,0.003828,0.067089,0.246476,0.56197,0.706348,0.426343,0.014641,0.018873,0.213161,0.142631,0,1,0,0,0,0
380,0.247869,0.243258,0.134082,0.320735,0.2661,0.204893,0.461698,0.540964,0.459723,0.626536,0.392855,0.733911,0.796156,0.491478,0.266867,0.535076,0.048127,0.0,0.007183,0.015464,0.007039,0.171851,0.007907,0.228644,0.015292,0.962711,0.659132,1.0,0.0,0.247222,0.263656,0.277558,0.273299,0.302051,0.327798,0.27915,0.357551,0.449849,0.414136,0.599691,0.396632,0.553025,0.418615,0.4007,0.145857,0.000986,0.001937,0.003829,0.002057,0.003288,0.011279,0.003357,0.000137,0.002317,0.003858,0.015219,0.016967,0.014945,0.123157,0.296858,0.185693,0.005716,0.366468,0.357958,0.332785,0.449175,0.49395,0.409376,0.501856,0.570786,0.622081,0.510109,0.664956,0.586163,0.768474,0.951791,0.758186,0.902118,0.629395,0.627371,0.009567,0.002031,0.002436,0.013344,0.001452,0.03263,0.016232,0.00696,0.028452,0.022188,0.026942,0.255576,0.127886,0.068098,0.036451,0.608183,0.278874,0.115914,0.620192,0.00315,0,1,0,0,0,0
381,0.742762,0.792078,0.789322,0.848285,0.888345,0.888205,0.614106,0.83913,0.951416,0.141771,0.079567,0.024453,0.088838,0.029608,0.024308,0.0,0.019729,0.0,0.010356,0.0093,0.01144,1.0,0.029077,0.789067,0.253878,0.124643,0.177404,0.050452,0.031231,0.272154,0.270103,0.366872,0.541715,0.535281,0.527154,0.505727,0.7169,0.814883,0.655508,0.484136,0.677517,0.36382,0.368512,0.316502,0.238903,0.003067,0.005352,0.023123,0.04446,0.061342,0.123166,0.023809,0.02918,0.16489,0.331858,0.004196,0.016456,0.027799,0.051219,0.073768,0.063083,0.055144,0.467861,0.460928,0.571435,0.756732,0.663401,0.761462,0.652968,0.566951,0.766472,1.0,0.43353,0.427391,0.42653,0.378836,0.417494,0.399244,0.327418,0.488023,0.008997,0.012156,0.010697,0.043443,0.021859,0.205009,0.08963,0.087739,0.527138,0.434864,0.030345,0.099753,0.136382,0.106133,0.116744,0.160289,0.125846,0.174827,0.233724,0.175949,0,1,0,0,0,0
382,0.872919,0.854291,0.744649,0.923099,0.798914,0.801569,0.668945,0.823638,0.760913,0.17929,0.279509,0.0,0.0,0.110473,0.0,0.0,0.0,0.0,0.265021,0.296575,0.217682,0.081686,0.077096,1.0,0.44487,0.020009,0.050579,0.011062,0.008387,0.301653,0.277462,0.184431,0.288909,0.290995,0.27821,0.248196,0.5512,0.646982,0.551879,0.575391,0.487723,0.416516,0.295041,0.340377,0.361468,0.032311,0.004427,0.040513,0.012094,0.022758,0.021335,0.018975,0.016351,0.022046,0.025091,0.042502,0.044154,0.076022,0.030402,0.141325,0.053182,0.04095,0.403124,0.530294,0.459474,0.628992,0.575371,0.559201,0.7882,0.903628,0.672593,0.822005,0.563383,0.514124,0.414117,0.49593,0.53073,0.572016,0.501364,0.446614,0.286719,0.153567,0.161225,0.095422,0.056974,0.12102,0.108701,0.094438,0.10429,0.158972,0.043129,0.204891,0.218877,0.022749,0.010105,0.057446,0.038064,0.018191,0.175504,0.062956,0,1,0,0,0,0
383,0.44639,0.39147,0.241202,0.691535,0.388418,0.312826,0.795063,0.604773,0.551704,0.885396,0.849985,0.975504,0.836551,0.769733,0.586213,0.658351,0.4635,0.303204,0.008128,0.006892,0.008519,0.007527,0.007095,0.015945,0.015372,0.00149,0.005402,0.512637,0.378343,0.41832,0.383573,0.390569,0.359616,0.403368,0.419156,0.413436,0.259081,0.300206,0.323745,0.330041,0.332778,0.437126,0.502078,0.59808,0.634451,0.001595,0.00949,0.002743,0.079782,0.146745,0.090857,0.020268,0.010637,0.00121,0.016589,0.003364,0.006212,0.013352,0.041125,0.086284,0.122466,0.080186,0.520509,0.398271,0.305354,0.427961,0.448101,0.437724,0.415381,0.398931,0.391528,0.404511,0.519234,0.448582,0.759673,0.767434,0.777755,0.829733,0.681719,0.586811,0.014088,0.021639,0.009903,0.007342,0.015148,0.088815,0.020482,0.019896,0.005601,0.018863,0.019519,0.029909,0.03372,0.031757,0.05044,0.2736,0.197607,0.156337,1.0,0.666155,0,1,0,0,0,0
384,0.399386,0.427329,0.387938,0.4412,0.602024,0.489136,0.749263,0.908728,0.871062,0.927074,0.955741,0.970465,0.044321,0.827551,0.240874,0.19396,0.0,0.161075,0.006326,0.00583,0.006492,0.033311,0.037099,0.01545,0.008525,0.005925,1.0,0.0,0.158569,0.392874,0.72308,0.664115,0.336742,0.306488,0.535604,0.219822,0.381694,0.395953,0.45393,0.372531,0.337874,0.400604,0.407764,0.272757,0.323539,0.055346,0.006077,0.022892,0.006106,0.04673,0.029162,0.142496,0.002693,0.019195,0.002364,0.00575,0.006091,0.032529,0.09713,0.083355,0.004225,0.078173,0.393955,0.492642,0.278963,0.397198,0.441313,0.465926,0.447542,0.513889,0.500067,0.449801,0.548701,0.563383,0.659219,0.545916,0.744487,0.433866,0.604122,0.451143,0.004658,0.018624,0.031881,0.024968,0.027222,0.040545,0.104349,0.023514,0.052382,0.015064,0.027564,0.016391,0.03513,0.019443,0.024501,0.432797,0.350101,0.256016,0.390996,0.20586,0,1,0,0,0,0
385,0.485048,0.63484,0.521603,0.752127,0.904907,0.693572,0.406103,0.743448,0.672229,0.395059,0.48793,0.404769,0.517747,0.430636,0.041708,0.134588,0.392839,0.290902,0.053444,0.166111,0.208402,0.041021,0.021592,0.018661,0.009535,0.022907,0.020782,0.052567,0.125337,0.332949,0.375665,0.387037,0.324136,0.333114,0.440151,0.56954,0.31513,0.345213,0.384911,0.338971,0.346866,0.393985,0.335432,0.397078,0.491139,0.006855,0.016524,0.010092,0.013206,0.003975,0.005934,0.014158,0.014258,0.006933,0.007583,0.00233,0.004248,0.026653,0.00356,0.03648,0.010884,0.031229,0.43542,0.527219,0.592514,0.654478,0.575875,0.67871,0.414922,0.473922,0.526682,0.525977,0.472871,0.399457,0.633107,0.572139,0.487587,0.523025,0.622685,0.492262,0.060268,0.103453,0.097023,0.041073,0.188357,0.008732,0.04575,0.064115,0.036898,0.078513,0.017316,0.012961,0.045966,0.087738,0.033501,0.160585,0.070197,0.024592,0.05171,0.023299,0,1,0,0,0,0
386,0.364588,0.372309,0.331836,0.425953,0.392593,0.368646,0.678716,0.879811,0.68851,0.57962,0.653166,0.320335,0.522645,0.457406,0.182762,0.19356,0.254476,0.188393,0.001589,0.002291,0.001274,0.006493,0.005219,0.033845,0.027398,0.101702,0.161009,0.008491,0.004913,0.626934,0.593429,0.728402,1.0,1.0,1.0,0.794664,0.939911,0.592503,0.665048,0.826982,1.0,1.0,0.369376,0.808086,0.681269,0.011434,0.05542,0.0415,0.013662,0.023508,0.083218,0.043159,0.02866,0.010706,0.059175,0.077439,0.061827,0.141287,0.076572,0.040965,0.084912,0.074743,0.454397,0.490808,0.49319,0.729894,0.794462,0.662786,0.782967,0.902621,0.836878,0.795256,0.752896,0.684302,0.517266,0.639068,0.583837,0.464942,0.444389,0.436393,0.005226,0.003651,0.002628,0.019998,0.010599,0.143616,0.071831,0.025959,0.216422,0.027579,0.035149,0.082666,0.197028,0.055978,0.021945,0.120712,0.084616,0.038329,0.00243,0.009165,0,1,0,0,0,0
387,0.520053,0.456852,0.416449,0.925021,0.712485,0.679619,0.748071,0.4087,0.23655,0.784761,0.422063,0.795417,0.175944,0.204409,0.830256,0.736692,0.385858,0.0,0.016278,0.042222,0.207214,0.05616,0.051325,0.28209,0.606802,0.004302,1.0,1.0,1.0,0.256488,0.210768,0.48476,0.379348,0.379671,0.36404,0.404513,0.433875,0.432202,0.404554,0.379561,0.389499,0.383786,0.273889,0.270658,0.317181,0.077198,0.032249,0.044981,0.011314,0.010992,0.015627,0.023718,0.046869,0.025577,0.036091,0.001272,0.008764,0.009539,0.002144,0.010596,0.012418,0.015655,0.133029,0.0,0.316828,0.634863,0.506519,0.483047,0.481672,0.381318,0.308519,0.0,0.252259,0.23903,0.218621,0.143317,0.138777,0.116714,0.076501,0.160572,0.668223,0.485231,0.858353,0.280977,0.153481,0.046885,0.047549,0.071317,0.99763,0.437295,0.035952,0.598663,0.306532,0.117248,0.158703,0.425661,0.146446,0.063525,0.087046,0.019234,0,1,0,0,0,0
388,0.401983,0.630034,0.452831,0.413043,0.44909,0.402812,0.434843,0.422773,0.0,0.615587,0.808428,0.773564,0.082426,0.0,0.004639,0.075652,0.0,0.0,0.008049,0.000781,0.224895,0.131776,0.063592,0.054672,0.11771,0.36852,1.0,0.534987,0.0,0.381289,0.215206,0.333553,0.472689,0.645549,0.691214,0.432366,0.841886,1.0,0.870912,0.628539,0.339129,0.451049,0.33214,0.887764,0.136529,0.007916,0.00935,0.059393,0.017107,0.082849,0.070658,0.058342,0.009462,0.038656,0.112304,0.044023,0.076994,0.036323,0.020842,0.145141,0.203726,0.001719,0.290705,0.25132,0.234467,0.358964,0.507884,0.352791,0.392937,0.725789,0.839495,0.566571,0.975409,0.57545,1.0,0.62793,0.620314,0.47778,0.596864,0.625705,0.031058,0.024908,0.020023,0.030967,0.018141,0.042521,0.068226,0.016705,0.212032,0.137527,0.111163,0.173412,0.093211,0.005424,0.056922,0.118649,0.013044,0.012892,0.130646,0.003881,0,1,0,0,0,0
389,0.869613,0.870063,0.802253,0.573704,0.903184,0.906808,0.474381,0.422114,0.403878,0.351983,0.384358,0.271226,0.598848,0.660018,0.096745,0.0,0.066105,0.249304,0.084456,0.276387,0.100111,0.142321,0.144283,0.044567,0.041161,0.069812,0.256983,0.100308,0.118974,0.331207,0.33692,0.343882,0.569348,0.532016,0.493032,0.343471,0.464719,0.334712,0.296598,0.453642,0.523258,0.944204,0.523395,0.288813,0.336907,0.00047,0.015059,0.030243,0.142206,0.195146,0.124324,0.050257,0.003827,0.296343,0.020886,0.051414,0.067148,0.211649,0.099906,0.006279,0.013245,0.108023,0.361122,0.52912,0.576109,0.490674,0.52893,0.496645,0.3629,0.362475,0.310331,0.281188,0.287182,0.387771,0.421721,0.609076,0.681797,0.469594,0.379261,0.526984,0.08543,0.006691,0.016892,0.034154,0.011772,0.058353,0.124208,0.09487,0.069372,0.054843,0.060633,0.100859,0.210522,0.417112,0.354967,0.056796,0.107416,0.198782,0.051927,0.707601,0,1,0,0,0,0
390,0.194392,0.175212,0.123748,0.475676,0.256283,0.255801,0.551176,0.541327,0.573734,0.642308,0.609742,0.411911,0.807044,0.753943,0.125861,0.123774,0.361775,0.492732,0.202396,0.089991,0.062915,0.137485,0.076704,0.005311,0.06141,0.356684,0.024537,0.811195,0.687774,0.411139,0.357661,0.652016,0.733724,0.373786,0.622339,0.51273,0.588196,0.691152,0.48144,0.613416,0.648944,0.673203,0.408539,0.540953,0.521708,0.012651,0.224705,0.211022,0.110907,0.042397,0.083806,0.073587,0.047671,0.060165,0.047042,0.025526,0.090712,0.114926,0.014328,0.017427,0.05169,0.059437,0.487006,0.463354,0.465076,0.685241,0.567868,0.707852,0.754786,0.615685,0.636798,0.657855,0.6944,0.675613,0.891752,0.918635,0.805544,0.465446,0.496064,0.564256,0.084763,0.107936,0.186765,0.106879,0.076765,0.118875,0.153875,0.021467,0.053365,0.026194,0.050716,0.153785,0.057017,0.022877,0.049772,0.440241,0.078167,0.112437,0.039202,0.87227,0,1,0,0,0,0
391,0.473384,0.465066,0.527964,0.507877,0.557101,0.551472,0.421774,0.390648,0.394056,0.761416,0.706547,0.55497,0.263349,0.0,0.0,0.0,0.0,0.0,0.01976,0.011525,0.00422,0.096117,0.04353,0.00994,0.133183,1.0,1.0,0.291642,0.0,0.250706,0.190103,0.228628,0.243951,0.268724,0.402085,0.34939,0.390398,0.438759,0.467936,0.358217,0.241941,0.410933,0.150405,0.251886,0.136598,0.002083,0.011007,0.035654,0.011979,0.010571,0.044026,0.006601,0.013075,0.009092,0.024767,0.031445,0.038614,0.142258,0.007945,0.159574,0.159823,0.001633,0.480587,0.444008,0.441794,0.476505,0.664822,0.53839,0.550859,0.560364,0.609109,0.627908,0.605162,0.565575,0.971887,0.619263,0.614947,0.605889,0.623032,0.630435,0.009534,0.005683,0.001664,0.295464,0.013885,0.086473,0.023671,0.021174,0.024907,0.030573,0.01181,0.017432,0.013555,0.020206,0.044659,0.411776,0.015064,0.001676,0.008306,0.0,0,1,0,0,0,0
392,0.701853,0.683835,0.582151,0.677095,0.770284,0.727906,0.621108,0.825817,0.844639,0.677699,0.668915,0.411913,0.59652,0.62246,0.350109,0.341513,0.184269,0.250606,0.346593,0.088862,0.169153,0.029326,0.00794,0.096982,0.157789,0.145552,0.366019,0.074022,0.159831,0.201303,0.180686,0.21308,0.330597,0.245233,0.217798,0.218793,0.404184,0.4243,0.388464,0.455652,0.488374,0.329438,0.233114,0.346701,0.406084,0.000748,0.093905,0.012084,0.07381,0.062675,0.014474,8.2e-05,0.000382,0.061651,0.092842,0.068879,0.089351,0.02866,0.038096,0.017615,0.02721,0.038664,0.473598,0.098821,0.214249,0.88436,0.700796,0.345142,0.859423,0.661836,0.742552,0.568606,0.923689,0.793523,0.862285,0.949566,0.960111,0.744699,0.518317,0.563909,1.0,0.018409,0.151019,0.461106,0.026711,0.434723,0.03109,0.033485,0.26342,0.187881,0.532976,0.261963,0.188945,0.229505,0.207595,0.271865,0.179969,0.382432,0.36792,0.616638,0,0,1,0,0,0
393,0.830787,0.78833,0.445668,0.741398,0.68462,0.449935,0.754145,0.654202,0.709337,0.67058,0.596058,0.734363,0.446865,0.6932,0.760906,0.759014,0.642632,0.683901,0.00097,0.008968,0.272944,0.100187,0.093213,0.086164,0.394167,0.213806,0.498147,0.24319,0.113144,0.291804,0.410185,0.421982,0.297634,0.25773,0.252373,0.62441,0.216982,0.25762,0.245473,0.196715,0.124897,0.318848,0.126653,0.153162,0.129424,0.076935,0.04025,0.041143,0.052081,0.027247,0.0212,0.029795,0.127007,0.019714,0.060025,0.002757,0.062222,0.052418,0.006767,0.010579,0.046898,0.011844,0.361749,0.561303,0.719337,0.949477,0.955504,0.949465,0.971876,0.953614,0.912428,0.9393,0.784566,1.0,0.834787,0.619711,0.980889,1.0,0.957036,1.0,0.053222,0.950541,0.176137,0.126974,0.258146,0.174791,0.144996,0.242186,0.216048,0.16069,0.029249,0.683079,0.506087,0.048999,0.052307,0.54895,0.327492,0.070097,0.058018,0.085339,0,0,1,1,0,0
394,0.801939,0.893075,0.982933,0.643112,0.889153,0.981206,0.475297,0.5924,0.640933,0.467634,0.556936,0.480487,0.614099,0.674798,0.434531,0.4263,0.540319,0.966635,0.110235,0.161647,0.0,0.036369,0.161329,0.107519,0.220556,0.035941,0.019336,0.025381,0.360085,0.35618,0.344931,0.33404,0.338827,0.322188,0.313484,0.31369,0.269931,0.331866,0.322174,0.318189,0.327154,0.32701,0.345473,0.477236,0.334204,0.00013,0.111262,0.182724,0.093214,0.038177,0.007209,0.021387,0.007694,0.045764,0.003316,0.012688,0.033328,0.005745,0.000484,0.006777,0.177215,0.000754,0.974817,0.498982,0.475163,0.874284,0.822844,0.680444,0.813629,0.731336,0.808027,0.632436,0.556115,0.460145,0.563764,0.670335,0.625067,0.728429,0.708859,0.495057,0.208873,0.001225,0.001594,0.168095,0.003256,0.156209,0.28723,0.033532,0.381045,0.089541,0.14817,0.138767,0.054341,0.035284,0.014331,0.061383,0.10956,0.013911,0.336681,0.001126,0,0,1,0,0,0
395,0.819242,0.852869,0.960069,0.743471,0.699667,0.736449,0.700231,0.602185,0.586459,0.545685,0.555627,0.732604,0.882643,0.880773,0.85594,0.848637,0.848159,0.829595,0.001443,0.018114,0.00151,0.063035,0.064863,0.17669,0.515697,0.191785,0.012566,0.016157,0.02159,0.28393,0.221358,0.456475,0.41035,0.430521,0.570213,0.427318,0.474143,0.436982,0.504575,0.284492,0.233436,0.208498,0.221591,0.248128,0.228649,0.02741,0.317728,0.041496,0.454139,0.038436,0.075336,0.135616,0.059034,0.099246,0.110167,0.092401,0.126636,0.069483,0.002342,0.005248,0.001952,0.003601,0.340099,0.550333,0.963902,0.958691,0.917382,0.968387,1.0,0.987352,0.92502,0.911366,0.938965,0.929996,0.896057,1.0,1.0,1.0,1.0,1.0,0.079665,0.169624,0.005722,0.096386,0.295419,0.11876,0.174712,0.141558,0.286767,0.399116,0.118664,0.277323,0.112321,0.334606,0.832759,0.805556,0.019508,0.024691,0.033242,0.058067,0,0,1,1,0,0
396,0.708409,0.770503,0.726804,0.612459,0.65695,0.658234,0.29685,0.451311,0.277045,0.426447,0.524037,0.817419,0.838108,0.710007,0.835591,0.876842,0.539579,0.413082,0.10037,0.102558,0.058884,0.041813,0.05114,0.186809,0.586303,0.13227,0.106554,0.188084,0.24815,0.314204,0.446029,0.502291,0.38406,0.540309,0.485816,0.393388,0.468073,0.476557,0.416324,0.336605,0.344808,0.289074,0.301996,0.280384,0.281982,0.145874,0.026311,0.090457,0.039226,0.191703,0.135516,0.168122,0.048458,0.068789,0.028272,0.052921,0.028966,0.014279,0.001303,0.00123,0.001279,0.002712,0.987296,0.514839,0.963444,0.933787,0.894916,0.864007,0.646214,0.914229,0.924517,0.61706,0.819903,0.446502,0.646493,0.527308,0.437858,0.632526,0.416611,0.46133,0.144936,0.36573,0.11385,0.236218,0.136402,0.178686,0.176532,0.196042,0.379763,1.0,0.76045,0.510254,0.430049,0.312612,0.616516,0.322739,0.15843,0.189419,0.20259,0.043351,0,0,1,0,0,0
397,0.6952,0.69481,0.508001,0.557547,0.601615,0.367817,0.526338,0.35791,0.32612,0.396986,0.220144,0.307967,0.189813,0.095939,0.232745,0.423669,0.115957,0.097544,0.199622,0.367508,0.148686,0.190014,0.172876,0.585285,0.601241,0.059193,0.45737,0.222047,0.109596,0.332805,0.386941,0.457099,0.363697,0.340144,0.387133,0.320713,0.300123,0.295322,0.306626,0.341056,0.344602,0.327195,0.221351,0.235569,0.372936,0.028966,0.100078,0.061653,0.054426,0.038498,0.038151,0.03092,0.016286,0.006932,0.016961,0.019542,0.013532,0.017451,0.006337,0.002479,0.008098,0.007198,1.0,1.0,0.819266,0.586822,0.682848,0.765466,0.70159,0.6024,0.575528,0.505122,0.451791,0.395174,0.18249,0.272522,0.326791,0.326255,0.433418,0.454207,0.515512,0.12423,0.151533,0.167341,0.31024,0.373565,0.7451,0.518325,0.115346,0.078844,0.492662,0.162667,0.136275,0.043151,0.102506,0.289182,0.223432,0.040057,0.545332,0.023428,0,0,1,0,0,0
398,0.823433,0.686924,0.686278,0.536996,0.442026,0.684154,0.368033,0.316985,0.265287,0.261799,0.358466,0.32835,0.376141,0.351131,0.585898,0.619156,0.636721,0.713918,0.207512,0.13947,0.062068,0.434596,0.276216,0.073985,0.280806,0.207109,0.176719,0.045175,0.062112,0.383704,0.408861,0.388505,0.345514,0.321159,0.375864,0.5412,0.288224,0.254993,0.330809,0.328333,0.442716,0.343114,0.228663,0.302359,0.331735,0.01457,0.019395,0.015918,0.026747,0.022725,0.024304,0.008719,0.030115,0.024246,0.043788,0.027362,0.018718,0.01543,0.046377,0.020613,0.01665,0.018666,0.787305,0.689748,0.879026,0.790716,0.643888,0.465759,0.760791,0.667215,0.594728,0.489276,0.590021,0.915973,0.549372,0.484177,0.493917,0.846551,0.775966,0.848307,0.135096,0.115328,0.111421,0.070919,0.101864,0.060509,0.137422,0.148236,0.01026,0.595213,0.572775,0.146121,0.010696,0.016246,0.325474,0.069445,0.056142,0.261692,0.073608,0.067809,0,0,1,0,0,0
399,0.932547,0.944486,0.968259,0.722119,0.741538,0.746427,0.739055,0.627629,0.691482,0.485633,0.514787,0.859876,0.850146,0.831097,0.822765,0.833584,0.790946,0.779429,0.000287,0.000158,0.000206,0.183807,0.071703,0.176446,0.543441,0.215371,0.015348,0.009252,0.008142,0.274979,0.280158,0.259712,0.343292,0.342442,0.391303,0.291427,0.444472,0.582922,0.452586,0.362263,0.242956,0.284342,0.14561,0.170796,0.15655,0.000212,0.011897,0.00578,0.012732,0.006501,0.00624,0.015672,0.015367,0.028557,0.19542,0.028719,0.028941,0.015706,0.0381,0.003007,0.010441,0.026191,0.391908,0.4393,0.291331,0.449108,0.439658,0.577339,1.0,0.983215,0.886865,0.78943,0.82782,0.798947,1.0,1.0,1.0,1.0,1.0,1.0,0.00166,0.002552,0.00223,0.230096,0.198042,0.130943,1.0,0.218621,0.636322,0.828864,0.790828,0.524825,0.529839,0.561637,0.988963,0.016679,0.035749,0.093845,0.017438,0.027264,0,0,1,1,1,0
