,attr2,attr5,attr21,attr22,attr31,attr32,attr42,attr44,attr46,attr48,attr49,attr54,attr55,attr58,attr59,attr62,attr63,attr65,attr70,attr72,attr73,attr76,attr79,attr85,attr87,attr90,attr92,attr96,attr99,attr100,attr101,attr102,attr105,attr108,attr111,attr112,attr113,attr115,attr116,attr118,attr124,attr129,attr130,attr132,attr143,attr150,attr151,attr152,attr155,attr156,attr157,attr162,attr163,attr165,attr170,attr179,attr180,attr185,attr188,attr191,attr192,attr197,attr199,attr200,attr202,attr206,attr207,attr208,attr212,attr220,attr222,attr226,attr227,attr228,attr233,attr235,attr236,attr240,attr241,attr243,attr247,attr248,attr249,attr250,attr253,attr255,attr256,attr259,attr260,attr262,attr263,attr270,attr272,attr275,attr276,attr278,attr283,attr284,attr289,attr292,attr293,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
148,0.616797,0.5145,0.599069,0.638046,0.771763,0.910937,0.667454,0.915927,0.782727,0.794891,0.719556,0.269076,0.320519,0.031141,0.123735,0.381601,0.273853,0.004066,0.379216,0.056572,0.165865,0.538302,0.029523,0.306546,0.136824,0.202526,0.112927,0.450352,0.0,0.0,0.0,0.048827,0.0,0.0,0.235316,0.048477,0.005158,0.044733,0.17393,0.239424,0.215192,0.275967,0.137641,0.149047,0.403717,0.001598,0.17291,0.190501,0.010058,0.045298,0.059499,0.01423,0.002555,0.105614,0.107098,0.009041,0.066788,0.126057,0.042158,0.002658,0.076142,0.0,0.0,0.105005,0.105989,0.082886,0.240908,0.504417,0.170514,0.365864,0.405864,0.509796,0.465255,0.385847,0.509226,0.295916,0.307837,0.689759,0.641897,0.609847,0.00856,0.006803,0.523214,1.0,0.02318,0.067004,0.394053,0.986398,0.029963,0.155917,0.233852,0.019467,0.228582,0.006764,0.073498,0.185371,0.353733,0.196026,0.01042,0.219965,0.511594,0.646779,1,0,0,0,0,0
149,0.704243,0.70801,0.791341,0.410806,0.599489,0.507677,0.630293,0.872164,0.856224,0.848384,0.833407,0.002714,0.00242,0.131664,0.015647,0.002015,0.002342,0.131408,0.001809,0.23839,0.103898,0.005032,0.259328,0.342639,0.330471,0.137402,0.004238,0.320631,0.0,0.0,0.0,0.044431,0.0,0.011838,0.0,0.0,0.474163,0.416337,0.340624,0.030693,0.273944,0.351139,0.369417,0.177133,0.402593,0.016836,0.123281,0.01048,0.079332,0.238136,0.030362,0.010383,0.010587,0.136358,0.024424,0.132436,0.171399,0.106798,0.252354,0.000368,0.003247,0.060431,0.041588,0.178632,0.009796,0.140891,0.145464,0.116658,0.429359,0.376521,0.341105,0.590703,0.432613,0.372976,0.577362,0.440363,0.312053,0.614701,0.616054,0.592235,0.027446,0.016502,0.331303,0.011438,0.146913,0.057657,0.011616,0.012543,0.01446,0.022272,0.146482,0.010292,0.013936,0.248395,0.229756,0.414889,0.414246,0.423482,0.003827,0.108709,0.092821,0.319585,1,0,0,0,1,0
150,0.613674,0.856132,0.987349,0.379953,0.417654,0.43065,0.680438,0.267855,0.475844,0.396458,0.409185,0.004706,0.010031,0.010976,0.015648,0.001786,0.00022,0.008134,0.0,0.105223,0.390171,0.015503,0.104368,0.197762,0.33837,0.0934,0.099104,0.275636,0.0,0.007737,0.145926,0.223368,0.344547,0.268594,0.338834,0.346667,0.240905,0.312812,0.335377,0.350919,0.337709,0.491927,0.476996,0.364938,0.520809,0.01057,0.004553,0.00191,0.038075,0.01234,0.012936,0.003855,0.003088,0.000732,0.006723,0.085653,0.007247,0.06284,0.006761,0.0442,0.043984,0.047884,0.213511,0.272869,0.408168,0.333367,0.372551,0.404712,0.355285,0.406155,0.446815,0.543299,0.607913,0.513464,0.59815,0.628288,0.655104,0.566995,0.610395,0.640108,0.038035,0.015277,0.009374,0.009901,0.047543,0.042376,0.021131,0.001508,0.009061,0.011224,0.007016,0.094214,0.004161,0.155079,0.088766,0.038449,0.045331,0.047883,0.033588,0.032685,0.044029,0.037131,1,0,0,0,0,0
151,0.837132,0.899106,0.623868,0.600862,0.528497,0.592972,0.345447,0.514275,0.446532,0.68477,0.522223,0.009625,0.007755,0.166718,0.361268,0.617223,0.685677,0.214848,0.475183,0.732113,0.747216,0.610437,0.772036,0.438866,0.931179,0.818139,0.226808,0.619674,0.153457,0.171269,0.184211,0.180796,0.163045,0.279506,0.29273,0.302702,0.273272,0.436207,0.433361,0.432462,0.460089,0.461886,0.46989,0.454986,0.438916,0.012005,0.006214,0.003947,0.051902,0.02792,0.033728,0.04398,0.029289,0.014259,0.044888,0.034783,0.037103,0.035944,0.023607,0.018803,0.022407,0.254999,0.332416,0.339707,0.370829,0.444366,0.466787,0.483304,0.540112,0.591474,0.619655,0.623132,0.586364,0.618223,0.574689,0.584563,0.605218,0.561561,0.571357,0.634908,0.061919,0.067048,0.043312,0.034505,0.026082,0.069739,0.076984,0.096473,0.121537,0.047495,0.044922,0.069759,0.079356,0.12089,0.210508,0.066935,0.208002,0.259393,0.250818,0.147415,0.061509,0.1292,1,0,0,0,0,0
152,0.865699,0.724847,0.480524,0.85938,0.826795,0.727049,0.677467,0.887784,0.868556,0.847192,0.834132,0.057953,0.114729,0.027973,0.021088,0.049405,0.112931,0.013609,0.026934,0.061869,0.352366,0.36663,0.020267,0.047459,0.010852,0.119403,0.015502,0.003363,0.336982,0.261989,0.161495,0.324465,0.114005,0.31893,0.051365,0.080178,0.320316,0.268992,0.254554,0.016845,0.317311,0.311811,0.321118,0.396468,0.435562,0.102546,0.002975,0.073232,0.002884,0.011702,0.007957,0.002321,0.00762,0.019967,0.04226,0.033395,0.052515,0.001387,0.002421,0.007019,0.003506,0.457651,0.273271,0.407117,0.0,0.405629,0.392333,0.190262,0.368056,0.388184,0.447341,0.458356,0.475521,0.504529,0.488504,0.612095,0.639649,0.529511,0.582058,0.625917,0.104073,0.110453,0.032604,0.05513,0.011018,0.041056,0.040162,0.202313,0.007167,0.023943,0.028383,0.063653,0.292769,0.009972,0.014635,0.103543,0.003506,0.027773,0.035304,0.004557,0.003422,0.001669,1,0,0,0,0,0
153,0.856367,0.961374,0.822363,0.464403,0.803461,0.835708,0.664581,0.722034,0.583554,0.776418,0.782577,0.006584,0.013537,0.01894,0.019204,0.008417,0.010227,0.120438,0.013338,0.142462,0.044616,0.040336,0.218028,0.097447,0.39356,0.054882,0.013428,0.193321,0.343704,0.359835,0.352531,0.352819,0.345871,0.353608,0.352737,0.342126,0.345658,0.356022,0.356536,0.353224,0.359396,0.418642,0.383848,0.355082,0.453635,0.000476,0.000293,0.000288,0.000701,0.0003,0.000404,0.001187,0.000399,0.000237,0.008431,0.002156,0.001271,0.011226,0.0022,0.005559,0.006868,0.345198,0.410416,0.425434,0.413457,0.393295,0.403057,0.442935,0.348117,0.415582,0.445686,0.527476,0.493603,0.474817,0.537697,0.520207,0.50624,0.531345,0.523774,0.525597,0.001504,0.014043,0.017841,0.008306,0.033301,0.010861,0.02447,0.013076,0.102262,0.005132,0.005328,0.007184,0.01005,0.007233,0.013987,0.002031,0.010978,0.005261,0.003058,0.003666,0.007232,0.00796,1,0,0,0,0,0
154,0.863754,0.850132,0.39858,0.859655,0.695606,0.536114,0.887162,0.391387,0.419349,0.820629,0.913502,0.044742,0.199592,0.034024,0.042801,0.162856,0.282068,0.020032,0.139525,0.005412,0.006111,0.107692,0.031399,0.268697,0.148212,0.20579,0.192315,0.401657,0.08653,0.22666,0.273134,0.252064,0.315007,0.249856,0.237798,0.215857,0.25716,0.198635,0.18703,0.242332,0.249431,0.320254,0.368628,0.386365,0.394239,0.006492,0.004187,0.003338,0.019387,0.010614,0.011705,0.005357,0.005135,0.032084,0.004947,0.007909,0.008988,0.013739,0.001721,0.018023,0.013505,0.175456,0.384427,0.319422,0.300177,0.33415,0.233595,0.250358,0.386619,0.303654,0.593554,0.445395,0.495538,0.547694,0.574029,0.580683,0.609076,0.545335,0.538882,0.596965,0.268273,0.072394,0.024755,0.043698,0.124481,0.090923,0.070074,0.417946,0.022263,0.055904,0.076095,0.215342,0.089103,0.012925,0.042,0.038683,0.021347,0.024609,0.033667,0.014512,0.015109,0.001922,1,0,0,0,0,0
155,0.684232,0.686074,0.628493,0.655382,0.758458,0.718791,0.855453,0.946001,0.945857,0.946284,0.947818,0.001778,0.001847,0.015559,0.031734,0.000498,0.001186,0.272809,0.016447,0.010161,0.007223,0.003287,0.004939,0.005081,0.010187,0.006931,0.019583,0.028013,0.113059,0.1093,0.121365,0.109451,0.06489,0.200281,0.164033,0.153841,0.100021,0.153601,0.071043,0.073875,0.0,0.104184,0.207963,0.108937,0.36107,0.002073,0.002231,0.003373,0.012135,0.007105,0.010917,0.109412,0.188784,0.142904,0.017576,0.292547,0.04218,0.017383,0.013924,0.002017,0.001947,0.0,0.020632,0.013252,0.0,0.087549,0.080862,0.061516,0.107152,0.124497,0.127427,0.221842,0.236592,0.306562,0.356795,0.366356,0.380547,0.498625,0.491669,0.445563,0.009481,0.010044,0.007402,0.008947,0.02097,0.019638,0.016653,0.002468,0.059781,0.2135,0.032873,0.143852,0.024625,0.018857,0.038312,0.013012,0.071998,0.056751,0.003921,0.04873,0.057611,0.05009,1,0,0,0,0,0
156,0.68414,0.733688,0.595068,0.366827,0.402254,0.405426,0.89127,0.813644,0.830293,0.895448,0.876628,0.009389,0.006129,0.002632,0.00195,0.009401,0.011205,0.568319,0.113353,0.46008,0.314799,0.250427,0.082101,0.235679,0.52671,0.145141,0.035283,0.100952,0.248114,0.267421,0.272161,0.28677,0.27439,0.350782,0.346303,0.338244,0.356228,0.34177,0.353436,0.33941,0.368052,0.26048,0.257867,0.260919,0.625617,0.006316,0.007897,0.001548,0.000746,0.000323,0.000221,0.007429,0.006479,0.005872,0.009381,0.002731,0.003058,0.12061,0.004332,0.185278,0.45913,0.102802,0.093275,0.118111,0.14646,0.230408,0.211118,0.168243,0.191168,0.187411,0.168825,0.103205,0.091642,0.095612,0.428431,0.456723,0.465177,0.663905,0.638822,0.649099,0.025027,0.021357,0.035841,0.027688,0.003871,0.003314,0.071954,0.017609,0.125529,0.146414,0.17623,0.238667,0.169682,0.056878,0.052023,0.051351,0.159261,0.116288,0.059984,0.012155,0.009043,0.01148,1,0,0,0,1,0
157,0.780223,0.770337,0.623494,0.372628,0.311329,0.723733,0.652847,0.273957,0.317798,0.768773,0.715331,0.029674,0.016169,0.207856,0.06833,0.005748,0.005709,0.07644,0.026578,0.362907,0.333971,0.112364,0.403003,0.094341,0.234187,0.025026,0.012896,0.461466,0.231735,0.204088,0.225439,0.219568,0.180364,0.204177,0.0,0.0,0.393306,0.216248,0.223834,0.04546,0.186235,0.459486,0.316879,0.038608,0.436221,0.015758,0.020438,0.033772,0.071954,0.105178,0.043854,0.04772,0.062665,0.016727,0.029217,0.014578,0.108602,0.027625,0.026883,0.016724,0.016119,0.346574,0.343968,0.333557,0.311415,0.348989,0.336532,0.315698,0.422951,0.457237,0.383488,0.519011,0.4879,0.421363,0.53621,0.425311,0.486827,0.568841,0.606884,0.559693,0.009873,0.00364,0.003154,0.003207,0.085383,0.018012,0.028138,0.003818,0.056617,0.046561,0.009509,0.008277,0.016452,0.093303,0.073869,0.012748,0.119839,0.074701,0.056123,0.070725,0.000621,0.005545,1,0,0,0,0,0
158,0.382094,0.428546,0.656983,0.203773,0.702944,0.763476,0.555195,0.892033,0.8367,0.569415,0.457442,0.105938,0.005189,0.007816,0.169201,0.043119,0.118022,0.094871,0.151841,0.003733,0.060055,0.169225,0.455979,0.002724,0.242741,0.089821,0.004024,0.128339,0.178553,0.235014,0.245117,0.233093,0.232058,0.158608,0.145014,0.252119,0.433999,0.168779,0.165062,0.39786,0.476715,0.223052,0.450521,0.111481,0.405213,0.006283,0.005886,0.012477,0.010324,0.007667,0.016353,0.052496,0.057811,0.110297,0.002717,0.270552,0.33911,0.013312,0.000913,0.000288,0.000332,0.054818,0.0,0.0,0.0,0.027599,0.002908,0.230945,0.461889,0.446077,0.551765,0.51626,0.447486,0.381464,0.606347,0.562176,0.477154,0.611816,0.611022,0.600253,0.033168,0.014451,0.014364,0.237909,0.027664,0.325006,0.323109,0.712424,0.153474,0.347641,1.0,0.579797,0.348168,0.202571,0.266508,0.118498,0.035077,0.055061,0.000788,0.005361,0.024708,0.026568,1,0,0,0,0,0
159,0.83402,0.810284,0.813474,0.737269,0.570407,0.585692,0.633435,0.671211,0.647958,0.582403,0.740624,0.000109,1.7e-05,9.6e-05,9.3e-05,8e-05,0.000725,0.005904,0.013627,0.269021,0.658906,0.709383,0.217441,0.022547,0.015562,0.26588,0.062877,0.689656,0.174451,0.176571,0.177366,0.184506,0.166893,0.205487,0.188635,0.181907,0.219986,0.236241,0.24059,0.214211,0.297942,0.248813,0.303292,0.261077,0.232867,0.000527,0.000363,0.00049,0.00024,0.000231,0.000304,0.000363,0.002693,0.00958,0.003832,0.044738,0.014139,0.001327,0.03275,0.006032,0.012353,0.325416,0.322139,0.305086,0.295883,0.339372,0.335503,0.327954,0.374161,0.519245,0.505904,0.424383,0.470064,0.525094,0.389247,0.436706,0.472088,0.490372,0.584429,0.691671,0.0,0.000953,0.00021,2.6e-05,0.00145,0.001523,0.002576,0.001527,0.003151,0.045618,0.065323,0.025106,0.062431,0.105641,0.077044,0.028745,0.005156,0.026705,0.070347,0.159725,0.135711,0.04355,1,0,0,0,0,1
160,0.570395,0.619633,0.675,0.512566,0.59414,0.482903,0.55082,0.839644,0.820195,0.53207,0.55336,0.00104,8.3e-05,0.001521,0.000791,0.000944,0.000167,0.108983,0.002353,0.501561,0.55177,0.293026,0.710824,0.131525,0.045195,0.328415,0.003453,0.021726,0.184938,0.182922,0.177771,0.17928,0.174026,0.183676,0.198169,0.198114,0.262167,0.244911,0.238704,0.206207,0.333738,0.371783,0.360988,0.382003,0.34214,0.000219,0.000311,0.000261,0.000191,0.00035,0.000495,0.041814,0.034453,0.012842,0.010886,0.009897,0.012213,0.000379,0.009338,0.000228,0.000325,0.0,0.0,0.0,0.0,0.004171,0.019525,0.032005,0.114555,0.355721,0.320909,0.376208,0.467772,0.450774,0.598285,0.576232,0.467559,0.658056,0.664173,0.576445,0.003421,0.004014,0.003396,0.002918,0.006606,0.003981,0.00759,0.001695,0.109257,0.130115,0.091777,0.092242,0.170577,0.131082,0.04483,0.084022,0.035037,0.088299,0.003448,0.032089,0.141872,0.010918,1,0,0,0,0,1
161,0.264557,0.399407,0.0,0.426475,0.506979,0.478078,0.327624,0.784665,0.750999,0.371312,0.260084,0.017212,0.011409,0.022547,0.027489,0.989684,0.328574,0.302598,0.163723,0.027733,0.020733,0.018403,0.228017,0.090659,0.125158,0.085969,0.163899,0.25718,0.190638,0.215576,0.226612,0.17832,0.048663,0.009623,0.213491,0.313292,0.314115,0.173505,0.262826,0.312126,0.07441,0.387949,0.349986,0.181022,0.483176,0.024435,0.013607,0.012707,0.219096,0.01734,0.020647,0.018155,0.136307,0.085205,0.038346,0.036462,0.070243,0.006392,0.017256,0.007497,0.005659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41887,0.0,0.0,0.448884,0.381967,0.434861,0.582785,0.584429,0.617843,0.623736,0.584407,0.611201,0.026471,0.02486,0.027438,0.04024,0.939467,0.081899,0.081834,0.135333,0.219104,0.668816,0.494036,0.275159,0.061317,0.367782,0.104359,0.28764,0.019205,0.06889,0.148802,0.030707,0.05653,0.081581,1,0,0,0,1,0
162,0.70417,0.655768,0.638163,0.504313,0.694447,0.694665,0.696206,0.621369,0.659927,0.667489,0.656608,0.209414,0.001232,0.292285,0.263657,0.32537,0.198266,0.393271,0.208751,0.144559,0.016166,0.109973,0.23326,0.012838,0.010432,0.07116,0.01122,0.056392,0.262757,0.277277,0.267174,0.254348,0.223937,0.270816,0.184012,0.208368,0.621324,0.42834,0.413594,0.382558,0.229506,0.400274,0.397407,0.442339,0.216132,0.002779,0.005181,0.007588,0.037341,0.026923,0.030604,0.25444,0.044863,0.058557,0.162721,0.051167,0.021696,0.014932,0.042123,0.013685,0.004473,0.51872,0.254015,0.286456,0.200461,0.656748,0.452787,0.629708,0.603015,0.317118,0.296442,0.420883,0.409991,0.439245,0.465255,0.419306,0.401682,0.189222,0.175557,0.208937,0.195152,0.11233,0.127965,0.194559,0.136948,0.234716,0.413391,0.245474,0.161993,0.130624,0.19769,0.170932,0.356198,0.156175,0.10682,0.092335,0.050946,0.146508,0.07349,0.220237,0.015961,0.015995,1,0,0,0,0,0
163,0.662319,0.598623,0.486178,0.522634,0.475917,0.654677,0.408312,0.525013,0.64768,0.612342,0.222895,0.348578,0.452657,0.017548,0.008627,0.129621,0.891741,0.004256,0.691993,0.126583,0.097473,0.048963,0.290343,0.367722,0.27479,0.13208,0.408523,0.106759,0.176241,0.18821,0.220706,0.244444,0.249383,0.197565,0.222874,0.259211,0.250336,0.17703,0.168546,0.160514,0.066269,0.335494,0.327929,0.33299,0.34179,0.015628,0.013891,0.009487,0.062462,0.001909,0.005599,0.037368,0.001358,0.003917,0.1794,0.02328,0.005971,0.005869,0.003447,0.002667,0.001888,0.225051,0.335234,0.425031,0.356168,0.257716,0.274501,0.283268,0.204822,0.422426,0.450371,0.42823,0.445417,0.445261,0.491893,0.476595,0.483908,0.478887,0.489913,0.488236,0.115141,0.19174,0.059047,0.061623,0.353262,0.010753,0.015289,0.14475,0.243603,0.003523,0.006808,0.08446,0.039555,0.09627,0.223204,0.041061,0.013995,0.008499,0.009993,0.001902,0.004446,0.017245,1,0,0,0,0,0
164,0.759985,0.76486,0.330189,0.466527,0.808897,0.9082,0.916308,0.768762,0.891027,0.911206,0.908645,0.001032,0.001905,0.001309,0.004659,0.216647,0.424543,0.038608,0.280006,0.21225,0.214289,0.262844,0.067766,0.013021,0.012285,0.000287,0.006624,0.000221,0.1693,0.174246,0.224287,0.233244,0.126049,0.248436,0.153429,0.076509,0.219705,0.291612,0.238265,0.248573,0.357373,0.33251,0.35725,0.354588,0.377407,0.002132,0.010041,0.00328,0.001319,0.002398,0.003032,0.021411,0.027527,0.078944,0.205508,0.000379,0.000412,0.006735,6.2e-05,0.00309,0.001062,0.352076,0.373982,0.378813,0.374665,0.373613,0.409387,0.431327,0.45461,0.46955,0.594013,0.478608,0.50567,0.584049,0.51267,0.578402,0.587862,0.505591,0.542047,0.582942,0.005018,0.00177,0.003018,0.003038,0.000803,0.007784,0.113914,0.43096,0.046822,0.187909,0.107735,0.062593,0.093966,0.030826,0.009229,0.00161,0.007432,0.001589,0.001627,0.000965,0.00121,0.001598,1,0,0,0,0,0
165,0.539912,0.391328,0.496996,0.654953,0.828332,0.835301,0.843823,0.800338,0.828134,0.894986,0.854596,0.051097,0.148645,0.015049,0.018282,0.033571,0.025798,0.034007,0.086057,0.018031,0.010086,0.007426,0.013857,0.140217,0.354105,0.002362,0.015053,0.000536,0.0,0.0,0.0,0.007798,0.173217,0.0,0.0,0.050556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317689,0.006291,0.017264,0.022891,0.00801,0.004814,0.040612,0.047522,0.041652,0.056226,0.010977,0.222711,0.136763,0.1267,0.026927,0.03233,0.005241,0.164408,0.053364,0.0,0.0,0.191973,0.186136,0.1649,0.299785,0.481627,0.499542,0.561695,0.577328,0.583188,0.578156,0.510657,0.595746,0.598821,0.603171,0.599291,0.051103,0.025272,0.064037,0.10155,0.029658,0.038829,0.042123,0.054591,0.216801,0.285304,0.28533,0.009572,0.007514,0.007531,0.006455,0.004237,0.12792,0.339657,0.013097,0.003763,0.002054,0.00152,1,0,0,0,0,0
166,0.645425,0.641668,0.675529,0.692318,0.589736,0.551468,0.758832,0.724728,0.911835,0.97318,0.945912,0.017339,0.001206,0.000845,0.001295,0.091975,0.021399,0.005303,0.03972,0.004128,0.003351,0.067024,0.217686,0.397101,0.160859,0.203151,0.23548,0.087025,0.106523,0.09965,0.089561,0.086687,0.087401,0.15939,0.206433,0.16856,0.195631,0.191461,0.314444,0.518628,0.929383,0.04642,0.107771,0.524863,0.327785,0.001012,0.000824,0.004043,0.004147,0.004391,0.007798,0.013583,0.008025,0.474708,0.00304,0.188152,0.278601,0.525304,0.755291,0.185853,0.010705,0.096652,0.100901,0.099973,0.092514,0.138363,0.149043,0.191805,0.163759,0.185431,0.508353,0.302984,0.271471,0.269413,0.496164,0.447028,0.438417,0.561057,0.766439,0.507884,0.003117,0.003571,0.002707,0.006982,0.004103,0.005462,0.029861,0.038933,0.026803,0.012046,0.063809,0.050907,1.0,0.288463,0.118642,0.314722,1.0,0.218879,0.311006,0.015291,0.003208,0.013927,1,0,0,0,0,0
167,0.359267,0.386817,0.309717,0.418609,0.755911,0.843603,0.838615,0.828394,0.892503,0.86586,0.807278,0.034537,0.107071,0.020715,0.054363,0.045193,0.06261,0.122808,0.201168,0.30877,0.178746,0.240161,0.007271,0.012746,0.022278,0.002144,0.015981,0.004526,0.125974,0.074657,0.064184,0.084966,0.216845,0.086468,0.108985,0.124287,0.17144,0.314314,0.228813,0.2607,0.00808,0.218916,0.362524,0.476914,0.4831,0.015125,0.014981,0.032,0.003633,0.009047,0.046765,0.058339,0.141737,0.016773,0.28211,0.050733,0.014782,0.00487,0.000502,0.000464,0.000222,0.0,0.0,0.0,0.099034,0.158492,0.152375,0.129663,0.376208,0.387569,0.433765,0.506374,0.509382,0.48988,0.50766,0.570999,0.580157,0.535035,0.559503,0.579587,0.017575,0.023878,0.055971,0.067601,0.04214,0.068286,0.060237,0.158187,0.089496,0.240974,0.059053,0.152088,0.051469,0.017268,0.011927,0.008878,0.018523,0.007002,0.001872,0.001562,0.001424,0.001382,1,0,0,0,0,0
168,0.869785,0.683619,0.536263,0.756752,0.810902,0.849815,0.836661,0.839515,0.942812,0.92783,0.901724,0.012403,0.04466,0.783107,0.008057,0.007583,0.008419,0.30253,0.060123,0.06055,0.215896,0.040237,0.129515,0.053503,0.458119,0.039045,0.210947,0.03431,0.316941,0.310549,0.228896,0.160075,0.276111,0.186255,0.229225,0.256427,0.333978,0.25406,0.209232,0.281475,0.029705,0.415137,0.194897,0.115706,0.462654,0.032718,0.014429,0.022662,0.025904,0.040759,0.003422,0.04688,0.047696,0.033062,0.090185,0.076192,0.02158,0.101564,0.086261,0.12498,0.088056,0.308854,0.198179,0.083803,0.072128,0.215882,0.192432,0.167852,0.415996,0.403281,0.316134,0.418221,0.460246,0.475823,0.531155,0.516405,0.558217,0.632738,0.692152,0.577462,0.094228,0.131007,0.059292,0.061295,0.332309,0.011296,0.016327,0.029169,0.213578,1.0,0.674865,0.111742,0.063317,0.371718,0.141969,0.0218,0.102583,0.047826,0.161767,0.03746,0.021464,0.014131,1,0,0,0,0,0
169,0.591844,0.591183,0.590948,0.339626,0.481112,0.462481,0.833829,0.873976,0.778614,0.661348,0.765956,0.012549,0.012428,0.045872,0.104426,0.014374,0.011991,0.138236,0.225549,0.038847,0.048127,0.034922,0.09659,0.167911,0.349578,0.271626,0.065062,0.291856,0.048231,0.038601,0.034911,0.036091,0.026893,0.139287,0.04666,0.041612,0.253162,0.264678,0.345391,0.273848,0.163765,0.260796,0.273299,0.297647,0.371413,0.000706,0.000884,0.000449,0.022817,0.034298,0.035772,0.109835,0.095167,0.063801,0.009478,0.039842,0.011952,0.224606,0.751818,0.001293,0.127211,0.0,0.0,0.0,0.0,0.195809,0.178017,0.068147,0.417237,0.231783,0.193919,0.435912,0.450472,0.449208,0.664218,0.725208,0.655618,0.754842,0.760501,0.552324,0.006886,0.006038,0.005014,0.005098,0.119603,0.440019,0.428754,0.030277,0.84819,0.702905,0.708612,0.044706,0.042397,0.22083,0.178236,0.187409,0.175771,0.210832,0.014798,0.692925,1.0,0.176377,1,0,0,0,0,0
170,0.554972,0.584254,0.640092,0.694378,0.729378,0.755387,0.705934,0.764858,0.7597,0.841382,0.817926,0.001787,0.002502,0.446713,0.012019,0.027153,0.001427,0.402208,0.040391,0.250734,0.110366,0.485414,0.124556,0.002981,0.47407,0.618836,0.003993,0.037821,0.0,0.075844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173628,0.12356,0.309424,0.324863,0.618134,0.421632,0.001902,0.002222,0.001811,0.084371,0.171357,0.041192,0.117496,0.012833,0.02582,0.002097,0.07613,0.052377,0.042194,0.013535,0.008648,0.007002,0.0,0.0,0.0,0.0,0.0,0.0,0.167818,0.476159,0.209798,0.23383,0.500883,0.442309,0.438193,0.521862,0.546106,0.56184,0.543791,0.554627,0.551015,0.70194,0.008166,0.010879,0.01001,0.267697,0.119345,0.009202,0.007598,0.242298,0.095753,0.009229,0.016395,0.178253,0.042715,0.152072,0.15898,0.155336,0.007982,0.015068,0.002791,0.001479,0.001989,1,0,0,0,0,0
171,0.869812,0.453026,0.137203,0.762279,0.685302,0.568094,0.340179,0.79025,0.762121,0.760587,0.649195,0.247893,0.178115,0.012791,0.006481,0.227158,0.389326,0.003974,0.266788,0.033126,0.008625,0.356871,0.037262,0.026369,0.2316,0.8235,0.018179,0.114324,0.345322,0.328992,0.283567,0.287469,0.450734,0.344691,0.437599,0.390706,0.344143,0.342174,0.340048,0.436756,0.284808,0.260117,0.348313,0.399239,0.403937,0.018822,0.021229,0.019593,0.000133,8.2e-05,0.000129,0.000646,0.000248,0.001092,0.003572,0.049435,0.160579,0.011108,0.106005,0.004234,0.010386,0.44261,0.361581,0.361525,0.482108,0.458065,0.400743,0.456935,0.460637,0.40828,0.683172,0.409733,0.421196,0.463589,0.493659,0.617306,0.648293,0.568002,0.586498,0.693226,0.018163,0.110207,0.151139,0.346226,0.003881,0.000937,0.033831,0.18469,0.001521,0.001156,0.011823,0.014424,0.215313,0.015673,0.027209,0.286509,0.018234,0.064376,0.010866,0.016378,0.029721,0.050059,1,0,0,0,0,0
172,0.800712,0.763358,0.836482,0.651547,0.588291,0.501647,0.479922,0.359265,0.358491,0.303434,0.272034,0.007866,0.008317,0.000823,0.001509,0.034411,0.043534,0.000549,0.007413,0.189723,0.35628,0.265551,0.066841,0.117796,0.223145,0.103363,0.013849,0.078686,0.189534,0.186187,0.174129,0.161104,0.056886,0.328176,0.271433,0.25989,0.310658,0.33858,0.452497,0.304143,0.198546,0.426653,0.477791,0.218759,0.371276,0.007118,0.001619,0.002899,0.002001,0.000665,0.001913,0.00499,0.003104,0.245972,0.041355,0.382126,0.062001,0.172558,0.024168,0.002978,0.075735,0.207327,0.22069,0.201009,0.138553,0.432982,0.420927,0.409666,0.475309,0.349157,0.237419,0.297884,0.373692,0.416398,0.316817,0.381609,0.245616,0.316906,0.387603,0.392993,0.077804,0.046211,0.017493,0.016429,0.006821,0.00726,0.033355,0.133216,0.022104,0.021416,0.082664,0.313645,0.249812,0.038587,0.190042,0.064075,0.204683,0.225923,0.017036,0.028059,0.029064,0.042604,1,0,0,0,0,0
173,0.581154,0.583682,0.469689,0.536621,0.573934,0.613883,0.730067,0.673921,0.891263,0.787526,0.794406,0.000817,0.00049,1.1e-05,0.004428,0.005608,0.032032,0.006961,0.004372,0.056644,0.123705,0.155945,0.137059,0.170182,0.198691,0.440747,0.209196,0.0047,0.161626,0.169108,0.172229,0.177305,0.175583,0.202538,0.210274,0.192791,0.20786,0.227757,0.206584,0.18965,0.221433,0.142517,0.164417,0.47275,0.40666,0.000861,0.000386,0.000769,0.000441,0.000453,0.001054,0.000275,0.000886,0.005968,0.008635,0.041835,0.044662,0.009926,0.206816,0.217992,0.000793,0.094572,0.113348,0.117843,0.133655,0.151,0.164083,0.232488,0.18296,0.318024,0.349347,0.195283,0.232667,0.255837,0.432244,0.447419,0.50246,0.641606,0.642971,0.655059,0.003092,0.002635,0.001747,0.005742,0.001875,0.003724,0.005835,0.004919,0.003279,0.036881,0.026366,0.044113,0.058019,0.089626,0.156907,0.143958,0.065421,0.173852,0.182243,0.00209,0.076765,0.265291,1,0,0,0,1,0
