,attr1,attr5,attr13,attr21,attr23,attr26,attr28,attr34,attr36,attr40,attr41,attr42,attr43,attr49,attr50,attr54,attr55,attr58,attr62,attr65,attr70,attr72,attr73,attr76,attr78,attr83,attr84,attr87,attr88,attr89,attr90,attr91,attr92,attr95,attr97,attr98,attr100,attr106,attr108,attr109,attr110,attr112,attr116,attr117,attr118,attr119,attr122,attr126,attr129,attr131,attr132,attr134,attr135,attr136,attr137,attr140,attr142,attr144,attr145,attr146,attr147,attr149,attr150,attr151,attr152,attr154,attr156,attr160,attr162,attr163,attr164,attr165,attr166,attr167,attr168,attr176,attr181,attr185,attr187,attr190,attr197,attr198,attr199,attr200,attr201,attr203,attr204,attr206,attr208,attr209,attr211,attr212,attr215,attr216,attr217,attr218,attr219,attr221,attr224,attr226,attr234,attr237,attr240,attr246,attr247,attr248,attr249,attr255,attr256,attr258,attr264,attr267,attr268,attr270,attr271,attr275,attr276,attr278,attr281,attr283,attr284,attr285,attr286,attr287,attr290,attr292,Beach,Sunset,FallFoliage,Field,Mountain,Urban
771,0.839339,0.77967,0.797116,0.729791,0.360121,0.831788,0.737992,0.390503,0.648033,0.655862,0.517871,0.462894,0.444869,0.253178,0.004632,0.00301,0.003743,0.002856,0.042328,0.488336,0.212312,0.009765,0.429549,0.042312,0.18838,0.433758,0.683043,0.054612,0.057404,0.102398,0.056156,0.086128,0.041591,0.201863,0.673227,0.555153,0.003649,0.035069,0.063073,0.090295,0.042538,0.0,0.182743,0.162977,0.084006,0.072956,0.241303,0.252222,0.282064,0.287737,0.235542,0.233429,0.245096,0.277613,0.282222,0.194746,0.195562,0.295988,0.255617,0.274143,0.288999,0.00073,0.000961,0.00105,0.001718,0.006137,0.001391,0.002979,0.015327,0.010758,0.01147,0.021235,0.038777,0.011184,0.035221,0.010379,0.008829,0.007138,0.017992,0.005981,0.348329,0.343141,0.336576,0.335972,0.328592,0.308128,0.401592,0.389012,0.34692,0.368313,0.434235,0.423667,0.448358,0.377885,0.421766,0.377874,0.35552,0.604357,0.551586,0.521314,0.625593,0.523819,0.655764,0.004504,0.005008,0.004179,0.005883,0.007714,0.027256,0.003936,0.099148,0.015528,0.007975,0.013271,0.00916,0.037378,0.040884,0.210316,0.008204,0.010653,0.02253,0.042081,0.028603,0.056116,0.122129,0.037602,0,0,0,0,1,0
772,0.690777,0.70022,0.74588,0.645448,0.343325,0.366946,0.448137,0.244383,0.212382,0.260754,0.274064,0.243834,0.126582,0.195942,0.001543,0.001021,0.001106,0.002876,0.00232,0.190906,0.202424,0.091545,0.037957,0.254341,0.086786,0.073348,0.109302,0.113265,0.090432,0.105566,0.069459,0.100363,0.06663,0.007007,0.080228,0.114196,0.0,0.0,0.0,0.0,0.0,0.0,0.138176,0.137359,0.081399,0.076523,0.188278,0.234602,0.281701,0.288615,0.287455,0.248642,0.273292,0.276756,0.277798,0.299959,0.248052,0.282442,0.292689,0.305439,0.298608,0.000487,0.000292,0.000355,0.000231,0.001081,0.000214,0.000555,0.072667,0.082642,0.088924,0.101891,0.074548,0.035147,0.052496,0.003358,0.003301,0.014794,0.012025,0.005505,0.207305,0.204878,0.196155,0.193203,0.185319,0.173857,0.226975,0.218946,0.207897,0.206164,0.344796,0.372931,0.320932,0.28593,0.282743,0.477411,0.44771,0.501331,0.426138,0.585939,0.664318,0.611637,0.477366,0.001594,0.001619,0.000145,0.000713,0.003657,0.003578,0.001977,0.092796,0.025513,0.09917,0.223389,0.268864,0.277866,0.078381,0.112728,0.050815,0.06352,0.048233,0.087767,0.117111,0.105861,0.100249,0.12523,0,0,0,0,1,0
773,0.730014,0.734409,0.791079,0.657598,0.670578,0.704432,0.579485,0.478636,0.415128,0.362863,0.293952,0.191533,0.475908,0.124249,0.010208,0.005904,0.005522,0.039953,0.046216,0.170678,0.194534,0.108937,0.071426,0.092381,0.106384,0.023556,0.268107,0.155475,0.270185,0.170902,0.061723,0.056252,0.025801,0.073683,0.071932,0.064313,0.006351,0.107695,0.188731,0.121598,0.081646,0.117092,0.261001,0.320974,0.29847,0.293553,0.295364,0.25989,0.287462,0.239369,0.143628,0.121262,0.155727,0.268292,0.265082,0.294294,0.126495,0.282243,0.281296,0.282689,0.324067,0.000268,0.000438,0.000205,0.000268,0.000219,0.066308,0.051372,0.013223,0.006819,0.015287,0.016367,0.006551,0.014749,0.00631,0.038004,0.014528,0.0156,0.004787,0.005615,0.164799,0.181282,0.183553,0.18372,0.181484,0.179281,0.315542,0.328782,0.278102,0.284454,0.326154,0.348441,0.438473,0.396885,0.401,0.324041,0.339942,0.353965,0.398584,0.347848,0.397477,0.530327,0.372954,0.011737,0.011579,0.00912,0.008499,0.083443,0.035748,0.039672,0.057989,0.026663,0.035538,0.017166,0.020311,0.010367,0.006781,0.005757,0.009726,0.022987,0.049535,0.10869,0.032561,0.030625,0.049888,0.014314,0,0,0,0,1,0
774,0.650807,0.684273,0.746854,0.730198,0.437158,0.743037,0.739618,0.346405,0.238419,0.283783,0.17055,0.207468,0.219758,0.174284,0.015017,0.003647,0.005394,0.059698,0.004332,0.1032,0.287425,0.090698,0.098186,0.270786,0.145234,0.195335,0.148369,0.243614,0.168743,0.223751,0.182379,0.060777,0.060429,0.052533,0.088438,0.090775,0.0,0.0,0.018519,0.0,0.0,0.0,0.223491,0.251852,0.220905,0.262757,0.313457,0.300953,0.311132,0.312778,0.332229,0.324616,0.312572,0.332373,0.317455,0.351433,0.27917,0.287366,0.304287,0.336557,0.392888,0.001849,0.001528,0.001355,0.001821,0.001553,0.081092,0.000243,0.040506,0.010992,0.014331,0.087823,0.062635,0.073101,0.04255,0.004581,0.002834,0.014426,0.005828,0.016506,0.128019,0.138442,0.136261,0.134349,0.11687,0.108852,0.187075,0.211789,0.175982,0.176519,0.429672,0.37784,0.368939,0.36157,0.355184,0.526,0.50728,0.535963,0.380446,0.586241,0.473486,0.38871,0.697084,0.001556,0.002303,0.001759,0.002806,0.032625,0.009341,0.012211,0.092614,0.05191,0.029832,0.085819,0.011662,0.113452,0.094541,0.107221,0.0274,0.31625,0.19352,0.230983,0.132282,0.033444,0.022178,0.017352,0,0,0,0,1,0
775,0.620352,0.634126,0.717211,0.649122,0.5198,0.302779,0.40089,0.821814,0.637734,0.755325,0.799812,0.771336,0.487328,0.469632,0.003824,0.00549,0.005149,0.010911,0.010294,0.057298,0.628664,0.323058,0.297541,0.458149,0.469089,0.461372,0.434391,0.067177,0.106326,0.115995,0.109328,0.225274,0.018213,0.021595,0.036642,0.022971,0.068958,0.116674,0.131667,0.13487,0.135802,0.138512,0.259492,0.290261,0.281269,0.256303,0.210446,0.390727,0.328704,0.333004,0.342572,0.272661,0.301749,0.327881,0.342757,0.303443,0.234246,0.250192,0.268834,0.267798,0.257112,0.001918,0.001944,0.002369,0.002131,0.001595,0.001754,0.001202,0.016355,0.026242,0.040282,0.034914,0.019745,0.039223,0.088337,0.041421,0.02279,0.005654,0.002448,0.000988,0.159487,0.164945,0.151715,0.133242,0.130804,0.105296,0.193337,0.184469,0.172068,0.160617,0.296576,0.31146,0.368044,0.360653,0.28423,0.38597,0.356895,0.245348,0.342335,0.508488,0.436661,0.438048,0.456231,0.001965,0.00158,0.002493,0.000721,0.014217,0.011625,0.009773,0.106298,0.382017,0.22053,0.042217,0.080969,0.129988,0.011306,0.007101,0.004972,0.014731,0.009457,0.004083,0.009438,0.040721,0.011984,0.006337,0,0,0,0,1,0
776,0.78559,0.801362,0.857526,0.458069,0.573385,0.524021,0.489854,0.768695,0.743478,0.691312,0.599082,0.604784,0.55317,0.198516,0.007076,0.006534,0.007487,0.007172,0.028656,0.366198,0.146161,0.134393,0.068388,0.089655,0.055712,0.0213,0.021493,0.14167,0.149952,0.175756,0.283563,0.242116,0.131994,0.115825,0.272494,0.408444,0.007099,0.055645,0.094335,0.075055,0.071351,0.119636,0.277428,0.245542,0.260741,0.294643,0.283923,0.30954,0.286941,0.286022,0.291289,0.251468,0.269568,0.289122,0.273944,0.281331,0.277257,0.23596,0.244369,0.326495,0.288045,0.0029,0.003047,0.002279,0.002322,0.00145,0.016689,0.009332,0.026708,0.010326,0.016239,0.014433,0.015739,0.008711,0.00475,0.004172,0.002311,0.004674,0.002405,0.013086,0.222032,0.233047,0.234601,0.230184,0.230743,0.187489,0.335145,0.361145,0.35363,0.341978,0.560968,0.561359,0.51267,0.518642,0.541734,0.682893,0.707137,0.690642,0.593297,0.430544,0.553174,0.527051,0.542215,0.014147,0.015062,0.015052,0.017321,0.032781,0.011997,0.02274,0.071616,0.049723,0.075896,0.028671,0.028485,0.099692,0.091183,0.036886,0.149045,0.204694,0.293361,0.189437,0.19057,0.286403,0.206713,0.30308,0,0,0,0,1,0
777,0.552605,0.616689,0.727518,0.633212,0.451821,0.599264,0.539478,0.86146,0.436699,0.759179,0.740102,0.627078,0.506961,0.654447,0.014555,0.212308,0.305981,0.441177,0.230193,0.146544,0.462951,0.036495,0.048941,0.40257,0.091018,0.06065,0.295488,0.198789,0.147028,0.081099,0.05362,0.189702,0.498183,0.324798,0.194575,0.095073,0.025432,0.388121,0.431214,0.484582,0.425171,0.376653,0.563176,0.596303,0.579005,0.44786,0.430789,0.49382,0.385631,0.304842,0.303992,0.553868,0.44548,0.39823,0.371036,0.408141,0.377305,0.440446,0.403615,0.367311,0.373251,0.016679,0.014148,0.038983,0.12612,0.118306,0.072811,0.002783,0.042823,0.026603,0.033696,0.024295,0.039472,0.06349,0.053391,0.007153,0.003656,0.03006,0.000718,0.219289,0.193919,0.209273,0.204062,0.208602,0.261283,0.217402,0.457685,0.470209,0.520118,0.498625,0.577462,0.610429,0.579352,0.554225,0.538603,0.647779,0.650743,0.607085,0.531692,0.604122,0.548264,0.514716,0.569813,0.007738,0.003623,0.003116,0.041958,0.220255,0.108139,0.005267,0.056057,0.017343,0.012991,0.046894,0.08944,0.029891,0.023243,0.003556,0.027508,0.027091,0.014041,0.006253,0.004686,0.01319,0.033212,0.022214,0,0,0,0,1,0
778,0.405019,0.41937,0.672681,0.786759,0.342542,0.385504,0.458219,0.708088,0.768514,0.83605,0.801022,0.744162,0.843688,0.716584,0.02558,0.009017,0.009079,0.012532,0.367856,0.139239,0.249468,0.057889,0.057498,0.075635,0.17891,0.2117,0.10138,0.042152,0.02802,0.036261,0.055568,0.076259,0.026574,0.054669,0.088668,0.078767,0.007949,0.002764,0.03415,0.073141,0.124026,0.199184,0.438196,0.41048,0.361852,0.354513,0.522929,0.525562,0.497106,0.398402,0.374328,0.343059,0.333326,0.33323,0.332826,0.331742,0.308429,0.328512,0.319609,0.326557,0.329568,0.005533,0.003603,0.003058,0.003996,0.018569,0.006653,0.109325,0.24347,0.226872,0.17346,0.056602,0.032493,0.003023,0.002606,0.06932,0.019636,0.000564,0.000376,0.000351,0.163334,0.185521,0.188607,0.182524,0.164788,0.106962,0.244319,0.257369,0.301082,0.322542,0.425266,0.444109,0.493313,0.497093,0.481739,0.649501,0.672269,0.581466,0.453972,0.681897,0.508901,0.510344,0.522242,0.025884,0.012688,0.008573,0.006757,0.009941,0.052093,0.174044,0.009893,0.051855,0.026564,0.044849,0.025034,0.018973,0.023429,0.044065,0.060888,0.007334,0.004522,0.004016,0.002753,0.003009,0.002466,0.00467,0,0,0,0,1,0
779,0.578534,0.587804,0.788034,0.826903,0.348533,0.52079,0.522448,0.634379,0.212274,0.290879,0.269127,0.271619,0.139766,0.077027,0.00709,0.00617,0.006045,0.078774,0.318242,0.328149,0.281533,0.076622,0.072064,0.245417,0.025838,0.366277,0.28559,0.109229,0.118085,0.11214,0.151312,0.246029,0.042308,0.023074,0.035157,0.029032,0.0,0.079054,0.143621,0.204986,0.309424,0.31048,0.335734,0.342613,0.334877,0.334547,0.265034,0.337929,0.295665,0.350995,0.356488,0.31225,0.336454,0.396351,0.409294,0.404774,0.356632,0.361955,0.372442,0.403498,0.414019,0.00703,0.007099,0.007643,0.009845,0.0087,0.056126,0.033653,0.01541,0.009745,0.001199,0.002547,0.000992,0.000719,0.002442,0.003162,0.005139,0.010459,0.005896,0.009289,0.201422,0.203715,0.200069,0.191671,0.192163,0.169585,0.253858,0.287093,0.407005,0.390745,0.419272,0.442376,0.452216,0.459519,0.450874,0.382079,0.367821,0.373032,0.358807,0.346059,0.530641,0.474951,0.582841,0.006559,0.004562,0.003062,0.003069,0.104827,0.161086,0.097943,0.008596,0.024978,0.0207,0.051297,0.018382,0.038887,0.070121,0.024612,0.013194,0.008006,0.01404,0.006873,0.009744,0.0083,0.021029,0.013522,0,0,0,0,1,0
780,0.600743,0.650943,0.713131,0.789797,0.713498,0.661445,0.778602,0.300705,0.274967,0.305262,0.331225,0.330286,0.252726,0.306403,0.022922,0.005399,0.007258,0.002426,0.003142,0.103191,0.03032,0.486509,0.266337,0.386181,0.138455,0.126436,0.236546,0.154462,0.074603,0.03381,0.073157,0.093593,0.072144,0.112477,0.101069,0.082754,0.0,0.0,0.020226,0.026687,0.032744,0.027483,0.110062,0.095782,0.09751,0.060851,0.357778,0.3162,0.42821,0.404815,0.428313,0.436358,0.439232,0.502901,0.474561,0.418683,0.467572,0.494019,0.46607,0.431852,0.491824,0.001818,0.00052,0.000335,0.000618,0.005853,0.000985,0.00044,0.087717,0.092287,0.08671,0.080757,0.061537,0.061815,0.031733,0.011844,0.012485,0.040258,0.005139,0.02602,0.127997,0.137592,0.133264,0.130893,0.126264,0.114444,0.146448,0.15904,0.150899,0.148103,0.266383,0.295044,0.269905,0.256005,0.241579,0.521012,0.510132,0.463254,0.403863,0.521728,0.539329,0.630714,0.65412,0.002571,0.001442,0.000851,0.000627,0.003073,0.003454,0.003218,0.105941,0.015164,0.020582,0.054868,0.108479,0.119569,0.078545,0.068175,0.038456,0.293751,0.110049,0.078669,0.182919,0.140548,0.10203,0.040701,0,0,0,0,1,0
781,0.6809,0.673972,0.718922,0.751633,0.834387,0.629618,0.323828,0.255711,0.245474,0.287942,0.217804,0.144807,0.212299,0.16,0.002071,0.002308,0.002879,0.003277,0.002855,0.042494,0.198092,0.226895,0.196932,0.217966,0.021919,0.051513,0.070072,0.023989,0.056429,0.05415,0.024059,0.029866,0.060121,0.027216,0.063193,0.087595,0.080425,0.094033,0.09751,0.103608,0.109451,0.11048,0.243258,0.218333,0.227558,0.263251,0.329815,0.303957,0.287819,0.260247,0.259499,0.281557,0.322188,0.307785,0.286036,0.375741,0.417037,0.443759,0.484822,0.541934,0.561804,0.00066,0.00051,0.000507,0.000678,0.000395,0.000237,0.000646,0.056338,0.041174,0.056323,0.059731,0.05582,0.043478,0.036666,0.002979,0.004204,0.006086,0.07237,0.012589,0.171654,0.172716,0.181741,0.190161,0.198202,0.195473,0.205292,0.215882,0.228842,0.239511,0.32366,0.307065,0.345254,0.343633,0.372283,0.440777,0.429996,0.418098,0.355911,0.338209,0.392423,0.368313,0.418747,0.000617,0.000333,0.001477,0.001586,0.00505,0.004671,0.003216,0.089443,0.016119,0.024546,0.038827,0.047001,0.021927,0.018566,0.067509,0.029123,0.026429,0.037446,0.046389,0.013927,0.012017,0.009958,0.092381,0,0,0,0,1,0
782,0.599239,0.614737,0.665861,0.699579,0.534171,0.878532,0.472569,0.506646,0.303714,0.326026,0.285951,0.249054,0.20595,0.271306,0.010656,0.00397,0.004327,0.001304,0.001504,0.192572,0.079112,0.281918,0.3085,0.228648,0.048321,0.233897,0.205119,0.124804,0.177661,0.089715,0.081005,0.079067,0.079214,0.117782,0.069626,0.065811,0.0,0.0,0.111022,0.07797,0.06476,0.0362,0.270809,0.251111,0.273621,0.104047,0.355892,0.351872,0.400542,0.377757,0.383148,0.428436,0.361763,0.410144,0.464554,0.442085,0.463964,0.583861,0.445809,0.482497,0.449252,0.002988,0.002226,0.000253,0.000225,0.00869,0.00079,0.001148,0.13517,0.124344,0.005591,0.061812,0.085789,0.067561,0.052643,0.004419,0.010438,0.013722,0.011928,0.054137,0.11318,0.134013,0.144022,0.145531,0.156736,0.147108,0.13597,0.205046,0.159431,0.166052,0.307568,0.33983,0.330471,0.368167,0.216262,0.574007,0.50492,0.462236,0.420066,0.565374,0.641662,0.510378,0.674707,0.003602,0.003045,0.002281,0.001697,0.11492,0.027502,0.002918,0.186369,0.074543,0.014814,0.005153,0.003627,0.026538,0.028096,0.03833,0.073294,0.054459,0.071441,0.161283,0.086384,0.050242,0.066805,0.042344,0,0,0,0,1,0
783,0.687863,0.715184,0.759298,0.516075,0.50132,0.479031,0.302848,0.351537,0.426537,0.429683,0.401159,0.337933,0.32217,0.228769,0.006926,0.002288,0.003329,0.014305,0.007627,0.095682,0.233695,0.155012,0.187871,0.054197,0.10623,0.073073,0.086342,0.093602,0.12763,0.150277,0.102017,0.064553,0.084322,0.095867,0.216664,0.330299,0.0,0.0,0.0,0.0,0.0,0.086886,0.076955,0.145226,0.175439,0.251276,0.211118,0.226708,0.283059,0.279458,0.282565,0.260453,0.261193,0.270439,0.260069,0.298868,0.285905,0.313155,0.330103,0.323134,0.349204,0.000248,0.000343,0.000326,0.00034,0.001613,0.071797,0.005599,0.031097,0.047084,0.10437,0.038624,0.055669,0.060911,0.01505,0.002571,0.003989,0.01014,0.011253,0.007281,0.128545,0.13209,0.1371,0.134885,0.126823,0.118961,0.192007,0.214719,0.1979,0.185163,0.270051,0.277711,0.279232,0.255245,0.241725,0.396292,0.367552,0.276167,0.215065,0.572095,0.615003,0.617787,0.65885,0.005541,0.004058,0.00439,0.004077,0.014626,0.008355,0.01051,0.022888,0.062842,0.101401,0.073755,0.102955,0.024324,0.058438,0.051075,0.109747,0.087199,0.070967,0.149249,0.041776,0.013556,0.036908,0.025323,0,0,0,0,1,0
784,0.671551,0.751899,0.837109,0.882831,0.890795,0.500423,0.589678,0.36961,0.35136,0.218523,0.324961,0.448181,0.540477,0.667877,0.003988,0.004686,0.003624,0.003023,0.00219,0.003133,0.059433,0.014985,0.763259,0.378293,0.549545,0.150776,0.170815,0.158607,0.279737,0.228447,0.139006,0.265515,0.391853,0.239654,0.385546,0.48697,0.214376,0.198505,0.206296,0.214122,0.211914,0.212942,0.239307,0.257284,0.255247,0.274547,0.257894,0.282483,0.333025,0.329575,0.305123,0.369156,0.382016,0.39548,0.371379,0.366818,0.350967,0.366502,0.357654,0.348025,0.337263,0.000114,0.000176,0.000335,0.000349,0.000313,0.000107,8.4e-05,0.000352,0.000221,0.000267,0.010082,0.014324,0.012776,0.010432,0.006252,0.001526,0.018254,0.005254,0.025027,0.067331,0.088589,0.110507,0.142233,0.169641,0.248949,0.141841,0.185577,0.252013,0.285527,0.22731,0.251845,0.324152,0.358573,0.37056,0.327742,0.346562,0.146012,0.255345,0.224604,0.389616,0.322799,0.4132,0.00758,0.007238,0.008107,0.008001,0.00997,0.010801,0.007096,0.047053,0.011023,0.010263,0.101736,0.083722,0.268885,0.117641,0.096361,0.058677,0.247571,0.347082,0.407526,0.263004,0.11116,0.04931,0.009327,0,0,0,0,1,0
785,0.872536,0.819672,0.957491,0.95062,0.297564,0.435858,0.55215,0.61146,0.380826,0.66277,0.651322,0.627811,0.311536,0.280552,0.033484,0.00273,0.005242,0.056142,0.010688,0.165176,0.006591,0.024253,0.016455,0.202899,0.140384,0.310205,0.347015,0.151439,0.15526,0.0799,0.258549,0.34295,0.158981,0.092385,0.197978,0.097666,0.272524,0.273649,0.2462,0.238546,0.285953,0.328765,0.301461,0.319506,0.32144,0.322263,0.324938,0.336543,0.318519,0.31072,0.322044,0.316818,0.314198,0.309492,0.304108,0.348525,0.279561,0.299451,0.295027,0.318422,0.330384,0.01448,0.000546,0.000291,0.000146,0.00875,0.003136,0.003732,0.002593,0.001719,0.001282,0.002475,0.003351,0.003184,0.00276,0.00438,0.001539,0.004437,0.001656,0.006178,0.34323,0.366747,0.299058,0.287574,0.269066,0.273461,0.385892,0.338645,0.393328,0.451221,0.251689,0.244643,0.439256,0.446099,0.448515,0.287417,0.272041,0.29104,0.356202,0.512983,0.478943,0.375917,0.746377,0.079852,0.090691,0.006027,0.006874,0.034308,0.007283,0.021165,0.030731,0.140831,0.131086,0.037299,0.020056,0.088397,0.112244,0.019763,0.237047,0.370717,0.36756,0.107807,0.045947,0.02717,0.104972,0.031379,0,0,0,0,1,0
786,0.888287,0.940809,0.971446,0.985992,0.254076,0.284729,0.802014,0.444433,0.417089,0.471007,0.649423,0.936441,0.655469,0.841364,0.008326,0.001112,0.000867,0.006447,0.0,0.955912,0.0,0.278697,0.27242,0.337836,0.052734,0.131176,0.093712,0.029254,0.062907,0.080469,0.333395,0.008156,0.04135,0.033203,0.025837,0.021773,0.250665,0.293978,0.312298,0.321166,0.327428,0.336379,0.330638,0.327243,0.326907,0.346447,0.328621,0.297936,0.365014,0.352812,0.329636,0.422627,0.414952,0.439616,0.438656,0.32583,0.355192,0.351207,0.349739,0.329897,0.313553,0.001102,0.000903,0.001065,0.000822,0.001122,0.00405,0.00016,0.002651,0.00435,0.003172,0.001945,0.002642,0.003475,1.6e-05,0.00218,0.002096,0.003258,0.00618,0.002641,0.378959,0.390354,0.412831,0.439233,0.454419,0.47608,0.445943,0.451881,0.461017,0.477254,0.490036,0.306506,0.316694,0.442018,0.485194,0.651246,0.549416,0.320473,0.381721,0.710793,0.817957,0.624955,0.504283,0.016009,0.003526,0.003636,0.004064,0.008186,0.000467,0.000283,0.262811,0.047257,0.053709,0.30216,0.14053,0.113924,0.112883,0.18532,0.08894,0.045146,0.045695,0.117811,0.117932,0.003857,0.097026,0.06176,0,0,0,0,1,0
787,0.869103,0.881733,0.900899,0.242553,0.249614,0.301123,0.13168,0.315906,0.752097,0.575902,0.62447,0.604346,0.72696,0.582674,0.003391,0.001399,0.003603,0.001306,0.07199,1.0,0.314386,0.194397,0.160073,0.209736,0.869632,0.47029,0.529831,0.019801,0.02215,0.018898,0.016372,0.017527,0.008909,0.006373,0.003348,0.007364,0.250919,0.246365,0.273656,0.29572,0.318525,0.273258,0.323738,0.322078,0.317675,0.322977,0.324438,0.335926,0.323114,0.344362,0.33594,0.319314,0.325055,0.333971,0.345706,0.317222,0.319328,0.338916,0.347586,0.326763,0.317387,0.000385,0.00012,0.000153,0.000341,0.000838,0.000516,0.00113,0.005319,0.006702,0.003055,0.003343,0.000867,0.001936,0.003434,0.003591,0.004781,0.000605,0.001273,0.001077,0.345232,0.356034,0.365696,0.366971,0.368145,0.361234,0.384371,0.398059,0.46379,0.41774,0.464394,0.434693,0.479211,0.427257,0.375503,0.564144,0.581253,0.558172,0.494028,0.510478,0.503288,0.462102,0.437165,0.006978,0.002522,0.001136,0.000957,0.006992,0.085465,0.008399,0.101302,0.103135,0.112886,0.049778,0.020261,0.176728,0.158496,0.033827,0.009893,0.0195,0.024508,0.023226,0.011439,0.005346,0.006128,0.010629,0,0,0,0,1,0
788,0.815667,0.92044,0.953646,0.714373,0.490006,0.682184,0.594285,0.669879,0.246537,0.562153,0.552848,0.546694,0.218725,0.373889,0.027914,0.0047,0.005505,0.004143,0.008218,0.144459,0.033489,0.055946,0.068322,0.019164,0.213072,0.012066,0.093022,0.062474,0.058141,0.043151,0.025972,0.058223,0.195384,0.069439,0.051676,0.050987,0.205302,0.280604,0.305446,0.306049,0.303553,0.287257,0.260542,0.261337,0.275521,0.266735,0.237119,0.231797,0.25714,0.201626,0.233889,0.340501,0.291502,0.271962,0.232716,0.195213,0.333903,0.327291,0.293642,0.25535,0.174403,0.001612,0.002139,0.002282,0.002358,0.00211,0.007351,0.001572,0.003785,0.008101,0.009805,0.003415,0.004512,0.005912,0.004912,0.006718,0.014733,0.005202,0.007532,0.005109,0.288893,0.363213,0.390779,0.400888,0.403829,0.369912,0.427156,0.462292,0.448034,0.454397,0.312824,0.320518,0.292908,0.348888,0.335223,0.243514,0.251465,0.26201,0.300031,0.350387,0.414777,0.27298,0.560711,0.05378,0.015881,0.010103,0.010246,0.003584,0.00331,0.003995,0.058209,0.070615,0.062253,0.018191,0.030758,0.107332,0.041012,0.048077,0.256303,0.10558,0.219402,0.264544,0.297133,0.212912,0.010555,0.005554,0,0,0,0,1,0
789,0.793042,0.964559,0.852293,0.752117,0.23373,0.353374,0.522608,0.274103,0.261246,0.454436,0.562314,0.681311,0.582835,0.809046,0.268411,0.00321,0.001279,0.080141,0.045377,0.234217,0.023342,0.345645,0.246434,0.091236,0.298158,0.844664,0.454857,0.381186,0.537602,0.591988,0.409093,0.399941,0.579101,0.306921,0.007619,0.004614,0.288868,0.238141,0.256687,0.251557,0.241646,0.247798,0.249259,0.25048,0.25561,0.243916,0.365789,0.280192,0.384307,0.501207,0.482689,0.411152,0.336173,0.413059,0.398313,0.378409,0.392435,0.387208,0.390103,0.378018,0.378861,0.006983,0.008585,0.006073,0.004253,0.009401,0.001251,0.008915,0.010082,0.006297,0.002264,0.001407,0.002038,0.003328,0.002226,0.348744,0.052431,0.046493,0.043103,0.040922,0.384673,0.417159,0.422001,0.446871,0.451993,0.420894,0.444299,0.33472,0.315799,0.319981,0.343409,0.360317,0.272388,0.276011,0.248446,0.446871,0.413804,0.288569,0.261026,0.52619,0.473363,0.493179,0.445865,0.04385,0.029058,0.027946,0.017826,0.055521,0.031442,0.099467,0.033147,0.036483,0.169798,0.104552,0.046917,0.059204,0.073001,0.096315,0.142184,0.132028,0.021607,0.015795,0.053493,0.020372,0.130473,0.018453,0,0,0,0,1,0
790,0.819373,0.952186,0.370637,0.222326,0.305218,0.276313,0.115268,0.210283,0.17385,0.360055,0.219703,0.192451,0.533918,0.494962,0.023307,0.012151,0.001501,0.040863,0.511884,0.49129,0.092798,0.1059,0.035174,0.119046,0.117361,0.129615,0.005508,0.117569,0.190158,0.280597,0.153921,0.24651,0.215945,0.081088,0.040655,0.025542,0.337449,0.313669,0.339458,0.344609,0.322435,0.241852,0.287071,0.229266,0.225343,0.24046,0.202709,0.363182,0.209444,0.187462,0.25751,0.255782,0.207881,0.224005,0.234534,0.320206,0.227702,0.240007,0.23393,0.220912,0.223141,0.000692,0.000245,0.000336,0.001016,0.010291,0.001497,0.015547,0.017945,0.017932,0.00229,0.015072,0.008157,0.017453,0.010546,0.012847,0.033876,0.010285,0.019697,0.00561,0.442957,0.469091,0.486458,0.478026,0.483349,0.509561,0.454375,0.493257,0.491881,0.467447,0.474917,0.365115,0.477165,0.615148,0.645151,0.634774,0.394939,0.455448,0.562522,0.554817,0.746925,0.678699,0.464506,0.004399,0.006984,0.003029,0.004329,0.002018,0.001241,0.050181,0.034317,0.052029,0.209655,0.137581,0.146024,0.37255,0.303184,0.05204,0.051355,0.059866,0.070036,0.098459,0.077575,0.140734,0.065204,0.003953,0,0,0,0,1,0
