,attr4,attr6,attr13,attr23,attr26,attr28,attr30,attr39,attr40,attr45,attr46,attr50,attr51,attr52,attr55,attr58,attr73,attr87,attr89,attr90,attr93,attr103,attr105,attr107,attr109,attr111,attr115,attr117,attr118,attr121,attr123,attr128,attr139,attr142,attr146,attr155,attr159,attr170,attr172,attr174,attr181,attr188,attr190,attr191,attr192,attr196,attr201,attr203,attr209,attr210,attr214,attr215,attr216,attr218,attr219,attr221,attr224,attr226,attr228,attr229,attr235,attr237,attr240,attr242,attr247,attr248,attr250,attr255,attr259,attr261,attr262,attr263,attr264,attr268,attr270,attr275,attr276,attr278,attr279,attr280,attr281,attr282,attr285,attr287,attr289,attr291,attr292,attr293,Beach,Sunset,FallFoliage,Field,Mountain,Urban
561,0.7077,0.720625,0.726225,0.70732,0.677807,0.643128,0.635491,0.693478,0.684214,0.626775,0.654681,0.181128,0.202584,0.156518,0.16422,0.164065,0.211019,0.101043,0.062949,0.055775,0.174247,0.64938,0.613205,0.505626,0.605513,0.643676,0.439846,0.631569,0.642587,0.465594,0.469724,0.464682,0.497012,0.575045,0.495934,0.022823,0.036896,0.019614,0.065825,0.047966,0.034956,0.00624,0.0267,0.028381,0.022753,0.005468,0.657015,0.711662,0.642385,0.680298,0.769444,0.718219,0.685622,0.638098,0.64943,0.743813,0.70046,0.566273,0.592978,0.619954,0.262283,0.185269,0.415248,0.335722,0.223716,0.145695,0.084996,0.126978,0.130552,0.135389,0.175619,0.139672,0.094289,0.128572,0.156531,0.404401,0.480137,0.222955,0.161124,0.218511,0.125399,0.202694,0.369752,0.256151,0.139786,0.16074,0.120467,0.099677,0,0,1,0,0,0
562,0.943696,0.950615,0.961927,0.59363,0.665048,0.698903,0.646219,0.600631,0.652026,0.438759,0.474779,0.039489,0.007265,0.008356,0.003944,0.09143,0.092563,0.027008,0.029965,0.277511,0.024155,0.244783,0.312215,0.442562,0.392967,0.315174,0.507507,0.459481,0.448032,0.503276,0.504004,0.38751,0.394901,0.390674,0.467165,0.039694,0.054343,0.015724,0.023133,0.020132,0.010952,0.04937,0.014365,0.007347,0.003556,0.015748,0.381259,0.427155,0.519877,0.555428,0.637738,0.576161,0.687177,0.577776,0.674203,0.638815,0.665592,0.351293,0.469174,0.289835,0.165498,0.374191,0.401696,0.295596,0.009778,0.101019,0.004606,0.154861,0.203388,0.162773,0.055473,0.102106,0.063687,0.051954,0.079559,0.852293,0.739963,0.279636,0.121426,0.327001,0.052884,0.040629,0.041011,0.122403,0.04023,0.085471,0.348039,0.031735,0,0,1,0,0,0
563,0.801155,0.575597,0.7066,0.79856,0.668562,0.706943,0.8315,0.649931,0.612197,0.612582,0.572471,0.010654,0.062426,0.384875,0.263292,0.289228,0.250127,0.252459,0.337214,0.388245,0.279844,0.579126,0.296639,0.404154,0.567392,0.556541,0.523595,0.499608,0.527072,0.48663,0.496557,0.462569,0.364118,0.349581,0.226114,0.000379,0.044278,0.053359,0.05485,0.055377,0.068226,0.041457,0.043303,0.056027,0.033205,0.03294,0.747636,0.0,0.625831,0.0,0.821624,0.722154,0.629272,0.242255,0.794531,0.798665,0.445787,0.843973,0.799742,0.742757,0.77308,0.660418,0.662266,0.609449,0.363641,1.0,0.208095,0.095683,0.574827,1.0,0.216768,0.163317,0.444041,0.347474,0.212254,0.153911,0.186512,0.250788,0.342611,0.373769,0.414665,0.176179,0.308207,0.226376,0.377855,0.230917,0.27996,0.290035,0,0,1,0,0,0
564,0.617537,0.615887,0.600346,0.688182,0.601915,0.548849,0.645745,0.550298,0.521222,0.701656,0.592415,0.279658,0.50529,0.493162,0.280257,0.472156,0.618677,0.627721,0.600685,0.555325,0.571534,0.504664,0.252723,0.659077,0.607014,0.581321,0.572893,0.620788,0.56437,0.468234,0.460102,0.352003,0.445916,0.347107,0.330198,0.215437,0.223059,0.240477,0.187934,0.196257,0.162344,0.238043,0.058663,0.02559,0.031918,0.045601,0.473207,0.16722,0.57235,0.331956,0.573007,0.616792,0.616925,0.56781,0.497275,0.495241,0.584268,0.445009,0.529507,0.458468,0.623882,0.643754,0.630059,0.619647,0.250169,0.183262,0.552591,0.255001,0.499745,0.427541,0.396221,0.32156,0.187008,0.385556,0.432481,0.303321,0.3919,0.283702,0.389423,0.262735,0.314671,0.319346,0.263969,0.181917,0.185528,0.166403,0.215528,0.191843,0,0,1,0,0,0
565,0.70291,0.717229,0.67201,0.566632,0.665394,0.580924,0.611591,0.593327,0.575981,0.564511,0.673162,0.328741,0.163576,0.035104,0.014318,0.209282,0.081571,0.065786,0.067854,0.07231,0.229089,0.379021,0.380434,0.406647,0.516115,0.350895,0.474253,0.468878,0.346488,0.290821,0.410774,0.290152,0.261993,0.286883,0.308259,0.04662,0.074046,0.009716,0.124744,0.015448,0.006837,0.012142,0.017765,0.007401,0.008256,0.007817,0.56443,0.584614,0.573249,0.592016,0.701078,0.653361,0.592495,0.680171,0.659824,0.697772,0.656991,0.573188,0.666227,0.695923,0.699699,0.592089,0.515508,0.468107,0.290738,0.204265,0.022019,0.078272,0.04657,0.109441,0.052742,0.06654,0.076138,0.157797,0.051903,0.229988,0.146701,0.076683,0.049051,0.262671,0.085428,0.064935,0.098636,0.144776,0.108602,0.22032,0.204748,0.055042,0,0,1,0,0,0
566,0.512318,0.467303,0.486494,0.388066,0.512441,0.3191,0.463276,0.443297,0.590372,0.319077,0.331366,0.409404,0.158335,0.254283,0.059012,0.072585,0.111278,0.145664,0.152758,0.202666,0.415567,0.437493,0.468521,0.580113,0.547591,0.672267,0.518539,0.663818,0.742761,0.399517,0.674372,0.40907,0.47039,0.311254,0.297992,0.151039,0.068538,0.050462,0.358083,0.203291,0.162503,0.201965,0.084965,0.054325,0.0382,0.061341,0.53618,0.535185,0.673647,0.589445,0.678101,0.715437,0.673078,0.646614,0.579232,0.589464,0.71277,0.546539,0.598252,0.423528,0.536605,0.530354,0.587374,0.596263,0.245085,0.358577,0.210436,0.094969,0.098753,0.07025,0.171858,0.131564,0.085496,0.24137,0.132147,0.21635,0.228853,0.376444,0.483384,0.272861,0.136481,0.158744,0.11952,0.121036,0.141772,0.10136,0.045374,0.07775,0,0,1,0,0,0
567,1.0,1.0,1.0,0.578815,0.584764,0.628608,0.377713,0.555874,0.541447,0.835482,0.836843,0.0,0.0,0.0,0.0,0.011411,0.263767,0.531957,0.645304,0.631294,0.002921,0.346667,0.346667,0.344461,0.356307,0.351891,0.282412,0.448466,0.52993,0.429641,0.543258,0.255171,0.495054,0.28372,0.321788,0.001649,0.0174,0.115637,0.351183,0.46014,0.418921,0.270638,0.002995,0.007392,0.006492,0.00364,0.5,0.5,0.498129,0.50514,0.727952,0.713659,0.709092,0.822936,0.697169,0.664678,0.789746,0.612382,0.586811,0.593758,0.692646,0.655497,0.839363,0.822827,0.0,0.0,0.0,0.017892,0.017994,0.206693,0.10247,0.100524,0.289427,0.310036,0.285953,0.272704,0.523689,0.237374,0.364075,0.542953,0.220348,0.383048,0.490725,0.453239,0.013873,0.013466,0.012454,0.024109,0,0,1,0,0,0
568,1.0,1.0,0.975741,0.614191,0.628167,0.488173,0.414617,0.526851,0.459819,0.678281,0.609737,0.0,0.0,0.0,0.0,0.0,0.216434,0.22059,0.306247,0.245892,0.673089,0.346667,0.346667,0.346667,0.345702,0.35307,0.333698,0.436879,0.461017,0.428207,0.435583,0.459161,0.633151,0.338383,0.612661,0.0,0.000319,0.058047,0.098625,0.052314,0.171382,0.080115,0.007658,0.005088,0.088564,0.195705,0.5,0.5,0.486785,0.471376,0.685635,0.567081,0.551566,0.516374,0.490459,0.701322,0.53391,0.318594,0.591225,0.646888,0.830567,0.892679,0.485067,0.706,0.0,0.0,0.0,0.000272,0.017816,0.081476,0.042396,0.375079,0.150717,0.306606,0.358698,0.39035,0.326992,0.581033,0.942468,0.573628,0.359882,0.536522,0.635925,0.492827,0.032608,0.781663,0.292831,0.466233,0,0,1,0,0,0
569,0.775861,0.765213,0.647713,0.6071,0.550313,0.516944,0.534782,0.460954,0.474007,0.542062,0.540288,0.297426,0.433853,0.407615,0.223362,0.23462,0.177981,0.391293,0.254169,0.301117,0.095766,0.451774,0.569376,0.449087,0.605806,0.600419,0.609327,0.608179,0.596086,0.640263,0.592758,0.475745,0.46658,0.41662,0.448435,0.116882,0.047409,0.083761,0.080056,0.073791,0.086869,0.057348,0.014443,0.007088,0.00565,0.110827,0.775065,0.851013,0.783782,0.800458,0.815124,0.766316,0.811727,0.888875,0.824338,0.718075,0.697447,0.687876,0.616166,0.619446,0.672762,0.73502,0.601923,0.634044,0.191789,0.406529,0.975062,0.904131,0.67484,0.438296,0.596894,0.570952,0.526691,0.497189,0.263394,0.121522,0.09069,0.108335,0.152108,0.151172,0.092889,0.576365,0.210028,0.307213,0.127644,0.060498,0.070626,0.147321,0,0,1,0,0,0
570,1.0,1.0,0.887203,0.624729,0.493159,0.540327,0.735536,0.458776,0.705101,0.727604,0.670199,0.000541,0.000583,8.4e-05,0.000249,0.120009,0.19974,0.331232,0.122674,0.203077,0.11106,0.322924,0.324009,0.328959,0.318439,0.315548,0.442071,0.439889,0.274352,0.529147,0.511362,0.536035,0.451894,0.514452,0.40237,0.020543,0.003352,0.055133,0.040566,0.025032,0.061037,0.047394,0.008513,0.018038,0.00707,0.020131,0.484003,0.488444,0.502383,0.479471,0.935541,0.921945,0.818251,0.794417,0.856764,0.841507,0.877672,1.0,0.808988,0.722032,0.660534,0.630742,0.922089,0.784974,0.006623,0.005931,0.002055,0.693446,0.026819,0.226754,0.183864,0.273578,0.297018,0.414268,0.164794,0.181563,0.306445,0.236073,0.228275,0.230909,0.164397,0.204826,0.043173,0.219667,0.166616,0.19458,0.084521,0.026533,0,0,1,0,0,0
571,0.647998,0.597754,0.608726,0.58378,0.572903,0.635038,0.431169,0.515611,0.502706,0.597795,0.503098,0.020592,0.012965,0.022984,0.025451,0.019591,0.016175,0.061676,0.062627,0.021256,0.20551,0.751798,0.651475,0.334747,0.815152,0.713455,0.69103,0.607717,0.578707,0.386343,0.683152,0.392646,0.828404,0.42695,0.516687,0.037767,0.243483,0.0855,0.158669,0.483292,0.345592,0.470661,0.014687,0.067926,0.389577,0.270256,0.638406,0.817852,0.6639,0.993939,0.719763,0.847826,0.703623,0.741173,0.144993,0.770619,0.875758,0.0,0.759816,0.71805,0.721937,0.616469,0.355731,0.685705,0.074591,0.21429,0.223439,0.19492,0.969859,0.268015,0.412155,0.147321,0.401088,1.0,0.466737,1.0,0.781625,0.572566,0.326045,0.56687,1.0,1.0,0.666874,0.285391,1.0,0.307147,0.712921,0.265179,0,0,1,0,0,0
572,1.0,0.973449,0.767496,0.40458,0.7109,0.669248,0.546833,0.786562,0.78939,0.636001,0.64691,0.123946,0.029901,0.000353,0.070877,0.29552,0.1806,0.014429,0.022413,0.103873,0.054404,0.322005,0.424812,0.444085,0.472757,0.500025,0.574211,0.540965,0.407682,0.486767,0.532018,0.549674,0.23084,0.219762,0.176253,0.074757,0.104429,0.066552,0.030824,0.021982,0.036146,0.075282,0.067412,0.111991,0.000601,0.022628,0.499591,0.664821,0.75282,0.747855,0.728302,0.784693,0.85228,0.698635,0.68466,0.750123,0.841676,0.729895,0.572246,0.640651,0.272475,0.329295,0.226728,0.202476,0.00519,0.001492,0.041978,0.247041,0.108177,0.332877,0.08355,0.124325,0.12276,0.321187,0.081562,0.385652,0.489201,0.302011,0.093828,0.155798,0.247813,0.242769,0.090347,0.452214,0.130643,0.005983,0.007296,0.011013,0,0,1,0,0,0
573,0.594548,0.851204,0.909727,0.789732,0.630262,0.635714,0.76783,0.663799,0.658888,0.649242,0.513082,0.095166,0.102155,0.102522,0.219806,0.086435,0.102312,0.073193,0.063847,0.035865,0.061514,0.543071,0.329657,0.522182,0.498869,0.353172,0.411232,0.485939,0.482586,0.630909,0.417657,0.665899,0.634222,0.498626,0.488646,0.144765,0.061845,0.147685,0.055773,0.081144,0.133966,0.178256,0.143151,0.063595,0.115157,0.120986,0.580237,0.542161,0.837154,0.655138,0.702174,0.858762,0.897167,0.669895,0.655797,0.784256,0.816469,0.679249,0.696443,0.765744,0.655402,0.73307,0.782543,0.624242,0.192948,0.190957,0.23175,0.127778,0.413187,0.172055,0.155439,0.275705,0.316404,0.210758,0.234792,0.052392,0.103123,0.242141,0.172008,0.159782,0.137127,0.100573,0.121247,0.135126,0.085528,0.10014,0.0904,0.082781,0,0,1,0,0,0
574,0.673214,0.632786,0.820916,0.58407,0.808211,0.729408,0.516459,0.579481,0.631599,0.780035,0.805597,0.287666,0.066643,0.073188,0.126995,0.104762,0.101653,0.288006,0.195871,0.380584,0.141725,0.480111,0.434724,0.543757,0.471686,0.369897,0.387225,0.473703,0.31937,0.473586,0.451115,0.428896,0.366941,0.382196,0.38888,0.274648,0.068349,0.10873,0.065655,0.042689,0.046309,0.051253,0.022977,0.057593,0.002479,0.065586,0.309354,0.670007,0.863924,0.842638,0.45357,0.658958,0.872163,0.618916,0.800809,0.624505,0.840295,0.707193,0.545895,0.860946,0.414873,0.51555,0.402703,0.164207,0.615243,0.701916,0.110412,0.506456,0.198787,0.300739,0.491068,0.253072,1.0,0.36571,0.521687,0.379319,0.573083,0.259011,0.43646,0.155009,0.408806,0.479719,0.539966,0.104444,0.922988,0.05672,0.115723,0.15721,0,0,1,0,0,0
575,0.672366,0.825106,0.765412,0.554089,0.612403,0.555998,0.738036,0.834117,0.80916,0.720852,0.709509,0.263336,0.474522,0.363297,0.154034,0.448977,0.467523,0.348363,0.519729,0.749162,0.771095,0.477679,0.471224,0.795703,0.65377,0.455606,0.676358,0.577024,0.468642,0.416018,0.578218,0.360491,0.364952,0.388297,0.391927,0.215291,0.195656,0.199401,0.448872,0.126995,0.043693,0.019455,0.096083,0.063315,0.054192,0.059439,0.634951,0.583745,0.707204,0.677569,0.523676,0.660099,0.73753,0.894625,0.801749,0.589941,0.615652,0.814032,0.743903,0.839723,0.750217,0.760395,0.726611,0.720771,0.622226,0.625001,0.324732,0.539024,0.392517,0.373303,0.267435,0.366004,0.434445,0.596613,0.495468,0.510109,0.331736,0.521878,0.438749,0.798474,0.395986,0.265096,0.309346,0.361593,0.317335,0.299851,0.323425,0.448316,0,0,1,0,0,0
576,0.94892,0.919806,0.909179,0.516636,0.748426,0.639483,0.539267,0.719293,0.569472,0.428644,0.665273,0.000397,0.002267,0.00199,0.001374,0.52536,0.446663,0.563963,0.427613,0.331709,0.969769,0.347915,0.362373,0.434407,0.355526,0.367612,0.523133,0.421125,0.419034,0.512306,0.518017,0.553174,0.54377,0.622378,0.407709,0.098821,0.000276,0.113581,0.101618,0.020977,0.054273,0.064309,0.51919,0.23712,0.212809,0.094592,0.415062,0.387787,0.415145,0.392703,0.782416,0.432538,0.437379,0.873576,0.879154,0.901144,0.635233,0.929984,0.972918,0.866341,1.0,0.679901,0.972608,0.993033,0.005875,0.002928,0.00137,0.489949,0.004579,0.338552,0.439762,0.476934,0.143115,0.495797,0.315967,0.362773,0.465125,0.281108,0.11632,0.232365,0.875485,0.346697,0.730762,0.384921,0.959532,0.364948,0.583418,0.523436,0,0,1,0,0,0
577,0.830976,0.781098,0.676873,0.553386,0.797676,0.170744,0.778265,0.668497,0.632538,0.885393,0.923158,0.066179,0.065936,0.078617,0.139057,0.059739,0.418557,0.072922,0.068142,0.092488,0.101841,0.397796,0.591351,0.428915,0.315515,0.434153,0.352824,0.355249,0.389922,0.320365,0.321617,0.338815,0.345847,0.330598,0.349779,0.066103,0.031898,0.006964,0.001948,0.049421,0.01094,0.006252,0.013903,0.010308,0.002668,0.006759,0.810288,0.990575,0.637097,0.892785,0.596201,0.599144,0.50325,0.488029,0.446916,0.426296,0.523256,0.482125,0.508685,0.466868,0.513578,0.571916,0.518327,0.577315,0.367971,0.402154,0.27372,0.387822,0.641124,0.36643,0.10617,0.35132,0.414093,0.0377,0.017487,0.216852,0.040711,0.054712,0.050701,0.04361,0.310973,0.010973,0.058738,0.446127,0.131918,0.02586,0.015358,0.261104,0,0,1,0,0,0
578,0.909372,0.846453,0.739351,0.770675,0.675145,0.633847,0.778295,0.698208,0.703618,0.8884,0.681223,0.096467,0.426937,0.127965,0.221636,0.371534,0.386015,0.138668,0.089778,0.104731,0.484143,0.417829,0.413223,0.391063,0.47515,0.401772,0.45134,0.444241,0.376877,0.39041,0.457575,0.349712,0.382492,0.324773,0.318405,0.031019,0.045368,0.031948,0.046816,0.056028,0.063767,0.048667,0.01358,0.012176,0.002502,0.024669,0.656128,0.880579,0.725968,0.883251,0.857197,0.841145,0.806533,0.543785,0.614943,0.742507,0.787032,0.55173,0.592283,0.685017,0.582551,0.860483,0.424563,0.624151,1.0,0.859873,0.546156,0.931341,0.481742,0.901529,0.614765,0.594957,0.676071,0.493689,0.553923,0.599814,0.247006,0.480923,0.394219,0.980331,0.12082,0.265511,0.265498,0.606547,0.123402,0.263872,0.289594,0.537747,0,0,1,0,0,0
579,1.0,1.0,1.0,0.886346,0.779285,0.611707,0.682035,0.510404,0.617147,0.5327,0.423907,0.0,0.0,0.0,0.0,0.0,0.090015,0.151995,0.123831,0.129245,0.202193,0.346667,0.346667,0.346667,0.346667,0.340664,0.322979,0.31804,0.316866,0.329103,0.376944,0.44876,0.461938,0.641074,0.444906,0.0,0.000244,0.015649,0.070174,0.028416,0.033546,0.036079,0.170915,0.13656,0.253968,0.066402,0.5,0.5,0.5,0.499332,0.500794,0.496497,0.501336,0.471039,0.510815,0.547505,0.818973,0.792485,0.771559,0.67097,0.838762,0.912393,0.913332,0.792828,0.0,0.0,0.0,0.0,0.00116,0.001147,0.000723,0.001514,0.001569,0.065854,0.187099,0.312795,0.159437,0.295462,0.29853,0.143966,0.168379,0.140332,0.133846,0.155731,0.237945,0.287524,0.346454,0.203205,0,0,1,0,0,0
580,0.809987,0.926275,1.0,0.729034,0.82456,0.947548,0.562238,0.514983,0.590964,0.499157,0.534579,0.416972,0.318263,0.411029,0.176965,0.184207,0.661532,0.407819,0.293228,0.163709,0.53067,0.433345,0.361803,0.315601,0.385102,0.350839,0.39449,0.368673,0.359592,0.417687,0.424104,0.423401,0.425215,0.445646,0.423821,0.02995,0.010388,0.021947,0.040664,0.01282,0.015634,0.017408,0.043659,0.038418,0.032544,0.012806,0.836347,0.456023,0.510814,0.46924,0.728095,0.913025,0.679662,0.531074,0.658847,0.759834,0.592558,0.645501,0.707483,0.828767,0.585995,0.767303,0.597216,0.616718,0.443108,0.504959,0.464826,0.279596,0.0039,0.329785,0.351259,0.372787,0.265562,0.135576,0.174392,0.19269,0.292152,0.298094,0.495524,0.255668,0.100752,0.07311,0.361689,0.368042,0.052487,0.053233,0.074846,0.086507,0,0,1,0,0,0
581,0.97892,0.741045,0.654959,0.712407,0.359971,0.815757,0.590899,0.860791,0.73614,0.755546,0.770526,0.191044,0.181689,0.067713,0.134867,0.132229,0.187705,0.146642,0.083091,0.047181,0.412435,0.431485,0.475862,0.510204,0.435136,0.580862,0.458651,0.55924,0.510079,0.473129,0.432868,0.461531,0.362732,0.27898,0.313084,0.020235,0.066939,0.083167,0.011843,0.055692,0.01693,0.004826,0.03637,0.010571,0.000524,0.000978,0.487836,0.469554,0.603058,0.585256,0.594129,0.515491,0.669939,0.773939,0.75684,0.595404,0.813092,0.883208,0.488798,0.716578,0.421251,0.806085,0.490665,0.401693,0.343441,0.01352,0.019928,0.057354,0.115302,0.24279,0.179038,0.088424,0.320681,0.191335,0.061516,0.122432,0.19073,0.089004,0.196586,0.245906,0.253779,0.312129,0.492999,0.353613,0.431516,0.004041,0.003448,0.013356,0,0,1,0,0,0
582,0.992677,1.0,0.876754,0.50153,0.549718,0.58842,0.370198,0.402382,0.42178,0.7497,0.821766,0.114333,0.080177,0.067557,0.0,0.099414,0.255169,0.234664,0.371008,0.332742,0.54497,0.337324,0.3239,0.504626,0.49619,0.471837,0.50195,0.419342,0.462982,0.460578,0.442857,0.448016,0.551916,0.481939,0.304297,0.046469,0.03018,0.10124,0.161533,0.020746,0.118322,0.140667,0.25623,0.213416,0.114733,0.0007,0.493992,0.497874,0.836994,0.672582,0.547859,0.541519,0.639511,0.532535,0.551575,0.610433,0.582428,0.523994,0.480165,0.47791,0.592299,0.765953,0.542813,0.449867,0.355067,0.450749,0.001522,0.205509,0.669237,0.196997,0.139359,0.093119,0.156868,0.248784,0.115169,0.264801,0.157774,0.182914,0.402778,0.396264,0.441523,0.416567,0.44276,0.807728,0.625757,0.380352,0.011281,0.0056,0,0,1,0,0,0
583,1.0,1.0,0.989529,0.483867,0.565018,0.686161,0.435835,0.484534,0.475254,0.443414,0.658512,0.130063,0.074965,0.033581,0.0,0.083815,0.170981,0.303995,0.522255,0.356855,0.283365,0.346667,0.333333,0.54196,0.437852,0.35072,0.467575,0.421041,0.440255,0.547065,0.465748,0.529934,0.425725,0.721141,0.308173,0.043942,0.011527,0.265273,0.031261,0.015031,0.022386,0.020272,0.263632,0.144184,0.17983,0.00039,0.5,0.5,0.476347,0.479344,0.743717,0.529196,0.379424,0.710404,0.634407,0.626336,0.491243,0.621967,0.591489,0.521775,0.671439,0.318829,0.688484,0.636863,0.333871,0.012376,0.0,0.273718,0.020269,0.150698,0.151685,0.736021,0.389829,0.144304,0.281807,0.148353,0.171787,0.218332,0.243876,0.077344,0.190454,0.127273,0.36583,0.072827,0.446993,0.658354,0.02349,0.004287,0,0,1,0,0,0
584,0.891282,0.61665,0.544,0.059885,0.611597,0.630544,0.295212,0.168441,0.319201,0.694118,0.644584,0.061011,0.005232,0.088264,0.231035,0.291658,0.025926,0.70324,0.748216,0.373346,0.207841,0.529128,0.566227,0.417788,0.625084,0.369553,0.497905,0.468996,0.339619,0.467516,0.480689,0.490696,0.533817,0.432923,0.595077,0.005692,0.070102,0.025747,0.066731,0.062604,0.059273,0.409796,0.087271,0.003006,0.003734,0.134925,0.976851,0.923483,0.964095,0.933779,0.908313,0.973149,1.0,0.849546,0.492929,0.702938,1.0,0.59128,0.660631,0.882609,0.566054,0.682059,0.556713,0.627066,0.003468,0.013398,0.219464,0.156686,0.421274,0.068532,0.039885,0.234044,0.148152,0.106253,0.429422,0.24323,0.144839,0.165162,0.385415,0.233476,0.252119,0.085976,0.247456,0.430859,0.024857,0.05384,0.094639,0.117841,0,0,1,0,0,0
585,0.615932,0.614592,0.516628,0.375703,0.669524,0.501959,0.334316,0.46253,0.578439,0.366891,0.384617,0.164482,0.143557,0.176269,0.099711,0.276092,0.082798,0.146242,0.594638,0.159009,0.168904,0.356068,0.270174,0.515356,0.383212,0.340937,0.436259,0.31513,0.361432,0.297769,0.345269,0.325139,0.395113,0.520009,0.363872,0.071053,0.009146,0.014455,0.009282,0.010294,0.007754,0.054264,0.135595,0.132245,0.025903,0.069678,0.731643,0.703974,0.654566,0.670615,0.612772,0.517776,0.600798,0.589476,0.593424,0.492754,0.519234,0.526169,0.533783,0.532694,0.475119,0.527542,0.604563,0.483823,0.260532,0.170918,0.107834,0.30297,0.081145,0.251018,0.138482,0.214001,0.119721,0.130663,0.028994,0.068824,0.219048,0.06169,0.037416,0.032138,0.029579,0.066993,0.043331,0.105135,0.177686,0.029741,0.028772,0.058605,0,0,1,0,0,0
586,0.737542,0.644511,0.578544,0.61931,0.712116,0.413076,0.634419,0.721822,0.760755,0.749048,0.840544,0.004068,0.001987,0.022886,0.134043,0.004071,0.030923,0.091553,0.063911,0.152912,0.077255,0.605496,0.435867,0.253485,0.450461,0.605751,0.45597,0.638565,0.630461,0.338114,0.478191,0.334155,0.592282,0.319749,0.394201,0.002379,0.104257,0.037732,0.019922,0.076277,0.121877,0.187028,0.015271,0.008409,0.01735,0.053342,0.548372,0.528604,0.562153,0.55193,0.703405,0.592549,0.57841,0.315606,0.454178,0.967481,0.601631,0.493446,0.953463,0.7658,0.820395,0.62973,0.463202,0.549418,0.002222,0.019657,0.075806,0.128244,0.027403,0.139261,0.603707,0.864837,0.103773,0.648728,0.549899,0.852212,0.18775,0.140039,0.120208,0.095291,0.664439,0.252236,0.217636,0.08975,0.146302,0.062028,0.032366,0.070956,0,0,1,0,0,0
587,0.805698,0.464861,0.455029,0.467408,0.535633,0.260727,0.590491,0.422328,0.569364,0.253592,0.141168,0.677358,0.233036,0.413738,0.301703,0.122406,0.269293,0.396324,0.269182,0.233452,0.438078,0.453883,0.436645,0.425461,0.491725,0.472199,0.445927,0.476661,0.457241,0.472969,0.460971,0.51072,0.517407,0.370344,0.47299,0.086831,0.038503,0.105447,0.032055,0.064553,0.073608,0.081809,0.299711,0.159993,0.152754,0.222202,0.670195,0.788071,0.824542,0.756777,0.866555,0.946185,0.834862,0.787467,0.853259,0.863795,0.747302,0.985358,0.820904,0.874227,0.768419,0.849291,0.707353,0.66263,0.670616,0.1846,0.410814,0.260718,0.305846,0.228684,0.189423,0.323086,0.347064,0.370155,0.1643,0.337741,0.341264,0.297001,0.292123,0.602617,0.418608,0.385849,0.216038,0.337083,0.365387,0.239632,0.385474,0.536561,0,0,1,0,0,0
588,0.651399,0.622524,0.652804,0.603674,0.548848,0.468089,0.525311,0.663265,0.643564,0.630473,0.60424,0.986103,0.160132,0.13721,0.179878,0.122758,0.150773,0.16103,0.217158,0.157423,0.867329,0.799777,0.700462,0.701195,0.663579,0.755099,0.641267,0.673337,0.670149,0.654465,0.507737,0.427262,0.458296,0.540619,0.638774,0.278968,0.19233,0.107363,0.070642,0.050347,0.025448,0.07671,0.21775,0.241394,0.286003,0.284649,0.933636,0.899707,0.967339,0.84113,1.0,1.0,1.0,0.888805,0.825372,0.786132,0.793605,0.730299,0.784164,0.776761,0.967321,0.804039,0.968488,1.0,0.339878,0.344929,0.337903,0.928245,0.428082,0.88344,0.76895,0.701771,0.827132,0.297947,0.254654,0.119635,0.09175,0.249075,0.362764,0.822384,0.404074,0.331914,0.918296,0.367853,0.903774,1.0,1.0,1.0,0,0,1,0,0,0
589,0.659924,0.647365,0.479656,0.536493,0.543639,0.438042,0.407639,0.819665,0.814689,0.822898,0.82096,0.014319,0.012034,0.011283,0.008478,0.006586,0.356926,0.124652,0.016942,0.023595,0.018169,0.077346,0.20642,0.087078,0.102503,0.189403,0.116097,0.199822,0.225254,0.241036,0.198594,0.183594,0.036372,0.056331,0.004376,0.000646,0.00049,0.039321,0.077369,0.047853,0.011915,0.00951,0.012811,0.010499,0.007139,0.010722,0.0,0.155641,0.192409,0.44412,0.3576,0.521952,0.692118,0.617731,0.580929,0.805511,0.978842,0.845344,0.992865,1.0,1.0,1.0,1.0,1.0,0.006206,0.006467,0.00223,0.048806,0.181249,0.043958,0.0653,0.510569,0.848709,0.323123,0.439275,0.383391,0.308434,0.125403,0.103848,0.116607,0.084063,0.191462,0.088908,0.081344,0.080207,0.150385,0.058812,0.058883,0,0,0,1,1,0
590,0.520883,0.335386,0.770203,0.694485,0.687715,0.438317,0.490864,0.591388,0.598387,0.567012,0.579401,0.000431,0.000932,0.003037,0.145511,0.001031,0.057895,0.02718,0.095587,0.067183,0.029896,0.056889,0.314265,0.066124,0.115556,0.267083,0.074081,0.32824,0.198046,0.083302,0.336014,0.183217,0.018751,0.0,0.0,0.000244,0.067462,0.000273,0.125597,0.006334,0.234444,0.065207,0.017212,0.017627,0.015591,0.019866,0.0,0.0,0.293214,0.0,0.361882,0.475155,0.172245,0.279607,0.110697,0.405291,0.0,0.353175,0.602093,0.384737,1.0,1.0,1.0,1.0,0.002959,0.004199,0.012334,0.004086,0.011243,0.004675,0.003634,0.440306,0.007032,0.011308,0.382016,0.628567,0.855642,0.546359,0.604079,0.331366,0.761894,0.170622,0.211694,0.894035,0.072102,0.062463,0.067896,0.075784,0,0,0,1,0,0
