,attr1,attr3,attr13,attr14,attr23,attr26,attr27,attr28,attr29,attr30,attr35,attr36,attr39,attr42,attr48,attr50,attr53,attr54,attr56,attr58,attr59,attr62,attr63,attr64,attr65,attr66,attr74,attr78,attr81,attr82,attr84,attr86,attr89,attr96,attr98,attr100,attr104,attr107,attr110,attr113,attr116,attr117,attr118,attr119,attr120,attr122,attr124,attr125,attr132,attr135,attr139,attr144,attr146,attr147,attr148,attr152,attr154,attr156,attr160,attr163,attr164,attr167,attr173,attr176,attr187,attr188,attr190,attr192,attr193,attr194,attr196,attr198,attr204,attr206,attr211,attr212,attr213,attr215,attr218,attr219,attr222,attr223,attr225,attr228,attr230,attr231,attr234,attr235,attr238,attr239,attr241,attr242,attr243,attr244,attr245,attr248,attr252,attr254,attr256,attr257,attr258,attr261,attr268,attr271,attr275,attr277,attr285,attr286,attr287,attr291,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
285,0.332835,0.509787,0.55317,0.438614,0.397365,0.334208,0.425804,0.356142,0.216727,0.20847901046469672,0.172219,0.0,0.0,0.082732,0.0,0.01141,0.001302,0.001989,0.011306,0.00538,0.002762,0.017536,0.011603,0.01103,0.003999,0.002508,0.157096,0.375335,0.356913,0.21206,0.448417,0.093066,0.009023,0.00036,0.202221,1.0,1.0,1.0,1.0,1.0,1.0,0.986948,1.0,1.0,0.64762,0.821571,1.0,0.910734,0.50489,0.356111,0.405754,0.336797,0.367332,0.498148,0.009725,0.009475,0.090412,0.081816,0.084496,0.095746,0.009742,0.08783652701916211,0.4364094364094364,0.051961,0.038005,0.07172,0.005147,0.009542,0.006575,0.008786,0.02034,0.602668,0.545144,0.513017,0.530137,0.494476,0.501532,0.849895,0.514627,0.540973,0.500134,0.540526,0.563786,0.411623,0.547504,0.556663,0.400653,0.362218,0.56222,0.586554,0.505603,0.483863,0.50615,0.511172,0.563283,0.018095,0.031789,0.023235,0.018869,0.529439,0.028436,0.023526,0.05096,0.07262950840655885,0.020856,0.23383570150710453,0.047185,0.062982,0.034343,0.021539,0.027875,0,1,0,0,0,0
286,0.266114,0.550779,0.282527,0.182618,0.665342,0.736242,0.670251,0.582762,0.629614,0.7041367627601139,0.62308,0.6386867619464724,0.72888,0.626589,0.08239825807771668,0.107246,0.070926,0.030407,0.070637,0.521767,0.669617,0.598054,0.367447,0.024035,0.012832,0.008322,0.001377,0.008353,0.101469,0.001209,0.011774,0.001917,0.000985,1.0,0.695694,1.0,1.0,0.979458,1.0,1.0,0.973669,1.0,1.0,1.0,1.0,0.985652,0.952929,1.0,1.0,0.979376,1.0,0.498992,0.441831,0.460069,0.136072,0.083267,0.084508,0.719987,0.889729,0.010869,0.05618,0.07106642639855838,0.02061102061102061,0.011042,0.004634,0.020199,0.247497,0.365962,0.333668,0.369235,0.259138,0.627527,0.576993,0.590837,0.677738,0.710917,0.793993,0.847625,0.764247,0.817912,0.934548,0.821715,0.833166,1.0,0.887569,0.814792,0.953592,0.986905,0.883924,0.578692,0.633555,0.613068,0.618123,0.598855,0.599257,0.031387,0.01971,0.085083,0.424662,0.227989,0.062622,0.018184,0.022014,0.027450192151345056,0.013027,0.08084124252372758,0.018931,0.011067,0.00858,0.411669,0.255558,0,1,0,0,0,0
287,0.180971,0.079037,0.312068,0.278986,0.78794,0.650325,0.64943,0.638735,0.520096,0.6309460326370235,0.299729,0.2168566503670429,0.172091,0.087203,0.07288853509344305,0.047592,0.071591,0.109225,0.075781,0.036954,0.031045,0.031983,0.018656,0.253148,0.329736,0.228788,0.077599,0.233286,0.208364,0.145086,0.2167,0.558353,0.43868,0.393548,0.213526,0.429726,0.391557,0.476399,0.430631,0.548882,0.553875,0.569753,0.554815,0.531084,0.741447,0.750528,0.653752,0.606845,0.456516,0.728498,0.401008,0.401632,0.387586,0.359595,0.009377,0.004139,0.004291,0.002788,0.011087,0.011045,0.011125,0.011717070302421816,0.052843052843052844,0.095097,0.05301,0.054714,0.208312,0.124964,0.075462,0.057955,0.045257,0.171386,0.475924,0.399266,0.991233,0.922795,0.908973,0.942946,1.0,1.0,0.890678,0.885445,0.849727,0.725063,0.63729,0.615774,0.569053,0.564245,0.53205,0.557434,0.599023,0.580773,0.537194,0.549729,0.530473,0.015038,0.105734,0.180781,0.634056,0.353902,0.137693,0.559225,0.137857,0.15196806377644642,0.481873,0.13488340465021398,0.119053,0.084434,0.090274,0.180799,0.05248,0,1,0,0,0,0
288,0.499538,0.506262,0.381526,0.362282,0.630493,0.467195,0.217083,0.250487,0.64756,0.6316647287598733,0.396713,0.6023591595983623,0.418433,0.332484,0.31346762856500093,0.104749,0.189521,0.165525,0.071077,0.013215,0.005449,0.001574,0.004697,0.1274,0.119439,0.084619,0.333731,0.33956,0.00159,0.001994,0.00176,0.263814,0.003515,0.008258,0.12859,0.30941,0.274191,0.415816,0.237318,0.711433,0.713395,0.598642,0.536722,0.5219,0.530062,0.433615,0.333525,0.347167,0.285638,0.540508,0.186351,0.122819,0.099294,0.132483,0.034297,0.086852,0.029869,0.08537,0.006081,0.167541,0.154899,0.14543187259123558,0.007294007294007294,0.141564,0.007671,0.008386,0.146662,0.018199,0.006924,0.005443,0.033299,0.557445,0.601829,0.556976,1.0,1.0,0.839338,0.737565,0.860832,0.847368,0.629842,0.586409,0.927603,0.650217,0.646135,0.656166,0.68542,0.661456,0.654511,0.798824,0.661992,0.651268,0.663055,0.646851,0.595221,0.084889,0.044734,0.047132,0.010925,0.014887,0.011333,0.345151,0.517253,0.02188715321007247,0.529156,0.00844902534707604,0.002015,0.003782,0.005502,0.007754,0.03254,0,1,0,0,0,0
289,0.592453,0.930769,0.47465,0.496762,0.707215,0.240821,0.43316,0.342896,0.344742,0.46856080349625123,0.16324,0.636543167216461,0.4056,0.352378,0.2860632983937709,0.367352,0.043785,0.158195,0.32188,0.090349,0.241784,0.286487,0.248144,0.100346,0.11517,0.711702,0.109845,0.763789,0.509641,0.448008,0.459082,0.028905,0.060328,0.254675,0.275844,0.428224,0.547737,0.403011,0.57382,0.558745,0.613196,0.656989,0.602414,0.580233,0.637757,0.58404,0.589294,0.522202,0.496118,0.689856,0.509815,0.571344,0.474088,0.435631,0.146586,0.038351,0.056822,0.077681,0.083658,0.023624,0.113618,0.07397744386466318,0.05720905720905721,0.098101,0.005237,0.004613,0.07781,0.096463,0.072569,0.020463,0.03478,0.936986,0.762335,0.556942,1.0,0.840222,0.731068,0.630379,0.819411,0.838321,0.512234,0.53035,0.637335,0.576367,0.557591,0.562623,0.871108,0.654656,0.609825,0.724325,0.768653,0.63814,0.600051,0.592101,0.575673,0.400373,0.034872,0.306866,0.145253,0.014239,0.096296,0.280014,0.47527,0.026354184479291352,0.572384,0.09333428000284003,0.007584,0.003677,0.004121,0.078192,0.029029,0,1,0,0,0,0
290,0.672145,0.785564,0.827062,0.790991,0.649977,0.517033,0.732298,0.702133,0.17029,0.21194619301551665,0.34119,0.06896267694199237,0.264417,0.269506,0.5686238182830582,0.016972,0.002182,0.002633,0.006572,0.001768,0.00037,0.000943,0.002284,0.00677,0.002795,0.001334,0.4576,0.235543,0.406577,0.476596,0.261031,0.58727,0.784099,0.020475,0.013095,0.451038,0.453479,0.46114,0.459136,0.513914,0.492665,0.492469,0.489528,0.499789,0.44252,0.544321,0.520487,0.504001,0.342919,0.319237,0.309194,0.243893,0.238896,0.231917,0.000709,0.000435,0.00017,0.000345,0.000503,0.001256,0.001167,0.002352014112084672,0.05441405441405441,0.05749,0.017215,0.018559,0.001996,0.001392,0.000778,0.000942,0.0008,0.702555,0.76814,0.722435,0.803507,0.778832,0.769975,0.768282,0.64134,0.677749,0.675452,0.722021,0.52676,0.589834,0.576703,0.583985,0.535237,0.554324,0.530406,0.529838,0.526144,0.535628,0.539287,0.543691,0.528429,0.003963,0.005237,0.004197,0.004696,0.011976,0.004402,0.002813,0.052744,0.20061440430083008,0.093031,0.1310753932261797,0.07663,0.049863,0.029929,0.003378,0.002385,0,1,0,0,0,0
291,0.843435,0.925168,0.77651,0.590319,0.662921,0.167314,0.0,0.0,0.104387,0.6154524678240648,0.388903,0.0,0.685617,0.166883,0.0,0.003974,0.000419,0.000329,0.012195,0.085785,0.079193,0.182194,1.0,0.019158,0.035332,0.032843,0.032779,0.750525,0.007881,0.042575,0.474653,0.572923,0.151718,0.491522,0.001288,0.513731,0.421934,0.751838,0.711948,0.70882,0.753855,0.785034,0.774815,0.583265,0.580041,0.681337,0.643813,0.478395,0.531022,0.44714,0.434959,0.480501,0.354314,0.333484,0.017736,0.002665,0.040152,0.098106,0.36436,0.00759,0.008129,0.12508675052050314,0.07556507556507555,0.109448,0.017541,0.009272,0.015044,0.004067,0.010814,0.00481,0.002062,0.935957,0.920514,0.899859,0.503601,0.5052,0.502304,0.51711,0.464775,0.448985,0.383197,0.460905,0.488482,0.384505,0.33623,0.322922,0.346697,0.329856,0.385143,0.363594,0.325382,0.312109,0.256486,0.447878,0.509908,0.106719,0.174703,0.580045,0.571991,0.678996,0.886012,0.008223,0.005963,0.12280685964801753,0.014009,0.0025030075090225275,0.018376,0.041475,0.129566,0.002388,0.003549,0,1,0,0,0,0
292,0.575413,0.718275,0.630661,0.543547,0.646389,0.701359,0.47208,0.605832,0.447731,0.5094322601339161,0.488185,0.27975518420449935,0.601048,0.567228,0.6786289793080561,0.016381,0.024834,0.011902,0.002935,0.020293,0.039845,0.358831,0.289935,0.188316,0.111013,0.223363,0.002084,0.137456,0.021446,0.080498,0.025087,0.067289,0.01833,0.004182,0.004803,0.833841,0.58454,0.64262,0.484403,0.714822,0.673059,0.678573,0.738861,0.765055,0.831632,0.824273,0.83522,0.831536,0.614822,0.560734,0.606639,0.686948,0.696831,0.701241,0.012799,0.008905,0.010051,0.065767,0.01264,0.046749,0.087079,0.23687842127052766,0.016183016183016184,0.069223,0.005087,0.028911,0.028751,0.007468,0.002555,0.002392,0.002837,0.804784,0.932076,1.0,0.864589,0.902453,0.821524,0.766181,0.830773,0.855296,0.862062,0.731146,0.758499,0.727545,0.578402,0.712258,0.588276,0.600297,0.629305,0.741792,0.734177,0.752673,0.75331,0.74281,0.754216,0.067953,0.030672,0.044598,0.021376,0.229906,0.486204,0.173663,0.034737,0.015179106253743774,0.109436,0.08579025737077212,0.008836,0.041078,0.020813,0.033293,0.008016,0,1,0,0,0,0
293,0.810865,0.840002,0.89068,0.870244,0.410517,0.344283,0.512031,0.336992,0.420888,0.32847520147548215,0.467949,0.48067550355390737,0.481279,0.555082,0.32985770025947636,0.002321,0.0016,0.002134,0.002785,0.000289,0.000334,0.000575,0.000701,0.002704,0.00085,0.000829,1.0,0.369235,0.513741,0.648111,0.324753,0.315881,0.156576,0.163158,0.550392,0.443765,0.446557,0.462627,0.433882,0.595645,0.467963,0.445041,0.468813,0.563429,0.64775,0.610665,0.418711,0.536996,0.435919,0.390336,0.451379,0.426982,0.365096,0.36404,0.001176,0.000181,0.000387,0.001014,0.000495,0.011334,0.011002,0.008130048780292682,0.06200206200206201,0.014368,0.014068,0.018385,0.008025,0.020042,0.014888,0.010052,0.010068,0.684223,0.860776,0.902174,1.0,1.0,1.0,1.0,0.727154,0.779164,0.810968,0.944925,0.488717,0.503131,0.532519,0.508421,0.51135,0.484948,0.549204,0.43362,0.516304,0.529176,0.466396,0.431059,0.415258,0.034002,0.040572,0.070834,0.089009,0.094715,0.081867,0.034299,0.960837,0.9999999999999999,0.021554,0.03167109501328504,0.031481,0.045396,0.049611,0.028924,0.164529,0,1,0,0,0,0
294,0.35867,0.518525,0.684696,0.578846,0.433573,0.422376,0.349939,0.214763,0.247332,0.34462331101399307,0.179692,0.5427573820420202,0.699588,0.527959,0.6168911084802664,0.063327,0.055092,0.050208,0.06424,0.018711,0.042662,0.018368,0.01166,0.0075,0.01014,0.088663,0.026276,0.158329,0.213433,0.213067,0.316796,0.00624,0.014837,0.031272,0.003342,1.0,1.0,1.0,0.721667,1.0,0.940624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.716221,0.805151,0.842064,0.865686,0.967147,0.903203,0.187838,0.286741,0.098092,0.129407,0.121047,0.085622,0.514069,0.20248621491728952,0.2963072963072963,0.120104,0.073268,0.013017,0.014533,0.02589,0.053605,0.093454,0.024576,0.507526,0.624508,1.0,0.601852,0.682568,0.820697,0.826691,0.571838,0.602735,0.615785,0.601416,0.517356,0.629898,0.554784,0.527733,0.739466,0.872965,0.704006,0.675658,0.763654,0.975119,0.865271,0.72523,0.718543,0.140129,0.030022,0.136864,1.0,0.523424,0.169395,0.04381,0.013753,0.0187531312719189,0.064757,0.10410031230093691,0.053284,0.004302,0.005968,0.064176,0.007095,0,1,0,0,0,0
295,0.279234,0.357816,0.582082,0.513558,0.551427,0.709569,0.64195,0.522595,0.342726,0.1473337075498176,0.679485,0.0,0.356578,0.312461,0.0,0.009684,0.007921,0.006464,0.053214,0.024993,0.016529,0.013654,0.009308,0.016126,0.005252,0.008997,0.009556,0.749605,0.024971,0.95158,0.066754,0.0,0.09776,0.0,0.0,0.563759,0.65904,0.614609,0.770535,0.648923,0.955274,1.0,0.94834,0.792661,0.87308,1.0,1.0,1.0,0.840905,0.303313,0.402174,0.308272,0.306488,0.302126,0.005047,0.010848,0.008506,0.003967,0.0073,0.036631,0.067618,0.1012026072156433,0.055091055091055094,0.459722,0.01723,0.122927,0.0,0.000186,0.000769,1.5e-05,0.000408,0.583233,0.629697,0.678319,0.666745,0.697699,0.721954,0.747193,0.725957,0.716105,0.876923,0.775362,0.649814,1.0,0.892479,0.842369,0.548399,0.814759,0.740595,0.521739,0.523215,0.523842,0.521314,0.521896,0.548958,0.009427,0.018414,0.003092,0.005086,0.009315,0.008109,0.00848,0.006286,0.061165428157997095,0.173081,0.1421974265922798,0.075624,0.548208,0.724069,0.002037,0.022042,0,1,0,0,0,0
296,0.780354,0.8149,0.866538,0.813414,0.0,0.208634,0.27931,0.178934,0.055765,0.22501503548374163,0.082364,0.11431467247399361,0.466155,0.026786,0.47253917340127827,0.04591,0.000697,0.000772,0.001127,0.637647,0.092086,0.004796,0.149151,0.108753,0.786863,0.733797,0.076551,0.060711,0.156106,0.259288,0.043507,0.479203,0.053559,0.009715,0.116767,0.646344,0.578519,0.532586,0.559938,0.428752,0.638402,0.613868,0.387346,0.610624,0.355501,0.498567,0.574005,0.534739,0.65714,0.530885,0.583971,0.624191,0.559328,0.315569,0.033809,0.002223,0.06363,0.038383,0.00851,0.198334,0.171135,0.07208543251259507,0.018290018290018292,0.037047,0.105597,0.11353,0.04912,0.029595,0.057409,0.064297,0.017597,0.382559,0.541231,0.389347,0.534264,0.635657,0.66065,0.865662,0.49508,0.497473,0.601147,0.742083,0.536534,0.530954,0.719505,0.609311,0.42483,0.479301,0.534197,0.35902,0.371679,0.438149,0.469236,0.483394,0.521146,0.023842,0.020551,0.125952,0.148865,0.111709,0.138581,0.202849,0.030408,0.07139249974749823,0.03085,0.03544710634131903,0.036781,0.08545,0.027143,0.020868,0.011177,0,1,0,0,0,0
297,0.105831,0.0,0.154554,0.106368,0.329236,0.291283,0.330264,0.339188,0.158153,0.15121286235515818,0.186467,0.0,0.001579,0.0,0.0,1.0,0.398597,1.0,1.0,0.684099,0.696749,0.687765,0.565151,0.043938,0.211338,0.45307,0.595934,0.127912,0.109264,0.096037,0.101319,0.029851,0.025967,0.001741,0.000578,0.331546,0.350969,0.657756,0.778376,0.951795,0.926496,0.832329,0.881802,0.961118,1.0,0.818006,0.910613,0.960456,0.985036,0.630933,0.668212,0.335641,0.321845,0.325997,0.032093,0.05251,0.048669,0.535412,0.605789,0.111602,0.153353,0.1667800006800041,0.3580963580963581,0.134614,0.140469,0.122015,0.00734,0.007672,0.018268,0.013861,0.007925,0.57366,0.582009,0.555451,1.0,0.980897,0.913125,1.0,0.631352,0.604411,0.604794,0.620901,0.426735,0.440415,0.431972,0.414344,0.4303,0.413415,0.441251,0.498374,0.514667,0.50857,0.511381,0.50763,0.510382,0.061306,0.913873,0.220174,0.239409,0.269084,0.252363,0.327675,0.18583,0.272326906288344,0.044526,0.07286421859265578,0.036194,0.03723,0.023837,0.010544,0.007469,0,1,0,0,0,0
298,0.774289,0.857784,0.616742,0.486609,0.585563,0.388462,0.272703,0.216591,0.266681,0.30704963714365907,0.059503,0.2773494159859532,0.28478,0.106493,0.010461509645619795,0.020792,0.143231,0.152684,0.055347,0.043431,0.151869,0.065364,0.046999,0.00643,0.095282,0.016747,0.466164,0.085293,0.040236,0.036381,0.057944,0.247138,0.294458,0.630922,0.061303,0.608663,0.799355,0.451228,1.0,0.404026,1.0,0.969684,1.0,1.0,0.627915,0.641756,0.616125,0.714451,0.484691,0.442791,0.580768,0.919225,0.466461,0.360254,0.002399,0.044998,0.041839,0.097321,0.065838,0.417523,0.056146,0.046989281935691615,0.12995312995312994,0.006376,0.09722,0.129693,0.180606,0.129414,0.45587,0.718785,0.095349,0.670871,0.904008,0.707025,1.0,0.992631,0.833792,0.871567,0.820932,0.79491,0.649915,0.549696,0.38947,0.37973,0.258242,0.191246,0.421923,0.449018,0.408291,0.568774,0.640052,0.552838,0.541499,0.463723,0.500861,0.031971,0.056155,0.079985,0.03584,0.102667,0.089137,0.432196,1.0,0.9999999999999999,0.056192,0.01934605803817412,0.066715,0.091453,0.198771,0.073865,0.046263,0,1,0,0,0,0
299,0.762729,0.742998,0.678204,0.612227,0.665247,0.219189,0.436143,0.434682,0.109747,0.0925955254400385,0.224284,0.0,0.0,0.079962,0.07536419836659157,0.003633,0.003148,0.073069,0.005528,0.001197,0.001927,0.003305,0.003821,0.012703,0.009782,0.009138,0.017245,0.716033,0.524093,0.199399,0.386298,0.004647,0.003942,0.042914,0.043774,0.626934,0.596564,0.673093,0.703306,0.739794,0.851783,0.833176,0.806207,0.788155,0.847092,0.821591,0.781509,0.727558,0.431872,0.409314,0.391358,0.667956,0.629877,0.696468,0.00168,0.049154,0.001308,0.00064,0.003657,0.052407,0.050532,0.021788130728784376,0.2448912448912449,0.098084,0.036057,0.052361,0.042105,0.032321,0.036833,0.092808,0.021592,0.636127,0.886764,0.806148,1.0,1.0,0.993615,0.728663,0.74395,0.726729,0.532184,0.62292,0.535483,0.487934,0.520755,0.511887,0.465837,0.454587,0.470735,0.468431,0.469225,0.462538,0.464864,0.433183,0.437399,0.019338,0.018982,0.084902,0.065673,0.119303,0.030896,0.031524,0.091051,0.1867533072731509,0.114576,0.10033930101790306,0.01996,0.01897,0.016725,0.011743,0.017173,0,1,0,0,0,0
300,0.328984,0.357448,0.757959,0.712409,0.403648,0.510047,0.619723,0.708829,0.447044,0.4268984804137766,0.619624,0.39578151807490336,0.458386,0.607873,0.4117642867249682,0.338135,0.262623,0.097448,0.009425,0.45615,0.49086,0.003185,0.004801,0.292939,0.468951,0.43433,0.299518,0.409099,0.369175,0.335514,0.036779,0.511318,0.2577,0.364222,0.412487,0.318038,0.388032,0.369486,0.41,0.409362,0.438423,0.441145,0.43463,0.42832,0.447044,0.414671,0.45037,0.457949,0.508326,0.536029,0.623251,0.744973,0.665199,0.628388,0.007891,0.001089,0.000302,0.014084,0.000784,0.021243,0.016371,0.0019050114300685804,0.011358011358011356,0.033648,0.062928,0.044508,0.157849,0.174597,0.152234,0.129558,0.084105,0.610586,0.724224,0.706153,0.766383,0.699857,0.706499,0.798701,0.78867,0.732644,0.777554,0.831857,0.766371,0.799975,0.809827,0.836878,0.817331,0.786601,0.921621,0.748748,0.676317,0.722088,0.740909,0.74083,0.802928,0.057866,0.006135,0.096548,0.078364,0.044024,0.008784,0.106624,0.14304,0.10747375231626621,0.19463,0.1489774469323408,0.1577,0.181609,0.204885,0.255194,0.645796,0,1,0,0,0,0
301,0.825413,0.899687,0.619454,0.461891,0.648823,0.636783,0.666217,0.567355,0.429977,0.3703369953089291,0.382064,0.40844520071841567,0.701228,0.364779,0.061691044959958787,0.00932,0.003261,0.001965,0.217562,0.025544,0.028782,0.500258,0.656721,0.571046,0.746288,0.720413,0.200997,0.572613,1.0,1.0,0.304405,0.575553,0.643476,0.388531,0.340482,0.449911,0.437682,0.607401,0.543498,0.335734,0.359444,0.347126,0.342243,0.326063,0.391872,0.459863,0.440364,0.432421,0.469602,0.444177,0.376818,0.423217,0.321063,0.31144,0.00153,0.005604,0.050139,0.021659,0.117314,0.055757,0.106678,0.018618111708670254,0.01231201231201231,0.051238,0.015382,0.018039,0.015234,0.028877,0.013801,0.010076,0.013842,1.0,1.0,1.0,0.698448,0.741099,0.774009,0.74291,0.917092,0.920748,0.843141,0.897265,0.842537,0.846697,0.896225,0.796173,0.782195,0.898226,0.750794,0.49007,0.678218,0.819489,0.783369,0.529623,0.615137,0.125353,0.270349,0.035035,0.043728,0.253726,0.517591,0.502988,0.031414,0.20393142751999263,0.720344,0.7460282380847144,0.336996,0.171567,0.154695,0.195358,0.185229,0,1,0,0,0,0
302,0.374708,0.56315,0.735507,0.697552,0.639991,0.802311,0.816751,0.716683,0.107469,0.0,0.003339,0.0,0.0,0.0,0.0,0.028218,0.010009,0.008489,0.012597,0.008871,0.007014,0.005912,0.006906,0.006757,0.026607,0.102378,0.021872,0.517857,0.238967,0.394336,0.157115,4.2e-05,0.056722,0.000162,0.000807,0.587311,0.586722,0.538834,0.592359,0.521488,0.647366,0.701255,0.718374,0.697318,0.54679,0.548073,0.760302,0.725309,0.870802,0.294294,0.620144,0.2943,0.291104,0.300617,0.009519,0.000914,0.001914,0.000507,0.005304,0.008553,0.025584,0.0028100168601011607,0.017903017903017904,0.11867,0.312443,0.338615,0.0,0.0,0.001409,0.000555,0.001922,0.969583,0.964797,1.0,0.969292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.636261,0.509382,0.881061,0.503869,0.517848,0.480419,0.50681,0.521739,0.521739,0.51059,0.520912,0.519257,0.509393,0.002172,0.009284,0.003295,0.004924,0.002757,0.006521,0.049955,0.071425,0.013258092806649645,0.213727,0.24269372808118425,0.049198,0.073199,0.017174,0.013868,0.011202,0,1,0,0,0,0
303,0.158884,0.244514,0.47854,0.36364,0.054894,0.485551,0.586966,0.444486,0.486398,0.45792570466300475,0.490047,0.20664494276381082,0.757734,0.115541,0.0,0.224522,0.153466,0.022695,0.066874,0.001312,0.004892,0.056064,0.04473,0.192447,0.191813,0.283922,0.626844,0.180806,0.052998,0.008957,0.018638,1.0,0.316616,0.025252,0.016825,0.482202,0.526968,0.307215,0.541296,0.439664,0.385604,0.441331,0.655501,0.672812,0.698512,0.490569,0.693546,0.738004,0.774835,0.688155,0.724691,0.333834,0.359246,0.320343,0.06141,0.005149,0.012125,0.004853,0.017327,0.120908,0.13326,0.014823088938533633,0.07929107929107929,0.036943,0.165543,0.122624,0.003785,0.052398,0.05511,0.141771,0.036698,0.757,0.531222,0.532072,0.55976,0.538178,0.551843,0.597189,0.888453,0.584865,0.923007,1.0,0.942935,1.0,1.0,0.989209,1.0,1.0,0.653549,0.530081,0.515343,0.519838,0.526033,0.529724,0.529925,0.336383,0.077094,0.004661,0.034611,0.556854,0.044484,0.080578,0.253175,0.6624196369374584,0.948478,0.10786232358697077,0.495183,0.311731,0.658091,0.027676,0.018751,0,1,0,0,0,0
304,0.023587,0.0,0.213204,0.171519,0.173427,0.314728,0.33363,0.274981,0.155807,0.22068281143498658,0.258157,0.0,0.137217,0.162168,0.0021997978344054083,0.10777,0.01307,0.006913,0.003071,0.105252,0.192648,0.012984,0.046233,0.065819,0.200844,0.236483,0.07252,0.069569,0.142964,0.044255,0.165794,0.286984,0.1169,0.038472,0.037156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.678244,1.0,1.0,1.0,1.0,1.0,0.409307,0.760912,0.498944,1.0,0.053137,0.021348,1.0,0.0648,1.0,1.0,0.07585745514473087,0.355971355971356,0.545525,0.894231,1.0,0.001304,0.013726,0.227441,0.470255,0.419338,0.464898,0.488303,0.506285,0.45679,0.48771,0.495941,0.397041,0.453916,0.432602,0.384617,0.384528,0.459809,0.415314,0.375011,0.427559,0.505904,0.456443,0.459843,0.519928,0.517657,0.522466,0.48686,0.476494,0.497025,0.051256,0.010898,0.049954,0.017548,0.019725,0.010469,0.073994,0.057921,0.027613193292353042,0.044566,0.07067421202263607,0.047848,1.0,0.059122,0.041419,0.032894,0,1,0,0,0,0
305,0.648598,0.824007,0.635534,0.660919,0.0,0.049178,0.0,0.0,0.03585,0.0,0.0,0.0,0.058867,0.0,0.08100773339386763,0.009067,0.011463,0.046514,0.016824,0.015298,0.051595,0.157641,0.034686,0.084019,0.642636,0.618489,0.317458,0.33086,0.240395,0.053972,0.051498,0.023464,0.027945,0.09146,0.156534,0.7631,0.767963,0.733196,0.847524,0.615933,0.875274,0.84454,0.676571,0.604431,0.429396,0.663772,0.629835,0.530878,0.394602,0.390802,0.34332,0.393217,0.359719,0.350926,0.002353,0.03673,0.012546,0.011689,0.11057,0.060138,0.079393,0.08587151522909137,0.036227036227036234,0.013235,0.032754,0.0035,0.008799,0.013253,0.087023,0.00787,0.007265,0.84295,0.624284,0.833825,0.574767,0.571591,0.631083,0.462314,0.483875,0.36091,0.401503,0.412182,0.33888,0.384349,0.413994,0.481045,0.272399,0.267758,0.482846,0.336599,0.310532,0.438149,0.294775,0.333937,0.333535,0.138335,0.006395,0.037128,0.413739,0.28466,0.068281,0.079564,0.22664,0.021579151054057378,0.015388,0.1651634954904865,0.22495,0.046462,0.046308,0.144727,0.138255,0,1,0,0,0,0
306,0.838464,0.878125,0.94557,0.941875,0.897402,0.545447,0.95792,0.950011,0.94678,0.910753377972014,0.952558,0.9033051940485615,0.109958,0.945666,0.11506744451898127,0.004302,0.24854,0.008153,0.002965,0.001039,0.366727,0.00033,0.000201,0.000924,9.2e-05,0.894808,0.192236,0.0,1.0,0.767658,0.0,0.706463,0.795533,0.239312,1.0,0.543155,0.48463,0.415837,0.367929,0.403717,0.686461,0.489822,0.347867,0.358525,0.362695,0.819753,0.638539,0.349609,0.354122,0.572126,0.546646,0.612455,0.626982,0.531344,0.007037,0.021938,0.00616,0.004243,0.001152,0.000555,0.226867,0.0002960017760106561,0.2145252145252145,0.000287,0.131273,0.192483,0.093239,0.198946,0.112113,0.084026,0.143141,1.0,1.0,1.0,1.0,1.0,0.778113,0.905149,1.0,1.0,0.783403,0.805254,1.0,0.625145,0.721909,0.695059,0.650832,0.564759,0.732969,0.858416,0.525496,0.569053,0.539005,0.561438,0.6284,0.007264,0.033423,0.004737,0.743851,0.052063,0.057666,0.01436,0.139314,0.0834205839440876,0.152189,0.41874825624476875,0.452156,0.206976,0.054708,0.19285,0.321281,0,1,0,0,0,0
307,0.296898,0.715461,0.935151,0.936602,0.454817,0.871261,0.945283,0.856052,0.301845,0.42930916964035126,0.297224,0.20261992679232246,0.626392,0.391929,0.774017343894263,0.517289,0.068406,0.005266,0.001464,0.683173,0.17965,0.004364,0.001,0.078452,0.756638,0.006869,0.034182,0.516737,0.417875,0.431406,0.036968,0.281554,0.353442,0.17092,0.597904,0.688443,0.524568,0.676516,0.511187,0.532387,0.413546,0.33666,0.333615,0.38454,0.558848,0.508032,0.451626,0.371468,0.696461,0.526351,0.66393,0.36749,0.39845,0.407071,0.167388,0.003035,0.002114,0.142333,0.012428,0.141023,0.01169,0.0005700034200205202,0.27482327482327484,0.155173,0.072344,0.134715,0.011528,0.043151,0.005421,0.016672,0.045368,0.652152,0.521873,0.957372,0.471775,0.699644,1.0,1.0,0.4809,0.722479,1.0,1.0,0.617865,0.80314,0.751979,0.678341,0.696916,0.810901,0.63266,0.615696,0.570976,0.528169,0.464361,0.421889,0.387793,0.141922,0.002164,0.329468,0.005683,0.006045,0.003242,0.417647,0.558294,0.3676065732460127,1.0,0.39618118854356565,0.134124,0.183474,0.123663,0.219851,0.183593,0,1,0,0,0,0
