,attr2,attr6,attr8,attr9,attr14,attr21,attr22,attr23,attr29,attr30,attr31,attr33,attr34,attr38,attr40,attr41,attr43,attr50,attr52,attr61,attr64,attr65,attr66,attr70,attr74,attr77,attr78,attr80,attr81,attr82,attr91,attr94,attr97,attr104,attr109,attr113,attr114,attr115,attr116,attr117,attr123,attr124,attr129,attr130,attr131,attr133,attr136,attr139,attr156,attr158,attr163,attr164,attr168,attr169,attr170,attr172,attr177,attr180,attr181,attr187,attr192,attr198,attr201,attr211,attr212,attr218,attr219,attr221,attr222,attr226,attr227,attr229,attr231,attr233,attr234,attr238,attr240,attr241,attr243,attr245,attr247,attr248,attr249,attr254,attr259,attr261,attr263,attr266,attr272,attr275,attr276,attr279,attr281,attr285,attr286,attr287,attr289,attr292,attr294,Beach,Sunset,FallFoliage,Field,Mountain,Urban
236,0.298859,0.206946,0.232191,0.127365,0.426025,0.514876,0.291407,0.27524,0.338693,0.3306924341445812,0.165181,0.4859592898573381,0.656188,0.21006824072188066,0.653933,0.747832,0.113936,0.019674,0.319717,0.430908,0.360116,0.344426,0.514441,0.063734,0.792349,0.011269,0.753564,0.314456,0.349148,1.0,0.733234,0.278709,1.0,0.415672,0.465391,0.459554,0.463848,0.498923,0.576317,0.510302,0.562167,0.574012,0.472339,0.454417,0.549856,0.611646,0.547229,0.515199,0.015776,0.024514,0.043547,0.036934,0.002009,0.13893,0.130208,0.104077,0.155186,0.084339,0.034536,0.104427,0.161456,0.139045,0.241456,0.316626,0.328536,0.336487,0.33831,0.290437,0.268306,0.427514,0.456846,0.378444,0.213444,0.510747,0.497428,0.437153,0.664553,0.517445,0.681965,0.574342,0.249621,0.239606,0.263409,0.204991,0.012834,0.178084,0.120962,0.013552057060450715,0.109289,0.039011,0.033959,0.096739,0.088231,0.061454,0.110682,0.14521,0.39362,0.450233,0.279774,0,1,0,0,0,0
237,0.518305,0.380615,0.622508,0.638145,0.398943,0.504168,0.826437,0.818526,0.469124,0.5256565494567179,0.475355,0.4958732678347383,0.427301,0.45428895094313876,0.355097,0.263946,0.435504,0.013112,0.010042,0.011676,0.006198,0.004506,0.004317,0.014247,0.002722,0.009193,0.951427,0.839174,0.691693,0.473162,0.004827,0.053421,0.019048,0.410418,0.391804,0.577147,0.513326,0.453916,0.402812,0.385034,0.609239,0.570823,0.611708,0.649362,0.691838,0.5607,0.417064,0.438484,0.001636,0.000613,0.021709,0.02091,0.001192,0.003887,0.001078,0.019348,0.181193,0.194918,0.156023,0.002273,0.011371,0.332305,0.190967,0.463052,0.445518,0.706197,0.635489,0.526145,0.494476,0.702205,0.623177,0.550054,0.406736,0.440486,0.436393,0.272846,0.425311,0.424998,0.389929,0.333255,0.01808,0.023676,0.015974,0.004893,0.019179,0.003581,0.003874,0.04715967845491948,0.014776,0.516709,0.341288,0.142103,0.026899,0.021693,0.014392,0.007,0.007967,0.014045,0.013769,0,1,0,0,0,0
238,0.463638,0.464986,0.51123,0.546149,0.49459,0.473439,0.670506,0.638241,0.39192,0.4062808227416704,0.404257,0.3893268155416862,0.343096,0.29731522276817923,0.3327,0.264456,0.304047,0.011678,0.006098,0.038858,0.007455,0.00523,0.005976,0.01226,0.042625,0.037739,0.25471,0.277356,0.314459,0.276768,0.126478,0.061474,0.010017,0.577922,0.814252,0.797339,0.821132,0.787181,0.815185,0.907689,0.929252,0.881735,0.735199,0.796084,0.74393,0.662339,0.583361,0.609753,0.008815,0.013017,0.011458,0.018931,0.077618,0.049104,0.045138,0.030517,0.144492,0.120054,0.150183,0.113443,0.043338,0.450394,0.449879,0.544865,0.536601,0.755972,0.701143,0.657978,0.695216,0.499296,0.484098,0.470601,0.398976,0.380591,0.384427,0.372663,0.401961,0.414106,0.46227,0.408,0.009007,0.006522,0.032939,0.015569,0.009402,0.015961,0.015027,0.012204951986254927,0.292139,0.424406,0.357081,0.257914,0.113911,0.113923,0.073386,0.050436,0.029472,0.020062,0.012894,0,1,0,0,0,0
239,0.631549,0.714361,0.684207,0.55892,0.825638,0.875537,0.609538,0.495742,0.168965,0.18039773866324527,0.289848,0.2638252542379675,0.330052,0.22399231802725011,0.172879,0.097581,0.101654,0.003341,0.000458,0.017635,0.004454,0.150367,0.003895,0.005026,0.163734,0.071786,0.126521,0.124241,0.117648,0.182392,0.239735,0.151919,0.400996,0.405391,0.440679,0.525,0.400165,0.515343,0.500953,0.463471,0.457051,0.458587,0.336886,0.327311,0.33155,0.345713,0.335535,0.336324,0.028785,0.003133,0.048502,0.002675,0.013488,0.041195,0.026531,0.045603,0.010202,0.002221,0.01735,0.005871,0.009154,0.543042,0.572743,0.733081,0.615573,0.602087,0.535483,0.684827,0.709608,0.501353,0.545491,0.56269,0.566649,0.512625,0.535885,0.516316,0.495728,0.516002,0.525396,0.528136,0.016534,0.003324,0.004509,0.044938,0.222093,0.222995,0.015526,0.040594166344974904,0.210722,0.016842,0.014335,0.06438,0.011922,0.014705,0.007886,0.007993,0.00853,0.020616,0.010307,0,1,0,0,0,0
240,0.133368,0.071936,0.186416,0.325528,0.123666,0.282777,0.048473,0.089504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451747,0.556698,0.354245,0.002489,0.314056,0.291886,0.293207,1.0,0.132792,0.034345,0.04779,0.010993,0.00351,0.0,0.0,0.0,0.871104,0.956241,1.0,1.0,1.0,0.987709,1.0,0.894712,0.871454,0.454609,0.46976,0.382311,0.336193,0.348601,0.346667,0.116702,0.041683,0.109902,0.10835,0.128855,0.721232,0.610076,0.823651,0.266842,0.028785,3e-05,0.0,0.0,0.523282,0.743111,0.399814,0.536702,0.447151,0.510076,0.578189,0.519581,0.485787,0.492027,0.480822,0.5087,0.509516,0.498043,0.5,0.5,0.5,0.500179,0.5,0.163838,0.309673,0.260426,0.201577,0.117731,0.342563,0.06802,0.15008770684113362,0.098119,0.042959,0.035261,0.001726,0.00192,0.0,0.0,0.0,0.0,5.2e-05,0.0,0,1,0,0,0,0
241,0.67376,0.676764,0.627556,0.657293,0.656241,0.635853,0.571833,0.608344,0.406633,0.5275319754620905,0.536056,0.5295665628469842,0.469267,0.07545712052449331,0.243067,0.195556,0.0,0.000564,0.000244,0.0,0.001825,0.000664,0.000322,0.001926,0.001448,0.002846,0.35262,0.048004,0.03181,0.043892,0.146701,0.044128,0.08646,0.632833,0.64952,0.52011,0.532702,0.563786,0.637695,0.736029,0.527407,0.606879,0.389122,0.401413,0.421365,0.368224,0.329719,0.349019,0.000661,0.002257,0.001755,0.002434,0.00343,0.003938,0.002752,0.010047,0.004918,0.01201,0.010875,0.003004,0.009201,0.721339,0.71492,0.649032,0.654008,0.638833,0.629283,0.643541,0.726539,0.60562,0.598911,0.596786,0.570954,0.533671,0.514526,0.501621,0.512759,0.514437,0.524378,0.475488,0.002291,0.002002,0.003644,0.003816,0.003321,0.002282,0.002092,0.004938385194045135,0.01877,0.010612,0.010543,0.009095,0.016636,0.01561,0.011576,0.023235,0.018615,0.011361,0.024897,0,1,0,0,0,0
242,0.416908,0.7982,0.358971,0.395101,0.897657,0.836806,0.22109,0.305285,0.217928,0.2800809911390883,0.356771,0.6176679854572276,0.687973,0.33181887963203593,0.63315,0.731261,0.219131,0.083035,0.343411,0.041283,0.005833,0.053056,0.123377,0.020047,0.0876,0.140974,0.065736,0.041056,0.05628,0.21882,0.111302,0.061662,0.150982,0.549883,0.654575,0.414918,0.505075,0.626509,0.675898,0.528409,0.472942,0.566872,0.368121,0.423615,0.559547,0.508045,0.370508,0.557058,0.004183,0.021846,0.018063,0.032958,0.03984,0.00756,0.023575,0.028151,0.00117,0.03064,0.027016,0.021847,0.002152,0.453916,0.693192,0.441078,0.531826,0.333635,0.385143,0.504261,0.619308,0.336453,0.40365,0.594952,0.51938,0.335715,0.404958,0.564099,0.38067,0.413278,0.623949,0.602959,0.03282,0.021355,0.076862,0.009,0.044638,0.038552,0.118623,0.07016647298489281,0.129785,0.011557,0.007904,0.049992,0.014406,0.053477,0.040454,0.026112,0.043269,0.045858,0.035414,0,1,0,0,0,0
243,0.78489,0.462632,0.624837,0.630399,0.182248,0.055523,0.157869,0.454181,0.0,0.10443847480052927,0.175276,0.0319786668590738,0.0,0.0,0.0,0.0,0.0,0.011564,0.025238,0.552646,0.264487,0.336576,0.078343,0.016247,0.037675,0.020483,0.075672,0.314616,0.080844,0.04855,0.0,3.4e-05,0.0,0.888903,0.983032,1.0,1.0,1.0,0.877188,0.831091,0.840576,0.849225,0.684259,0.811303,0.697023,0.393676,0.348333,0.346955,0.229712,0.176586,0.14613,0.025487,0.035495,0.50532,0.132549,0.012351,0.445324,0.195123,0.063666,0.027377,0.000144,1.0,0.777688,0.712739,0.768082,0.547482,0.701098,0.727825,0.60789,0.55531,0.604759,0.485608,0.479826,0.50057,0.500872,0.499195,0.5,0.500358,0.501006,0.5,0.178073,0.074807,0.014128,0.32452,0.165224,0.177532,0.111898,0.029584307575990922,0.024611,0.1042,0.14071,0.017032,0.0002,0.007393,0.000733,0.000941,0.0,0.000441,0.0,0,1,0,0,0,0
244,0.540199,0.142699,0.704638,0.585483,0.104924,0.049996,0.26588,0.708044,0.133573,0.1811896074736378,0.574586,0.3788746988627937,0.0,0.10699675603214467,0.0,0.0,0.0,0.086037,0.804197,0.854566,0.332321,0.468329,0.933742,0.292042,0.807599,0.016171,0.495634,1.0,0.958835,1.0,0.000433,0.000791,0.000167,0.446125,0.770823,0.673162,0.719698,0.667119,0.733855,0.590583,0.557208,0.591015,0.73334,0.672394,0.626701,0.346667,0.539712,0.438923,0.177722,0.291547,0.086863,0.197514,0.127383,0.14614,0.20715,0.160287,0.245197,0.245569,0.092444,0.183787,0.00421,0.810901,0.524032,0.952999,0.970042,0.692622,1.0,0.962627,0.558083,0.619744,0.907217,0.761619,0.49839,0.510154,0.598575,0.495091,0.500805,0.511395,0.504999,0.500805,0.183567,0.215268,0.10586,0.23289,0.083795,0.367677,0.264152,0.07026748086350736,0.027947,0.594195,1.0,0.056721,0.016536,0.111433,0.048246,0.004939,0.000229,0.027535,0.000229,0,1,0,0,0,0
245,0.893117,0.82889,0.827268,0.871978,0.74597,0.671214,0.426495,0.514155,0.0,0.0,0.0,0.0,0.0,0.4409940007164222,0.164412,0.056502,0.657139,0.003175,0.0027,0.002426,0.033194,0.034198,0.026269,0.055312,0.066362,0.222679,0.157574,0.147529,0.104074,0.097513,0.227022,0.075715,0.143052,0.53356,0.397853,0.657209,0.615871,0.55987,0.585844,0.640898,0.627524,0.591502,0.418827,0.437167,0.384712,0.333086,0.476797,0.373779,0.009725,0.00821,0.093389,0.077908,0.012284,0.076645,0.06,0.048104,0.035294,0.032021,0.002683,0.085382,0.13625,1.0,1.0,1.0,1.0,0.673086,0.699264,0.722066,0.677022,0.505043,0.497685,0.502807,0.505021,0.851438,0.786892,0.534957,0.987923,1.0,0.864198,0.711241,0.003353,1.0,0.025252,0.00224,0.009706,0.154135,0.14022,0.16906218685057434,0.052476,0.023934,0.030215,0.002952,0.319486,0.128894,0.04799,0.019182,0.071106,0.067135,0.178611,0,1,0,0,0,0
246,0.661465,0.613759,0.551429,0.623677,0.527592,0.542413,0.627949,0.637681,0.594976,0.5922817850126298,0.611715,0.615923293689447,0.607088,0.42824690277829336,0.432863,0.395399,0.541738,0.006601,0.02225,0.005442,0.038118,0.029186,0.028589,0.033989,0.022064,0.031111,0.109646,0.098053,0.118546,0.093178,0.377548,0.08017,0.06232,1.0,0.68954,0.485089,0.50941,0.542531,0.537613,0.504198,0.541084,0.521125,0.500967,0.517401,0.504451,0.465576,0.395295,0.371406,0.314034,0.782348,0.012714,0.016074,0.005035,0.003538,0.004931,0.003825,0.02396,0.03332,0.028605,0.028007,0.012736,0.771661,0.754518,0.632436,0.646381,0.657788,0.660785,0.672705,0.660069,0.646258,0.661221,0.664945,0.653225,0.581868,0.570988,0.562511,0.629797,0.632146,0.638867,0.653885,0.027751,0.096982,0.030412,0.254287,0.00995,0.011198,0.020751,0.010163792775836514,0.009933,0.035906,0.056309,0.0469,0.024726,0.035797,0.016841,0.03612,0.019558,0.02318,0.028566,0,1,0,0,0,0
247,0.785756,0.78057,0.655885,0.716722,0.646228,0.564206,0.563419,0.598623,0.492888,0.5280822741670342,0.558897,0.5716506126964657,0.528322,0.4706191633914264,0.477922,0.460012,0.297343,0.004549,0.00537,0.041341,0.053697,0.039744,0.053038,0.044486,0.061837,0.008428,0.009394,0.017611,0.083491,0.030962,0.013929,0.058691,0.051382,0.669095,0.398704,0.984156,0.956008,0.896248,0.723903,0.877853,0.788992,0.83203,0.828004,0.800055,0.818594,0.716948,0.738779,0.677421,0.037286,0.015567,0.131679,0.193092,0.077066,0.005369,0.002604,0.068174,0.006284,0.014712,0.008269,0.012081,0.07476,1.0,1.0,0.820037,0.874049,0.759103,0.800333,0.909208,0.85193,0.700338,0.721753,0.745985,0.699566,0.628534,0.646571,0.632067,0.555287,0.576534,0.627002,0.556741,0.011434,0.158566,1.0,0.058372,0.02783,0.190053,0.212042,0.12568080310264199,0.05668,0.013304,0.039404,0.017003,0.015128,0.02753,0.011868,0.009296,0.035152,0.172637,0.048448,0,1,0,0,0,0
248,0.144442,0.148417,0.168897,0.339959,0.183458,0.292583,0.214237,0.369381,0.122913,0.29718836454031516,0.277599,0.20118270259869883,0.223986,0.2162290704873176,0.109446,0.108493,0.099454,0.001083,0.053846,0.034554,0.056812,0.042806,0.044657,0.1902,1.0,0.0088,0.004184,0.299051,0.490245,0.241608,0.000154,9.8e-05,0.0,0.510034,0.717764,0.564746,0.679424,0.89439,0.887606,0.888464,0.453971,0.515055,0.662805,0.772922,0.58476,0.453738,0.695391,0.398663,0.002965,0.023577,0.048862,0.055566,0.085904,0.09892,0.392955,0.026253,0.070016,0.250475,0.165193,0.071377,0.000268,0.171766,0.158257,0.319992,0.426932,0.483684,0.556036,0.751588,0.640667,0.523517,0.545144,0.525843,0.474425,0.466486,0.470858,0.486894,0.499061,0.494163,0.499799,0.498926,0.087267,0.053572,0.068178,0.062915,0.093941,0.066221,0.347888,0.09470138670816322,0.119419,0.09957,0.156456,0.078809,0.006438,0.014915,0.013224,0.00569,0.000542,0.000178,0.000617,0,1,0,0,0,0
249,0.429407,0.908193,0.367309,0.545419,0.792507,0.677412,0.284945,0.441778,0.3688,0.38776713042780964,0.394736,0.4524243298820304,0.460405,0.3147933162020792,0.288748,0.252797,0.097771,0.210965,0.109754,0.039236,0.127999,0.071202,0.009118,0.004876,0.075422,0.046476,0.10602,0.06919,0.04776,0.032915,0.059687,0.001795,0.065755,0.321427,0.641639,0.441927,0.500995,0.582112,0.698326,0.804239,0.581735,0.706742,0.381488,0.451749,0.517284,0.477675,0.415288,0.461667,0.074276,0.073912,0.010652,0.015451,0.00487,0.00505,0.005682,0.017819,0.008579,0.019809,0.024985,0.036387,0.013776,0.726103,1.0,0.530629,0.555947,0.480587,0.531613,0.585849,0.674014,0.483125,0.486659,0.538457,0.531893,0.518798,0.463433,0.409096,0.485407,0.475197,0.480531,0.401715,0.242438,0.074241,0.059109,0.252805,0.209313,0.009324,0.035539,0.03820798022245735,0.084043,0.023661,0.014597,0.027247,0.021452,0.025213,0.080497,0.064185,0.009638,0.028226,0.107145,0,1,0,0,0,0
250,0.665854,0.589897,0.818558,0.822636,0.524648,0.584817,0.748526,0.661961,0.417092,0.43724590032476646,0.509369,0.49317355524289397,0.438187,0.3458352690446399,0.353012,0.335866,0.206921,0.100552,0.028932,0.031388,0.007097,0.002066,0.015506,0.02846,0.112751,0.085727,0.122234,0.114676,0.058326,0.02415,0.014599,0.045806,0.05556,0.298807,0.37262,0.384472,0.419198,0.459047,0.439849,0.424705,0.352709,0.293642,0.379781,0.343793,0.297682,0.228779,0.329204,0.282119,0.025244,0.017083,0.002092,0.010108,0.008452,0.106772,0.0289,0.037915,0.010828,0.008478,0.004834,0.002268,0.004548,0.206667,0.219471,0.677413,0.591709,0.756341,0.529287,0.339338,0.299964,0.493313,0.451534,0.301832,0.193114,0.50936,0.478429,0.442174,0.504193,0.493816,0.483763,0.479256,0.195262,0.357642,0.157577,0.245219,0.04087,0.422985,0.207413,0.02056060372709071,0.033604,0.009991,0.031786,0.152023,0.005899,0.005281,0.004808,0.045288,0.007883,0.014329,0.015171,0,1,0,0,0,0
251,0.326628,0.321155,0.389362,0.434432,0.366574,0.460396,0.688407,0.764422,0.299872,0.25439637544605276,0.240764,0.161267241482978,0.109311,0.6914056424772155,0.527227,0.282125,0.395716,0.017135,0.008822,0.007136,0.010616,0.014653,0.013837,0.008256,0.0474,0.427713,0.40299,0.462979,0.378903,0.129882,0.01382,0.062971,0.040882,0.408498,0.451221,0.616344,0.631166,0.612771,0.599047,0.5788,0.705391,0.728402,0.591708,0.542044,0.406886,0.34751,1.0,0.622414,0.004441,0.005977,0.028857,0.037689,0.018892,0.064639,0.097706,0.133033,0.557282,0.115548,0.000868,0.330507,0.169682,0.579565,0.575349,0.808318,0.810677,0.825628,0.965211,1.0,1.0,0.557088,0.557971,0.530406,0.495326,0.725644,0.810263,0.504339,0.801843,0.81855,0.822061,0.706354,0.009188,0.006709,0.004184,0.011317,0.016311,0.027881,0.050303,0.056503407265766734,0.467496,0.242129,0.448144,0.005326,0.059133,0.217323,0.25497,0.028973,0.028781,0.037892,0.104127,0,1,0,0,0,0
252,0.457922,0.641732,0.561595,0.611674,0.734795,0.732891,0.274595,0.299105,0.307349,0.3391674351469468,0.354876,0.3561626401465501,0.344659,0.3023452292199928,0.311868,0.292234,0.165987,0.060227,0.133558,0.002496,0.027856,0.03574,0.047739,0.01247,0.365302,0.157656,0.010983,0.005147,0.004265,0.007959,0.013204,0.006384,0.003028,0.518608,0.521104,0.374781,0.407332,0.463834,0.55094,0.581866,0.376008,0.356125,0.258512,0.258903,0.262421,0.27275,0.293093,0.281056,0.00185,0.001416,0.006816,0.013401,0.052308,0.009204,0.009019,0.117641,0.000788,0.002687,0.001645,0.003892,0.001445,0.583982,0.803543,0.616166,0.629238,0.380021,0.380569,0.49017,0.463612,0.313965,0.319087,0.306081,0.314491,0.439915,0.414285,0.350521,0.471719,0.471205,0.518194,0.416935,0.075919,0.371989,0.39395,0.002381,0.020873,0.01992,0.065372,0.11777918677656855,0.562081,0.00389,0.002165,0.003324,0.022897,0.024074,0.028176,0.014447,0.032661,0.039264,0.159715,0,1,0,0,0,0
253,0.53136,0.326722,0.74019,0.798065,0.560385,0.484097,0.540394,0.634902,0.273038,0.3203630568140812,0.341146,0.3273296294960136,0.273412,0.21915797310707502,0.162076,0.11939,0.139534,0.14713,0.052756,0.022662,0.015523,0.016262,0.008615,0.018068,0.03717,0.01035,0.037557,0.052117,0.093027,0.171664,0.000606,0.003466,0.000301,0.392421,0.557346,0.700233,0.572593,0.454609,0.580014,0.58142,0.530988,0.448464,0.391584,0.386331,0.38607,0.343114,0.321091,0.36952,0.01674,0.015527,0.060979,0.029609,0.018015,0.0876,0.028799,0.013491,0.010452,0.008475,0.001855,0.005179,0.00208,0.814669,0.695887,1.0,1.0,0.828748,0.90904,0.721372,0.630603,0.568047,0.564837,0.484959,0.51059,0.385467,0.389247,0.452653,0.337516,0.32347,0.325673,0.479088,0.151349,0.103758,0.405979,0.017535,0.035879,0.031257,0.224967,0.02526797090173033,0.001863,0.05613,0.058686,0.182049,0.005882,0.00481,0.009043,0.037777,0.005997,0.007565,0.016748,0,1,0,0,0,0
254,0.521097,0.536073,0.660705,0.740794,0.684352,0.311416,0.172986,0.200027,0.16511,0.1754189888136001,0.120846,0.15305787045388042,0.186765,0.09794113899092832,0.098809,0.191119,0.139146,0.026088,0.027491,0.01003,0.326099,0.355434,0.30915,0.323345,0.056873,0.016794,0.012223,0.00899,0.110022,0.038262,0.058235,0.000118,0.052817,0.927634,0.537702,0.603573,0.623162,0.671715,0.811173,0.723841,0.596221,0.533059,0.376344,0.526975,0.427435,0.348964,0.348429,0.394856,0.037143,0.088169,0.193543,0.092423,0.275382,0.001744,0.011237,0.026842,0.001632,0.050145,0.015329,0.00071,0.000278,0.772052,0.785382,0.582584,0.645408,0.463858,0.506922,0.580605,0.544541,0.481012,0.492183,0.513363,0.476885,0.487095,0.494028,0.4792,0.490092,0.495203,0.49395,0.477746,0.012885,0.010001,0.036408,0.083041,0.036972,0.372668,0.415314,0.2711141469034584,0.005843,0.005919,0.005783,0.006798,0.011129,0.004019,0.062163,0.045361,0.003641,0.004222,0.01221,0,1,0,0,0,0
255,0.601478,0.633286,0.58535,0.572554,0.529987,0.485278,0.125078,0.166465,0.110769,0.11766769576199833,0.211071,0.40328234544295727,0.402886,0.1046698888943518,0.132011,0.203474,0.10221,0.016214,0.030298,0.101406,0.222568,0.239118,0.426318,0.181539,0.087208,0.025736,0.036801,0.16685,0.473836,0.357236,0.021681,0.000342,0.00294,0.958669,0.909376,0.53085,0.892867,0.805069,0.729575,0.868621,1.0,0.990947,0.64751,0.718669,0.81216,0.932085,0.415391,0.846742,0.027119,0.118587,0.100624,0.307506,0.105142,0.087126,0.179425,0.05001,0.096706,0.258545,0.016163,0.143484,0.003388,0.895073,1.0,0.526682,0.888073,0.51551,0.545938,0.846003,0.828961,0.502114,0.573727,0.718465,0.526838,0.494207,0.488538,0.425177,0.473106,0.489499,0.47428,0.454285,0.02044,0.013871,0.240585,0.043565,0.018413,0.201719,0.486606,0.08722680369068787,0.028009,0.052234,0.172368,0.047387,0.024308,0.100665,0.212255,0.035565,0.016987,0.019814,0.013247,0,1,0,0,0,0
256,0.320094,0.67909,0.473848,0.373326,0.54335,0.161621,0.105113,0.164951,0.178197,0.15231947395854217,0.104782,0.13368287295918163,0.111913,0.14064552251161175,0.315168,0.207596,0.116538,0.21248,0.277311,0.702164,0.596033,0.460059,0.773891,0.259235,0.500065,0.330322,0.23526,0.010978,0.039115,0.085853,0.084019,0.216975,0.039848,0.552977,0.565226,0.484005,0.470727,0.493038,0.448635,0.638333,0.473745,0.556097,0.350974,0.351399,0.356406,0.416262,0.384451,0.460329,0.137278,0.21168,0.123608,0.136336,0.072092,0.005501,0.100309,0.115119,0.055295,0.020304,0.001081,0.203078,0.333584,0.615886,0.650004,0.62396,0.574041,0.495795,0.531423,0.578312,0.64561,0.511563,0.494509,0.509852,0.535863,0.500235,0.505804,0.506676,0.624329,0.717045,0.63379,0.500011,0.099024,0.057971,0.134565,0.136666,0.453403,0.15247,0.199923,0.18198319468918572,0.548531,0.067222,0.01072,0.004522,0.005827,0.417828,0.117189,0.003685,0.187232,0.179921,3e-06,0,1,0,0,0,0
257,0.105074,0.106353,0.158234,0.265891,0.112698,0.175281,0.50699,0.709902,0.691133,0.7271881640671987,0.778563,0.7119685253997459,0.660046,0.5166688574068927,0.463987,0.423028,0.209011,0.000921,0.065852,0.117943,0.361958,0.0199,0.02212,0.065241,0.00841,0.055937,0.241692,0.047533,0.043996,0.05418,0.569991,0.113769,0.019372,0.357284,0.675336,0.562023,0.630556,0.615384,0.61716,0.637407,0.572716,0.584657,0.595844,0.566639,0.55072,0.638663,0.747503,0.442346,0.101643,0.003106,0.003289,0.002672,0.065671,0.048589,0.000602,0.000641,0.054321,0.010079,0.006551,0.173057,0.072844,0.447799,0.205605,0.435006,0.485619,0.536948,0.586778,0.567991,0.553151,0.772365,0.757627,0.714741,0.631441,0.718476,0.732141,0.577384,0.502527,0.400608,0.367921,0.459329,0.049782,0.223539,0.076857,0.040472,0.059069,0.012574,0.008462,0.10245099117731182,0.025098,0.092904,0.107763,0.072908,0.30731,0.329136,0.417588,0.270969,0.32555,0.084771,0.040369,0,1,0,0,0,0
258,0.818698,0.845293,0.726615,0.761981,0.763779,0.612034,0.44983,0.48249,0.360259,0.4159005252395654,0.430009,0.4547021497488686,0.452278,0.3428883053604236,0.388912,0.363515,0.16302,0.001923,0.000141,0.195972,0.00991,0.008299,0.007297,0.024731,0.045851,0.064103,0.010033,0.026193,0.035888,0.028618,0.084806,0.09621,0.134438,0.540885,0.710494,0.650473,0.654431,0.657771,0.653882,0.527963,0.518889,0.472483,0.468121,0.445528,0.456221,0.449808,0.444163,0.433896,0.013556,0.025529,0.046535,0.044793,0.051687,0.018115,0.020365,0.011158,0.008246,0.006427,0.015185,0.00527,0.017704,0.871041,0.909007,0.632056,0.638654,0.555198,0.579419,0.584105,0.569366,0.526458,0.517702,0.531748,0.538256,0.505614,0.479882,0.50615,0.39448,0.458132,0.464953,0.446312,0.006163,0.008373,0.007995,0.039765,0.085533,0.013128,0.018619,0.02248975420082766,0.039002,0.019476,0.00672,0.084092,0.029168,0.049253,0.01895,0.054106,0.088717,0.09912,0.068984,0,1,0,0,0,0
259,0.888914,0.58515,0.833724,0.943597,0.539802,0.51281,0.455711,0.597989,0.488956,0.5904404394370716,0.720913,0.4596736694846295,0.384604,0.6416072741940501,0.451354,0.326067,0.427747,0.024645,0.009292,0.015609,0.020652,0.01349,0.011279,0.032549,0.046085,0.038789,0.087889,0.201216,0.101671,0.069957,0.088644,0.374698,0.10127,0.832222,0.427661,0.721872,0.415892,0.367284,0.570768,0.893717,0.819643,0.678964,0.675007,0.781557,0.688656,0.47714,0.736365,0.534883,0.00565,0.049881,0.069089,0.05438,0.02186,0.042613,0.028197,0.03263,0.058452,0.042975,0.017269,0.049813,0.110567,1.0,0.939032,1.0,1.0,0.762916,0.828547,0.783995,0.759125,0.854659,0.900105,0.757425,0.639224,0.879328,0.817767,0.607846,0.804325,0.810789,0.722558,0.577597,0.041748,0.183247,0.021855,0.685868,0.010329,0.038477,0.059943,0.02233074179786023,0.066955,0.10969,0.129473,0.029423,0.07706,0.054063,0.049826,0.03098,0.183444,0.075354,0.065971,0,1,0,0,0,0
260,0.539655,0.583372,0.487027,0.532825,0.597888,0.562537,0.581735,0.594503,0.483032,0.5064422036004972,0.500172,0.6009506114939211,0.616172,0.30231512744589456,0.585448,0.581067,0.098102,0.004463,0.007142,0.00863,0.007947,0.001959,0.016993,0.02035,0.003265,0.012614,0.007448,0.465055,0.005987,0.002554,0.012837,0.099961,0.512308,0.823189,0.859787,0.795569,0.793141,0.794856,0.84013,0.891056,0.819047,0.849904,0.846351,0.881008,0.881962,0.936571,0.608848,0.891077,0.0024,0.008622,0.013726,0.009511,0.001924,0.023606,0.026045,0.000933,0.088738,0.00648,0.009943,0.008773,0.111591,0.793769,0.83699,0.798399,0.807859,0.806159,0.806987,0.797191,0.808485,0.743447,0.724828,0.798376,0.867921,0.618458,0.608137,0.795771,0.475532,0.5,0.641483,0.827093,0.006093,0.006645,0.02804,0.002745,0.017984,0.004851,0.013826,0.022866783609121512,0.006389,0.095848,0.327469,0.014394,0.227627,0.007469,0.005618,0.01515,0.012746,0.36824,0.039338,0,1,0,0,0,0
261,0.765496,0.637727,0.817499,0.89993,0.62015,0.664926,0.788697,0.858867,0.654748,0.6864219558157252,0.634032,0.4964164171386654,0.447937,0.4698445444046321,0.323454,0.237765,0.331632,0.013394,0.004544,0.000398,0.034019,0.001103,0.027529,0.002197,0.000883,0.002885,0.022822,0.053303,0.055427,0.017424,0.090837,0.030808,0.06751,0.426111,0.569225,0.555727,0.341132,0.614746,0.627867,0.55192,0.695576,0.655899,0.787984,0.731303,0.678484,0.57262,0.751879,0.596626,0.046866,0.005536,0.007246,0.034644,0.006207,0.03183,0.058472,0.002262,0.016687,0.006049,0.008208,0.006751,0.017732,0.84011,0.592067,1.0,0.95528,0.97305,1.0,0.828402,0.768999,0.906166,0.839551,0.737856,0.66717,0.781703,0.730743,0.503288,0.678968,0.642065,0.430108,0.310655,0.036131,0.037501,0.008046,0.173735,0.006275,0.774397,0.030754,0.016679300985476864,0.011912,0.012697,0.036926,0.008464,0.038236,0.037926,0.050024,0.133473,0.013655,0.080815,0.020096,0,1,0,0,0,0
